,BOLA2 (552900)
ACH-000004,-0.39344919110046217
ACH-000005,-0.5667665446606543
ACH-000007,-0.4208312218511701
ACH-000009,-0.2112318674480989
ACH-000011,-0.6480655962568792
ACH-000012,-0.3761332739944722
ACH-000013,-0.40594571985042216
ACH-000014,-0.3754258160163504
ACH-000015,-0.30120445667381884
ACH-000017,-0.5014573721674761
ACH-000018,-0.43529426535983
ACH-000019,-0.17219295113136426
ACH-000021,-0.18258532566206664
ACH-000022,-0.25488146657525274
ACH-000025,-0.4300684531534528
ACH-000028,-0.4229834466191238
ACH-000030,0.018750679496526503
ACH-000035,-0.2164395572154433
ACH-000036,-0.3622142675976484
ACH-000037,-0.4218112399496907
ACH-000039,-0.363354391907411
ACH-000040,-0.3304426857826122
ACH-000041,-0.33271292771774896
ACH-000042,-0.12718758088611326
ACH-000045,-0.3913486971054089
ACH-000047,-0.24935014850728754
ACH-000052,-0.5829995971059247
ACH-000053,-0.2527120963196932
ACH-000054,-0.4175625208816833
ACH-000055,-0.4738042310038252
ACH-000060,-0.2504496074243898
ACH-000067,-0.20172434248012688
ACH-000070,-0.17144544460779038
ACH-000075,-0.5854985654114431
ACH-000078,-0.5473276081305105
ACH-000082,-0.5493919359022598
ACH-000085,-0.454202302377969
ACH-000086,-0.12308698834843332
ACH-000087,-0.4718668075585405
ACH-000092,-0.35840168613766643
ACH-000095,-0.2997840975808255
ACH-000097,-0.5942969101274524
ACH-000098,-0.4528243902231992
ACH-000099,-0.3671530327475133
ACH-000108,-0.09423372959956616
ACH-000113,-0.3728412015993556
ACH-000116,-0.1712261855839424
ACH-000118,-0.34215985558399603
ACH-000120,-0.3627776597909506
ACH-000123,-0.3541456289480963
ACH-000127,-0.8179285835909053
ACH-000128,-0.2247013441723738
ACH-000132,-0.3008976569512156
ACH-000133,-0.2034006883105483
ACH-000137,-0.4472095223984209
ACH-000138,-0.2408934129259151
ACH-000142,-0.5243717189136424
ACH-000143,-0.508567533716266
ACH-000146,-0.454988005634091
ACH-000148,-0.35994599279828043
ACH-000150,-0.20542137272288435
ACH-000152,-0.1980352068818328
ACH-000153,-0.4736296500425719
ACH-000159,-0.414672329584304
ACH-000160,-0.2614803281550208
ACH-000163,-0.30675528211626324
ACH-000167,-0.2369850741215723
ACH-000168,-0.4118247906746369
ACH-000169,-0.4022964263499181
ACH-000178,-0.3354305447354609
ACH-000183,-0.1871009395073159
ACH-000188,-0.21441994972096093
ACH-000189,-0.4218511852351218
ACH-000190,-0.2524804855488234
ACH-000198,-0.19683208415788855
ACH-000203,-0.24875574044617066
ACH-000204,-0.2862146289833073
ACH-000206,-0.6514507086903041
ACH-000207,-0.2899121291686705
ACH-000208,-0.2770516756431703
ACH-000210,-0.3901132109938149
ACH-000211,-0.4107751563904344
ACH-000215,-0.3945798546871676
ACH-000221,-0.23757922296818074
ACH-000222,-0.10946184343908834
ACH-000223,-0.2963866690165097
ACH-000226,-0.2634370887355845
ACH-000227,-0.2973478833536369
ACH-000228,-0.24443572945921266
ACH-000231,-0.43854714604916345
ACH-000232,-0.3674708299516981
ACH-000233,-0.3812528252630504
ACH-000234,-0.2602785476150061
ACH-000235,-0.3188067335707227
ACH-000237,-0.4905951256790787
ACH-000238,0.014067120418417987
ACH-000242,-0.14818223351595974
ACH-000243,-0.7057712085736629
ACH-000244,-0.518591941227286
ACH-000246,-0.3083786646799559
ACH-000248,-0.30763859661463633
ACH-000250,-0.35732578166755946
