,CIART (148523)
ACH-000004,-0.29040174176203765
ACH-000005,0.07716448263677607
ACH-000007,-0.29561162452034345
ACH-000009,-0.23803130007664694
ACH-000011,-0.0910799620872183
ACH-000012,-0.17788607071227264
ACH-000013,-0.05293591763723585
ACH-000014,-0.2822360908731572
ACH-000015,-0.17621163016306893
ACH-000017,-0.0013472090445382065
ACH-000018,-0.3737579245942957
ACH-000019,-0.3453852847002863
ACH-000021,-0.2824907696733888
ACH-000022,-0.11590628361785955
ACH-000025,-0.16187282268384887
ACH-000028,-0.10298656660066972
ACH-000030,-0.12335137871147055
ACH-000035,-0.255498410791849
ACH-000036,-0.16143441533361852
ACH-000037,-0.08630582489377167
ACH-000039,-0.1951860381359916
ACH-000040,-0.09503010212415933
ACH-000041,0.030309074963536232
ACH-000042,-0.06092344733359069
ACH-000045,-0.07588720261414622
ACH-000047,-0.059203491746762
ACH-000052,-0.2620987325941973
ACH-000053,-0.4068358961230617
ACH-000054,0.012013474125893372
ACH-000055,-0.22125438017511653
ACH-000060,-0.0840593041032854
ACH-000067,-0.14451486871690628
ACH-000070,-0.18702487785113675
ACH-000075,-0.15676011998572062
ACH-000078,-0.28590720245166745
ACH-000082,-0.12330689099389695
ACH-000085,-0.07749240707756935
ACH-000086,-0.2889152991859311
ACH-000087,0.2914835119102176
ACH-000092,-0.19713573106219634
ACH-000095,-0.2709829902068965
ACH-000097,-0.1352757052017649
ACH-000098,-0.2322265974238089
ACH-000099,-0.0709825990254897
ACH-000108,-0.07226047670198442
ACH-000113,-0.2820756120251314
ACH-000116,-0.15869841506734952
ACH-000118,-0.05393060326581815
ACH-000120,-0.20065370994565274
ACH-000123,-0.3312398936752812
ACH-000127,-0.08151335778091341
ACH-000128,-0.15809650220865842
ACH-000132,-0.05681617303844558
ACH-000133,-0.3201811807801629
ACH-000137,-0.16038569979149228
ACH-000138,-0.04971581808325951
ACH-000142,-0.19160023386189867
ACH-000143,-0.1146211384404118
ACH-000146,-0.10925255413940263
ACH-000148,-0.16082776861978915
ACH-000150,-0.08228555008154738
ACH-000152,-0.0739885607250845
ACH-000153,-0.003582116554997033
ACH-000159,-0.205867307976194
ACH-000160,0.011100652130188626
ACH-000163,-0.2517487673107137
ACH-000167,-0.1303042768114427
ACH-000168,-0.14214432344228412
ACH-000169,-0.07241832677804917
ACH-000178,-0.05442291204920146
ACH-000183,-0.4199924065718065
ACH-000188,-0.12677385055901508
ACH-000189,-0.08853974726515647
ACH-000190,-0.07174056009046323
ACH-000198,-0.21180087197501696
ACH-000203,-0.13942902580102987
ACH-000204,-0.09875304542470968
ACH-000206,0.0919336240805798
ACH-000207,-0.06836407266892278
ACH-000208,-0.29783268177488675
ACH-000210,-0.4133042044939365
ACH-000211,-0.15152943681038125
ACH-000215,-0.09395870660817493
