,ADNP (23394)
ACH-000004,-0.2876588569299398
ACH-000005,-0.1860649175495465
ACH-000007,-0.6960611060427719
ACH-000009,-0.4295811818272809
ACH-000011,-0.9050217913173864
ACH-000012,-0.03310007644997665
ACH-000013,-0.5868055321189969
ACH-000014,-0.7095252478146473
ACH-000015,-0.4495030842810419
ACH-000017,-0.6028021503342571
ACH-000018,-0.3945484961433231
ACH-000019,-0.7178199329022514
ACH-000021,-0.568426324736518
ACH-000022,-0.33856658572370857
ACH-000025,-0.10236237917438486
ACH-000028,-0.5800073452931266
ACH-000030,-0.4067189764439141
ACH-000035,-0.3700468478493256
ACH-000036,-0.03345505712974931
ACH-000037,-0.4502900467463564
ACH-000039,-0.08920273332803039
ACH-000040,-0.5075326492871662
ACH-000041,-0.4936978412272567
ACH-000042,-0.5917379390231663
ACH-000045,-0.3744610917827764
ACH-000047,-0.4391345077155141
ACH-000052,-0.3708219453434332
ACH-000053,-0.12932463900316912
ACH-000054,-0.2716212765316237
ACH-000055,-0.5604529401580431
ACH-000060,-0.13920856395761164
ACH-000067,-0.2186871077841794
ACH-000070,-0.4278962066598235
ACH-000075,-0.4155132223249206
ACH-000078,-0.2514205683815968
ACH-000082,-0.320728793134391
ACH-000085,-0.6254178724419519
ACH-000086,-0.3558073344370232
ACH-000087,-0.2146405511433467
ACH-000092,-0.25839907140057605
ACH-000095,-0.1790952589913737
ACH-000097,-0.6082178966483369
ACH-000098,-0.10760756542310644
ACH-000099,-0.42326205813248974
ACH-000108,-0.295011451234672
ACH-000113,-0.4744301694361612
ACH-000116,-0.4076895627841376
ACH-000118,-0.3720833126254925
ACH-000120,-0.1167082833765943
ACH-000123,-0.6434500935608889
ACH-000127,-0.3870527974523224
ACH-000128,-0.4504027268252708
ACH-000132,-0.09728088829093798
ACH-000133,-0.3719489362003168
ACH-000137,-0.18863012397868825
ACH-000138,-0.2480369130335336
ACH-000142,-0.32316969202139023
ACH-000143,-0.35992772296869824
ACH-000146,-0.3297237263649487
ACH-000148,-0.5364822327455863
ACH-000150,-0.35115667068799794
ACH-000152,-0.3444175811630191
ACH-000153,-0.5169782864846626
ACH-000159,-0.5745756797263191
ACH-000160,-0.3197888233639453
ACH-000163,-0.5279709897813581
ACH-000167,-0.1295913807071129
ACH-000168,-0.09791538584308344
ACH-000169,-0.4072928685060884
ACH-000178,-0.535716968133075
ACH-000183,-0.19022144518801692
ACH-000188,-0.21945953300217969
ACH-000189,-0.2826506430964409
ACH-000190,-0.4916441065797515
ACH-000198,-0.5751076657122861
ACH-000203,-0.6045591103254155
ACH-000204,-0.4541430809412523
ACH-000206,-0.5150949127234762
ACH-000207,-0.4340557246884327
ACH-000208,-0.3853776005014536
ACH-000210,-0.5041727786266998
ACH-000211,-0.28760813500684035
ACH-000215,-0.21254492717423548
ACH-000221,-0.5206294906498548
ACH-000222,-0.6805139291634631
ACH-000223,-0.3949259690316932
ACH-000226,-0.09251597431201523
ACH-000227,-0.4322610684439855
ACH-000228,-0.3633005940795646
ACH-000231,-0.3441159112517944
ACH-000232,-0.3812378860475165
ACH-000233,-0.07558700377143612
ACH-000234,-0.43391474249231815
ACH-000235,-0.33281764281832066
ACH-000237,-0.2623781446535103
ACH-000238,-0.4360700234153288
ACH-000242,-0.011728969015883014
ACH-000243,-0.4566014202306676
ACH-000244,-0.4605865056592539
ACH-000246,-0.7424259798901719
ACH-000248,-0.6299180871417503
ACH-000250,-0.23278112416166424
ACH-000251,-0.281597236325575
ACH-000252,-0.38112035659549603
ACH-000253,-0.6341090278791186
ACH-000255,-0.18708208978671484
ACH-000256,-0.5022601241954463
ACH-000257,0.0906964148696388
ACH-000258,-0.5204612309492446
ACH-000259,-0.8714082324171362
ACH-000260,-0.5066319991536904
ACH-000261,-0.4631307045445982
ACH-000262,-0.2315958004488037
ACH-000263,-0.31427763833296823
ACH-000264,-0.3703199969650838
ACH-000265,-0.2025864927509277
ACH-000266,-0.3847255112558244
ACH-000272,-0.4514728782714286
ACH-000274,-0.6106314594477671
ACH-000277,-0.6643679954217524
ACH-000278,-0.14509314765828776
ACH-000279,-0.4794515672072529
ACH-000280,-0.486692939790389
ACH-000281,-0.6066110717154449
ACH-000288,-0.19841575360888766
ACH-000291,-0.8257545543264269
ACH-000293,-0.20634312693613965
ACH-000294,-0.20793159843110331
ACH-000295,-0.3643051193562581
ACH-000296,-0.4750229709002009
ACH-000302,-0.3991166104851862
ACH-000304,-0.6025009276038965
ACH-000307,-0.6022414163401253
ACH-000308,-0.5753799585716843
ACH-000310,-0.27185020625030737
ACH-000311,-0.3674259888015693
ACH-000312,-0.3844759395822875
ACH-000315,-0.6546234174597167
ACH-000316,-0.09352167294678047
ACH-000317,-0.4012105299361945
ACH-000318,-0.36397886554480463
ACH-000319,-0.3488913988726329
ACH-000320,-0.5738502347381734
ACH-000322,-0.6972939409059472
ACH-000323,-0.5970047098532747
ACH-000324,-0.4213874776363526
ACH-000329,-0.25575103526263965
ACH-000330,-0.47639011399826
ACH-000331,-0.3963261534936351
ACH-000332,-0.3010124332620354
ACH-000334,-0.19743111378961767
ACH-000335,-0.3095749958053888
ACH-000336,-0.7629593057047153
ACH-000337,-0.21537991495324024
ACH-000338,0.3726802436456144
ACH-000339,-0.10173826188344698
ACH-000341,-0.5741736212396309
ACH-000348,-0.3322288227104575
ACH-000350,-0.6524547738680927
ACH-000352,-0.7583411894258192
ACH-000356,-0.22821339653273276
ACH-000361,-0.3517531397254672
ACH-000362,-0.3402392163683867
ACH-000363,-0.2423373339016576
ACH-000364,-0.2738937086443881
ACH-000365,-0.3787379549542004
ACH-000366,-0.29906403127717274
ACH-000368,-0.3649754853386761
ACH-000374,-0.3454232669966911
ACH-000375,-0.4649024595218217
ACH-000376,-0.7314566220331797
ACH-000381,-0.2077654169108144
ACH-000383,-0.4709352386346211
ACH-000387,-0.7541214276453992
ACH-000389,-0.7291341960506547
ACH-000390,-0.5757830609862309
ACH-000393,-0.4273334861668756
ACH-000395,-0.7061387612515234
ACH-000396,-0.2786428312313725
ACH-000397,-0.5720525320238669
ACH-000401,-0.4687868376052445
ACH-000402,-0.6646702538925134
ACH-000403,-0.5421393767167201
ACH-000404,-0.4658342674434689
ACH-000406,-0.2457234042779756
ACH-000407,-0.3904829914032181
ACH-000408,-0.486654370385488
ACH-000410,-0.5444212083352418
ACH-000411,-0.30823849930756525
ACH-000414,-0.4375930182018785
ACH-000415,-0.27419188682369283
ACH-000416,-0.17685216085729485
ACH-000420,-0.4828956336229671
ACH-000421,-0.2998215719826735
ACH-000424,-0.3708297508865636
ACH-000425,-0.6643902333911892
ACH-000426,-0.3316177867668661
ACH-000427,-0.4639823892757684
ACH-000433,-0.4874422087513438
ACH-000435,-0.4959355662942034
ACH-000436,-0.3013155254630065
ACH-000444,-0.2644285366810819
ACH-000445,-0.16453424293789687
ACH-000448,-0.20693939021019786
ACH-000450,-0.7309013811955287
