,WDFY1 (57590)
ACH-000004,0.12706501519292376
ACH-000005,0.16646033085164869
ACH-000007,0.19591439505699101
ACH-000009,0.16137592241644155
ACH-000011,0.13729824647274233
ACH-000012,0.11865534799241233
ACH-000013,0.14021280006212744
ACH-000014,-0.1044591585943566
ACH-000015,0.18690862705447334
ACH-000017,0.007439994261400173
ACH-000018,0.07371840613358195
ACH-000019,-0.03700187308806693
ACH-000021,0.07812190628016066
ACH-000022,0.07507925438286361
ACH-000025,0.09389965450046417
ACH-000028,0.10535520341475793
ACH-000030,0.013669711281792464
ACH-000035,0.17669469062773327
ACH-000036,0.01828752712355073
ACH-000037,0.01905349944423156
ACH-000039,0.07520333427867729
ACH-000040,0.1675345740144584
ACH-000041,0.09612525240215987
ACH-000042,0.0792461263763685
ACH-000045,0.19248245355316967
ACH-000047,0.21946941666815845
ACH-000052,0.1489917679445198
ACH-000053,0.1842922364407423
ACH-000054,0.003635352054154978
ACH-000055,-0.0017374766211764522
ACH-000060,0.004122775600843791
ACH-000067,-0.09149222521193874
ACH-000070,0.16614751473892514
ACH-000075,0.036268751612938535
ACH-000078,0.038567917177247016
ACH-000082,-0.012751584600029585
ACH-000085,0.2299032990032689
ACH-000086,0.08185028044139332
ACH-000087,0.02634985584856873
ACH-000092,0.06719320928171461
ACH-000095,0.12676151366397911
ACH-000097,0.05715388914317517
ACH-000098,-0.08426447670984724
ACH-000099,0.13882132778182688
ACH-000108,0.07162432254438525
ACH-000113,0.2547753973364337
ACH-000116,0.14635238006403534
ACH-000118,0.14694748662724774
ACH-000120,0.1651182260451254
ACH-000123,0.1911161153900715
ACH-000127,0.07910010160491436
ACH-000128,0.10684731233342963
ACH-000132,0.14091726007402358
ACH-000133,-0.009786978713148152
ACH-000137,0.20491471189512264
ACH-000138,0.10393251294899226
ACH-000142,0.17189241982446368
ACH-000143,0.03196110373256851
ACH-000146,0.22539880314472904
ACH-000148,0.16073382484068105
ACH-000150,0.2077160683334672
ACH-000152,0.05389050650641072
ACH-000153,0.16847525009336065
ACH-000159,0.04753178707048874
ACH-000160,0.1857908971062721
ACH-000163,0.2620439878871945
ACH-000167,0.2377593509522457
ACH-000168,0.1938442789341388
ACH-000169,0.11981615006697408
ACH-000178,0.1924088701274675
ACH-000183,0.1828451800485627
ACH-000188,0.09770231210693818
ACH-000189,0.05292930127954594
ACH-000190,0.1365782334216324
ACH-000198,-0.006073197099107289
ACH-000203,-0.3215402261852119
ACH-000204,-0.05512372616267607
ACH-000206,0.21681117203484096
ACH-000207,0.12752510848087528
ACH-000208,0.13441936038258318
ACH-000210,-0.2609796576976177
ACH-000211,0.1247710101431174
ACH-000215,0.06533834083354391
ACH-000221,0.18080571821632044
ACH-000222,0.13115181463078668
ACH-000223,0.06333789211734966
ACH-000226,0.05049026929137261
ACH-000227,0.24026137681803625
ACH-000228,0.06438812732017847
ACH-000231,0.11102567183458037
ACH-000232,0.15518483378590792
ACH-000233,0.12921867834583114
ACH-000234,-0.023565316850456344
ACH-000235,0.15070040735794246
ACH-000237,0.15112723689440244
ACH-000238,0.30689228629961923
ACH-000242,0.2539404281898143
ACH-000243,0.06003616261546769
ACH-000244,0.023514936075290413
ACH-000246,0.10852271919477627
ACH-000248,0.1201177607138294
ACH-000250,0.11320401418858643
ACH-000251,0.0031718517099601864
ACH-000252,0.2032799178081505
ACH-000253,0.12231062383505313
ACH-000255,-0.14061536964914995
ACH-000256,0.26326229581453475
ACH-000257,0.10684440831788096
ACH-000258,0.12211490613562635
ACH-000259,0.19344431853316915
ACH-000260,0.0980837830204978
ACH-000261,0.032872757186620485
ACH-000262,0.07410377752839163
ACH-000263,0.2376832616171237
ACH-000264,0.10804155366220476
ACH-000265,0.06268566222501032
ACH-000266,0.10082419880503324
ACH-000272,0.043615614223593085
ACH-000274,0.14024963214115382
ACH-000277,0.11863323162809145
ACH-000278,0.3266335579578704
ACH-000279,0.1509283102686272
ACH-000280,0.1543193944851081
ACH-000281,0.07515955430699997
ACH-000288,0.040132585866649716
ACH-000291,0.12316168676955334
ACH-000293,0.06650171849907932
ACH-000294,0.27400781960028103
ACH-000295,0.1531669041012127
ACH-000296,0.09759445761779804
ACH-000302,0.2538392523080589
ACH-000304,0.055841832623412316
ACH-000307,0.16142469507709625
ACH-000308,0.1555132704498728
ACH-000310,0.16979945690281034
ACH-000311,0.06774366516554675
ACH-000312,0.06378172786012894
ACH-000315,0.14130400302187995
ACH-000316,0.19612035646435635
ACH-000317,0.06545458417828902
ACH-000318,0.2110942565557456
ACH-000319,0.17101390244684958
ACH-000320,-0.043901265153888966
ACH-000322,0.1414998431790273
ACH-000323,0.12658073380052376
ACH-000324,0.11538707324954997
ACH-000329,0.0946246510038504
