,PPP1CA (5499)
ACH-000004,-0.6097936603395679
ACH-000005,-0.5109172563848924
ACH-000007,-0.7124721242281609
ACH-000009,-0.6284981696834333
ACH-000011,-0.513126386234039
ACH-000012,-0.4947830239576615
ACH-000013,-0.358275636704715
ACH-000014,-0.2311849142465213
ACH-000015,-0.3243517596270572
ACH-000017,-0.5852092379458266
ACH-000018,-0.7178798029666087
ACH-000019,-0.4509413277699172
ACH-000021,-0.4313773605971775
ACH-000022,-0.44075564632832814
ACH-000025,-0.4134095194707628
ACH-000028,-0.5763107141773967
ACH-000030,-0.486231614876899
ACH-000035,-0.4778266638071078
ACH-000036,-0.4187242816673525
ACH-000037,-0.37165127880713617
ACH-000039,-0.3942337599399981
ACH-000040,-0.6503537448605246
ACH-000041,-0.5050684785486145
ACH-000042,-0.7609654176169831
ACH-000045,-0.5501154827871678
ACH-000047,-0.6143455976128965
ACH-000052,-0.5534818683687096
ACH-000053,-0.17274421194513362
ACH-000054,-0.4606793608027753
ACH-000055,-0.3786536447325972
ACH-000060,-0.6462356253567585
ACH-000067,-0.3524427290322392
ACH-000070,-0.4315403932289712
ACH-000075,-0.4944323619114922
ACH-000078,-0.4365281339789313
ACH-000082,-0.5725365887181249
ACH-000085,-0.6650554712485403
ACH-000086,-0.5213643316699107
ACH-000087,-0.4607488884889943
ACH-000092,-0.4878382072949046
ACH-000095,-0.4112720197644169
ACH-000097,-0.6205809139115125
ACH-000098,-0.5835249527763201
ACH-000099,-0.3851495079593297
ACH-000108,-0.4807151402151999
ACH-000113,-0.6196609086207544
ACH-000116,-0.5011976552311488
ACH-000118,-0.492610586877323
ACH-000120,-0.5656561638364971
ACH-000123,-0.55376168648401
ACH-000127,-0.7057466778048567
ACH-000128,-0.2576842402368855
ACH-000132,-0.5175924346699723
ACH-000133,-0.7913315334079514
ACH-000137,-0.4831158762793319
ACH-000138,-0.40041913651284017
ACH-000142,-0.5451449755652984
ACH-000143,-0.5556087060296754
ACH-000146,-0.381783220635036
ACH-000148,-0.3869919412305285
ACH-000150,-0.7666819192238897
ACH-000152,-0.6917730019518037
ACH-000153,-0.7525883874732529
ACH-000159,-0.3992124263201892
ACH-000160,-0.2317046216358752
ACH-000163,-0.5321119265935824
ACH-000167,0.09998503627973744
ACH-000168,-0.5353202343202084
ACH-000169,-0.4260250212627672
ACH-000178,-0.7699481926189063
ACH-000183,-0.3233829711243906
ACH-000188,-0.7277996070936129
ACH-000189,-0.624075835160894
ACH-000190,-0.2594312945246284
ACH-000198,-0.7519307466866709
ACH-000203,-0.5563083801957446
ACH-000204,-0.4946539641888636
ACH-000206,-0.514965609177288
ACH-000207,-0.7151704954779986
ACH-000208,-0.4953444998480709
ACH-000210,-0.5836221246887979
ACH-000211,-0.5028427661058826
ACH-000215,-0.3688879343158659
ACH-000221,-0.39356140363605535
ACH-000222,-0.5815132213304892
ACH-000223,-0.3673160337352285
ACH-000226,-0.4283810333716708
ACH-000227,-0.5516866694278549
ACH-000228,-0.6680542085293681
ACH-000231,-0.7379564252604415
ACH-000232,-0.4630905565658309
ACH-000233,-0.3227921394988948
ACH-000234,-0.5913550610052355
ACH-000235,-0.5197187234885429
ACH-000237,-0.3362992240319809
ACH-000238,-0.9252162215590588
ACH-000242,-0.6470958007719791
ACH-000243,-0.42054573878715495
ACH-000244,-0.9844967938460394
