,PMM1 (5372)
ACH-000004,-0.09232190886035337
ACH-000005,-0.16695526452126633
ACH-000007,-0.09889558232609216
ACH-000009,-0.046039843428786434
ACH-000011,-0.02834688222557825
ACH-000012,-0.2259842012600416
ACH-000013,-0.14465470704999536
ACH-000014,-0.03617063828885788
ACH-000015,-0.10172407572402553
ACH-000017,-0.18919030844076654
ACH-000018,-0.044901588514658364
ACH-000019,0.03562649605634366
ACH-000021,-0.10198139811755866
ACH-000022,-0.026507949052038297
ACH-000025,0.10710393916923733
ACH-000028,-0.053228983430490734
ACH-000030,-0.17383498118728094
ACH-000035,0.03619696943532897
ACH-000036,0.008181995316180352
ACH-000037,-0.1474926406631377
ACH-000039,0.09537120853864267
ACH-000040,-0.04026906774812924
ACH-000041,0.015837452562305582
ACH-000042,-0.20482462101026475
ACH-000045,-0.05578379585239067
ACH-000047,-0.16764468801854654
ACH-000052,-0.15976775667928025
ACH-000053,-0.1095366532718771
ACH-000054,-0.18725554505551964
ACH-000055,-0.09018275602886693
ACH-000060,-0.1670027343789731
ACH-000067,-0.0819118709310552
ACH-000070,-0.13697153031467327
ACH-000075,0.18134637073496865
ACH-000078,0.019227670265027027
ACH-000082,-0.09776157574846757
ACH-000085,-0.318203394838848
ACH-000086,0.046019445777325634
ACH-000087,-0.2213051724552208
ACH-000092,-0.12391071848402292
ACH-000095,-0.016817857182641834
ACH-000097,-0.12974925406047436
ACH-000098,-0.09365312571591138
ACH-000099,-0.10627271650300686
ACH-000108,-0.04473973734761279
ACH-000113,0.03987928439520104
ACH-000116,-0.1321216110414135
ACH-000118,-0.14117918140625005
ACH-000120,0.05827387428327507
ACH-000123,-0.021427225837931482
ACH-000127,0.04139831076726108
ACH-000128,0.018471090757331686
ACH-000132,-0.0044922833510254645
ACH-000133,-0.0801334109041005
ACH-000137,0.004784277715197914
ACH-000138,-0.015994783423205414
ACH-000142,0.0016428020683844035
ACH-000143,-0.033754756764410566
ACH-000146,-0.14018803082880651
ACH-000148,0.056724241736577925
ACH-000150,0.06298433648108223
ACH-000152,-0.1898380785169777
ACH-000153,-0.05288009631894832
ACH-000159,0.018628673023859826
ACH-000160,-0.0523282449651692
ACH-000163,-0.05184336583502218
ACH-000167,0.10810936626579386
ACH-000168,-0.1782077126117066
ACH-000169,0.0027753382812899193
ACH-000178,-0.11629887102731012
ACH-000183,0.09339082894293796
ACH-000188,-0.061946494947433275
ACH-000189,-0.0830306679686733
ACH-000190,-0.06590448619260014
ACH-000198,-0.05545549733438847
