,RAP2A (5911)
ACH-000281,-0.16089351327214774
ACH-000288,-0.40159078571803736
ACH-000291,-0.29475641838372857
ACH-000293,-0.20206718248158093
ACH-000294,-0.2411142673820349
ACH-000295,-0.050238092370235236
ACH-000296,-0.33694124972464434
ACH-000302,-0.2666745159464701
ACH-000304,-0.3628695746037581
ACH-000307,-0.22710512911828576
ACH-000308,-0.2317057739331511
ACH-000310,-0.5559080388872143
ACH-000311,-0.1506855148754817
ACH-000312,-0.1699215444459551
ACH-000315,-0.15867663916564578
ACH-000316,-0.18055320587867688
ACH-000317,-0.12059082114075187
ACH-000318,-0.3668481256104445
ACH-000319,-0.3132193686756136
ACH-000320,-0.13168514287863992
ACH-000322,-0.22695806680544814
ACH-000323,-0.44653825931174096
ACH-000324,-0.2078496158835509
ACH-000329,-0.2868462223044921
ACH-000330,-0.31650821281590497
ACH-000331,-0.14739015708218206
ACH-000332,-0.2591896111621968
ACH-000334,-0.3369327178500732
ACH-000335,-0.18266637270337585
ACH-000336,-0.17578664046901826
ACH-000337,-0.3620125932361231
ACH-000338,-0.12187167176269845
ACH-000339,-0.2799209702739298
ACH-000341,-0.2964659244535348
ACH-000348,-0.27417271226163065
ACH-000350,-0.19413092022044
ACH-000352,-0.230563775604032
ACH-000356,-0.2031679087151436
ACH-000361,-0.1617889751851638
ACH-000362,-0.2755772282410902
ACH-000363,-0.28620909371244624
ACH-000364,-0.2574133320192514
ACH-000365,-0.2705194601136501
ACH-000366,-0.29427906344544
ACH-000368,-0.1948293190314944
ACH-000374,-0.34109767894101817
ACH-000375,-0.10645822521809332
ACH-000376,-0.28653841477576675
ACH-000381,-0.2179491632264988
ACH-000383,-0.3463153845810658
ACH-000387,-0.2346308938502437
ACH-000389,-0.4713800272792829
ACH-000390,-0.33859998002205355
ACH-000393,-0.3755448509095319
ACH-000395,-0.35470995167908376
ACH-000396,-0.14481050720990182
ACH-000397,-0.3305701175387997
ACH-000401,-0.15719686576317202
ACH-000402,-0.4061333025498827
ACH-000403,-0.2880881904086825
ACH-000404,-0.2334993311660296
ACH-000406,-0.21021933791171765
ACH-000407,-0.06363512857906398
ACH-000408,-0.2351811864468308
ACH-000410,-0.33129240048236946
ACH-000411,-0.2790364951666299
ACH-000414,-0.2783004507492887
ACH-000415,-0.3966854702727871
ACH-000416,-0.2206006755915116
ACH-000420,-0.2277795766139229
ACH-000421,-0.22902132632121375
ACH-000424,-0.4969568142269408
ACH-000425,-0.21577783775580892
ACH-000426,-0.1936561606042284
ACH-000427,-0.14951085601049513
ACH-000433,-0.280131756227473
ACH-000435,0.07008472905989374
ACH-000436,-0.3025175503423987
ACH-000444,-0.19571868218950766
ACH-000445,-0.2917666940789909
ACH-000448,-0.22713653239653295
ACH-000450,-0.09796325859938572
ACH-000452,-0.25529811310334577
ACH-000454,-0.1045815435952607
ACH-000458,-0.3282493451445141
ACH-000459,-0.114386735147092
ACH-000460,-0.2894001094363402
ACH-000461,-0.2482403175677554
ACH-000463,-0.28200949617844184
ACH-000464,-0.3875295187643896
ACH-000466,-0.30112956860117457
ACH-000467,-0.32365375580273953
ACH-000468,-0.2669889584046795
ACH-000469,-0.2304286927801984
ACH-000470,-0.17696888919646867
ACH-000471,-0.3078814239292896
ACH-000472,-0.30010970226171163
ACH-000473,-0.16518209976215506
ACH-000475,-0.2350331968690388
ACH-000476,-0.2486217904442985
ACH-000477,-0.152281557853905
ACH-000479,-0.2295069290594868
ACH-000480,-0.2342921907200868
ACH-000481,-0.3861083428225885
ACH-000483,-0.23700085391550366
ACH-000484,-0.41492129733690014
ACH-000485,-0.27532025412094985
ACH-000486,-0.2629775307881672
ACH-000487,-0.15148491066022746
ACH-000488,-0.245521356176794
ACH-000490,-0.3909216629079684
ACH-000491,-0.2935293759858985
ACH-000495,-0.22051517289645747
ACH-000496,-0.3730439587028361
ACH-000499,-0.020173153574908467
ACH-000500,-0.0063156323523571615
ACH-000502,-0.20559814145713334
ACH-000503,-0.178946788456328
ACH-000505,-0.3180573666188649
ACH-000507,-0.2879113348392848
ACH-000510,-0.2724529029515061
ACH-000511,-0.20169127998371764
ACH-000512,-0.13193080262278933
ACH-000516,-0.2505265642006863
ACH-000517,-0.1928560233024294
ACH-000518,-0.2908601542726719
ACH-000520,-0.19416139860378012
ACH-000521,-0.3231377176809102
ACH-000522,-0.2710852105695871
ACH-000524,-0.19529342331841693
ACH-000527,-0.20737684426548106
ACH-000528,-0.2960965018107282
ACH-000537,-0.37648514516589415
ACH-000541,-0.39130674786812464
ACH-000542,-0.25116169680564704
ACH-000544,-0.3572517934230227
ACH-000545,-0.1275019066132441
ACH-000547,-0.1056466578850658
ACH-000548,-0.3653932916396402
ACH-000549,-0.27200052390557183
ACH-000550,-0.26714020608279504
ACH-000552,-0.2340770854237853
ACH-000556,-0.3264806314688428
ACH-000557,-0.3540987151252217
ACH-000569,-0.06142994716667654
ACH-000570,-0.20459866387305464
ACH-000571,-0.28617777879792144
ACH-000573,-0.3122566667388477
ACH-000576,-0.29531312635257523
ACH-000579,-0.3610825954301833
ACH-000580,-0.3068413694273494
ACH-000584,-0.2923274706782736
ACH-000585,-0.3015218771014758
ACH-000588,-0.2851494401153823
ACH-000589,-0.2022688153898184
ACH-000591,-0.13021820486466024
ACH-000593,-0.18914882238932
ACH-000600,-0.2504829810434968
ACH-000601,-0.21419824866662066
ACH-000605,-0.2821798595051899
ACH-000606,-0.181158882551018
ACH-000608,-0.3525938311881793
ACH-000614,-0.2636974353126371
ACH-000616,-0.3340022144022144
ACH-000618,-0.21628124506510196
ACH-000619,-0.2291640680031007
ACH-000620,-0.2000845455306132
ACH-000621,-0.2541632771176294
ACH-000622,-0.39791735126079575
ACH-000623,-0.3264441747235348
ACH-000624,-0.3066953251036386
ACH-000627,-0.32255480116599017
ACH-000630,-0.2614686630441518
ACH-000631,-0.3489242201346987
ACH-000632,-0.225337195615564
ACH-000633,-0.14035535080250808
ACH-000637,-0.2002092360375828
ACH-000638,-0.3560251238254353
ACH-000646,-0.3468516155699137
ACH-000647,-0.2908350480568325
ACH-000648,-0.35598875682368264
ACH-000649,-0.3043301390895763
ACH-000651,-0.2798162856634297
ACH-000652,-0.2527691575627506
ACH-000653,-0.3238814179501651
ACH-000657,-0.30013488663160376
ACH-000658,-0.28022830408512595
ACH-000661,-0.4235853102823766
ACH-000662,-0.19335617252860168
ACH-000663,-0.1986658856678601
ACH-000665,-0.18890701727052112
ACH-000671,-0.24378902869445476
ACH-000672,-0.35064349485392643
ACH-000673,-0.2630318283883674
ACH-000676,-0.14313950884955326
ACH-000677,-0.19649466719150324
ACH-000681,-0.21213287269896652
ACH-000683,-0.25223262788275297
ACH-000684,-0.05639422779237072
ACH-000688,-0.19943479798404876
ACH-000693,-0.3301998753426373
ACH-000694,-0.25216143957282594
ACH-000695,-0.2601659321724848
ACH-000696,-0.3602509048435563
ACH-000697,-0.2905844085964757
ACH-000699,-0.3033728277770364
ACH-000701,-0.32828398129013936
ACH-000706,-0.28600456239799177
ACH-000711,-0.2395733575696285
ACH-000713,-0.14470834043168634
ACH-000714,-0.21105346126853766
ACH-000718,-0.3445019211666689
ACH-000720,-0.24132861532029415
ACH-000721,-0.2632790077614757
ACH-000724,-0.21413494640931088
ACH-000725,-0.1066753570535451
ACH-000732,-0.20791905892004112
ACH-000734,-0.18674891846396405
ACH-000735,-0.2760006449922432
ACH-000736,-0.3016667079974389
ACH-000738,-0.22181803420957535
ACH-000746,-0.22841566739319985
ACH-000747,-0.14377232880947655
ACH-000748,-0.2526309397813155
ACH-000753,-0.36973007312762135
ACH-000756,-0.2489726465907754
ACH-000757,-0.02486586028774695
ACH-000758,-0.33786750144223304
ACH-000760,-0.3141977253435885
ACH-000762,-0.0948608813985927
ACH-000763,-0.5007534806042806
ACH-000764,-0.40660814775381415
ACH-000765,-0.2677656625629513
ACH-000766,-0.23691206906987405
ACH-000767,-0.2771829409612866
ACH-000768,-0.20903933642734165
ACH-000769,-0.2901858240082672
ACH-000770,-0.5348271036415753
ACH-000771,-0.26873877675986513
ACH-000773,-0.2748851178118913
ACH-000776,-0.2755891308439208
ACH-000777,-0.2484732076465777
ACH-000778,-0.2899216557085221
ACH-000781,-0.24462279942386575
ACH-000782,0.032245033491366204
ACH-000783,-0.3699073799716939
ACH-000784,-0.17050890338631464
ACH-000785,-0.4094787267478511
ACH-000787,-0.30126092613131783
ACH-000788,-0.3011341263169779
ACH-000791,-0.35841055203641026
ACH-000792,-0.3235970398654356
ACH-000794,-0.2557673254843616
ACH-000796,-0.4042830828283972
ACH-000798,-0.3437128975317453
ACH-000799,-0.3036143995546036
ACH-000800,-0.5160051004616226
ACH-000802,-0.2924564874244412
ACH-000804,-0.4777658043653876
ACH-000805,-0.2791488498424778
ACH-000809,-0.2509805517892826
ACH-000810,-0.4532264448501031
ACH-000811,-0.3161586283664244
ACH-000817,-0.17639301213426142
ACH-000819,-0.14523554909920278
ACH-000820,-0.3069249450258914
ACH-000821,-0.2845611201095394
ACH-000822,-0.24184813268249802
ACH-000823,-0.2862309550866081
ACH-000824,-0.38449190754437096
ACH-000827,-0.28286435162024204
ACH-000829,-0.27095785294404506
ACH-000831,-0.3593538168382757
ACH-000832,-0.2266891469731667
ACH-000833,-0.2464756811409188
ACH-000834,-0.20197137374834206
ACH-000835,-0.1705174711387401
ACH-000836,-0.3118984190927002
ACH-000837,-0.273498728933177
ACH-000838,-0.18351879738366408
ACH-000839,-0.2832209304731643
ACH-000840,-0.3031928217625882
ACH-000841,-0.20307233066453084
ACH-000843,-0.15683320237103265
ACH-000846,-0.2710484825700377
ACH-000847,-0.1950545340241509
ACH-000848,-0.2654203824493897
ACH-000849,-0.3966274775087951
ACH-000851,-0.16344995983726296
ACH-000855,-0.2396070435246228
ACH-000856,-0.11761119896397493
ACH-000858,-0.13152818194309446
ACH-000859,-0.29053265693563585
ACH-000861,-0.2975746657081641
ACH-000862,-0.33815397249056794
ACH-000865,-0.18407504936442645
ACH-000866,-0.2901927368353843
ACH-000867,-0.2728536089916795
ACH-000869,-0.34307683950804857
ACH-000872,-0.2445272688236661
ACH-000873,-0.24661884945761345
ACH-000876,-0.23220029470829484
ACH-000878,-0.04596331983589113
ACH-000880,-0.2066831086312487
ACH-000881,-0.2562410504790208
ACH-000882,-0.26948117666839005
ACH-000884,-0.3766529129487312
ACH-000885,-0.2679086998805141
ACH-000887,-0.38057371851729577
ACH-000889,-0.17106564468925825
ACH-000896,-0.3146423131949882
ACH-000898,-0.2336314467229807
ACH-000900,-0.09379173532262808
ACH-000901,-0.1997024438545007
ACH-000905,-0.4296406534202505
ACH-000906,-0.2930350108463909
ACH-000907,-0.2547141863174318
ACH-000910,-0.29061639441074744
ACH-000911,-0.3400082471591345
ACH-000912,-0.12501817450180902
ACH-000913,-0.2681114758740399
ACH-000915,-0.18416113896772032
ACH-000916,-0.15271105766598256
ACH-000917,-0.30584109050179303
ACH-000920,-0.12589555149435966
ACH-000921,-0.22157147716111175
ACH-000924,-0.2307517572628967
ACH-000926,-0.2959169862390017
ACH-000928,-0.21611681954071024
ACH-000929,-0.38943859991305296
ACH-000932,-0.2616958969657085
ACH-000935,-0.4297648180994743
ACH-000936,-0.3044410877380678
ACH-000937,-0.24882194587169604
ACH-000938,-0.17146527227427838
ACH-000939,-0.2375301891952215
ACH-000941,-0.12631499754912182
ACH-000943,-0.22446304828600452
ACH-000946,-0.431717494157349
ACH-000947,-0.17361732583706382
ACH-000948,-0.2620472379225889
ACH-000950,-0.2328541560140144
ACH-000953,-0.21703787550666614
ACH-000954,-0.3958281232883056
ACH-000957,-0.2522189209448811
ACH-000958,-0.27276812569293923
ACH-000960,-0.20622028155210154
ACH-000963,-0.3275987392658321
ACH-000968,-0.3291205908056941
ACH-000969,-0.197349974984066
ACH-000972,-0.35719141383427205
ACH-000973,-0.2878960654150756
ACH-000974,-0.17468975377765567
ACH-000978,-0.3191524602526639
ACH-000984,-0.16840495468541514
ACH-000986,-0.20522076996454894
ACH-000988,-0.14034028414880845
ACH-000993,-0.33938393558033897
ACH-000994,-0.3182667307620152
ACH-000996,-0.2045084476136269
ACH-001001,-0.31414494760765976
ACH-001020,-0.21549615145354364
ACH-001028,-0.2431436837949096
ACH-001031,-0.1173335900145095
ACH-001038,-0.3644572392266331
ACH-001048,-0.13920803643179008
ACH-001050,-0.22634940692512195
ACH-001053,-0.16501139763562084
ACH-001054,-0.2803111995996631
ACH-001061,-0.18247097290574907
ACH-001067,-0.1276464399714239
ACH-001075,-0.4744778487307731
ACH-001096,-0.2350198694348535
ACH-001111,0.03678569597477482
ACH-001119,-0.17784670718419696
ACH-001128,-0.2458969233430565
ACH-001134,-0.2611904609695625
ACH-001151,-0.2259684516229327
ACH-001163,-0.20611070820874272
ACH-001164,-0.41358926875329305
ACH-001183,-0.4410873650040551
ACH-001192,-0.3893304257192689
ACH-001193,-0.25552569331127417
ACH-001196,-0.21967018516604994
ACH-001197,-0.11340153654260933
ACH-001205,-0.5076779692267926
ACH-001211,-0.15358544098137858
ACH-001212,-0.28275864771197184
ACH-001228,-0.391348549881594
ACH-001232,-0.2990530427516561
ACH-001239,-0.31685210916569995
ACH-001270,-0.2633648291422383
ACH-001274,-0.4008589196647761
ACH-001275,-0.27276008892700043
ACH-001277,-0.13231129665789146
ACH-001278,-0.08214651521993697
ACH-001280,-0.11635750056110937
ACH-001283,-0.3892633233359355
ACH-001289,-0.19502609911314164
ACH-001300,-0.3676430581741949
ACH-001301,-0.24838574504583516
ACH-001302,0.048416365262715234
ACH-001306,-0.22797210932363535
ACH-001318,-0.3646808599147336
ACH-001322,-0.21508769725539995
ACH-001328,-0.3203576037915533
ACH-001332,-0.2918449987033437
ACH-001336,-0.2417975834929153
ACH-001346,-0.2555905628306611
ACH-001353,-0.2746454436729518
ACH-001354,-0.4522159204177649
ACH-001367,-0.4190825215966736
ACH-001368,-0.2168452015218043
ACH-001374,-0.2108501876786673
ACH-001377,-0.27452081396906397
ACH-001380,-0.2724855954597323
ACH-001391,-0.3571133376390729
ACH-001408,-0.2096149830224157
ACH-001430,-0.4518173558507992
ACH-001431,-0.2089842627387833
ACH-001450,0.11737041342562017
ACH-001496,-0.2416879634439242
ACH-001500,-0.24450901283515106
ACH-001523,-0.3500976213781559
ACH-001532,-0.2532463814444413
ACH-001550,-0.2785571668276576
ACH-001552,-0.3591790364611937
ACH-001554,-0.3186391865495625
ACH-001654,-0.327705789836515
ACH-001735,-0.2980257430033297
ACH-001736,-0.2304322191281559
ACH-001737,-0.09104275740729728
ACH-001740,-0.2554581472551816
ACH-001745,-0.22862382439387144
ACH-001765,-0.31731451831999963
