,PPP1R12C (54776)
ACH-000004,0.13569428480580856
ACH-000005,0.10705527021729593
ACH-000007,-0.15184018361333546
ACH-000009,-0.13893303545978053
ACH-000011,0.180331883829832
ACH-000012,-0.08247366039495882
ACH-000013,-0.020766810521939637
ACH-000014,0.007071054429851069
ACH-000015,0.0004759272246878618
ACH-000017,0.11032961756438857
ACH-000018,0.09849806749899943
ACH-000019,-0.10295875377274286
ACH-000021,-0.08520177970319506
ACH-000022,-0.004578650220594887
ACH-000025,0.07535867589190469
ACH-000028,0.06582777979145528
ACH-000030,-0.20725661991596075
ACH-000035,-0.029813892129451056
ACH-000036,-0.18687213706860772
ACH-000037,0.09780581657126763
ACH-000039,-0.03098559142594608
ACH-000040,0.17788991226203013
ACH-000041,0.09578101910722728
ACH-000042,0.04521467607756986
ACH-000045,-0.013299922560370329
ACH-000047,0.02440868570839829
ACH-000052,-0.031014328161832007
ACH-000053,0.07917084758457059
ACH-000054,-0.00464188373758247
ACH-000055,0.0914725556394
ACH-000060,0.05335910950450888
ACH-000067,0.005033472672109928
ACH-000070,0.1917967577320611
ACH-000075,0.11115354183219144
ACH-000078,0.16417936237136727
ACH-000082,0.13670681283048036
ACH-000085,0.028703851403239868
ACH-000086,-0.036453748768981935
ACH-000087,-0.07074882187362633
ACH-000092,-0.05567016389717919
ACH-000095,0.11293982087978115
ACH-000097,-0.11670038093914913
ACH-000098,-0.15745362890748585
ACH-000099,-0.05292294261224181
ACH-000108,-0.011250905133630813
ACH-000113,0.22516894574479204
ACH-000116,0.14031807935764692
ACH-000118,-0.00381305846869207
ACH-000120,0.03935165659874204
ACH-000123,0.03671141877558905
ACH-000127,0.023460690258106397
ACH-000128,-0.10629019914157704
ACH-000132,-0.1550897139096921
ACH-000133,0.00904072923553107
ACH-000137,0.08044109215256846
ACH-000138,-0.01490220195451029
ACH-000142,-0.05474606262589205
ACH-000143,-0.1593314178470693
ACH-000146,0.06902523379833375
ACH-000148,0.13893675406034028
ACH-000150,0.10816619529603776
ACH-000152,-0.0080007105170066
ACH-000153,0.07879787788929654
ACH-000159,-0.1456951850839674
ACH-000160,0.06865624400473458
ACH-000163,0.08347996037596556
ACH-000167,-0.07278449998311391
ACH-000168,-0.06538089811369233
ACH-000169,0.005143648449017941
ACH-000178,0.0037075215590526844
ACH-000183,0.06758432840334261
ACH-000188,-0.0065835471517413785
ACH-000189,-0.036342732312662704
ACH-000190,0.12405380343094576
ACH-000198,0.11716774384620092
ACH-000203,0.02944079695981377
ACH-000204,0.01113833211960596
ACH-000206,0.010591742785668205
ACH-000207,0.07423497916555792
ACH-000208,-0.008741615889210973
ACH-000210,-0.011631007757022586
ACH-000211,0.0555042928174152
ACH-000215,0.05596469263668438
ACH-000221,0.08765341579528531
ACH-000222,-0.14029851294519705
ACH-000223,0.03932567594509096
ACH-000226,0.13585294901944314
ACH-000227,0.1277801147072614
ACH-000228,0.18822432218728685
ACH-000231,0.05211354796415642
