,CRAMP1L (57585)
ACH-000466,-0.4228930876344027
ACH-000467,-0.576487463454106
ACH-000468,-0.3034015462180283
ACH-000469,-0.4079041593248048
ACH-000470,0.013414029365773109
ACH-000471,-0.4585093299653863
ACH-000472,-0.2567974348861285
ACH-000473,-0.3905875374965561
ACH-000475,-0.1902258519863886
ACH-000476,-0.3853216134388094
ACH-000477,-0.20901103397639836
ACH-000479,-0.19066601223644145
ACH-000480,0.018242728930817832
ACH-000481,-0.21051484520190836
ACH-000483,-0.3613330725771877
ACH-000484,-0.06175515324301153
ACH-000485,-0.5733799057645094
ACH-000486,0.029279029852921832
ACH-000487,-0.0180297061498754
ACH-000488,-0.2308535600656824
ACH-000490,-0.5154978704477463
ACH-000491,-0.3672848831199612
ACH-000495,-0.15376802501192666
ACH-000496,-0.4461896088299713
ACH-000499,0.051091861734344914
ACH-000500,0.09720295719243392
ACH-000502,-0.43368858742410094
ACH-000503,-0.06669942982189313
ACH-000505,-0.13238571056749054
ACH-000507,-0.3358361068782581
ACH-000510,-0.2524785777332805
ACH-000511,-0.3076461370897851
ACH-000512,-0.5162047762740997
ACH-000516,-0.6665968667588399
ACH-000517,-0.6433495269911088
ACH-000518,-0.32819338621626865
ACH-000520,-0.11697976921149852
ACH-000521,-0.2493442308741184
ACH-000522,-0.3574816380399561
ACH-000524,-0.3760271720609109
ACH-000527,-0.4011231580025628
ACH-000528,-0.23532965029547456
ACH-000537,-0.4624845352439184
ACH-000541,-0.5599822471458658
ACH-000542,-0.15382348594716394
ACH-000544,-0.3177840738387155
ACH-000545,-0.13363711690310806
ACH-000547,-0.04761788170900859
ACH-000548,-0.4084221713040519
ACH-000549,-0.4552394999196506
ACH-000550,-0.2232291152746796
ACH-000552,-0.4298522286384154
ACH-000556,-0.05046369285982372
ACH-000557,-0.25432593266998044
ACH-000569,-0.24943421696805476
ACH-000570,-0.2970772439752428
ACH-000571,-0.24280470871857435
ACH-000573,-0.18445036731988976
ACH-000576,-1.0319340946666515
ACH-000579,-0.3677791561179077
ACH-000580,-0.32941762002173064
ACH-000584,-0.4151378438398996
ACH-000585,-0.5932013596681529
ACH-000588,-0.23328375257678696
ACH-000589,-0.6334749971264888
ACH-000591,-0.39093320149165467
ACH-000593,-0.15101130505761945
ACH-000600,-0.4953248394524276
ACH-000601,-0.16502017063753194
ACH-000605,-0.2961984581154766
ACH-000606,-0.12172531903355227
ACH-000608,-0.3383468056998259
ACH-000614,-0.3975581385550475
ACH-000616,-0.39335839793925204
ACH-000618,-0.07063543462687777
ACH-000619,-0.3329372561371939
ACH-000620,-0.4307959860817663
ACH-000621,-0.2703472040814989
ACH-000622,-0.5071541564001815
ACH-000623,-0.3095345393222323
ACH-000624,-0.2609816342599475
ACH-000627,-0.3621900185004405
ACH-000630,-0.5572398551139975
ACH-000631,-0.1570149439037919
ACH-000632,-0.4587092591129579
ACH-000633,-0.2740318477116075
ACH-000637,-0.567361335143806
ACH-000638,-0.1499911300472448
ACH-000646,-0.610875196361149
ACH-000647,-0.3414001116478918
ACH-000648,-0.5040786086060524
ACH-000649,-0.1257478520377061
ACH-000651,-0.17355479680975025
ACH-000652,-0.389622542649876
ACH-000653,-0.4574035420357753
ACH-000657,-0.3303722318356555
ACH-000658,-0.2433203323210344
ACH-000661,-0.5296312231805751
ACH-000662,-0.5581138904897995
ACH-000663,-0.23203178534266866
ACH-000665,-0.11287793456850015
ACH-000671,0.015931464675427418
ACH-000672,-0.12515727684727251
ACH-000673,-0.3931646627569018
ACH-000676,-0.4295947470183939
ACH-000677,-0.18760735682822885
ACH-000681,-0.5378695704525334
ACH-000683,-0.25393223989421565
ACH-000684,-0.4024152349317638
ACH-000688,-0.4667461018182508
ACH-000693,-0.18440680808725496
ACH-000694,-0.1016361677109554
ACH-000695,-0.4859112353447412
ACH-000696,-0.3646882666106284
ACH-000697,-0.1907327132764436
ACH-000699,-0.2206652634080163
ACH-000701,-0.2124971210583514
ACH-000706,-0.4209298357802021
ACH-000711,-0.17202347511169405
ACH-000713,-0.2277938290254522
ACH-000714,-0.5819075599004913
ACH-000718,-0.3949027321045674
ACH-000720,-0.5013869255626832
ACH-000721,-0.2173717576943556
ACH-000724,-0.34200034426174275
ACH-000725,-0.40049087760423613
ACH-000732,-0.5078818292986825
ACH-000734,0.02146465597484029
ACH-000735,-0.2850208204284386
ACH-000736,-0.24403885230443556
ACH-000738,-0.14755455183175192
ACH-000746,-0.4593256040115648
ACH-000747,-0.2965853302123048
ACH-000748,-0.21514126757327776
ACH-000753,-0.15660290761339565
ACH-000756,-0.21794535772408996
ACH-000757,-0.12958563813391674
ACH-000758,-0.28635122074658903
ACH-000760,-0.3507751958600892
ACH-000762,-0.39173822474562187
ACH-000763,-0.34557884500952585
ACH-000764,-0.2638327325063937
ACH-000765,-0.2645694067548781
ACH-000766,-0.3100017561735601
ACH-000767,-0.3880550541179579
ACH-000768,-0.2161063144590789
ACH-000769,-0.01991240754579741
ACH-000770,-0.5992768744876799
ACH-000771,-0.12350865202739372
ACH-000773,0.16944156352661718
ACH-000776,-0.2948896901217529
ACH-000777,-0.4381214085857764
ACH-000778,-0.08098033205559864
ACH-000781,-0.03666083050185428
ACH-000782,-0.13140640053176966
ACH-000783,-0.3408926167611711
ACH-000784,-0.2195875199702355
ACH-000785,-0.10012998647795283
ACH-000787,-0.34558822764007385
ACH-000788,-0.3383600161634227
ACH-000791,-0.36434586495574395
ACH-000792,-0.2304879913805224
ACH-000794,-0.2848988226753416
ACH-000796,-0.05080361449618292
ACH-000798,-0.2133635932920689
ACH-000799,-0.33901458995824924
ACH-000800,-0.2651987470967596
ACH-000802,-0.3733339543112366
ACH-000804,-0.4846897962503573
ACH-000805,-0.26591644859988184
ACH-000809,-0.13979764092707395
ACH-000810,-0.4097141410594609
ACH-000811,-0.4424614725052178
ACH-000817,-0.3309004456486076
ACH-000819,-0.4082408582948851
ACH-000820,-0.33496568411697275
ACH-000821,-0.4727466062980473
ACH-000822,-0.19590617894495946
ACH-000823,-0.22522252268954115
ACH-000824,-0.1596633056147401
ACH-000827,-0.3359389171645151
ACH-000829,-0.6525095638241044
ACH-000831,-0.18605187045148386
ACH-000832,-0.3898633769382372
ACH-000833,-0.3059253163814715
ACH-000834,-0.16247480838816605
ACH-000835,-0.4625436928092669
ACH-000836,-0.09876615616361643
ACH-000837,-0.1683639365997737
ACH-000838,-0.6312319919007482
ACH-000839,-0.3248686762538045
ACH-000840,-0.5519879732831248
ACH-000841,-0.5810020274547439
ACH-000843,-0.2765092913615467
ACH-000846,-0.2310537918328353
ACH-000847,-0.23941053000776585
ACH-000848,-0.2774177920797751
ACH-000849,-0.17630067141883388
ACH-000851,-0.29393514211065197
ACH-000855,-0.4351546255304794
ACH-000856,-0.6121892041396562
ACH-000858,-0.25502231605488834
ACH-000859,-0.1817135628691955
ACH-000861,-0.16449218666354282
ACH-000862,-0.36433863235611263
ACH-000865,-0.1570273840822279
ACH-000866,-0.5108915921005011
ACH-000867,-0.20767091642433366
ACH-000869,-0.6435476717937542
ACH-000872,-0.1739068451575127
ACH-000873,-0.2981779034609373
ACH-000876,-0.6162063212931588
ACH-000878,-0.07147988022871529
ACH-000880,-0.2772466339157025
ACH-000881,-0.4300020789049183
ACH-000882,-0.27706026751871177
ACH-000884,-0.3388416622556293
ACH-000885,-0.549111458975943
ACH-000887,-0.10605614753392884
ACH-000889,-0.19157793983399346
ACH-000896,-0.4614408702645974
ACH-000898,-0.46530870764703797
ACH-000900,-0.40451885646307983
ACH-000901,-0.21950251276567326
ACH-000905,-0.31916413507998004
ACH-000906,-0.1528573242115963
ACH-000907,-0.22383161506783006
ACH-000910,-0.5236642633837243
ACH-000911,-0.3064349779874161
ACH-000912,-0.6459627082276841
ACH-000913,-0.32194907351682484
ACH-000915,-0.3267181255223312
ACH-000916,-0.1547323524988175
ACH-000917,-0.22383753623858751
ACH-000920,-0.3199030640091515
ACH-000921,-0.5264127653254024
ACH-000924,-0.38495865363182863
ACH-000926,-0.5581169662055236
ACH-000928,-0.2240957772677007
ACH-000929,-0.3252767540190742
ACH-000932,-0.3142483395195428
ACH-000935,-0.5185863175146468
ACH-000936,-0.3676825881807969
ACH-000937,-0.2276276768435331
ACH-000938,-0.150252065049391
ACH-000939,-0.4028639086199755
ACH-000941,-0.2855669956309398
ACH-000943,-0.3310372452896461
ACH-000946,-0.024501678061251145
ACH-000947,-0.4070791110511655
ACH-000948,-0.3676575430633503
ACH-000950,-0.3860829171891665
ACH-000953,-0.2193553755479385
ACH-000954,-0.06695262546912423
ACH-000957,-0.4819293088590988
ACH-000958,-0.6306949192199951
ACH-000960,-0.3456425061342934
ACH-000963,-0.15030152814868067
ACH-000968,-0.3674895874531402
ACH-000969,-0.2761499052664053
ACH-000972,-0.4358359033774343
ACH-000973,-0.3198147207357813
ACH-000974,-0.2960986522266705
ACH-000978,-0.4550569734075176
ACH-000984,-0.2794161012634302
ACH-000986,-0.32526676688918266
ACH-000988,-0.6695402656199549
ACH-000993,-0.3277689573564822
ACH-000994,-0.043831578113810055
ACH-000996,-0.2792163765755409
ACH-001001,-0.2637106884481854
ACH-001020,-0.2144159552309855
ACH-001028,-0.24085750148547055
ACH-001031,-0.5557195077288646
ACH-001038,-0.26991438341645946
ACH-001048,-0.28643849872878546
ACH-001050,-0.3457855563609117
ACH-001053,-0.2884163824056021
ACH-001054,-0.6944569701328474
ACH-001061,-0.3003470376767476
ACH-001067,-0.2372670460600561
ACH-001075,-0.28184150166517863
ACH-001096,-0.6948558156339552
ACH-001111,0.06026398259928707
ACH-001119,-0.2736236259755341
ACH-001128,-0.35085247421908994
ACH-001134,-0.5544879340982571
ACH-001151,-0.10138658393599996
ACH-001163,0.13507081450346067
ACH-001164,0.16365914492508546
ACH-001183,-0.4319955840938695
ACH-001192,-0.159363638674748
ACH-001193,-0.1813559507999007
ACH-001196,-0.4752696013390696
ACH-001197,-0.14893250627800328
ACH-001205,-0.393148851682642
ACH-001211,-0.7046140493723101
ACH-001212,-0.5407558527139043
ACH-001228,-0.4702545601821045
ACH-001232,-0.09384239308236944
ACH-001239,-0.4303620438639417
ACH-001270,-0.573351271714067
ACH-001274,-0.3820735303106506
ACH-001275,-0.09702000953813666
ACH-001277,-0.1211711091190853
ACH-001278,-0.3993833199398738
ACH-001280,-0.3970163654884085
ACH-001283,-0.5554906430650454
ACH-001289,-0.3425173220487666
ACH-001300,-0.7210004631982497
ACH-001301,-0.6341555134696281
ACH-001302,0.0732938884435743
ACH-001306,-0.09493407858099824
ACH-001318,-0.19742087314573892
ACH-001322,-0.4235666554849175
ACH-001328,-0.5379736785926378
ACH-001332,-0.5411842857771161
ACH-001336,-0.3226979112453828
ACH-001346,-0.11430980359099158
ACH-001353,-0.49458440695770894
ACH-001354,-0.5993905849014971
ACH-001367,-0.15292245515780814
ACH-001368,-0.33957356904866115
ACH-001374,-0.3051887661960213
ACH-001377,-0.19100439989372828
ACH-001380,-0.1479265756666682
ACH-001391,-0.31825760033067746
ACH-001408,-0.1997877820171844
ACH-001430,-0.4082447178996965
ACH-001431,-0.2817170724624484
ACH-001450,0.0971093786397039
ACH-001496,-0.32343417805424113
ACH-001500,-0.3360903836250318
ACH-001523,-0.5598470420095469
ACH-001532,-0.4521040039767538
ACH-001550,-0.1501766402270628
ACH-001552,-0.4335567193001938
ACH-001554,-0.4230115243500374
ACH-001654,-0.2582169932721016
ACH-001735,-0.4158364661104904
ACH-001736,0.07838861051766423
ACH-001737,0.09868005489512607
ACH-001740,-0.4947106558311487
ACH-001745,-0.6732160608057225
ACH-001765,-0.3755288811209389
