,MIPEP (4285)
ACH-000004,-0.27192662582047195
ACH-000005,-0.4989392593919714
ACH-000007,-0.4166138640564449
ACH-000009,-0.01817900890331745
ACH-000011,-0.17881328175179514
ACH-000012,-0.3512791722659357
ACH-000013,-0.576756361169462
ACH-000014,-0.24906863344880675
ACH-000015,-0.5642259493143865
ACH-000017,-0.3342940357293985
ACH-000018,-0.5154240221719956
ACH-000019,-0.5097794442993819
ACH-000021,-0.37682431744029227
ACH-000022,-0.12444093459360428
ACH-000025,-0.6701556689499311
ACH-000028,-0.6880182495735715
ACH-000030,-0.3830762589964077
ACH-000035,-0.5738031870950718
ACH-000036,-0.1203171720030041
ACH-000037,-0.4581836917088423
ACH-000039,-0.3388732396086015
ACH-000040,-0.198199655058914
ACH-000041,-0.22132893756834585
ACH-000042,-0.4324183764411173
ACH-000045,-0.5585238018754826
ACH-000047,-0.7287345010175474
ACH-000052,-0.4999122144025103
ACH-000053,-0.13851955254701515
ACH-000054,-0.312989488555956
ACH-000055,-0.6093375388233868
ACH-000060,-0.6405993157142671
ACH-000067,-0.4942376089368374
ACH-000070,-0.24440642738992774
ACH-000075,-0.037701666731642665
ACH-000078,-0.28746869350609466
ACH-000082,-0.24818766454791305
ACH-000085,-0.36562882991119305
ACH-000086,-0.7776061092796472
ACH-000087,-0.5980444822511177
ACH-000092,-0.2454375917393367
ACH-000095,-0.06798303047565123
ACH-000097,-0.23278741515512516
ACH-000098,-0.3260254960241634
ACH-000099,-0.3782339366103801
ACH-000108,-0.16378986903110362
ACH-000113,-0.4951185932099398
ACH-000116,-0.4061104021202617
ACH-000118,-0.645645343486264
ACH-000120,-0.2265859937120191
ACH-000123,-0.4711938733729237
ACH-000127,-0.6100603018396861
ACH-000128,-0.6072600366169985
ACH-000132,-0.5140234726424079
ACH-000133,-0.3847884214260277
ACH-000137,-0.3837544535285611
ACH-000138,-0.3628921337170296
ACH-000142,-0.3042076918906228
ACH-000143,-0.5098013637115844
ACH-000146,-0.16829047200372252
ACH-000148,-0.6577154605415406
ACH-000150,-0.8537589612371327
ACH-000152,-0.4769464141776667
ACH-000153,-0.5941917609372664
ACH-000159,-0.44629418814263694
ACH-000160,-0.5081701704341093
ACH-000163,-0.5685421035282011
ACH-000167,0.09281838775742207
ACH-000168,-0.03857176616557947
ACH-000169,-0.4636721523883141
ACH-000178,-0.2524729912987857
ACH-000183,-0.23485279092053685
ACH-000188,-0.8183361268229515
ACH-000189,-0.5893094816909719
ACH-000190,-0.4783408231284309
ACH-000198,-0.3163046638357425
ACH-000203,-0.2527129670399553
ACH-000204,-0.466440859357344
ACH-000206,-0.4846026632968763
ACH-000207,-0.4535616979384168
ACH-000208,-0.6503672021524323
ACH-000210,-0.6313606235446104
ACH-000211,-0.3333429014786517
ACH-000215,-0.4969749769194871
ACH-000221,-0.7264842728446349
ACH-000222,-0.2610569012695598
ACH-000223,-0.5441170843898735
ACH-000226,-0.17928737746513565
ACH-000227,-0.3173950994584593
ACH-000228,-0.2056749796388069
ACH-000231,-0.39753167574203613
ACH-000232,-0.6047647244861682
ACH-000233,-0.2476000493368732
ACH-000234,-0.3343234664149535
ACH-000235,-0.2421888420215791
ACH-000237,-0.2272785189262761
ACH-000238,-0.21814068170066028
ACH-000242,-0.3306631093621127
ACH-000243,-0.5644327187147481
ACH-000244,-0.6229791610187586
ACH-000246,-0.5756765299447675
ACH-000248,-0.7008515881038269
ACH-000250,-0.4169551385471012
ACH-000251,-0.4482873150031545
ACH-000252,-0.15537584462448478
ACH-000253,-0.17140416935537647
ACH-000255,-0.4241702782200421
ACH-000256,-0.17456917176773196
ACH-000257,-0.6287195355346701
ACH-000258,-0.28654699968096364
ACH-000259,-0.6027509513678354
ACH-000260,-0.5499203401620814
ACH-000261,-0.29161268585808625
ACH-000262,-0.3427351512651537
ACH-000263,-0.2714074144690921
ACH-000264,-0.15958489893642666
ACH-000265,-0.9309665003433608
ACH-000266,-0.3244410953718568
ACH-000272,-0.25321979494041824
ACH-000274,-0.3876069520440975
