,RPAIN (84268)
ACH-000004,-1.14290145446553
ACH-000005,-1.8688244830773693
ACH-000007,-0.9321189598962232
ACH-000009,-0.9529653288475682
ACH-000011,-1.1864333133470344
ACH-000012,-1.0798510319768844
ACH-000013,-1.4086961672992169
ACH-000014,-1.076879474311917
ACH-000015,-0.9939288601646896
ACH-000017,-1.1782203256207509
ACH-000018,-1.2158054107117882
ACH-000019,-1.2639591674360038
ACH-000021,-0.9496634387017356
ACH-000022,-1.3798934303977062
ACH-000025,-1.0010329305879253
ACH-000028,-1.0839168894024362
ACH-000030,-1.1716488055204142
ACH-000035,-1.2710094230578501
ACH-000036,-1.0397645411227658
ACH-000037,-1.2333673947526955
ACH-000039,-1.3188111583398339
ACH-000040,-1.19269137600593
ACH-000041,-1.4220916974028768
ACH-000042,-1.495911601050218
ACH-000045,-1.2837111378759896
ACH-000047,-1.4721912340063552
ACH-000052,-1.2124417579169495
ACH-000053,-1.2653519436332703
ACH-000054,-1.1225246947193113
ACH-000055,-1.3405546390800716
ACH-000060,-1.1610543281016334
ACH-000067,-1.1289044281562135
ACH-000070,-1.0600853151655985
ACH-000075,-0.9142123954701408
ACH-000078,-0.8757599381744491
ACH-000082,-1.5522000611947189
ACH-000085,-1.3906003262874715
ACH-000086,-0.9397434889386418
ACH-000087,-1.2126871754066868
ACH-000092,-0.858694706782794
ACH-000095,-0.9173417184022036
ACH-000097,-1.3402852129073872
ACH-000098,-1.2710613986316013
ACH-000099,-1.0801307394288795
ACH-000108,-1.0670034150072285
ACH-000113,-1.0177177900930363
ACH-000116,-1.5841881841180705
ACH-000118,-1.301611325989311
ACH-000120,-1.3193026304843665
ACH-000123,-0.9341649699600172
ACH-000127,-0.9752695050940454
ACH-000128,-0.6817290302773921
ACH-000132,-0.5748597770660164
ACH-000133,-1.2183870348330972
ACH-000137,-1.2192299302867151
ACH-000138,-1.210215160426812
ACH-000142,-1.202851108012907
ACH-000143,-1.6364966108692358
ACH-000146,-1.5914960386242407
ACH-000148,-1.3008416664123112
ACH-000150,-0.914746657933142
ACH-000152,-1.2131613031908048
ACH-000153,-1.4959175795829234
ACH-000159,-1.0860567180227334
ACH-000160,-1.0047861094793429
ACH-000163,-0.7989797147249086
ACH-000167,-2.2210506422089287
ACH-000168,-0.8356619659950334
ACH-000169,-1.0790650595790774
ACH-000178,-1.1354973662382637
ACH-000183,-1.5053255918188295
ACH-000188,-1.3007794788102216
ACH-000189,-1.3108400631534527
ACH-000190,-1.4852393944196969
ACH-000198,-1.0962156748083898
ACH-000203,-1.3688192945361009
ACH-000204,-0.8154609717923921
ACH-000206,-1.2305090040855486
ACH-000207,-1.247887044553352
ACH-000208,-0.7155111257231848
ACH-000210,-1.447100687444845
ACH-000211,-1.1650310322713198
ACH-000215,-0.8790764004059367
ACH-000221,-1.338999184077429
ACH-000222,-1.2984860328948769
ACH-000223,-1.2991556608883508
ACH-000226,-1.093341065747783
ACH-000227,-1.6742066928745754
ACH-000228,-1.170456083511077
ACH-000231,-1.0760868555037777
ACH-000232,-0.9926331849703492
ACH-000233,-1.1713661274426694
ACH-000234,-1.154371029879693
ACH-000235,-1.116959007198275
ACH-000237,-1.139130315662458
ACH-000238,-1.2015915260353591
ACH-000242,-0.630415414459175
ACH-000243,-1.2670377010087912
ACH-000244,-0.8544152879207462
ACH-000246,-1.3385906175729771
ACH-000248,-1.1304244892562396
ACH-000250,-1.1769561303622882
ACH-000251,-1.3408537786031351
ACH-000252,-1.1860243721194652
ACH-000253,-1.0274701780250612
ACH-000255,-1.0984479363087059
ACH-000256,-1.128580795679308
ACH-000257,-0.8537371405040703
ACH-000258,-0.7464650948074579
ACH-000259,-0.8024608793259291
ACH-000260,-1.4407375546568084
ACH-000261,-1.0463903721234664
ACH-000262,-1.0962749977229966
ACH-000263,-1.1137156724009882
ACH-000264,-0.956498409016276
ACH-000265,-1.0102228927798382
ACH-000266,-1.2987384483997413
ACH-000272,-1.0396367909474151
ACH-000274,-1.1408845292889969
ACH-000277,-1.6111220885813828
ACH-000278,-1.3378200186356126
ACH-000279,-1.160019292480032
ACH-000280,-1.4243936328525504
ACH-000281,-1.007678147352831
ACH-000288,-1.0053261574771393
ACH-000291,-1.0348513286659144
ACH-000293,-1.546973648681658
ACH-000294,-1.379300794104456
ACH-000295,-0.9946935718372334
ACH-000296,-1.132067926188626
ACH-000302,-1.5253036072193495
ACH-000304,-1.255049584690437
ACH-000307,-1.1718852464269318
ACH-000308,-1.1748734929341529
ACH-000310,-0.8996343382098055
ACH-000311,-1.2691526874679522
ACH-000312,-1.342139076464831
ACH-000315,-1.2306458953010395
ACH-000316,-1.392927915886873
ACH-000317,-1.0780169867557379
ACH-000318,-1.3985617991491095
ACH-000319,-1.4344409572158836
ACH-000320,-1.1889464588955103
ACH-000322,-1.1702310715523878
ACH-000323,-1.228078299664551
ACH-000324,-1.1211368088139928
ACH-000329,-1.0855834223196026
ACH-000330,-0.9441490487621468
ACH-000331,-1.340220643243495
ACH-000332,-1.3397395012351971
ACH-000334,-1.1308604547880892
ACH-000335,-0.9980076280698784
ACH-000336,-0.967872390789826
ACH-000337,-1.101682416111747
ACH-000338,-1.3509274329856948
ACH-000339,-1.1351975884982275
ACH-000341,-1.1178258507186305
ACH-000348,-1.237643741070756
ACH-000350,-1.3189370363995785
ACH-000352,-1.6639188057153556
ACH-000356,-1.2958340707964942
ACH-000361,-1.2382886918536515
ACH-000362,-1.0811391155696823
ACH-000363,-1.2523104917479506
ACH-000364,-1.4013952111798078
ACH-000365,-1.3469186439645338
ACH-000366,-0.9239929008541476
ACH-000368,-0.9823694701353094
ACH-000374,-1.0015418599447976
ACH-000375,-1.0879243943907235
ACH-000376,-1.1131672908247243
ACH-000381,-0.9595610799333364
ACH-000383,-1.0911162193822783
ACH-000387,-1.203213288376164
ACH-000389,-1.249722231113071
ACH-000390,-1.1157322542783317
ACH-000393,-1.0056983790446452
ACH-000395,-1.1593979483761725
ACH-000396,-1.3418342675494008
ACH-000397,-1.4854089107722144
ACH-000401,-1.062318611274785
ACH-000402,-0.8756198571853085
ACH-000403,-1.230440017678559
ACH-000404,-1.1259963711898373
ACH-000406,-1.0430655021985984
ACH-000407,-1.0599548625433073
ACH-000408,-1.1564792585809438
ACH-000410,-1.283187098934691
ACH-000411,-1.3581466958545496
ACH-000414,-1.5479880102171362
ACH-000415,-1.2877628200574651
ACH-000416,-1.288383026030667
ACH-000420,-1.366766232669208
ACH-000421,-1.305751772878971
ACH-000424,-1.0394040027521578
ACH-000425,-1.1605273988604112
ACH-000426,-1.804340781826472
ACH-000427,-1.2798773232488865
ACH-000433,-0.8924412337387547
ACH-000435,-1.0080565040024694
ACH-000436,-1.120924530158584
ACH-000444,-1.1687313724566968
ACH-000445,-1.0110652990710218
ACH-000448,-1.4058669081687398
ACH-000450,-1.232316584080139
ACH-000452,-1.3107917097978656
ACH-000454,-1.201065828721127
ACH-000458,-1.0921817665674427
ACH-000459,-1.0779333297144615
ACH-000460,-1.0718324388588338
ACH-000461,-0.9973751598253288
ACH-000463,-1.1924495577763758
ACH-000464,-1.229529553342542
ACH-000466,-1.2023121078733596
ACH-000467,-1.240607101385382
ACH-000468,-1.0289761385164125
ACH-000469,-1.1703768752907122
ACH-000470,-1.1213914091476629
ACH-000471,-1.2068540971644608
ACH-000472,-0.8949596174148294
ACH-000473,-1.3947081533384218
ACH-000475,-1.1024540148169353
ACH-000476,-1.287795205289691
ACH-000477,-0.9552561072333772
ACH-000479,-0.9798678647398148
ACH-000480,-1.1466200466237892
ACH-000481,-1.277314420318009
ACH-000483,-1.9689579923354408
ACH-000484,-1.3001505748300504
ACH-000485,-1.1055608983375964
ACH-000486,-1.3138302154402897
ACH-000487,-1.001706961169421
ACH-000488,-1.2243932118516452
ACH-000490,-1.1523655979576668
ACH-000491,-0.7039269309173357
ACH-000495,-1.0058168144204331
ACH-000496,-1.1102384999662216
ACH-000499,-0.9132972400340084
ACH-000500,-1.029998708836574
ACH-000502,-1.4750489335070411
ACH-000503,-1.196552331280132
ACH-000505,-1.340502773339346
ACH-000507,-0.8914295783685312
ACH-000510,-1.2679583525696585
ACH-000511,-1.1932768233077484
ACH-000512,-0.8864692450237633
ACH-000516,-1.247469170087329
ACH-000517,-1.1297901306347014
ACH-000518,-1.2598396088189676
ACH-000520,-1.0353132327217682
ACH-000521,-1.2304945512211536
ACH-000522,-1.01141516699101
ACH-000524,-1.2118311471679395
ACH-000527,-1.3705181820728207
ACH-000528,-1.3132602377238785
ACH-000537,-1.345110328392455
ACH-000541,-1.5779804504747494
ACH-000542,-1.1059961258679074
ACH-000544,-1.148743084664148
ACH-000545,-1.3892336108213201
ACH-000547,-1.2985705643831942
ACH-000548,-1.3668108836132893
ACH-000549,-1.0522957489278224
ACH-000550,-1.1787129026925165
ACH-000552,-1.3508315633378922
ACH-000556,-0.7728625494750153
ACH-000557,-1.4125006613516968
ACH-000569,-1.1375888502121436
ACH-000570,-1.1851097828108947
ACH-000571,-0.975454005083923
ACH-000573,-1.145146688157427
ACH-000576,-1.289822393921626
ACH-000579,-0.921508445800322
ACH-000580,-1.3450627964015058
ACH-000584,-1.3220865496160363
ACH-000585,-1.2633500171060876
ACH-000588,-1.3216347874364909
ACH-000589,-1.2785556572115857
ACH-000591,-1.000337866481959
ACH-000593,-1.1329578560447886
ACH-000600,-1.1349142806308763
ACH-000601,-1.0321172221794397
ACH-000605,-1.1041669618371563
ACH-000606,-1.1590061648048768
ACH-000608,-0.9360513868777318
ACH-000614,-1.2074959327368928
ACH-000616,-0.9258180626740912
ACH-000618,-1.3466282816628796
ACH-000619,-1.043757250742283
ACH-000620,-1.3465949640615629
ACH-000621,-1.0063965656652205
ACH-000622,-1.0173903025702369
ACH-000623,-1.1986418918390465
ACH-000624,-1.0286579226434007
ACH-000627,-0.9109600180252774
ACH-000630,-1.1147276311691658
ACH-000631,-1.2262953631217155
ACH-000632,-1.1753173589252583
ACH-000633,-0.9750545977096188
ACH-000637,-1.3380255641315466
ACH-000638,-1.1680115250451175
ACH-000646,-1.4857133093270016
ACH-000647,-1.1194166001820618
ACH-000648,-1.4488103052725283
ACH-000649,-1.108604392121339
ACH-000651,-1.0158203913275825
ACH-000652,-1.1900947268580515
ACH-000653,-0.611206304298306
ACH-000657,-1.216973865552104
ACH-000658,-1.0589628707643848
ACH-000661,-1.282300145763012
ACH-000662,-1.111445796055553
ACH-000663,-1.4132396602094786
ACH-000665,-1.2282965753401869
ACH-000671,-0.999339799741466
ACH-000672,-0.7387204963049846
ACH-000673,-1.2086998675865337
ACH-000676,-1.0498095959105909
ACH-000677,-0.8861137907517472
ACH-000681,-1.1804215543902004
ACH-000683,-1.121808838369507
ACH-000684,-1.055897462400525
ACH-000688,-1.3068302301319232
ACH-000693,-1.1637501516173552
ACH-000694,-0.8958255796493253
ACH-000695,-1.124309739309571
ACH-000696,-0.9139535782898612
ACH-000697,-0.973372465994268
ACH-000699,-1.3443381067069171
ACH-000701,-1.4425474268757663
ACH-000706,-1.1765706676365033
ACH-000711,-1.1197260304716041
ACH-000713,-1.3772283613146354
ACH-000714,-1.1643153373485422
ACH-000718,-1.2569222086563936
ACH-000720,-1.3120101872235304
ACH-000721,-1.3036707822194054
ACH-000724,-1.413187686652402
ACH-000725,-1.2546765649202545
ACH-000732,-1.230140839356055
ACH-000734,-0.907265189375001
ACH-000735,-1.0998621054762805
ACH-000736,-1.2646103387783294
ACH-000738,-1.0949923784546127
ACH-000746,-0.7877877333770135
ACH-000747,-1.0537452563447705
ACH-000748,-1.2092314689961678
ACH-000753,-1.1338505935601122
ACH-000756,-1.1154218639622553
ACH-000757,-1.0895157913305862
ACH-000758,-1.1846827011071237
ACH-000760,-1.100549943082552
ACH-000762,-0.9841952096194936
ACH-000763,-0.6811682073888922
ACH-000764,-0.776140494395731
ACH-000765,-1.2295955632895086
ACH-000766,-1.3824678423089989
ACH-000767,-0.7552457529210369
ACH-000768,-1.1972838268357862
ACH-000769,-0.8662573581442877
ACH-000770,-1.2837387990681557
ACH-000771,-1.170211794980302
ACH-000773,-1.1169040013981688
ACH-000776,-1.2725246697042238
ACH-000777,-1.2708595347064635
ACH-000778,-1.626975346479232
ACH-000781,-1.2718924226414547
ACH-000782,-1.372610144910385
ACH-000783,-1.4167047769363192
ACH-000784,-0.8567125699418008
ACH-000785,-1.3339159566332752
ACH-000787,-1.1068995818947294
ACH-000788,-1.0214180815860143
ACH-000791,-1.35461743895122
ACH-000792,-1.1903934975660149
ACH-000794,-1.152641077168444
ACH-000796,-1.3687144758642014
ACH-000798,-1.088692858843998
ACH-000799,-0.7443997883987677
ACH-000800,-1.043171546374341
ACH-000802,-1.2521369782687102
ACH-000804,-1.1857869003171349
ACH-000805,-1.248337789154498
ACH-000809,-0.9694057168021452
ACH-000810,-1.679910001590441
ACH-000811,-1.3770971498275824
ACH-000817,-1.3283181878841197
ACH-000819,-1.1491094989728563
ACH-000820,-1.0216872336049034
ACH-000821,-1.156657024844039
ACH-000822,-1.1886985953638471
ACH-000823,-1.2165618525384458
ACH-000824,-1.0097822193787354
ACH-000827,-1.232896942228466
ACH-000829,-1.2654768152289082
ACH-000831,-1.3934209027154871
ACH-000832,-1.1403417243743867
ACH-000833,-1.2450058570750395
ACH-000834,-1.283652047138104
ACH-000835,-0.8453185522221663
ACH-000836,-1.2390908005358476
ACH-000837,-1.3985992361155597
ACH-000838,-0.9350552748094996
ACH-000839,-1.1186341461879656
ACH-000840,-0.5458918908205396
ACH-000841,-1.0607913835417508
ACH-000843,-1.2496615615282618
ACH-000846,-1.1605457084816635
ACH-000847,-1.0380443272245392
ACH-000848,-1.319395290662425
ACH-000849,-1.1113606563536436
ACH-000851,-1.3467780463763248
ACH-000855,-1.3815276489346655
ACH-000856,-1.1807471227633708
ACH-000858,-1.3558745478462493
ACH-000859,-1.0093121901174735
ACH-000861,-1.2887485151061708
ACH-000862,-1.3059326731466967
ACH-000865,-1.0174297308089313
ACH-000866,-1.1699273941792434
ACH-000867,-0.8626150394346597
ACH-000869,-1.5057647746659328
ACH-000872,-1.5216748488990892
ACH-000873,-1.0679792110506603
ACH-000876,-1.4562703000035873
ACH-000878,-1.1083292013633603
ACH-000880,-1.4430689614886432
ACH-000881,-1.1169891203273243
ACH-000882,-0.7657456398167694
ACH-000884,-0.8624634026082452
ACH-000885,-1.1680206054888769
ACH-000887,-1.152224487460312
ACH-000889,-1.0797856120751477
ACH-000896,-1.1440822788486904
ACH-000898,-1.260359739321529
ACH-000900,-0.9414761488419624
ACH-000901,-0.9918947912125876
ACH-000905,-1.2472607177253008
ACH-000906,-0.9723930117366728
ACH-000907,-1.1206852118285089
ACH-000910,-1.4099162893618462
ACH-000911,-1.3061636162122559
ACH-000912,-1.3287609132941385
ACH-000913,-1.119019552375459
ACH-000915,-1.2377031968276784
ACH-000916,-1.4964141698407158
ACH-000917,-1.1174836663886465
ACH-000920,-0.5749112550490187
ACH-000921,-1.2098618665068936
ACH-000924,-0.9880008307374796
ACH-000926,-1.188732723967396
ACH-000928,-1.2549516132957288
ACH-000929,-1.127573036365629
ACH-000932,-1.1246435039009437
ACH-000935,-1.1758037170405302
ACH-000936,-1.239153671643598
ACH-000937,-0.8809678008973892
ACH-000938,-1.057324218504934
ACH-000939,-1.396142726630948
ACH-000941,-1.0344210398575888
ACH-000943,-1.3405816260064796
ACH-000946,-1.269125245596059
ACH-000947,-1.1868548824602592
ACH-000948,-1.3726595320313704
ACH-000950,-1.0925350857520342
ACH-000953,-0.8257405628583385
ACH-000954,-1.4004900310828878
ACH-000957,-1.0006674820063317
ACH-000958,-1.2737328171821003
ACH-000960,-0.7140121309264135
ACH-000963,-0.9275831927606312
ACH-000968,-1.2330986102361448
ACH-000969,-1.4384074855630196
ACH-000972,-1.1022686243580233
ACH-000973,-0.9395458205824672
ACH-000974,-1.1083067009662557
ACH-000978,-1.1223359881843715
ACH-000984,-0.958973930109169
ACH-000986,-1.0138671870847902
ACH-000988,-1.0858275183737631
ACH-000993,-1.2874024369510189
ACH-000994,-1.407049084071588
ACH-000996,-1.2599845745889835
ACH-001001,-0.9315098465788266
ACH-001020,-1.0846940769541775
ACH-001028,-1.0377698309880663
ACH-001031,-1.1639802620541662
ACH-001038,-1.052210392748125
ACH-001048,-1.1565521823455571
ACH-001050,-0.8459753660277249
ACH-001053,-1.2069792600539209
ACH-001054,-1.065278745290574
ACH-001061,-1.1311135451370709
ACH-001067,-1.205012788171603
ACH-001075,-1.3462512499324604
ACH-001096,-1.0839362528458707
ACH-001111,-0.8697336447388645
ACH-001119,-1.1831558167971297
ACH-001128,-1.3117977468499724
ACH-001134,-1.0158213493540886
ACH-001151,-1.2403124224962645
ACH-001163,-1.1467321195732494
ACH-001164,-1.1291597058634166
ACH-001183,-1.5254259695703385
