,RPAIN (84268)
ACH-001192,-1.2018917184675797
ACH-001193,-1.261509169383285
ACH-001196,-1.452677214995614
ACH-001197,-1.3363980837816702
ACH-001205,-1.197436325475404
ACH-001211,-1.3109943537199291
ACH-001212,-0.961780570917225
ACH-001228,-1.1567301705160042
ACH-001232,-1.2335511652275908
ACH-001239,-1.0276600185149756
ACH-001270,-0.7458687106617753
ACH-001274,-1.2380339617831184
ACH-001275,-1.1310748531400383
ACH-001277,-1.2656160903475877
ACH-001278,-1.337929349876677
ACH-001280,-1.3459524758910628
ACH-001283,-1.5760383025744709
ACH-001289,-1.0791704879697441
ACH-001300,-1.0875536342442356
ACH-001301,-1.3186389278570565
ACH-001302,-1.1463372333973156
ACH-001306,-1.2264557986586202
ACH-001318,-1.3565402076524922
ACH-001322,-0.9908652942405402
ACH-001328,-1.2925268064874684
ACH-001332,-0.8985421799842683
ACH-001336,-1.1793562499929011
ACH-001346,-1.2828696702589832
ACH-001353,-1.145753602568366
ACH-001354,-1.0218756490122385
ACH-001367,-1.0675445686524303
ACH-001368,-1.107354444977122
ACH-001374,-1.075897214866706
ACH-001377,-1.1107290205494442
ACH-001380,-0.9860487226184578
ACH-001391,-1.2046109657327015
ACH-001408,-1.498130206264892
ACH-001430,-1.095246106496036
ACH-001431,-1.1245093592598518
ACH-001450,-1.0099809634080978
ACH-001496,-1.364633486232819
ACH-001500,-0.8914782492477039
ACH-001523,-1.496174229511526
ACH-001532,-1.1907147588730904
ACH-001550,-1.1003325976143117
ACH-001552,-1.2123116475689528
ACH-001554,-1.2759672207226074
ACH-001654,-1.166342555373843
ACH-001735,-1.2006557008643697
ACH-001736,-1.0635425578987017
ACH-001737,-1.1317803558126387
ACH-001740,-1.293971039810667
ACH-001745,-1.2257435767274492
ACH-001765,-1.4006694343737518
