,E2F5 (1875)
ACH-000004,0.2451713195240209
ACH-000005,0.31323965721509217
ACH-000007,0.02008500177910319
ACH-000009,0.04373977114542812
ACH-000011,0.1758693223091955
ACH-000012,0.21771414161455424
ACH-000013,0.15961304262430026
ACH-000014,0.09528882550202153
ACH-000015,0.0967019745511696
ACH-000017,0.23428603365070855
ACH-000018,0.21695852215220493
ACH-000019,0.2779143597520423
ACH-000021,0.1616688347968862
ACH-000022,0.17150769710630598
ACH-000025,0.1642463399334198
ACH-000028,0.15896273487962803
ACH-000030,0.13513175671754574
ACH-000035,0.1494775280522284
ACH-000036,0.19231253008199206
ACH-000037,0.16872536681598638
ACH-000039,0.08905209125804288
ACH-000040,0.19766788002305524
ACH-000041,0.2377177246825276
ACH-000042,0.14997283546887175
ACH-000045,0.17343316946281825
ACH-000047,0.1385980044467108
ACH-000052,0.1820722567603014
ACH-000053,0.17763067383855247
ACH-000054,0.20987145423745374
ACH-000055,0.030059753793746306
ACH-000060,0.19350725991786774
ACH-000067,0.15736454180769974
ACH-000070,0.012094178263318168
ACH-000075,0.22626181244279314
ACH-000078,0.3097397895249239
ACH-000082,0.1580863181327363
ACH-000085,0.013068352642535436
ACH-000086,0.17153782045916882
ACH-000087,0.09883795068199996
ACH-000092,0.1377432551463134
ACH-000095,0.2677314397526797
ACH-000097,0.11438475696876027
ACH-000098,0.19914986689127268
ACH-000099,0.18570604660775536
ACH-000108,0.1103036177844662
ACH-000113,0.1866564701630516
ACH-000116,0.23681867840255785
ACH-000118,0.08801565375265723
ACH-000120,0.062032659262501136
ACH-000123,0.1456836469571029
ACH-000127,0.14449678867182264
ACH-000128,0.11787237967958547
ACH-000132,0.12176383237162372
ACH-000133,0.12808231315486165
ACH-000137,0.17256760471106505
ACH-000138,0.1940171599474241
ACH-000142,0.2434674603156991
ACH-000143,0.04075710074364716
ACH-000146,0.15083392952388686
ACH-000148,0.20629400092505729
ACH-000150,0.15662482284542714
ACH-000152,0.16633503314890236
ACH-000153,-0.21006763786123545
ACH-000159,0.1618602852319715
ACH-000160,0.0976601867481002
ACH-000163,0.17649747979720462
ACH-000167,0.010795212925677977
ACH-000168,0.2735181019717454
ACH-000169,0.11415876588041465
ACH-000178,0.13861704990246054
ACH-000183,0.060427307741304635
ACH-000188,0.102143183679404
ACH-000189,0.3177161434353143
ACH-000190,0.18627101270514654
ACH-000198,0.16358463567423187
ACH-000203,0.02088272318014843
ACH-000204,0.09975835530040532
ACH-000206,0.029317182348548118
ACH-000207,0.15791318710685012
ACH-000208,0.24417196064906715
ACH-000210,0.041332810298999975
ACH-000211,0.11519377436164012
ACH-000215,0.14511603908602685
ACH-000221,0.09720380531850566
ACH-000222,0.15060208772412595
ACH-000223,0.12659290086307698
ACH-000226,0.1050784093139104
ACH-000227,0.28646821549983664
ACH-000228,-0.04252834664101715
ACH-000231,0.11579665898689168
ACH-000232,0.06888007612752722
ACH-000233,0.209180867238059
ACH-000234,0.11285839172456713
ACH-000235,0.10132553218377714
ACH-000237,0.08777349310516265
ACH-000238,0.1717669439268784
ACH-000242,0.1472165772000052
ACH-000243,0.07352204554710161
ACH-000244,0.437823590349158
ACH-000246,0.24208670064677654
ACH-000248,0.061614612344492024
ACH-000250,0.09977362730398318
ACH-000251,0.004157519774149158
ACH-000252,0.2722736911830008
ACH-000253,0.16615180358046672
ACH-000255,0.2415142365183788
ACH-000256,-0.05910558446158135
ACH-000257,0.04670688997936325
ACH-000258,0.1927306388165796
ACH-000259,0.1590327642561306
ACH-000260,0.18392914304303545
ACH-000261,0.15879038643850354
ACH-000262,0.22003888513010889
ACH-000263,0.08165320501392734
ACH-000264,0.14106490452845022
ACH-000265,0.12993808957070144
ACH-000266,0.08470722520718536
ACH-000272,0.20979577377193187
ACH-000274,0.15961898650890466
ACH-000277,0.07457930131244292
ACH-000278,0.04567962847438831
ACH-000279,0.09731708674540884
ACH-000280,0.10275820763609646
ACH-000281,0.21214562763955336
ACH-000288,0.21521455070900852
ACH-000291,0.08689790230130594
ACH-000293,0.046562215819063946
ACH-000294,0.1536025368089543
ACH-000295,0.3108156726756141
ACH-000296,-0.02534732502081781
ACH-000302,0.05914633963524973
ACH-000304,0.2226085352196481
ACH-000307,0.09698568448163898
ACH-000308,0.09225273394185787
ACH-000310,0.2464682750893977
ACH-000311,0.05868797357741466
ACH-000312,0.05359884097861396
ACH-000315,0.1335232968626704
ACH-000316,-0.03472380054907119
ACH-000317,0.12685277617984014
ACH-000318,0.1605817602710629
ACH-000319,0.19837429732579234
ACH-000320,0.11347142319269098
ACH-000322,0.08860395395462006
ACH-000323,0.13554594303851947
ACH-000324,0.2963959288125657
ACH-000329,0.08251211357965606
ACH-000330,0.18708430786180166
ACH-000331,0.03987335969524388
ACH-000332,0.13421051469236206
ACH-000334,0.12200508676056275
ACH-000335,0.0948086617338724
ACH-000336,0.10286316588780567
ACH-000337,0.09255825409670296
ACH-000338,-0.01617106307251505
ACH-000339,0.21062375718680107
ACH-000341,0.3103200200171035
