,IL1RL1 (9173)
ACH-000004,0.12610736733642494
ACH-000005,0.16147690099067016
ACH-000007,0.09291308837355222
ACH-000009,0.060722963400919185
ACH-000011,-0.008673973107012409
ACH-000012,0.09217177359907547
ACH-000013,0.08052288679741157
ACH-000014,0.05104677113412335
ACH-000015,0.08072276569826363
ACH-000017,0.09703298142182903
ACH-000018,0.13603416178060546
ACH-000019,0.07230368016241308
ACH-000021,0.23327213309828926
ACH-000022,0.16277058046377213
ACH-000025,0.09402405733933936
ACH-000028,0.1156137465300914
ACH-000030,0.1371753090233042
ACH-000035,0.04499447465715053
ACH-000036,0.05658892824659699
ACH-000037,0.1551364056599841
ACH-000039,0.09006884349983416
ACH-000040,0.24352411204612975
ACH-000041,0.10828332717831812
ACH-000042,0.25406627784274466
ACH-000045,0.02724776568213834
ACH-000047,0.15826810721755896
ACH-000052,0.11650708196035005
ACH-000053,0.00327237022396843
ACH-000054,0.1619629693684584
ACH-000055,0.27767081889788786
ACH-000060,0.0719441729190598
ACH-000067,0.07093741925769992
ACH-000070,0.10319839695300148
ACH-000075,0.06268968808055284
ACH-000078,0.10027137644330043
ACH-000082,0.09713965656677237
ACH-000085,0.012584715533228062
ACH-000086,0.07299742315433227
ACH-000087,0.08420462247320648
ACH-000092,-0.07878218787798816
ACH-000095,0.16475372998039928
ACH-000097,0.147416766426477
ACH-000098,0.014515304138138474
ACH-000099,0.0775923236197599
ACH-000108,0.11060901471930107
ACH-000113,0.03416014356255345
ACH-000116,0.11647887937056205
ACH-000118,0.033532523528874064
ACH-000120,0.22738998048242495
ACH-000123,0.08353705702011069
ACH-000127,0.09724898282958007
ACH-000128,0.11791573579078787
ACH-000132,0.107752533625291
ACH-000133,0.1016831885881135
ACH-000137,0.07859177743343458
ACH-000138,0.17267130186297627
ACH-000142,0.04708695629408447
ACH-000143,0.10957720145887437
ACH-000146,0.14121158133720155
ACH-000148,0.09487268097749084
ACH-000150,0.2684181611784682
ACH-000152,0.06317162826026465
ACH-000153,0.13220707566187642
ACH-000159,0.030274194594641268
ACH-000160,0.04395221400451263
ACH-000163,0.007935314118214047
ACH-000167,-0.03987129465898536
ACH-000168,0.1231397643967282
ACH-000169,0.1221957166983757
ACH-000178,0.01794122889956519
ACH-000183,0.08286146508538085
ACH-000188,0.2552882391229454
ACH-000189,0.09239674434490797
ACH-000190,0.09090767243429153
ACH-000198,0.009294599487189322
ACH-000203,0.26086266187397783
ACH-000204,0.1120764244384043
ACH-000206,0.010290803441986922
ACH-000207,0.08865661584087599
ACH-000208,0.12024358062642568
ACH-000210,0.1177924599519772
ACH-000211,0.06426016182780117
ACH-000215,0.08578296843256226
ACH-000221,0.15779135825318102
ACH-000222,0.0577148992368467
ACH-000223,0.06616634627810322
ACH-000226,0.069857841950213
ACH-000227,0.11527084138671866
ACH-000228,0.100166175726771
ACH-000231,0.08422180187810423
