,CCP110 (9738)
ACH-000312,-0.2262884350458129
ACH-000315,-0.3253618797108944
ACH-000316,-0.37794219077097146
ACH-000317,-0.5046359619743678
ACH-000318,-0.2847173675128898
ACH-000319,-0.4681037492392836
ACH-000320,-0.3480869955876381
ACH-000322,-0.5035410651526216
ACH-000323,-0.4889595075211787
ACH-000324,-0.2079871268998906
ACH-000329,-0.33295374479978945
ACH-000330,-0.4988886915797337
ACH-000331,-0.4731944619048796
ACH-000332,-0.44046339344467206
ACH-000334,-0.2921768639390916
ACH-000335,-0.36243758412631855
ACH-000336,-0.3054483420980651
ACH-000337,-0.21401856076186784
ACH-000338,-0.7598933988878872
ACH-000339,-0.2790763688346602
ACH-000341,-0.2033861214290337
ACH-000348,-0.3021115313742973
ACH-000350,-0.2854110148511272
ACH-000352,-0.4972175495290934
ACH-000356,-0.4989878578230533
ACH-000361,-0.7484079049410279
ACH-000362,-0.3002308966561017
ACH-000363,-0.18310935757589586
ACH-000364,-0.5054905491658802
ACH-000365,-0.3623863836352392
ACH-000366,-0.3543227791778929
ACH-000368,-0.3926724262491093
ACH-000374,-0.4605531716105759
ACH-000375,-0.3652324877410571
ACH-000376,-0.2577897194163238
ACH-000381,-0.17302360470634656
ACH-000383,-0.34388264022968185
ACH-000387,-0.2734547253104094
ACH-000389,-0.3591484110377329
ACH-000390,-0.3789244269778505
ACH-000393,-0.2716082161184065
ACH-000395,-0.2773270150531808
ACH-000396,-0.3919905491363801
ACH-000397,-0.4180041945005089
ACH-000401,-0.4796072974688494
ACH-000402,0.12111066713842188
ACH-000403,-0.2780313700210583
ACH-000404,-0.6886280022063521
ACH-000406,-0.3638818924252685
ACH-000407,-0.4243395986610042
ACH-000408,-0.5096739479600838
ACH-000410,-0.2924797925544405
ACH-000411,-0.4659504203905912
ACH-000414,-0.41047603630849455
ACH-000415,-0.4598544094449275
ACH-000416,-0.3797398967418477
ACH-000420,-0.5491019408541762
ACH-000421,-0.4285667716622383
ACH-000424,-0.2306497676817487
ACH-000425,-0.5140024359996167
ACH-000426,-0.2117459688280799
ACH-000427,-0.5174110573163235
ACH-000433,-0.3833339553565701
ACH-000435,-0.3200690817770716
ACH-000436,-0.29526748377295825
ACH-000444,-0.5695540364368227
ACH-000445,-0.4866770223958468
ACH-000448,-0.3504118595859944
ACH-000450,-0.4327599310235395
ACH-000452,-0.3877655619989908
ACH-000454,-0.4967705877987249
ACH-000458,-0.6266924520661287
ACH-000459,-0.3487957539996596
ACH-000460,-0.2349073644961264
ACH-000461,-0.22721395318066245
ACH-000463,-0.4601786970488636
ACH-000464,-0.3671431797763296
ACH-000466,-0.3601854153391993
ACH-000467,-0.3553183067453053
ACH-000468,-0.24050026790599116
ACH-000469,-0.364354999597062
ACH-000470,-0.5224365422557649
ACH-000471,-0.2883253300772278
ACH-000472,-0.4900123096571399
ACH-000473,-0.5822376156283494
ACH-000475,-0.6469793375586351
ACH-000476,-0.2493883539170327
ACH-000477,-0.43179606896317
ACH-000479,-0.2564261811948679
ACH-000480,-0.8282633661105117
ACH-000481,-0.4643205284891872
ACH-000483,-0.3778092336289157
ACH-000484,-0.4145031142571814
ACH-000485,-0.15349825967421393
ACH-000486,-0.3797330928372639
ACH-000487,-0.22351560734298767
ACH-000488,-0.3591965887221558
ACH-000490,-0.5327872954211279
ACH-000491,-0.1940252495554602
ACH-000495,-0.3805948864442921
ACH-000496,-0.5799940192537132
ACH-000499,-0.6778255115007018
ACH-000500,-0.6110226291274915
ACH-000502,-0.33294735201828063
ACH-000503,-0.3243202138061287
ACH-000505,-0.37736102011283773
ACH-000507,-0.5190670539434784
ACH-000510,-0.5146678498927603
ACH-000511,-0.3927531773909736
ACH-000512,-0.03638676501549265
ACH-000516,-0.39835707721940855
ACH-000517,-0.2292085884416647
ACH-000518,-0.2801891249730976
ACH-000520,-0.4574573751310584
ACH-000521,-0.3071539984708377
ACH-000522,-0.5736013697443806
ACH-000524,-0.18962788286904336
ACH-000527,-0.2762463137729293
ACH-000528,-0.6192747689277694
ACH-000537,-0.5371782434348434
ACH-000541,-0.28120118509175873
ACH-000542,-0.4237562628803312
ACH-000544,-0.4600431444088007
ACH-000545,-0.5468571050294738
ACH-000547,-0.37457268012039213
ACH-000548,-0.4948483946940267
ACH-000549,-0.4430822308719421
ACH-000550,-0.5881599198232972
ACH-000552,-0.24024916276817396
ACH-000556,-0.3117390181100465
ACH-000557,-0.20774681355572336
ACH-000569,-0.4338555303743644
ACH-000570,-0.323798312544475
ACH-000571,-0.2978635740456895
ACH-000573,-0.4587095051323231
ACH-000576,-0.2773896126519409
ACH-000579,-0.2829207505687957
ACH-000580,-0.474758902720353
ACH-000584,-0.6640110913499363
ACH-000585,-0.7703288721839945
ACH-000588,-0.09993296466131477
ACH-000589,-0.4102573531178647
ACH-000591,-0.2560465398477721
ACH-000593,-0.24984259009854054
ACH-000600,-0.4012983592802594
ACH-000601,-0.4337371333141588
ACH-000605,-0.4039981367247947
ACH-000606,-0.6141408780114471
ACH-000608,-0.1891086131879063
ACH-000614,-0.36765145766384427
ACH-000616,-0.42398795422905056
ACH-000618,-0.4392823739808844
ACH-000619,-0.3766390635737113
ACH-000620,-0.401899995141734
ACH-000621,-0.4329501668230981
ACH-000622,-0.27517167558960737
ACH-000623,-0.24869804399797416
ACH-000624,-0.1777408935357571
ACH-000627,-0.21780975357240245
ACH-000630,-0.4708872901624864
ACH-000631,-0.5923413702917307
ACH-000632,-0.5365576900266031
ACH-000633,-0.16530771590424131
ACH-000637,-0.59014101940996
ACH-000638,-0.382908905669034
ACH-000646,-0.19442764132999496
ACH-000647,-0.26506103954009114
ACH-000648,-0.3087515958240834
ACH-000649,-0.31213488254579913
ACH-000651,-0.1342405538847878
ACH-000652,-0.42526127215844106
ACH-000653,-0.2322897933739433
ACH-000657,-0.4249299753426181
ACH-000658,-0.2449874469428525
ACH-000661,-0.5731448805509595
ACH-000662,-0.10121293234979864
ACH-000663,-0.4261421145134605
ACH-000665,-0.3331221739549476
ACH-000671,-0.3839972584949698
ACH-000672,-0.39358860002893264
ACH-000673,-0.392719681071432
ACH-000676,-0.4053846059556114
ACH-000677,-0.3734987692915093
ACH-000681,-0.3655640233618972
ACH-000683,-0.47454489394264504
ACH-000684,-0.4560988849776452
ACH-000688,-0.2814169370144646
ACH-000693,-0.43437678924679296
ACH-000694,-0.4135737278786266
ACH-000695,-0.6654911803969135
ACH-000696,-0.3707273515492652
ACH-000697,-0.4263288024903696
ACH-000699,-0.352259054487404
ACH-000701,-0.1864322465070772
ACH-000706,-0.4421322510090177
ACH-000711,-0.24706259507615966
ACH-000713,-0.4790155870989321
ACH-000714,-0.14539631741405926
ACH-000718,-0.27806931179180483
ACH-000720,-0.3524428870656396
ACH-000721,-0.36567870850684203
ACH-000724,-0.4205189425666453
ACH-000725,-0.5105077672084907
ACH-000732,-0.5349758293179775
ACH-000734,-0.4378769785182856
ACH-000735,-0.24784437315255645
ACH-000736,-0.2413938336122317
ACH-000738,-0.17050771478165122
ACH-000746,-0.2405900467557193
ACH-000747,-0.6043990302730036
ACH-000748,-0.4133208947044039
ACH-000753,-0.417188517633096
ACH-000756,-0.14285659511144164
ACH-000757,-0.3566034750708144
ACH-000758,-0.08196168540682193
ACH-000760,-0.3801608761213664
ACH-000762,-0.33063022097267564
ACH-000763,-0.061787542149872324
ACH-000764,-0.3939577030335453
ACH-000765,-0.4248186461820743
ACH-000766,-0.2291270472538992
ACH-000767,-0.25260445469694603
ACH-000768,-0.4222495712569319
ACH-000769,-0.44113175076576655
ACH-000770,-0.3987037887741464
ACH-000771,-0.2967636800027464
ACH-000773,-0.1041426383623714
ACH-000776,-0.29538704571681146
ACH-000777,-0.2203264384057467
ACH-000778,-0.4604136172017775
ACH-000781,-0.4076447604612811
ACH-000782,-0.3554418344570911
ACH-000783,-0.4999200096145307
ACH-000784,-0.5987831670497468
ACH-000785,-0.4825948046956368
ACH-000787,-0.5565422122548683
ACH-000788,-0.512997657934966
ACH-000791,-0.31835286041319105
ACH-000792,-0.4229192845615481
ACH-000794,-0.4204879948966977
ACH-000796,-0.43273605081817
ACH-000798,-0.3871752437895879
ACH-000799,-0.44867002284147905
ACH-000800,-0.28326155789158697
ACH-000802,-0.5117894573715049
ACH-000804,-0.13166151102349993
ACH-000805,-0.5138450984069253
ACH-000809,-0.2896689346965245
ACH-000810,-0.599645775176716
ACH-000811,-0.36565634116406653
ACH-000817,-0.3769355003397793
ACH-000819,-0.264007918130609
ACH-000820,-0.5802410849797834
ACH-000821,-0.2679416044003413
ACH-000822,-0.3356238215680186
ACH-000823,-0.5122916400333343
ACH-000824,-0.2493278601919731
ACH-000827,-0.4987649465773776
ACH-000829,-0.39537273955148616
ACH-000831,-0.5019350788169255
ACH-000832,-0.5469105914971915
ACH-000833,-0.5542766337546691
ACH-000834,-0.4931414705284924
ACH-000835,-0.4803375677023789
ACH-000836,-0.475257271165183
ACH-000837,-0.3304296864925941
ACH-000838,-0.3373770205487269
ACH-000839,-0.30620858742547313
ACH-000840,-0.26530694335696514
ACH-000841,-0.3119775651521425
ACH-000843,-0.5478130288862593
ACH-000846,-0.3907739547901428
ACH-000847,-0.4315374821598321
ACH-000848,-0.3883082332930824
ACH-000849,-0.4163172050302343
ACH-000851,-0.3368289976660152
ACH-000855,-0.40594576616508826
ACH-000856,-0.5109817474828656
ACH-000858,-0.25167265340216416
ACH-000859,-0.3684734293752087
ACH-000861,-0.3724000891164461
ACH-000862,-0.344034565790373
ACH-000865,-0.2619014045773053
ACH-000866,-0.5653644169112991
ACH-000867,-0.2340011159970841
ACH-000869,-0.7453319433368967
ACH-000872,-0.5178539268377793
ACH-000873,-0.20478875179001305
ACH-000876,-0.2889999781384898
ACH-000878,-0.2422119756772008
ACH-000880,-0.44788495057403055
ACH-000881,-0.27116039945734466
ACH-000882,-0.5330863810048634
ACH-000884,-0.2931336717665108
ACH-000885,-0.5300579407966677
ACH-000887,-0.24492182713605365
ACH-000889,-0.4163606846358928
ACH-000896,-0.2949419977347371
ACH-000898,-0.4318759731805301
ACH-000900,-0.3729579925486749
ACH-000901,-0.44833703461590574
ACH-000905,-0.6019679661920636
ACH-000906,-0.5995299016431546
ACH-000907,-0.4369613566748289
ACH-000910,-0.4555576770778317
ACH-000911,-0.3205563816392157
ACH-000912,-0.3757154265527346
ACH-000913,-0.25420069757955777
ACH-000915,-0.3296081871266233
ACH-000916,-0.3734787550475075
ACH-000917,-0.6627196666511311
ACH-000920,-0.17243264951254444
ACH-000921,-0.5337183613162783
ACH-000924,-0.3218041556330021
ACH-000926,-0.2977989089334553
ACH-000928,-0.2874625273213246
ACH-000929,-0.6440677626551905
ACH-000932,-0.5923383174761121
ACH-000935,-0.6819763160822591
ACH-000936,-0.3354411395801814
ACH-000937,-0.1316188957516764
ACH-000938,-0.2433856455878657
ACH-000939,-0.464836579817166
ACH-000941,-0.5228611804698622
ACH-000943,-0.4605178191415288
ACH-000946,-0.233042918515048
ACH-000947,-0.3312302017283877
ACH-000948,-0.3907912826283581
ACH-000950,-0.3123769705549074
ACH-000953,-0.03659801194023638
ACH-000954,-0.7012953848615159
ACH-000957,-0.30377501092181664
ACH-000958,-0.4331275800759916
ACH-000960,-0.4730293999174653
ACH-000963,-0.375817688112815
ACH-000968,-0.5949426888065433
ACH-000969,-0.4226778613321979
ACH-000972,-0.3701627945832464
ACH-000973,-0.4156232971715661
ACH-000974,-0.2201375862184145
ACH-000978,-0.5761538988333041
ACH-000984,-0.28269980361331243
ACH-000986,-0.5370613275471569
ACH-000988,-0.4539073736242587
ACH-000993,-0.5354732426430752
ACH-000994,-0.37733339271043503
ACH-000996,-0.3501246129682297
ACH-001001,-0.5194436329181983
ACH-001020,-0.4688123421950622
ACH-001028,-0.3184882283820897
ACH-001031,-0.40503252604185297
ACH-001038,-0.4205615288639245
ACH-001048,-0.3369025081866112
ACH-001050,-0.5091228856654402
ACH-001053,-0.3849579074512577
ACH-001054,-0.3669993672175921
ACH-001061,-0.381912254995761
ACH-001067,-0.5312987566431127
ACH-001075,-0.42219227338372667
ACH-001096,-0.3251418394777476
ACH-001111,-0.2716500325446898
ACH-001119,-0.2673540553489989
ACH-001128,-0.5981715313180314
ACH-001134,-0.3444196922394693
ACH-001151,-0.3824587292429757
ACH-001163,-0.3079011368036355
ACH-001164,-0.4715569034577726
ACH-001183,-0.6645008867180788
ACH-001192,-0.294820296309896
ACH-001193,-0.25702742884122115
ACH-001196,-0.4699603543685025
ACH-001197,-0.09805375400688217
ACH-001205,-0.5326723185624207
ACH-001211,-0.6846084729109908
ACH-001212,-0.463815380943456
ACH-001228,-0.3487366327478795
ACH-001232,-0.3106275922383774
ACH-001239,-0.4556490880826549
ACH-001270,-0.2856501652223485
ACH-001274,-0.5328567875345568
ACH-001275,-0.5754556538078566
ACH-001277,-0.4128985370067286
ACH-001278,-0.4237377271531349
ACH-001280,-0.3790513365102407
ACH-001283,-0.3570463813020598
ACH-001289,-0.2373875108118904
ACH-001300,-0.2466944600133653
ACH-001301,-0.3530940946182153
ACH-001302,-0.006826645446439987
ACH-001306,-0.4697027436121706
ACH-001318,-0.32264355868859274
ACH-001322,-0.4887880382120921
ACH-001328,-0.2461126164236058
ACH-001332,-0.33326799511690725
ACH-001336,-0.5631452208585634
ACH-001346,-0.4527158748201864
ACH-001353,-0.2791602017449015
ACH-001354,-0.3766834474703231
ACH-001367,-0.19352508663465898
ACH-001368,-0.3750921102944608
ACH-001374,-0.5937746223424324
ACH-001377,-0.5347741957257944
ACH-001380,-0.5201447195844611
ACH-001391,-0.3348684612034235
ACH-001408,-0.4345852165447113
ACH-001430,-0.2394384843509555
ACH-001431,-0.497049377893395
ACH-001450,-0.2141379528426294
ACH-001496,-0.579911969567877
ACH-001500,-0.5525295168144331
ACH-001523,-0.3970471314150581
ACH-001532,-0.5845941058615929
ACH-001550,-0.3750529629844957
ACH-001552,-0.2507139533535113
ACH-001554,-0.5907465498328625
ACH-001654,-0.23303069749676197
ACH-001735,-0.3565830105951653
ACH-001736,-0.31275229344759603
ACH-001737,0.00919368148192903
ACH-001740,-0.5304645666599395
ACH-001745,-0.5534000883001572
ACH-001765,-0.33372446150940777
