,NCAPD3 (23310)
ACH-000004,-0.7333455538429492
ACH-000005,-0.9392069416850548
ACH-000007,-1.0811638049414185
ACH-000009,-0.22151404150654636
ACH-000011,-1.1688858461300653
ACH-000012,-1.0079224278763694
ACH-000013,-0.8332313572569837
ACH-000014,-1.0982995974119718
ACH-000015,-0.9854463569862258
ACH-000017,-0.9857389860273724
ACH-000018,-1.2533953141015783
ACH-000019,-0.7911961283341967
ACH-000021,-0.9195836671886456
ACH-000022,-0.4137687730425591
ACH-000025,-0.8288674053649793
ACH-000028,-0.7131660979450999
ACH-000030,-1.011565976626
ACH-000035,-0.7782655355823364
ACH-000036,-0.9094039715505412
ACH-000037,-0.8683559466016559
ACH-000039,-0.6390044445652827
ACH-000040,-1.0380333722067616
ACH-000041,-0.9032049434602556
ACH-000042,-0.9459149034080409
ACH-000045,-0.8646483827563941
ACH-000047,-0.9478947887329418
ACH-000052,-1.0533834706779577
ACH-000053,-0.21943896804515609
ACH-000054,-0.9718969573368648
ACH-000055,-0.955448781031794
ACH-000060,-1.1239130112957352
ACH-000067,-1.2676747345071466
ACH-000070,-0.8263128737788111
ACH-000075,-1.0580937175029423
ACH-000078,-1.1832802552053303
ACH-000082,-1.077240564813747
ACH-000085,-0.6853613857946327
ACH-000086,-1.0324142311017783
ACH-000087,-0.9450137052617826
ACH-000092,-1.0897768810258583
ACH-000095,-0.9984379084749228
ACH-000097,-1.1650758227168032
ACH-000098,-1.277316080423848
ACH-000099,-1.131399963227231
ACH-000108,-0.7385222448603646
ACH-000113,-1.10071620346257
ACH-000116,-0.7521269233003071
ACH-000118,-0.8810767303200011
ACH-000120,-0.9807948591353748
ACH-000123,-1.0201411851462188
ACH-000127,-0.6504766581516906
ACH-000128,-0.9559111697988056
ACH-000132,-1.1266747051843278
ACH-000133,-0.9911414597635899
ACH-000137,-0.9083357429239852
ACH-000138,-0.6561926174031774
ACH-000142,-0.3649572965958626
ACH-000143,-0.960821361118208
ACH-000146,-0.758438494643024
ACH-000148,-1.3205557881590153
ACH-000150,-1.0584395710792636
ACH-000152,-1.1512528135912732
ACH-000153,-1.0010402843942792
ACH-000159,-1.0098352820501837
ACH-000160,-0.3978962481193648
ACH-000163,-0.9560808067990412
ACH-000167,-0.4012668165778232
ACH-000168,-1.1460293484330988
ACH-000169,-0.7833583040946174
ACH-000178,-0.8526511540394189
ACH-000183,-1.1271108719745853
ACH-000188,-0.9006685348222471
ACH-000189,-0.8992982043672303
ACH-000190,-0.4385643690120973
ACH-000198,-0.8504885114328021
ACH-000203,-1.3072651251574663
ACH-000204,-0.7792192164796964
ACH-000206,-0.7108463499871077
ACH-000207,-0.5854122416757845
ACH-000208,-0.9736665931978968
ACH-000210,-0.8312872716366452
ACH-000211,-0.9099974383461892
ACH-000215,-0.614815667681692
ACH-000221,-1.2908789125294269
ACH-000222,-0.7943790182017306
ACH-000223,-0.4748421268655598
ACH-000226,-1.096230169964949
ACH-000227,-0.5794147353980448
ACH-000228,-1.1126002364885703
ACH-000231,-0.6136366467009035
ACH-000232,-0.995769956401374
ACH-000233,-1.0731534682965918
ACH-000234,-1.074755471730368
ACH-000235,-0.7592978270181242
ACH-000237,-0.9919232755824844
ACH-000238,-1.2448414926546587
ACH-000242,-0.629633398208861
ACH-000243,-0.8380292897367991
ACH-000244,-1.167554540561449
ACH-000246,-0.9844731897632094
ACH-000248,-0.9539064151325448
ACH-000250,-0.7469766429309886
ACH-000251,-0.7686616761809684
ACH-000252,-1.0944637753756306
ACH-000253,-1.0885398830676642
ACH-000255,-0.9917294607676648
ACH-000256,-0.6312039709598206
ACH-000257,-0.3815377412334856
ACH-000258,-1.1877277398793311
ACH-000259,-1.0136634751203153
ACH-000260,-0.8688997869359208
ACH-000261,-0.952258312957876
ACH-000262,-1.0900645931101196
ACH-000263,-1.0015712819417468
ACH-000264,-0.3668157226845489
ACH-000265,-0.8311125179080351
ACH-000266,-0.9775840983593308
ACH-000272,-1.1825207480661621
ACH-000274,-1.193878992539259
ACH-000277,-0.950636709379068
ACH-000278,-0.7450527504347519
ACH-000279,-0.35941730054689897
ACH-000280,-1.0039803746749631
ACH-000281,-0.5526401011604022
ACH-000288,-1.0914688338238774
ACH-000291,-0.9957261732874412
ACH-000293,-0.7780705872091651
ACH-000294,-0.3471338696759457
ACH-000295,-0.952984076135026
ACH-000296,-1.041509506077379
ACH-000302,-0.4950027646769422
ACH-000304,-1.3396323904475769
ACH-000307,-1.1879712353346612
ACH-000308,-0.836741923167004
ACH-000310,-0.7254265749364599
ACH-000311,-0.878482579371216
ACH-000312,-0.5760047915008871
ACH-000315,-1.1096243028852146
ACH-000316,-1.6043830152201888
ACH-000317,-1.4698452864652924
ACH-000318,-1.037504869595076
ACH-000319,-0.7391398662803448
ACH-000320,-0.8710827832915482
ACH-000322,-1.1351385922464776
ACH-000323,-1.1488644374110484
ACH-000324,-1.1116048596423438
ACH-000329,-0.8778528070893826
ACH-000330,-1.076683856654026
ACH-000331,-1.0109833678715718
ACH-000332,-0.8647517581678407
ACH-000334,-0.4502021801616412
ACH-000335,-1.087849474699263
ACH-000336,-1.0693622223015635
ACH-000337,-1.3141640791790583
ACH-000338,-1.1021026902900564
ACH-000339,-1.0191954862316417
ACH-000341,-0.6249760644260866
ACH-000348,-0.8674285641774476
ACH-000350,-0.6425842754962743
ACH-000352,-0.3710984104502005
ACH-000356,-0.7165986287914919
ACH-000361,-0.9351975195887328
ACH-000362,-1.0933819546267007
ACH-000363,-0.6870402239655021
ACH-000364,-1.0053084285242804
ACH-000365,-1.1284051684702303
ACH-000366,-0.7809930976191383
ACH-000368,-1.4185830853375119
ACH-000374,-1.5358091223983692
