,IL36A (27179)
ACH-000004,-0.04889081061080727
ACH-000005,-0.09466741249596386
ACH-000007,-0.4485537170646187
ACH-000009,-0.16396335851845772
ACH-000011,-0.2546366989834053
ACH-000012,-0.20024203850708766
ACH-000013,-0.34237271117375456
ACH-000014,-0.13366933455306154
ACH-000015,-0.10322284152396942
ACH-000017,-0.19299254429773632
ACH-000018,-0.2241492589944689
ACH-000019,-0.19084689126172533
ACH-000021,-0.05350286636863938
ACH-000022,-0.06633781795135843
ACH-000025,-0.3374620631460149
ACH-000028,-0.19546716136847925
ACH-000030,-0.11288178725759783
ACH-000035,-0.2537252361786817
ACH-000036,-0.180291035953668
ACH-000037,-0.3097939324185846
ACH-000039,-0.3058186869840823
ACH-000040,-0.15963289411254433
ACH-000041,-0.1537289268708064
ACH-000042,-0.17895665979407435
ACH-000045,-0.19645268671447008
ACH-000047,-0.2313936692643097
ACH-000052,-0.22268314689940666
ACH-000053,-0.16858235560791265
ACH-000054,-0.2490243301832121
ACH-000055,-0.013049903284174998
ACH-000060,-0.16240863181342438
ACH-000067,-0.18258750444741
ACH-000070,-0.10066675334385168
ACH-000075,-0.1830175021548477
ACH-000078,-0.08124504210076526
ACH-000082,-0.07457096187236041
ACH-000085,-0.3936026149354152
ACH-000086,-0.040544984960663714
ACH-000087,-0.037653102663449005
ACH-000092,-0.3897646585172209
ACH-000095,-0.15439243967379107
ACH-000097,-0.07293358933693628
ACH-000098,-0.14611565945458418
ACH-000099,-0.10892150562577108
ACH-000108,-0.03843467468191953
ACH-000113,-0.018542849933877083
ACH-000116,-0.24584473978581384
ACH-000118,-0.1868900938025705
ACH-000120,-0.1351611003624004
ACH-000123,-0.23480417844459345
ACH-000127,-0.09878320315341156
ACH-000128,-0.24059276044389835
ACH-000132,-0.2300750214709043
ACH-000133,-0.2738529178605277
ACH-000137,-0.2318926212176226
ACH-000138,-0.033061190652576976
ACH-000142,-0.190908104707416
ACH-000143,-0.2843142383288855
ACH-000146,-0.25619436449211874
ACH-000148,-0.1795796252241845
ACH-000150,-0.2349687118179665
ACH-000152,-0.19183525353883535
ACH-000153,-0.1024430492018721
ACH-000159,-0.2315928651997512
ACH-000160,-0.35963118934452365
ACH-000163,-0.07683879878161698
ACH-000167,0.022714248857469702
ACH-000168,-0.2070371799214679
ACH-000169,0.0044295288523587325
ACH-000178,-0.15694581754656245
ACH-000183,-0.31487009563737195
ACH-000188,-0.22802265157432244
ACH-000189,0.08027569929019765
ACH-000190,-0.19037809418608675
ACH-000198,-0.1099064213116999
ACH-000203,-0.008405360119445586
ACH-000204,0.00506216528405418
ACH-000206,-0.07588241332121251
ACH-000207,-0.06472141626416184
ACH-000208,-0.4391055128138929
ACH-000210,-0.12089114508736193
ACH-000211,-0.12872363311889806
ACH-000215,-0.20130439290604998
ACH-000221,-0.2138045375247907
ACH-000222,0.06512382825504988
ACH-000223,-0.1536863988391269
ACH-000226,-0.3376111228388378
ACH-000227,-0.2086570002557244
ACH-000228,-0.19011479694821296
ACH-000231,-0.2284325875793292
ACH-000232,-0.07894783793892747
ACH-000233,-0.19989552081150896
ACH-000234,-0.1371280172702407
ACH-000235,-0.12197915894798975
ACH-000237,-0.14080727753602665
ACH-000238,-0.31720807468239176
ACH-000242,-0.4204997850395976
ACH-000243,-0.2745795331122997
ACH-000244,-0.24072189164159385
ACH-000246,-0.17087184515872605
ACH-000248,-0.3551159636895651
ACH-000250,-0.2644458593499873
ACH-000251,-0.22626446076376155
ACH-000252,-0.2949147200016026
ACH-000253,-0.1842078412055844
ACH-000255,-0.3288887085511633
ACH-000256,-0.3022566584023662
ACH-000257,-0.1325474953526738
ACH-000258,-0.12630151987319227
ACH-000259,-0.12545495709261328
ACH-000260,-0.21246358834158735
ACH-000261,-0.10963466711503657
