,APPL2 (55198)
ACH-000004,-0.05298510281939045
ACH-000005,0.05566567227318168
ACH-000007,0.2113524061587257
ACH-000009,0.08855985280709791
ACH-000011,0.09716374210883727
ACH-000012,0.09184656589006897
ACH-000013,0.10916394497963887
ACH-000014,0.08628381968417691
ACH-000015,0.2178968511164959
ACH-000017,0.16877882390899288
ACH-000018,-0.19345789864906426
ACH-000019,0.05045546152637339
ACH-000021,0.10833048033840166
ACH-000022,0.11106835090408436
ACH-000025,0.05542689129682223
ACH-000028,0.25646941485503544
ACH-000030,0.1899641777324204
ACH-000035,0.14857693305837988
ACH-000036,0.08625134675602808
ACH-000037,0.07782396598020581
ACH-000039,0.10601281419676767
ACH-000040,0.18068796991612332
ACH-000041,0.12179550348316814
ACH-000042,0.030406895701198682
ACH-000045,0.22552398085784944
ACH-000047,0.12904489257392962
ACH-000052,0.2569612287238126
ACH-000053,0.06927987789886729
ACH-000054,0.08690232510565453
ACH-000055,0.07029428377578505
ACH-000060,0.13845705164348762
ACH-000067,0.07031345964216756
ACH-000070,0.09771633586877164
ACH-000075,0.2004494877966155
ACH-000078,0.2201202109653244
ACH-000082,0.05275822118434368
ACH-000085,0.11731904545162715
ACH-000086,0.04833836513157996
ACH-000087,0.3359526491552753
ACH-000092,0.10843077072311637
ACH-000095,0.12983530225280412
ACH-000097,0.1516524119758775
ACH-000098,0.1569373664965183
ACH-000099,0.22539112832632774
ACH-000108,0.12774844849258027
ACH-000113,0.1551715379555975
ACH-000116,0.025434912893535142
ACH-000118,0.1853691385609636
ACH-000120,0.21470567409487887
ACH-000123,0.1655328915805332
ACH-000127,0.12317502386861988
ACH-000128,0.13789170960947644
ACH-000132,0.19174190042881945
ACH-000133,0.0895675489051676
ACH-000137,0.1254904706593572
ACH-000138,0.18046660780772508
ACH-000142,0.1786973871819036
ACH-000143,0.18880646968012046
ACH-000146,0.11901199655481574
ACH-000148,0.1162850695815556
ACH-000150,0.1412983197581847
ACH-000152,0.09866641271480137
ACH-000153,-0.10867860364982002
ACH-000159,0.17487223345748884
ACH-000160,0.4072365392771721
ACH-000163,0.08263373739807793
ACH-000167,0.6226839936973357
ACH-000168,0.10570014956962044
ACH-000169,0.1387322833269791
ACH-000178,0.13272816692973974
ACH-000183,0.14491165215116886
ACH-000188,0.09859518373372372
ACH-000189,-0.06196388495064139
ACH-000190,0.2380647399445177
ACH-000198,0.2591118568026364
ACH-000203,0.5206707001967782
ACH-000204,0.009049261160708177
ACH-000206,0.2291235426175138
ACH-000207,0.10337047410721836
ACH-000208,0.22225849187694766
ACH-000210,0.19225665019275293
ACH-000211,0.1195381821419274
ACH-000215,0.06584800686738597
ACH-000221,0.0739270679160189
ACH-000222,0.14677884510953565
ACH-000223,0.17995157266118816
ACH-000226,0.10054231575112826
ACH-000227,0.16518781591920514
ACH-000228,0.08192110173079421
ACH-000231,-0.0021912246392725783
ACH-000232,0.05984068906812411
ACH-000233,0.15734864883109162
ACH-000234,0.14511169245555955
ACH-000235,0.09377890015433807
ACH-000237,0.10918129577834834
ACH-000238,0.14797815274745446
ACH-000242,0.16832647725267785
ACH-000243,0.11921163849043903
ACH-000244,-0.03648466209465927
ACH-000246,0.1961213346037916
ACH-000248,0.08626918746199236
ACH-000250,0.04538539921583493
ACH-000251,0.11929105914221667
ACH-000252,0.2346184465057449
ACH-000253,0.1821179643252502
ACH-000255,0.248428187188468
ACH-000256,0.16701807755139889
ACH-000257,0.0012551583799916245
ACH-000258,0.11942161731502292
ACH-000259,0.09574726954398773
ACH-000260,0.08465891071081555
ACH-000261,0.14700819227025108
ACH-000262,0.12290910575592515
ACH-000263,0.21566188356699573
ACH-000264,0.07243716083355184
ACH-000265,0.2422145567907172
ACH-000266,0.08021253423084196
ACH-000272,0.1499845321962188
ACH-000274,0.09286650016346372
ACH-000277,0.10604206407389533
ACH-000278,0.07431894044042177
ACH-000279,0.11924625660669605
ACH-000280,0.08934351584031322
ACH-000281,0.09030900579539212
ACH-000288,0.1262104892099221
ACH-000291,0.26458316279176514
ACH-000293,0.14144140350223902
ACH-000294,0.16874066050863373
ACH-000295,0.24927565489448603
ACH-000296,0.039191935869670236
ACH-000302,0.0853085667349066
ACH-000304,0.12639732113811047
ACH-000307,0.15331663197142542
ACH-000308,0.11876929032609852
ACH-000310,0.27443608209204673
ACH-000311,0.155593525598611
ACH-000312,0.2288148504322943
ACH-000315,0.17199061251212833
ACH-000316,0.1625015768206304
ACH-000317,0.11525861003355227
ACH-000318,0.1506631237365748
ACH-000319,0.15764210226551334
ACH-000320,0.21962854155039266
ACH-000322,0.1491050098178883
ACH-000323,0.1052790823078818
ACH-000324,0.19004551961071853
ACH-000329,0.18660350582193386
ACH-000330,0.2425390963304046
ACH-000331,0.035316267630665116
ACH-000332,0.13487151843880488
ACH-000334,0.27704799168920496
