,HSP90AB1 (3326)
ACH-000004,-0.520439934617117
ACH-000005,-0.6084905448108092
ACH-000007,-0.057140650446401375
ACH-000009,-0.2009786278734572
ACH-000011,0.1343384306515891
ACH-000012,-0.4122757077774205
ACH-000013,-0.24719235615379545
ACH-000014,-0.2617823627203315
ACH-000015,-0.2195073933707312
ACH-000017,-0.4995512939293644
ACH-000018,-0.14316910658677887
ACH-000019,-0.3646748374709623
ACH-000021,-0.31601193662934696
ACH-000022,-0.2559932959320884
ACH-000025,-0.30057091606809355
ACH-000028,-0.19744745096069588
ACH-000030,-0.2802877774641896
ACH-000035,-0.5740576085922846
ACH-000036,-0.3815837061953378
ACH-000037,-0.18044707690658754
ACH-000039,-0.4638355582587389
ACH-000040,-0.5346769724197851
ACH-000041,-0.5489494265955649
ACH-000042,-0.23648215971181966
ACH-000045,0.006782860603599658
ACH-000047,-0.11043151661337804
ACH-000052,0.1146387231248573
ACH-000053,-0.15285425074574366
ACH-000054,-0.14463939118569275
ACH-000055,-0.5268962896167022
ACH-000060,-0.212875018987008
ACH-000067,-0.2966519204871941
ACH-000070,-0.243304954872102
ACH-000075,-0.2937898795893541
ACH-000078,-0.3640206250024484
ACH-000082,-0.16128305101324325
ACH-000085,-0.1220666243262007
ACH-000086,-0.3728277949920084
ACH-000087,-0.037787279518734486
ACH-000092,-0.16889612560648373
ACH-000095,-0.2943340182867209
ACH-000097,-0.204975554794546
ACH-000098,-0.28704337868620844
ACH-000099,-0.2029361281914567
ACH-000108,-0.2830778273889678
ACH-000113,-0.2580355245673404
ACH-000116,-0.14633292828253666
ACH-000118,-0.515571843412214
ACH-000120,-0.14575523301262638
ACH-000123,-0.3861113452760935
ACH-000127,-0.10093191558349916
ACH-000128,-0.14046815055840609
ACH-000132,-0.3250078739949728
ACH-000133,-0.24239401711050795
ACH-000137,-0.29586234060257605
ACH-000138,-0.2218775369881769
ACH-000142,-0.23044460389235424
ACH-000143,-0.2884101276823834
ACH-000146,-0.24336368885063198
ACH-000148,-0.24715383382103934
ACH-000150,-0.24180757145020626
ACH-000152,-0.279803208567004
ACH-000153,-0.12415696652492997
ACH-000159,-0.2224766095746553
ACH-000160,-0.2597307831691657
ACH-000163,-0.2907763162992413
ACH-000167,0.027487102440454457
ACH-000168,-0.4988968709839111
ACH-000169,-0.6395231849400937
ACH-000178,-0.2150721738830196
ACH-000183,-0.7459971726968883
ACH-000188,-0.15687324495624216
ACH-000189,-0.6379519108948062
ACH-000190,-0.3701122957436439
ACH-000198,-0.2978670338611673
ACH-000203,-0.8568330688048504
ACH-000204,-0.3869801413384982
ACH-000206,-0.5321217617041478
