,CPT2 (1376)
ACH-000188,-0.2278080522738684
ACH-000189,-0.33999914586595104
ACH-000190,-0.17682975461200806
ACH-000198,-0.19883925917190426
ACH-000203,0.1503709576423079
ACH-000204,-0.2925233427510125
ACH-000206,-0.05514193413053639
ACH-000207,-0.3750485123759759
ACH-000208,-0.259301812301593
ACH-000210,-0.2304535780884574
ACH-000211,-0.0556539738252015
ACH-000215,-0.1466506289737615
ACH-000221,-0.1112032211992142
ACH-000222,0.08736863186782741
ACH-000223,-0.09440354885755996
ACH-000226,-0.17730543316474662
ACH-000227,-0.16666897771188452
ACH-000228,-0.28732958894914346
ACH-000231,-0.11633524320343852
ACH-000232,-0.2104650886149591
ACH-000233,-0.08278860115801917
ACH-000234,-0.06646351682575961
ACH-000235,-0.11876991128454065
ACH-000237,-0.28866086491444065
ACH-000238,-0.2412763344370889
ACH-000242,-0.3213200664461179
ACH-000243,-0.1368155667190661
ACH-000244,-0.2319417984335605
ACH-000246,-0.16071067842261336
ACH-000248,-0.26206506500413285
ACH-000250,-0.20001657537533046
ACH-000251,-0.2333284667566708
ACH-000252,-0.155224448773585
ACH-000253,-0.06327488856724801
ACH-000255,-0.21995679428367987
ACH-000256,-0.3875019393101391
ACH-000257,-0.4260018547376977
ACH-000258,-0.24477870451535874
ACH-000259,-0.18509055733741364
ACH-000260,-0.2382950639439063
ACH-000261,-0.1455227971129432
ACH-000262,-0.3184213501457125
ACH-000263,-0.011023751349064323
ACH-000264,-0.1554538765685492
ACH-000265,-0.01369054990849443
ACH-000266,-0.08636640476911935
ACH-000272,-0.2003579725237868
ACH-000274,-0.15242881967672972
ACH-000277,-0.11821179777172305
ACH-000278,-0.14036176897581146
ACH-000279,-0.2593459907517203
ACH-000280,-0.13949203834657184
ACH-000281,0.030104660294340238
ACH-000288,-0.1573225553128499
ACH-000291,-0.1503878928628043
ACH-000293,-0.3511815975066446
ACH-000294,-0.024921669140539747
ACH-000295,-0.04307211733758732
ACH-000296,-0.0010504624850784633
ACH-000302,-0.31872042649619153
ACH-000304,-0.20102940185830234
ACH-000307,-0.1311519412519155
ACH-000308,-0.15586749287330368
ACH-000310,-0.2867581983148146
ACH-000311,-0.091940224990453
ACH-000312,-0.14433796489849518
ACH-000315,-0.04594979795634247
ACH-000316,-0.17933801955053102
ACH-000317,-0.2359861536665994
ACH-000318,-0.08797226632606643
ACH-000319,-0.10322805567438988
ACH-000320,-0.2017831858701183
ACH-000322,-0.12267452019923375
ACH-000323,-0.3676579819786285
ACH-000324,-0.1757848220518825
ACH-000329,-0.12955876118846035
ACH-000330,-0.053642191854941165
ACH-000331,-0.07426651844783669
ACH-000332,-0.1755873561293404
ACH-000334,-0.11060974474805067
ACH-000335,-0.14618611156034525
ACH-000336,-0.14104952020799758
ACH-000337,-0.0923016933397856
ACH-000338,0.2642682631610976
ACH-000339,-0.17705450348057422
ACH-000341,-0.2763768757319466
ACH-000348,-0.10086568392798173
ACH-000350,-0.07921156554358404
ACH-000352,-0.10198679109031007
ACH-000356,-0.12961953179574198
ACH-000361,-0.22196535140443388
ACH-000362,-0.16947221463838827
ACH-000363,-0.11535473150888235
ACH-000364,-0.10425820535443302
ACH-000365,-0.10152862257140442
ACH-000366,-0.17854036724962696
ACH-000368,-0.3076574713944731
ACH-000374,-0.08962921637460823
ACH-000375,-0.12373343241637542
ACH-000376,-0.17490013758977044
ACH-000381,-0.13587385633918345
ACH-000383,-0.19891212468754071
ACH-000387,-0.3768261783412179
ACH-000389,-0.15262599852078446
ACH-000390,-0.1605485383601728
ACH-000393,-0.04571946586578233
ACH-000395,-0.08160718799649491
ACH-000396,-0.027786553607916768
ACH-000397,-0.05491007091734194
ACH-000401,-0.3451901639330021
ACH-000402,-0.07951833658385547
ACH-000403,-0.1334786988456827
ACH-000404,0.08417300636907578
ACH-000406,-0.16159668609638927
ACH-000407,-0.12679797957139774
ACH-000408,-0.2519010146899689
ACH-000410,-0.19683194645746616
ACH-000411,-0.1854602958746014
ACH-000414,-0.1199937385164907
ACH-000415,-0.1840244045267628
ACH-000416,-0.06025346462766165
ACH-000420,0.025185434841063892
ACH-000421,-0.15849158101489255
ACH-000424,-0.025247502420935646
ACH-000425,-0.21683329072799887
ACH-000426,-0.06216834885193101
ACH-000427,-0.20362669584672116
ACH-000433,-0.2517139235339924
ACH-000435,-0.3508972577293125
ACH-000436,-0.11959841263571695
ACH-000444,-0.022993084549751863
ACH-000445,-0.44800689274744654
ACH-000448,-0.2220358341694943
ACH-000450,-0.2447068751125721
ACH-000452,-0.2055899810034358
ACH-000454,-0.3219807516985388
ACH-000458,-0.13044323270990008
ACH-000459,-0.05861753787235317
ACH-000460,-0.15345538920199686
ACH-000461,-0.0779243877009054
ACH-000463,-0.07046169169787858
ACH-000464,-0.16594672998763693
ACH-000466,-0.15018202918894996
ACH-000467,-0.014610739408584013
ACH-000468,-0.10247573437113636
ACH-000469,-0.2507822782662261
ACH-000470,0.03677125995902301
ACH-000471,-0.16855148731288452
ACH-000472,-0.1371115005341229
ACH-000473,-0.06731545646920932
ACH-000475,-0.2224235311609016
ACH-000476,-0.13598077517458088
ACH-000477,-0.20793510722117775
ACH-000479,-0.20670704224796232
ACH-000480,-0.05942843418729207
ACH-000481,-0.1475643140357202
ACH-000483,-0.3780707072317115
ACH-000484,-0.08007108443084167
ACH-000485,-0.1367161677492784
ACH-000486,-0.2303875120807617
ACH-000487,-0.13339683654503015
ACH-000488,-0.12829221281090308
ACH-000490,-0.1949608854954103
ACH-000491,-0.2935814074770895
ACH-000495,-0.21437139403278807
ACH-000496,-0.2386332319880681
ACH-000499,-0.12958999286806144
ACH-000500,-0.021485364970493515
ACH-000502,-0.05324225478460644
ACH-000503,-0.1375029730565507
ACH-000505,-0.18868939834266196
ACH-000507,-0.13224614037308555
ACH-000510,-0.2004564997374296
ACH-000511,-0.17698327184524829
ACH-000512,-0.2897030722749034
ACH-000516,-0.07786818077170059
ACH-000517,-0.22947894731976565
ACH-000518,-0.1931386223807518
ACH-000520,-0.1308635482564527
ACH-000521,-0.15212622469275622
ACH-000522,-0.3223017679264046
ACH-000524,-0.2508390197664582
ACH-000527,-0.17683946130113662
ACH-000528,-0.17106270882550012
ACH-000537,-0.09072132390804538
ACH-000541,-0.07171359508606713
ACH-000542,-0.2709389211160281
ACH-000544,-0.10554389313924324
ACH-000545,-0.14381628232527466
ACH-000547,0.20167435772024736
ACH-000548,-0.11514046898469606
ACH-000549,-0.0001390369571801113
ACH-000550,-0.2623570891023256
ACH-000552,-0.14253795279774298
ACH-000556,-0.14968199980311914
ACH-000557,-0.15227708957528666
ACH-000569,-0.034277197371345915
ACH-000570,-0.13059156680404851
ACH-000571,-0.23596861284986695
ACH-000573,-0.2279418583616108
ACH-000576,-0.11752216731934052
ACH-000579,-0.2352481149706941
ACH-000580,-0.10745444916417003
ACH-000584,-0.0658328438402871
ACH-000585,-0.2058838064758052
ACH-000588,-0.2261057103866621
ACH-000589,-0.13289863252802853
ACH-000591,-0.2582000794600943
ACH-000593,-0.2529534790303239
ACH-000600,-0.2957096461008524
ACH-000601,-0.05927164081246222
ACH-000605,-0.2631601883021779
ACH-000606,-0.3524735033381658
ACH-000608,-0.10418446386552643
ACH-000614,-0.1181332021233914
ACH-000616,-0.11216458923163096
ACH-000618,-0.12426554950976705
ACH-000619,-0.045500764804068096
ACH-000620,-0.1939117717454241
ACH-000621,-0.15322836377310725
ACH-000622,0.0465376205208724
ACH-000623,-0.19986307704052308
ACH-000624,-0.17982856241468922
ACH-000627,-0.271473800580827
ACH-000630,-0.3406737070751357
ACH-000631,-0.5187785408837393
ACH-000632,-0.1265283741894262
ACH-000633,-0.19482300867705904
ACH-000637,-0.2308706749583751
ACH-000638,-0.1819056685061044
ACH-000646,-0.13655465675469372
ACH-000647,-0.12871841635216685
ACH-000648,-0.16837614024063718
ACH-000649,-0.1386543925080696
ACH-000651,-0.1638916047798415
ACH-000652,-0.30599067314951994
ACH-000653,-0.2310528066598023
ACH-000657,-0.18867459866964512
ACH-000658,-0.12607534925766986
ACH-000661,-0.0629187679350012
ACH-000662,-0.3173704061091989
ACH-000663,-0.1006773955954482
ACH-000665,-0.19469929081333004
ACH-000671,-0.2600211249240389
ACH-000672,-0.31227153510487393
ACH-000673,-0.2110549343725478
ACH-000676,-0.193833286863564
ACH-000677,-0.19343030035551187
ACH-000681,-0.11746884177919775
ACH-000683,-0.24102166180473925
ACH-000684,-0.3919179790627739
ACH-000688,-0.12754973807635445
ACH-000693,-0.2244272241803916
ACH-000694,-0.09556724835039368
ACH-000695,-0.22158709043469646
ACH-000696,-0.2576402278484449
ACH-000697,-0.328006505947198
ACH-000699,-0.15244835263889556
ACH-000701,-0.1724922324526019
ACH-000706,-0.2361465339862684
ACH-000711,-0.23277636306659066
ACH-000713,-0.31302700799595273
ACH-000714,-0.3756276871758207
ACH-000718,-0.10583320454379913
ACH-000720,-0.2181665955017627
ACH-000721,-0.28895600883606376
ACH-000724,0.00399109847537144
ACH-000725,-0.08388844877593801
ACH-000732,-0.296135611211403
ACH-000734,-0.20994070455207028
ACH-000735,-0.2194504393683134
ACH-000736,-0.0889512646437552
ACH-000738,-0.1250776483536673
ACH-000746,-0.42061912189770784
ACH-000747,-0.28852067506963724
ACH-000748,-0.1582874733974423
ACH-000753,-0.16421633961420065
ACH-000756,-0.1858097326169916
ACH-000757,-0.23829832455061584
ACH-000758,-0.1569420370154165
ACH-000760,-0.20475880237551705
ACH-000762,-0.09766339092130004
ACH-000763,-0.1350336820189468
ACH-000764,-0.21710921047279874
ACH-000765,-0.13795380375224905
ACH-000766,-0.2174396874597424
ACH-000767,-0.05284379644715046
ACH-000768,-0.04472802581070941
ACH-000769,-0.09136226867804738
ACH-000770,-0.16662262198956926
ACH-000771,-0.3232297642912164
ACH-000773,-0.07127405029281275
ACH-000776,-0.16377943355261326
ACH-000777,-0.2003944447576208
ACH-000778,-0.1236477628271283
ACH-000781,-0.07172348926611909
ACH-000782,-0.10790024853755348
ACH-000783,-0.21377834667941892
ACH-000784,-0.26485998293350305
ACH-000785,-0.247489465946772
ACH-000787,-0.3128388943126974
ACH-000788,-0.16160916994307267
ACH-000791,-0.1508776653432339
ACH-000792,-0.04849999918570388
ACH-000794,-0.21557796219035627
ACH-000796,-0.1634017349781192
ACH-000798,-0.3284662342909926
ACH-000799,-0.2669219185026019
ACH-000800,-0.21214109879770512
ACH-000802,-0.21990447487411194
ACH-000804,-0.20498406117557885
ACH-000805,-0.07165173993355753
ACH-000809,-0.05907852967690822
ACH-000810,-0.6739206818236417
ACH-000811,-0.17366434137016146
ACH-000817,-0.1976297571670908
ACH-000819,-0.23108709032587105
ACH-000820,-0.1403816240495488
ACH-000821,-0.08058944723372283
ACH-000822,-0.06715040100192421
ACH-000823,-0.1923764171184648
ACH-000824,-0.05254734779447478
ACH-000827,-0.021471866259839264
ACH-000829,-0.09182988741952708
ACH-000831,-0.18632783383410045
ACH-000832,-0.1871137589610408
ACH-000833,-0.12900018836157756
ACH-000834,-0.22605520100147303
ACH-000835,-0.15808878615208566
ACH-000836,-0.2330375726780252
ACH-000837,-0.2751388371806191
ACH-000838,-0.15001070602586689
ACH-000839,-0.2777344514280802
ACH-000840,-0.14610594636498356
ACH-000841,-0.15907097301715606
ACH-000843,-0.18681188561183107
ACH-000846,-0.3751620966063443
ACH-000847,-0.24388745929470085
ACH-000848,-0.1743672737777461
ACH-000849,-0.1808769187716376
ACH-000851,-0.1904727119296975
ACH-000855,-0.10249822067596154
ACH-000856,-0.09716372162514836
ACH-000858,-0.1951608771756044
ACH-000859,0.016719533033857637
ACH-000861,-0.30294328471851195
ACH-000862,0.01224724330537858
ACH-000865,-0.16774441172326013
ACH-000866,-0.2501076931158725
ACH-000867,-0.2162028952183052
ACH-000869,-0.1393611555707404
ACH-000872,-0.2671372360381454
ACH-000873,-0.11253306684303456
ACH-000876,-0.0539671281828956
ACH-000878,-0.1079176742221687
ACH-000880,-0.058529106456475674
ACH-000881,-0.16728263634177595
ACH-000882,-0.21605376324475914
ACH-000884,-0.2364029457781633
ACH-000885,-0.19381223869782546
ACH-000887,-0.26727558205799656
ACH-000889,-0.057209745101965935
ACH-000896,-0.30187550133424496
ACH-000898,-0.09069956815418513
ACH-000900,-0.20453140918672508
ACH-000901,-0.12741212679369934
ACH-000905,-0.15017989992462502
ACH-000906,-0.1986305612165989
ACH-000907,-0.19361935599211744
ACH-000910,-0.0652662364492323
ACH-000911,-0.20569824085477476
ACH-000912,-0.1250092955334981
ACH-000913,-0.04009083884562482
ACH-000915,-0.1330541762613995
ACH-000916,-0.040008727970795306
ACH-000917,-0.08577911005069673
ACH-000920,-0.382365272104502
ACH-000921,-0.17958176196160142
ACH-000924,-0.1713172777200587
ACH-000926,-0.09538460270030147
ACH-000928,-0.18247405500589084
ACH-000929,-0.22757895753175975
ACH-000932,-0.21827235617764545
ACH-000935,-0.06561430676378975
ACH-000936,-0.32488462616516633
ACH-000937,-0.23845000016512705
ACH-000938,-0.2414909164115127
ACH-000939,-0.1854953543972759
ACH-000941,-0.1387258237669704
ACH-000943,-0.21583862256080988
ACH-000946,-0.20798410866719624
ACH-000947,-0.11514361173156867
ACH-000948,-0.1003387183957318
ACH-000950,-0.27963667049045354
ACH-000953,-0.2535513296951385
ACH-000954,-0.10944830918647666
ACH-000957,-0.12097267032378455
ACH-000958,-0.1442944671817422
ACH-000960,-0.286811971123023
ACH-000963,-0.10033417105934923
ACH-000968,-0.12045879257140946
ACH-000969,-0.26435632983875185
ACH-000972,0.006752614915476505
ACH-000973,-0.15447235319048927
ACH-000974,-0.13381803774079934
ACH-000978,-0.12738893467763251
ACH-000984,-0.11044932638985328
ACH-000986,-0.3431743213306981
ACH-000988,-0.40711497013724296
ACH-000993,-0.3206115467714553
ACH-000994,-0.040688278445096995
ACH-000996,-0.1653378058655793
ACH-001001,-0.28963999526348544
ACH-001020,-0.26870304324312616
ACH-001028,-0.1606756139623066
ACH-001031,-0.04805238368790896
ACH-001038,-0.17145987509833316
ACH-001048,-0.09703347333209428
ACH-001050,-0.2758486636344285
ACH-001053,-0.5122063396025792
ACH-001054,-0.1787521180382496
ACH-001061,-0.12996504310910414
ACH-001067,-0.2953812711787159
ACH-001075,0.0672078134599916
ACH-001096,-0.0547535925900051
ACH-001111,-0.1652764148552983
ACH-001119,-0.17438887881574006
ACH-001128,0.06408560752476825
ACH-001134,-0.2293376386995774
ACH-001151,-0.12395063208841114
ACH-001163,-0.08515802708580571
ACH-001164,-0.037042138893382016
ACH-001183,-0.2064770254525706
ACH-001192,-0.2080064658619316
ACH-001193,-0.4924963677724016
ACH-001196,-0.2262732192108293
ACH-001197,-0.3394334736853867
ACH-001205,-0.030136781099980286
ACH-001211,-0.2622929188589242
ACH-001212,-0.1884617590576639
ACH-001228,-0.25776058983437644
ACH-001232,-0.2549927693137155
ACH-001239,-0.3621999908782885
ACH-001270,-0.1903501272243311
ACH-001274,-0.09430595670654043
ACH-001275,-0.16020260815039586
ACH-001277,-0.10938900969206797
ACH-001278,-0.2405310974428063
ACH-001280,-0.26840585884565515
ACH-001283,-0.19308900309806984
ACH-001289,-0.1357144422794748
ACH-001300,-0.12527152822454454
ACH-001301,-0.1251198801814212
ACH-001302,-0.2202287331161512
ACH-001306,-0.3034280729396166
ACH-001318,-0.13672168736536516
ACH-001322,-0.3750663661008615
ACH-001328,-0.16620571595971945
ACH-001332,-0.09054895344873916
ACH-001336,-0.1963534880487068
ACH-001346,-0.2023702914061803
ACH-001353,-0.07265496727118902
ACH-001354,-0.4350019739638862
ACH-001367,-0.3427458307561554
ACH-001368,-0.3040117793656473
ACH-001374,-0.16449983946615596
ACH-001377,-0.0929256337753403
ACH-001380,-0.2616118510321623
ACH-001391,-0.27841712003291885
ACH-001408,-0.28121348224476084
ACH-001430,-0.4593149964967435
ACH-001431,-0.27288055735290995
ACH-001450,-0.3437125877550606
ACH-001496,-0.2177107352529957
ACH-001500,-0.2052868742475508
ACH-001523,-0.1684877301906048
ACH-001532,-0.20515996336399595
ACH-001550,-0.03691037998719826
ACH-001552,-0.3767707537431261
ACH-001554,-0.2092006357438689
ACH-001654,-0.0965960702323208
ACH-001735,-0.11038642024813583
ACH-001736,-0.08872406380987867
ACH-001737,-0.018460106416283036
ACH-001740,-0.06254741777680206
ACH-001745,-0.08102532266733754
ACH-001765,-0.09566356095644796
