,RIC1 (57589)
ACH-000004,-1.1788319958206288
ACH-000005,-1.249246004163879
ACH-000007,-0.7292058772784219
ACH-000009,-0.6463199989107482
ACH-000011,-0.7997662727278704
ACH-000012,-1.0878701450447557
ACH-000013,-0.4070262801605556
ACH-000014,-0.3147604446716715
ACH-000015,-0.7933221008995732
ACH-000017,-0.16669318621040316
ACH-000018,-0.32527483924902423
ACH-000019,-0.262684115804004
ACH-000021,-0.29515536817756083
ACH-000022,-0.4605534336144929
ACH-000025,-0.5613096123741674
ACH-000028,-0.30202944318450503
ACH-000030,-1.0997115345205746
ACH-000035,-0.3546234758277573
ACH-000036,-0.7377204199774495
ACH-000037,-0.3735743193492089
ACH-000039,-0.27522338987866724
ACH-000040,-0.8159897512864408
ACH-000041,-0.1649111431808331
ACH-000042,-0.9330524188719204
ACH-000045,-0.4528616715504666
ACH-000047,-0.8307966728820032
ACH-000052,-0.3184426773473657
ACH-000053,-0.93173253869595
ACH-000054,-0.4422279167165888
ACH-000055,-0.9974180845008712
ACH-000060,-0.8829140315004498
ACH-000067,-0.5118577332832835
ACH-000070,-0.9348288161022352
ACH-000075,-0.6347211341312616
ACH-000078,-0.3248159327518895
ACH-000082,-0.4487161110097611
ACH-000085,-1.0962148991302958
ACH-000086,-0.7357585093465626
ACH-000087,-0.4152038297663721
ACH-000092,-0.7694018349927078
ACH-000095,-0.7839612221573695
ACH-000097,-0.35520544882861943
ACH-000098,-0.8008960180233913
ACH-000099,-0.3054593858237584
ACH-000108,-0.7507193504017647
ACH-000113,-0.28345489073250263
ACH-000116,-0.4413232666990111
ACH-000118,-0.8222734666020713
ACH-000120,-0.4467219097189983
ACH-000123,-0.29903807332026755
ACH-000127,-0.546414588663701
ACH-000128,-0.2804969366238651
ACH-000132,-0.27107610249577035
ACH-000133,-0.6827696122754083
ACH-000137,-0.35808669798441106
ACH-000138,-1.1153760180175272
ACH-000142,-0.9925528233605788
ACH-000143,-0.8284060091872019
ACH-000146,-0.3796701622666604
ACH-000148,-0.07899087041362897
ACH-000150,-0.3812850008892524
ACH-000152,-0.2838999737773879
ACH-000153,-1.0428327348729702
ACH-000159,-0.2603733626437529
ACH-000160,-0.8582556559055969
ACH-000163,-0.5644402192072939
ACH-000167,-0.9107060616581304
ACH-000168,-0.7318362636188367
ACH-000169,-0.9887682386401496
ACH-000178,-0.7303735275051861
ACH-000183,-0.878170894031338
ACH-000188,-0.21050014242634746
ACH-000189,-0.8797003249900162
ACH-000190,-1.0836341141748165
ACH-000198,-0.10995417967465963
ACH-000203,0.2591652286601233
ACH-000204,-0.8835628793245308
ACH-000206,-1.0301744904701662
ACH-000207,-0.5519447188491927
ACH-000208,-0.3128968065924536
ACH-000210,-0.6507109178689984
ACH-000211,-0.9283421570163882
ACH-000215,-0.7037625256756598
ACH-000221,-0.13568924399212695
ACH-000222,-0.9191668572882964
ACH-000223,-0.509659190900665
ACH-000226,-0.9504109576317696
ACH-000227,-0.4121649152357714
ACH-000228,-0.19692210150643927
ACH-000231,-0.7717570959857782
ACH-000232,-0.47216098681881896
ACH-000233,-1.0278279872137988
ACH-000234,-0.5011568091233788
ACH-000235,-1.0683214559666845
ACH-000237,-0.4817977675667976
ACH-000238,-0.40392221313947496
ACH-000242,-0.5664157371036278
ACH-000243,-0.7785052022247131
ACH-000244,-0.5746238627012743
ACH-000246,-0.6836862360299388
ACH-000248,-0.6796417454688276
ACH-000250,-0.8151907518945606
ACH-000251,-0.9236133923040968
ACH-000252,-0.3593865834218133
ACH-000253,-1.0116080772776614
ACH-000255,-0.6092916941304176
ACH-000256,-0.1224569431281928
ACH-000257,-0.4803421071172743
ACH-000258,-0.4912106636692788
ACH-000259,-1.0961770638332748
ACH-000260,-0.7258823337320365
ACH-000261,-0.937405910457133
ACH-000262,-0.7256513179916321
ACH-000263,-0.7355147990062582
ACH-000264,-0.6718666708254044
ACH-000265,-0.4310109996247461
ACH-000266,-1.1057581214572516
ACH-000272,-0.8696491768793447
ACH-000274,-0.2768427267464042
ACH-000277,-0.40624467047497703
ACH-000278,-0.5090778709391508
ACH-000279,-0.1856706070265796
ACH-000280,-0.3828599218307305
ACH-000281,-0.7351241958276385
ACH-000288,-0.1528361498880956
ACH-000291,-0.6787925912191701
ACH-000293,-0.443484837706033
ACH-000294,-0.4588117505914754
ACH-000295,-1.1750694306290863
ACH-000296,-0.963102584766514
ACH-000302,-0.4029593657537637
ACH-000304,-0.7989725706108433
ACH-000307,-1.0417059233826913
ACH-000308,-0.7433559343925914
ACH-000310,-0.3138190076625567
ACH-000311,-0.7188149079333815
ACH-000312,-0.3648542071468681
ACH-000315,-1.1019171991500472
ACH-000316,-0.7907428499952441
ACH-000317,-1.2590665004434407
ACH-000318,-1.1255305775177369
ACH-000319,-0.6236282801090025
ACH-000320,-0.7286914552234375
ACH-000322,-0.9088891255713684
ACH-000323,-0.3407473054166784
ACH-000324,-0.4506819584009653
ACH-000329,-0.1417346061437972
ACH-000330,-0.6217403148724214
ACH-000331,-0.635132548519254
ACH-000332,-0.5381049020329071
ACH-000334,-0.43604124630596897
ACH-000335,-0.6294464476917541
ACH-000336,-0.79111694632717
ACH-000337,-1.1843715571838067
ACH-000338,-1.024109915016851
ACH-000339,-0.8557504998050242
ACH-000341,-0.4791548480091319
ACH-000348,-0.5344439846930974
ACH-000350,-0.18041910601913866
ACH-000352,-0.2908261407492284
ACH-000356,-0.5297538882548901
ACH-000361,-0.6219943401694858
ACH-000362,-0.2389739232861544
ACH-000363,-0.3619304267221037
ACH-000364,-0.8104565524593332
ACH-000365,-1.0188204351156651
ACH-000366,-0.3406739850561157
ACH-000368,-1.0119217488719765
ACH-000374,-1.3273988131576562
ACH-000375,-0.5237208340257709
ACH-000376,-1.086317677837812
ACH-000381,-0.8832190937791378
ACH-000383,-1.0601001744294816
ACH-000387,-0.4927350178503749
ACH-000389,-0.9101604983616214
ACH-000390,-0.2528427520483901
ACH-000393,-0.4131011395970978
ACH-000395,-0.9710754879474636
ACH-000396,-0.33342314809680523
ACH-000397,-1.2011530387301106
ACH-000401,-0.05052251447275008
ACH-000402,-0.6440766816757335
ACH-000403,-1.1082145871204605
ACH-000404,-0.05418160766654419
ACH-000406,-0.127236214664223
ACH-000407,-0.5868078551394076
ACH-000408,-0.9989509698430742
ACH-000410,-0.5630332912936056
ACH-000411,-1.0876792866002578
ACH-000414,-0.4565278891735689
ACH-000415,-1.1978140720597132
ACH-000416,-0.11233278213488336
ACH-000420,-0.6393396422029587
ACH-000421,-0.2391567735443711
ACH-000424,-0.4482125240129404
ACH-000425,0.034887520323030864
ACH-000426,-0.6522293764353921
ACH-000427,-0.9937288145254726
ACH-000433,-0.2603372903458032
ACH-000435,-0.9637787859487014
ACH-000436,-0.6357117027082512
ACH-000444,-0.6972604459038794
ACH-000445,-1.1043782461109322
ACH-000448,-0.3888545472049506
ACH-000450,-0.8245852496668651
ACH-000452,-0.935553488502766
ACH-000454,-0.9024032130719016
ACH-000458,-0.9794810838030498
ACH-000459,-0.3675252005421193
ACH-000460,-0.7144597093188563
ACH-000461,-0.5727561219171333
ACH-000463,-0.6633019579070666
ACH-000464,-0.9006945652833427
ACH-000466,-1.3304390020161077
ACH-000467,-0.9390618554064664
ACH-000468,-0.8022921878012941
ACH-000469,-0.9593859852296832
ACH-000470,-0.4266703232631729
ACH-000471,-1.0314019039196514
ACH-000472,-0.4129301369380716
ACH-000473,-0.2729364182429522
ACH-000475,-0.8972498645909833
ACH-000476,-0.7626705390139294
ACH-000477,-0.5460146164035328
ACH-000479,-0.8084665906623177
ACH-000480,-0.3719474906945304
ACH-000481,-0.3718146384092135
ACH-000483,-0.5740169888913581
ACH-000484,-0.3926006296279035
ACH-000485,-0.8593078988372688
ACH-000486,-0.1996197477904504
ACH-000487,-0.4980877470051064
ACH-000488,-0.9597094694818192
ACH-000490,-0.7632253245424861
ACH-000491,-0.8507595106873876
ACH-000495,-0.7475305760399914
ACH-000496,-0.4128088023509781
ACH-000499,-0.5593656273921247
ACH-000500,-0.5315510638984997
ACH-000502,-0.7259029769128172
ACH-000503,-1.093423307620798
ACH-000505,-0.4393103191692336
ACH-000507,-0.6390568630089664
ACH-000510,-0.30740796252469704
ACH-000511,-0.7443347124464741
ACH-000512,-0.9797715486584856
ACH-000516,-0.2725529198384721
ACH-000517,-0.6234928092243381
ACH-000518,-0.8148176404347975
ACH-000520,-1.0557401178160606
ACH-000521,-0.6142388817801542
ACH-000522,-0.7565729468525134
ACH-000524,-0.15755792330591425
ACH-000527,-1.0639571013466864
ACH-000528,-1.238579937664687
ACH-000537,-0.9948192640143088
ACH-000541,-1.102547895760546
ACH-000542,-0.3498627222979238
ACH-000544,-0.8221699759633873
ACH-000545,-0.5174707403804948
ACH-000547,-0.7872116675901396
ACH-000548,-1.1121861039207632
ACH-000549,-1.0151281930481248
ACH-000550,-0.7968643113527233
ACH-000552,-1.1850002763598064
ACH-000556,-0.2412459293317247
ACH-000557,-0.7860061729116372
ACH-000569,-0.4536484325446557
ACH-000570,-0.7500313010587332
ACH-000571,-0.3595152845003545
ACH-000573,-0.4234697521366222
ACH-000576,-0.5457551048008037
ACH-000579,-0.4559132230420056
ACH-000580,-0.21720527163205047
ACH-000584,-0.18896118593396968
