,TBXA2R (6915)
ACH-000004,-0.012821639348761635
ACH-000005,0.13915160336207238
ACH-000007,0.2399808279446985
ACH-000009,-0.02611810355021124
ACH-000011,-0.07476457482157653
ACH-000012,0.052756894785126775
ACH-000013,-0.12244276524966075
ACH-000014,-0.04744862310457775
ACH-000015,-0.07426456542120309
ACH-000017,-0.08653544932959145
ACH-000018,-0.06874401759156575
ACH-000019,-0.1180770428599516
ACH-000021,-0.1399727478947179
ACH-000022,0.014845873613604347
ACH-000025,-0.17322526713714206
ACH-000028,-0.10027590391625717
ACH-000030,0.06254944679130431
ACH-000035,0.04469548156678777
ACH-000036,0.03456569079270911
ACH-000037,-0.03278803278648892
ACH-000039,0.05953682508146192
ACH-000040,-0.07998008053346754
ACH-000041,-0.07840852847803867
ACH-000042,0.0941164688657406
ACH-000045,-0.022068714776834298
ACH-000047,0.09227158654019743
ACH-000052,-0.3540513613086654
ACH-000053,0.01815468327828536
ACH-000054,-0.022430287926105328
ACH-000055,0.005275864821156664
ACH-000060,0.1069199950651126
ACH-000067,-0.009688292140805936
ACH-000070,0.16814530268049702
ACH-000075,-0.028170201478057606
ACH-000078,-0.003349461324801923
ACH-000082,0.009256749784499866
ACH-000085,-0.17915651902943605
ACH-000086,0.015453102685898428
ACH-000087,0.10335872095370184
ACH-000092,-0.08167919150246856
ACH-000095,-0.0936931621079421
ACH-000097,0.11262360099216845
ACH-000098,-0.04648298875165437
ACH-000099,-0.035719180759819856
ACH-000108,-0.037038957013071916
ACH-000113,0.0564286460771003
ACH-000116,-0.04960362005228502
ACH-000118,-0.01208540291684833
ACH-000120,-0.04388694581806467
ACH-000123,0.03842810054708504
ACH-000127,-0.0704087380326008
ACH-000128,-0.14738899011089654
ACH-000132,-0.09501771535712304
ACH-000133,-0.001077310869813131
ACH-000137,0.03397091722394436
ACH-000138,-0.04968770663561319
ACH-000142,-0.08515755373422416
ACH-000143,0.15724443423256573
ACH-000146,-0.04125799316629401
ACH-000148,0.08573046213398725
ACH-000150,-0.026683408692942688
ACH-000152,0.019298738158628845
ACH-000153,0.09671171692783563
ACH-000159,-0.053983705955589066
ACH-000160,-0.0031410237871224767
ACH-000163,-0.03124042262133735
ACH-000167,0.4303322927796525
ACH-000168,0.10479640692866377
ACH-000169,0.06740313761520618
ACH-000178,-0.06766578719007918
ACH-000183,-0.07571239341331276
ACH-000188,-0.05629088958544288
ACH-000189,0.1852240751354844
ACH-000190,0.09603989226255076
ACH-000198,0.0434886096938767
ACH-000203,0.7271251349383064
ACH-000204,-0.1484187032473844
ACH-000206,-0.140677327942681
ACH-000207,-0.13965161821636082
ACH-000208,0.05883972226163375
ACH-000210,0.21777437324562388
ACH-000211,0.030772274263703277
ACH-000215,0.035854781569391994
ACH-000221,-0.023199491479417574
ACH-000222,-0.22657028557148534
ACH-000223,-0.020476134469494225
ACH-000226,-0.10488103265409753
ACH-000227,0.03047830186663535
ACH-000228,-0.0006212370827044192
ACH-000231,0.024067458369293183
ACH-000232,0.07277106538271044
ACH-000233,-0.043616848262578084
ACH-000234,0.09915894002184232
ACH-000235,-0.0387828702519348
ACH-000237,0.018827715072023143
ACH-000238,0.051815609569269935
ACH-000242,-0.1486610806792878
ACH-000243,0.021686624867461847
ACH-000244,0.029408786344194724
ACH-000246,0.12929066931107785
ACH-000248,-0.09563917275803373
ACH-000250,-0.06737798258245208
ACH-000251,-0.05238463228592431
ACH-000252,0.006263954424000793
ACH-000253,0.0392324716689492
ACH-000255,-0.016868760851712298
ACH-000256,0.01430439648903741
ACH-000257,-0.04313920547978132
ACH-000258,0.2471899465709717
ACH-000259,-0.035886293983344884
ACH-000260,-0.10080022048798502
ACH-000261,0.00795341476590773
ACH-000262,-0.35861295826104606
ACH-000263,-0.16058240927885406
ACH-000264,0.043908504146028496
ACH-000265,0.12431557880568896
ACH-000266,-0.016947949936282045
ACH-000272,0.021842960220987726
ACH-000274,-0.042185016489342
ACH-000277,-0.07605923164229236
ACH-000278,0.24259662810341154
ACH-000279,-0.020042187649590974
ACH-000280,-0.032877801713771936
ACH-000281,-0.006947029085264049
ACH-000288,0.052118303944581036
ACH-000291,0.07707432604856798
ACH-000293,-0.1409536799645941
ACH-000294,0.06346658677530202
ACH-000295,-0.05642511729535541
ACH-000296,-0.016836811475875485
ACH-000302,-0.06588380267838588
ACH-000304,0.12440428378607295
ACH-000307,-0.006029093696756976
ACH-000308,0.0341693551867888
ACH-000310,0.015374452499076931
ACH-000311,-0.06339439038382719
ACH-000312,-0.2258778766740075
ACH-000315,0.013691277307663636
ACH-000316,0.07390731196573568
ACH-000317,0.16186652773572455
ACH-000318,-0.07486427111193845
ACH-000319,-0.0764421928651182
ACH-000320,0.023326735828526773
ACH-000322,0.1601300293404249
ACH-000323,-0.02633845457882768
ACH-000324,-0.003348670902416992
ACH-000329,-0.021176919018324355
ACH-000330,-0.018226642464839724
ACH-000331,0.07091261636399478
ACH-000332,-0.002805253559634561
ACH-000334,0.03981494456428348
ACH-000335,0.0327366353567822
