,PMS2 (5395)
ACH-000004,-0.15429789542184771
ACH-000005,-0.09022981995695913
ACH-000007,-0.02509942827764036
ACH-000009,-0.0198163663653201
ACH-000011,0.12473182020277016
ACH-000012,-0.010496780534776252
ACH-000013,-0.024390022191203297
ACH-000014,-0.12230388405926368
ACH-000015,0.15041010691614454
ACH-000017,0.14396213126165142
ACH-000018,-0.15641890991874938
ACH-000019,-0.035595761329281835
ACH-000021,-0.17747880723230575
ACH-000022,-0.08254262691033558
ACH-000025,-0.14226897246675102
ACH-000028,-0.020727285640776177
ACH-000030,0.07452121969159713
ACH-000035,0.07177771483852731
ACH-000036,-0.1335048334666453
ACH-000037,-0.10181665081839003
ACH-000039,-0.19166623717658496
ACH-000040,-0.04266179028430208
ACH-000041,0.03537739192167587
ACH-000042,-0.1099281016396227
ACH-000045,-0.19503251593052015
ACH-000047,0.08756992574288902
ACH-000052,-0.014671635477115369
ACH-000053,-0.10766050503705647
ACH-000054,-0.10987469952039393
ACH-000055,-0.06532198001446239
ACH-000060,-0.039035308144762325
ACH-000067,0.012180501708333857
ACH-000070,-0.00905758836286646
ACH-000075,0.06632479136699396
ACH-000078,-0.07738138310789204
ACH-000082,-0.2320948643137648
ACH-000085,-0.013880370295028257
ACH-000086,-0.056360097486068864
ACH-000087,-0.17120235495849553
ACH-000092,-0.019128275460650383
ACH-000095,0.013393686570503395
ACH-000097,0.07510122578810267
ACH-000098,-0.035584167442155486
ACH-000099,-0.19217424895395174
ACH-000108,-0.10584346335833184
ACH-000113,-0.0902087065745138
ACH-000116,-0.13640287441674576
ACH-000118,-0.03744777855021447
ACH-000120,-0.27029615705983623
ACH-000123,0.11335284445937095
ACH-000127,-0.27418867087802073
ACH-000128,-0.07798738671300723
ACH-000132,0.010087393526015592
ACH-000133,-0.07361036413899764
ACH-000137,0.0008755992643718465
ACH-000138,0.0045358994131374005
ACH-000142,-0.10168319666275777
ACH-000143,-0.006730511029423118
ACH-000146,-0.054761448033673374
ACH-000148,-0.0020130669899418143
ACH-000150,0.2197605297729412
ACH-000152,-0.026671150339898485
ACH-000153,-0.37033099159627536
ACH-000159,-0.10572552720185374
ACH-000160,0.031112741643925624
ACH-000163,-0.15162542555924866
ACH-000167,-0.34130896872003025
ACH-000168,-0.17314778337623402
ACH-000169,-0.0826798574712218
ACH-000178,-0.08168532114752018
ACH-000183,-0.0407579597960705
ACH-000188,-0.03553577616197984
ACH-000189,-0.024174443240470973
ACH-000190,-0.12305829961423242
ACH-000198,-0.07017347393448171
ACH-000203,-0.2673876562145441
ACH-000204,-0.20729994542047744
ACH-000206,-0.1023614419278724
ACH-000207,0.003598640132103625
ACH-000208,-0.3309682499002861
ACH-000210,-0.13098205963934104
ACH-000211,-0.023908198963062413
ACH-000215,-0.04004758297828242
ACH-000221,-0.1921049925197124
ACH-000222,0.062055356208266216
ACH-000223,0.0625404135079288
ACH-000226,-0.1890865661055842
ACH-000227,-0.022316657533383355
ACH-000228,-0.06804128803078445
ACH-000231,-0.021345090720677067
ACH-000232,-0.003037960073650582
ACH-000233,-0.033732766811671366
ACH-000234,-0.13903927797921334
ACH-000235,-0.050645297512612125
ACH-000237,-0.1693687086657927
ACH-000238,-0.14512385558203408
ACH-000242,-0.1476092298784097
ACH-000243,-0.09766366503110303
ACH-000244,-0.07421091984490555
ACH-000246,-0.1050885436548094
ACH-000248,0.12414902144139775
ACH-000250,-0.07301726878848505
ACH-000251,0.022835939126362826
ACH-000252,-0.0465116928004396
ACH-000253,-0.12265165585123075
ACH-000255,-0.03881386572413944
ACH-000256,0.08127468582135068
ACH-000257,-0.0481218427695788
ACH-000258,-0.011935122158045227
ACH-000259,0.01225027209266118
ACH-000260,0.034580050185338884
ACH-000261,-0.06656975407362854
ACH-000262,-0.09563252537226977
ACH-000263,-0.14997044531976575
ACH-000264,0.010025505007289505
ACH-000265,0.14883805436527284
ACH-000266,-0.13114187010246384
ACH-000272,-0.07940865999015387
ACH-000274,-0.14884998475715594
ACH-000277,-0.030992279131268338
ACH-000278,-0.13079113559900346
ACH-000279,-0.1442501485074124
ACH-000280,-0.09189220105797158
ACH-000281,-0.02018521473948328
ACH-000288,-0.07447199838097092
ACH-000291,-0.050191364987044663
ACH-000293,-0.02651991915358914
ACH-000294,-0.1034071479067048
ACH-000295,-0.4001704936738189
ACH-000296,-0.2321452570409516
ACH-000302,-0.0981031608744018
ACH-000304,-0.09726664934071924
ACH-000307,-0.041626359643421165
ACH-000308,-0.08904641959538542
ACH-000310,-0.19078744203383266
ACH-000311,-0.06556047114694351
ACH-000312,-0.009790842113487335
ACH-000315,-0.25840556748614396
ACH-000316,-0.18072874752743026
ACH-000317,0.20111057494726825
ACH-000318,0.016194030681484287
ACH-000319,-0.23243935375060545
ACH-000320,-0.06337366455218728
ACH-000322,-0.009920801880608987
ACH-000323,-0.057703562021726634
ACH-000324,-0.041397823425873316
ACH-000329,0.09458532045396804
ACH-000330,0.08594723650892337
ACH-000331,-0.023314964715054908
ACH-000332,-0.056529916634790726
ACH-000334,-0.2518249248453727
ACH-000335,0.07280785419556884
ACH-000336,0.018961808379414462
ACH-000337,-0.15448970228176087
ACH-000338,0.3236466378912067
ACH-000339,-0.08000976457733182
ACH-000341,-0.12520912557534694
ACH-000348,0.05258446606300505
ACH-000350,0.08682326889751757
ACH-000352,0.0682741396584634
ACH-000356,-0.017773372709838132
ACH-000361,-0.12745745838557376
ACH-000362,-0.07951162514065127
ACH-000363,0.029227168294765814
ACH-000364,-0.16106085436551826
ACH-000365,-0.08098895704563744
ACH-000366,-0.07629063899787521
ACH-000368,-0.17200416319745218
ACH-000374,-0.21742119760156395
ACH-000375,-0.2080095575021204
ACH-000376,-0.17930673033631206
ACH-000381,-0.05975304904355794
ACH-000383,-0.19606714234286632
ACH-000387,-0.09829090678084636
ACH-000389,-0.06806051519382271
ACH-000390,0.014159075212087174
ACH-000393,-0.15081538486833446
ACH-000395,-0.1596554244710508
ACH-000396,0.15177408353560404
ACH-000397,-0.10041049181244296
ACH-000401,0.013643209209013369
ACH-000402,-0.09110201148031916
ACH-000403,-0.14895991909698686
ACH-000404,0.010212920049970677
ACH-000406,-0.048323224531765935
ACH-000407,0.05038800003473713
ACH-000408,-0.11736217147685565
ACH-000410,0.11211797553968994
ACH-000411,-0.02565126738216546
ACH-000414,-0.06278317261510029
ACH-000415,-0.07648595819238628
ACH-000416,-0.05990654258515288
ACH-000420,0.1377262226698257
ACH-000421,-0.1144563108611149
ACH-000424,0.04381255644674992
ACH-000425,-0.01774427659134136
ACH-000426,0.15237450630289118
ACH-000427,-0.08179768211727842
ACH-000433,-0.11664687206519055
ACH-000435,0.01079502031076128
ACH-000436,-0.3023327233014846
ACH-000444,0.1037363274129969
ACH-000445,-0.1829505880700296
ACH-000448,0.10185839815838592
ACH-000450,-0.02403810136681375
ACH-000452,-0.22533410260808565
ACH-000454,-0.08696598771389903
ACH-000458,-0.05517084031603027
ACH-000459,-0.15059628053375715
ACH-000460,0.08005774442828745
ACH-000461,-0.061355223628278326
ACH-000463,-0.09164880023639647
ACH-000464,-0.2415066702159413
ACH-000466,-0.15961870026548253
ACH-000467,0.004256947315983842
ACH-000468,0.06043084086550641
ACH-000469,-0.021218983396455254
ACH-000470,-0.08856682948141713
ACH-000471,-0.055261245610572884
ACH-000472,-0.04616186057682859
ACH-000473,0.011886341260860241
ACH-000475,-0.0838812618933475
ACH-000476,-0.06073411561113281
ACH-000477,0.14528494553364935
ACH-000479,-0.6608950137858539
ACH-000480,-0.02997396888475605
ACH-000481,-0.01800177108874489
ACH-000483,0.007580507000798487
ACH-000484,-0.09166230800471888
ACH-000485,-0.11373024939480696
ACH-000486,-0.014095097216289763
ACH-000487,0.019219853733031752
ACH-000488,0.06689990819890464
ACH-000490,0.04502649248718578
ACH-000491,-0.11851490934704635
ACH-000495,-0.2435011591395623
ACH-000496,-0.14249696551520893
ACH-000499,0.11455217286868445
ACH-000500,-0.1501596052870428
ACH-000502,-0.09110032899725808
ACH-000503,0.18582797297088605
ACH-000505,-0.059555967804787176
ACH-000507,-0.04434747619488092
ACH-000510,-0.04110063684789094
ACH-000511,-0.11277556803744568
ACH-000512,-0.06535061095204385
ACH-000516,-0.09562467910924116
ACH-000517,-0.021133929964623963
ACH-000518,-0.0742956898120317
ACH-000520,-0.15584352738911322
ACH-000521,0.05920361217699927
ACH-000522,-0.1012355732073239
ACH-000524,0.1172890738498158
ACH-000527,-0.21916298129452766
ACH-000528,0.10294556893410592
ACH-000537,-0.12205847939668238
ACH-000541,0.11451407119505153
ACH-000542,-0.14988086138171236
ACH-000544,-0.07448787346873266
ACH-000545,-0.11147588264530686
ACH-000547,-0.19993918273455566
ACH-000548,0.08467301186723412
ACH-000549,-0.16205417132239053
ACH-000550,-0.13056734972408787
ACH-000552,0.04723485846090604
ACH-000556,-0.016099588254357658
ACH-000557,-0.028289762391952532
ACH-000569,-0.3076774886608488
ACH-000570,-0.060416646002304814
ACH-000571,-0.09905396153225984
ACH-000573,-0.16276259797692288
ACH-000576,-0.07427284503618446
ACH-000579,-0.1099516857783106
ACH-000580,-0.07685162140378679
ACH-000584,-0.07589403972244445
ACH-000585,-0.07277354877644106
ACH-000588,0.0053115639738422855
ACH-000589,-0.10253799196746764
ACH-000591,0.10737190952455468
ACH-000593,-0.10504539736723097
ACH-000600,0.011792500256752249
ACH-000601,0.0075395149137781215
ACH-000605,-0.10010969329141667
ACH-000606,-0.045652827579790924
ACH-000608,-0.0820749253899004
ACH-000614,0.007080076009367629
ACH-000616,-0.05709924050141666
ACH-000618,-0.2201845874512777
ACH-000619,-0.047522102193604567
ACH-000620,0.03458417704550886
ACH-000621,-0.01284691415435359
ACH-000622,-0.2667923002607649
ACH-000623,0.03529946664022498
ACH-000624,0.060395523425900065
ACH-000627,-0.12554517340135452
ACH-000630,-0.11501030362822899
ACH-000631,0.17520505017074695
ACH-000632,-0.09451807794960307
ACH-000633,-0.240855485577612
ACH-000637,0.04410107933888495
ACH-000638,-0.04528351581162842
ACH-000646,0.07936548037403479
ACH-000647,0.20910297481434456
ACH-000648,0.17120548366290247
ACH-000649,-0.17524465552847635
ACH-000651,0.008046325718889809
ACH-000652,0.12048114033853667
ACH-000653,-0.01059116095905957
ACH-000657,-0.03603696103660715
ACH-000658,-0.09210019095472102
ACH-000661,-0.11556996869455778
ACH-000662,0.007947934383642429
ACH-000663,0.11646350190142
ACH-000665,0.007890976015386623
ACH-000671,0.1183553705631554
ACH-000672,0.1560466080147065
ACH-000673,-0.11072046250349606
ACH-000676,-0.09816254211355906
ACH-000677,-0.0716800278822124
ACH-000681,0.03763712898163247
ACH-000683,0.051704007854016895
ACH-000684,-0.2873749894214803
ACH-000688,0.0991241889170648
ACH-000693,0.00982228385775285
ACH-000694,0.02244126597156136
ACH-000695,0.0982532733803506
ACH-000696,-0.08199979918679794
ACH-000697,0.0441032417811711
ACH-000699,-0.0050263783352105604
ACH-000701,-0.05109114575356275
ACH-000706,-0.0662150418570381
ACH-000711,-0.0717141714487231
ACH-000713,-0.11935203531939165
ACH-000714,0.06384351687784125
ACH-000718,-0.07574833810434846
ACH-000720,-0.12011857128917075
ACH-000721,-0.127639439560514
ACH-000724,-0.01073508291271537
ACH-000725,0.041620122557723925
ACH-000732,-0.07958548824849844
ACH-000734,-0.10769197386732844
ACH-000735,0.05188215664762785
ACH-000736,0.03226182901616411
ACH-000738,0.029569303102720025
ACH-000746,-0.23394927385461264
ACH-000747,0.019968977064691654
ACH-000748,0.07009633382220197
