,UNC13D (201294)
ACH-000004,-0.1294635739549102
ACH-000005,0.06816642155787023
ACH-000007,-0.04925055888919808
ACH-000009,-0.2052968907108472
ACH-000011,-0.09051376898165088
ACH-000012,-0.057407126497396065
ACH-000013,-0.08165915008187262
ACH-000014,-0.1001250997097011
ACH-000015,-0.03607254254630129
ACH-000017,-0.2129610753105072
ACH-000018,-0.04873154582393872
ACH-000019,-0.2639749192013408
ACH-000021,-0.10892832847090958
ACH-000022,-0.1301226271746009
ACH-000025,0.0756479663552781
ACH-000028,-0.061632734181736634
ACH-000030,-0.08319902992499871
ACH-000035,-0.11108021118038193
ACH-000036,-0.1195902927402644
ACH-000037,-0.15346783778979228
ACH-000039,-0.2351134395556196
ACH-000040,-0.03891619011781953
ACH-000041,-0.2499542226159261
ACH-000042,-0.06374803115916715
ACH-000045,-0.17159855037313973
ACH-000047,-0.03823647313052445
ACH-000052,-0.17457191497563235
ACH-000053,-0.032445765468918995
ACH-000054,-0.3268292357867702
ACH-000055,-0.15017676695158108
ACH-000060,-0.05846541601559644
ACH-000067,-0.17017504079923113
ACH-000070,-0.13498025013308398
ACH-000075,0.12828105578788448
ACH-000078,-0.05132633638145054
ACH-000082,-0.030881013748784176
ACH-000085,-0.18958833754711255
ACH-000086,-0.2549095563104241
ACH-000087,-0.22076365409890086
ACH-000092,-0.04483508291896143
ACH-000095,-0.17256620537485254
ACH-000097,-0.029124672535781056
ACH-000098,-0.01655068566961029
ACH-000099,-0.08809704687981115
ACH-000108,-0.08478151149898444
ACH-000113,-0.15581952620463815
ACH-000116,-0.12573316339316068
ACH-000118,-0.169338160556246
ACH-000120,-0.2023779013059352
ACH-000123,-0.11484771015133514
ACH-000127,-0.02714904751702668
ACH-000128,-0.14317281766903706
ACH-000132,-0.05325642923123849
ACH-000133,-0.012909690504046662
ACH-000137,-0.11016833122798617
ACH-000138,-0.10638639413399913
ACH-000142,-0.1339116384932012
ACH-000143,0.03062043932764445
ACH-000146,-0.11815116184241575
ACH-000148,-0.12036784679965992
ACH-000150,-0.06506955225969849
ACH-000152,-0.2688585295551675
ACH-000153,-0.0020051193707019497
ACH-000159,-0.18651663208441652
ACH-000160,-0.16770540598841924
ACH-000163,-0.06384999908133329
ACH-000167,0.4542089324088097
ACH-000168,-0.15633384201178002
ACH-000169,-0.05220222358211851
ACH-000178,-0.11568368455540848
ACH-000183,0.03560408009398222
