,SPTAN1 (6709)
ACH-000004,-0.09303963202069153
ACH-000005,-0.13501550105870014
ACH-000007,-0.09826355784560284
ACH-000009,-0.08195967228079752
ACH-000011,-0.2393904088809268
ACH-000012,-0.4472800380974248
ACH-000013,-0.2542288502281105
ACH-000014,-0.04811925098449895
ACH-000015,-0.3603372196242189
ACH-000017,-0.23283998779829385
ACH-000018,-0.28468869126627633
ACH-000019,-0.08239754394352064
ACH-000021,-0.3140997836216149
ACH-000022,-0.2589902093254585
ACH-000025,-0.20220665546727945
ACH-000028,-0.1670475983704798
ACH-000030,-0.2778231942275283
ACH-000035,-0.15328817376948353
ACH-000036,-0.06959764503398685
ACH-000037,-0.17931098586864458
ACH-000039,-0.4068670064150861
ACH-000040,-0.26869765753909525
ACH-000041,-0.27312740748451586
ACH-000042,-0.2271811696346364
ACH-000045,-0.3320910883393442
ACH-000047,-0.24882715418560175
ACH-000052,-0.4750389703681498
ACH-000053,-0.10683644632587294
ACH-000054,-0.08598373836704039
ACH-000055,-0.6190933701634284
ACH-000060,-0.1737282026333386
ACH-000067,-0.2804487093323492
ACH-000070,-0.16831241176315934
ACH-000075,-0.486439800314573
ACH-000078,-0.3021659651628646
ACH-000082,-0.06981236687940777
ACH-000085,-0.19074500206535952
ACH-000086,-0.2600293724632881
ACH-000087,-0.18084425215801692
ACH-000092,-0.1830486689300839
ACH-000095,-0.1342693487034826
ACH-000097,-0.23843760903385405
ACH-000098,-0.06887624331251818
ACH-000099,-0.09813607936353376
ACH-000108,-0.246848347345808
ACH-000113,-0.018631322906592262
ACH-000116,-0.2853633807801356
ACH-000118,-0.3860114445763247
ACH-000120,-0.21965678328413807
ACH-000123,-0.18958498453173456
ACH-000127,-0.11327940070810485
ACH-000128,0.03992140413131099
ACH-000132,-0.2929807412997225
ACH-000133,-0.1070972614923422
ACH-000137,-0.12936403899704574
ACH-000138,-0.14761073054421947
ACH-000142,-0.05957323234386281
ACH-000143,-0.4336724179202088
ACH-000146,-0.21458065537836604
ACH-000148,-0.2762958405969565
ACH-000150,-0.3823076523234356
ACH-000152,-0.1866116662410508
ACH-000153,-0.20901892073934156
ACH-000159,-0.09724572422848213
ACH-000160,-0.2793640854165293
ACH-000163,-0.2610077670286645
ACH-000167,-0.0784842133370122
ACH-000168,-0.2739014986960273
ACH-000169,-0.23462827041102816
ACH-000178,-0.21171228561071845
ACH-000183,-0.2009371103715472
ACH-000188,-0.32077517541159434
ACH-000189,-0.18046272585429524
ACH-000190,-0.2615561242948585
ACH-000198,-0.09782566987762338
ACH-000203,-0.5694199673599951
ACH-000204,-0.09474516709581014
ACH-000206,-0.2913081127732141
ACH-000207,-0.18594236260963345
ACH-000208,-0.04889395795798419
ACH-000210,0.04387654589719736
ACH-000211,-0.23742040121168065
ACH-000215,-0.19320139530817165
ACH-000221,-0.37356562199035054
ACH-000222,-0.08959501710782114
ACH-000223,-0.17587965580284445
ACH-000226,-0.21211970250736265
ACH-000227,-0.12077354875977282
ACH-000228,-0.10395512795245147
ACH-000231,-0.17221152194983752
ACH-000232,-0.032284888003651056
ACH-000233,-0.1305015485126312
ACH-000234,-0.2895841848666625
ACH-000235,-0.18319206883047964
ACH-000237,-0.3117794335655626
ACH-000238,-0.3032724501675597
ACH-000242,-0.16919599454136866
ACH-000243,-0.10672937812483464
ACH-000244,-0.07842390887348756
ACH-000246,-0.15961448578353746
ACH-000248,-0.07543306599680576
ACH-000250,-0.2460866003191333
ACH-000251,0.06451614887234595
ACH-000252,-0.2588251151206601
ACH-000253,-0.2483468618708284
ACH-000255,-0.2440073140045877
ACH-000256,-0.19556262820574924
ACH-000257,-0.1546771882784715
ACH-000258,-0.14106836633118028
ACH-000259,-0.21079414408813235
ACH-000260,-0.09585553830964112
ACH-000261,-0.14850395380088452
ACH-000262,-0.25083443817569445
ACH-000263,-0.03875825952539952
ACH-000264,-0.1979052448553016
ACH-000265,-0.2809772962629394
ACH-000266,-0.24673459294660535
ACH-000272,-0.2686997130152854
ACH-000274,-0.1328775251011742
ACH-000277,-0.2362216277263649
ACH-000278,-0.2473666510714542
ACH-000279,-0.1518880628394358
ACH-000280,-0.3620919488788899
ACH-000281,-0.2766375285144379
ACH-000288,-0.0846292064818294
ACH-000291,-0.1651738795706292
ACH-000293,-0.1090641925655736
ACH-000294,-0.22660730540634705
ACH-000295,-0.10634922908221082
ACH-000296,-0.12099990872243825
ACH-000302,-0.11369869884581466
ACH-000304,0.029325987435313144
ACH-000307,-0.18478128882563494
ACH-000308,-0.1753694803924465
ACH-000310,-0.22295800053855647
ACH-000311,-0.0727981013740173
ACH-000312,-0.14912097003080188
ACH-000315,-0.3799635887897211
ACH-000316,-0.18527408788086944
ACH-000317,-0.0014966703339199705
ACH-000318,-0.1789525163015587
ACH-000319,-0.2582051969566867
ACH-000320,-0.2787679394185691
ACH-000322,-0.1707923485627336
ACH-000323,-0.12464843513737747
ACH-000324,-0.2934004830057646
ACH-000329,-0.22989428921847635
ACH-000330,-0.2817852277267728
ACH-000331,-0.02124949931267792
ACH-000332,-0.18832099393185267
ACH-000334,-0.20783952943038128
ACH-000335,-0.35340740353649663
ACH-000336,-0.24380334456031624
ACH-000337,-0.16866814838150498
ACH-000338,0.06034492150587145
ACH-000339,-0.16588359232917402
ACH-000341,-0.400264480755388
ACH-000348,-0.2092075429925982
ACH-000350,-0.206528252806417
ACH-000352,-0.18004786654682656
ACH-000356,0.1642745314368304
ACH-000361,-0.22818401840922986
ACH-000362,-0.1368155776884857
ACH-000363,-0.2111053430751109
ACH-000364,0.012937632796430988
ACH-000365,-0.10623021940459053
ACH-000366,-0.2589646875913519
ACH-000368,-0.11797955652346805
ACH-000374,-0.14707506245502794
ACH-000375,-0.36627513502439146
ACH-000376,-0.2996665800062481
ACH-000381,-0.20100019928569796
ACH-000383,-0.2977791648577363
ACH-000387,-0.3130791651671786
ACH-000389,-0.29468999758974873
ACH-000390,-0.23380295384938096
ACH-000393,-0.3162701607292983
ACH-000395,-0.3248838597785459
ACH-000396,0.05001930472629253
ACH-000397,-0.13095473556826254
ACH-000401,-0.3063677166817007
ACH-000402,-0.10768871175009984
ACH-000403,-0.2499635178794999
ACH-000404,-0.13137509293114705
ACH-000406,-0.15607668486006124
ACH-000407,-0.06498346467805652
ACH-000408,-0.13901983621852498
ACH-000410,-0.12198971635180582
ACH-000411,-0.37513538673920144
ACH-000414,-0.1523294954720733
ACH-000415,-0.10392878467574583
ACH-000416,-0.17538270852249171
ACH-000420,-0.4633920491897776
ACH-000421,-0.1878816741264135
ACH-000424,-0.03489059684457315
ACH-000425,-0.23748774796112626
ACH-000426,-0.06806795404498198
ACH-000427,-0.051554329826712014
ACH-000433,-0.2506808500426425
ACH-000435,-0.2932023602711761
ACH-000436,-0.08006041844751396
ACH-000444,-0.1950096382894944
ACH-000445,-0.5988028137125281
ACH-000448,-0.1250767061261868
ACH-000450,-0.19205458357195707
ACH-000452,-0.2414948713592986
ACH-000454,-0.3751135250578613
ACH-000458,-0.2902754194498766
ACH-000459,-0.0776557774893825
ACH-000460,-0.285644344311108
ACH-000461,-0.2077948527157172
ACH-000463,-0.2353869267794613
ACH-000464,-0.04694928685789534
ACH-000466,-0.12353811906590954
ACH-000467,-0.281753438586648
ACH-000468,-0.20264196066918908
ACH-000469,-0.06593089750794033
ACH-000470,-0.21316261456576172
ACH-000471,-0.17478500381460102
ACH-000472,-0.2597248057205897
ACH-000473,-0.15576734925597224
ACH-000475,-0.17740312612940554
ACH-000476,-0.1851758536091924
ACH-000477,0.05523421628239978
ACH-000479,-0.08320143949525906
