,MANSC1 (54682)
ACH-000004,-0.3113296355504241
ACH-000005,-0.07551683196997677
ACH-000007,-0.09404782676062924
ACH-000009,-0.28287008284672915
ACH-000011,-0.07166098942740941
ACH-000012,-0.16622228681796433
ACH-000013,-0.1559057936315944
ACH-000014,-0.06966261686037355
ACH-000015,-0.216908613077686
ACH-000017,-0.1646170463042561
ACH-000018,-0.1369997981360338
ACH-000019,-0.04077638078472411
ACH-000021,-0.1689829135125118
ACH-000022,-0.18237504160859788
ACH-000025,-0.13308574734475834
ACH-000028,-0.10004142605005033
ACH-000030,-0.1781628173630912
ACH-000035,-0.2382449798129431
ACH-000036,-0.2510711740976074
ACH-000037,-0.17172316467954174
ACH-000039,-0.1922487465100846
ACH-000040,-0.19375992395451616
ACH-000041,-0.2817001873058672
ACH-000042,-0.15379345786366067
ACH-000045,-0.04285161340455335
ACH-000047,-0.28193797750439303
ACH-000052,-0.4047584459765225
ACH-000053,-0.2260627884402873
ACH-000054,-0.09803225782201186
ACH-000055,-0.2184512010377255
ACH-000060,-0.15363906989207735
ACH-000067,-0.15968104824930518
ACH-000070,-0.10023538614720054
ACH-000075,-0.20704552331071546
ACH-000078,-0.12796522565077947
ACH-000082,-0.20916406087147146
ACH-000085,-0.16241561832038615
ACH-000086,-0.08427636335286293
ACH-000087,-0.28686369161470515
ACH-000092,-0.13884326348300174
ACH-000095,-0.18729352957748285
ACH-000097,-0.16876447355223764
ACH-000098,-0.2204185354571832
ACH-000099,-0.19383728646775128
ACH-000108,-0.22128427691377
ACH-000113,-0.24460974900570806
ACH-000116,-0.29675644678857416
ACH-000118,-0.26265888356224193
ACH-000120,0.010916788233013407
ACH-000123,-0.2189054887561732
ACH-000127,-0.17741761352548613
ACH-000128,-0.17014833310297575
ACH-000132,-0.15107988620792318
ACH-000133,-0.1588434597643587
ACH-000137,-0.19305531648422616
ACH-000138,-0.21348924961949595
ACH-000142,-0.1891924587852109
ACH-000143,-0.33626990480069896
ACH-000146,-0.17697326836390675
ACH-000148,-0.17078708969116754
ACH-000150,-0.2533084516537805
ACH-000152,-0.14726267808784874
ACH-000153,-0.26040829255472303
ACH-000159,-0.2318334161860605
ACH-000160,-0.25441745429232043
ACH-000163,-0.004245967117457471
ACH-000167,-0.4558136172931052
ACH-000168,-0.058522257813176035
ACH-000169,-0.10387417448554448
ACH-000178,-0.1747783022963023
ACH-000183,-0.1035468108653953
ACH-000188,-0.13861860657265
ACH-000189,-0.20577864577618893
ACH-000190,-0.14187588808974685
ACH-000198,-0.20435265518793475
ACH-000203,-0.4840497222422115
ACH-000204,-0.2649316015581908
ACH-000206,0.032183745709932175
ACH-000207,-0.28134877590617763
ACH-000208,-0.10001882487793842
ACH-000210,0.051665335932549065
ACH-000211,-0.2321616294628904
ACH-000215,-0.17663721164535506
ACH-000221,-0.3382925451427291
ACH-000222,-0.22574502511625516
ACH-000223,-0.27241346934577143
ACH-000226,-0.16202483362269304
ACH-000227,-0.1930530359029128
ACH-000228,-0.12449033482021232
ACH-000231,-0.2246516301257204
ACH-000232,-0.20057301407425426
ACH-000233,-0.2662530652381685
ACH-000234,-0.11092207770012863
ACH-000235,-0.18266462765933766
ACH-000237,-0.2932150141419748
ACH-000238,-0.1914498354428698
ACH-000242,-0.12240883581947284
ACH-000243,-0.10538171254684396
ACH-000244,-0.2373656684224427
ACH-000246,-0.09928264760730954
ACH-000248,-0.10137674989904873
ACH-000250,-0.1815823715317937
ACH-000251,-0.25362291690692995
ACH-000252,-0.2561977339733272
ACH-000253,-0.16878368628030022
ACH-000255,-0.20909734934794974
ACH-000256,-0.07094341327548354
ACH-000257,-0.2744722488925144
ACH-000258,-0.2517277916926056
ACH-000259,-0.1027153927811704
ACH-000260,-0.07476359304897792
ACH-000261,-0.09600792877076904
ACH-000262,-0.21131083810393736
ACH-000263,-0.09743091391839892
ACH-000264,-0.2378347116404751
ACH-000265,-0.18186257005660192
ACH-000266,-0.1514573738152946
ACH-000272,-0.14343409058934234
ACH-000274,-0.2070646389199061
ACH-000277,-0.12045249001064788
ACH-000278,-0.10851336835338624
ACH-000279,-0.2396458371356159
ACH-000280,-0.13481041886023248
ACH-000281,-0.23619287255366
ACH-000288,-0.25989987218863203
ACH-000291,-0.1476274783940086
ACH-000293,-0.13811202572991946
ACH-000294,-0.187099017901194
ACH-000295,0.008386279210262752
ACH-000296,-0.13216757841639631
ACH-000302,-0.15757986916430272
ACH-000304,-0.15142989620371905
ACH-000307,-0.19367360250129206
ACH-000308,-0.2445405875183227
ACH-000310,-0.12720939657716449
ACH-000311,-0.2716463704801068
ACH-000312,-0.2945136752362781
ACH-000315,0.007238649659833855
ACH-000316,-0.2117283835305966
ACH-000317,-0.21449243684157346
ACH-000318,0.041742797491749035
ACH-000319,-0.07745265915859352
ACH-000320,-0.14674384118630834
ACH-000322,-0.2163723627826319
ACH-000323,-0.2323735441680233
ACH-000324,-0.2863686301053891
ACH-000329,-0.16850842953076178
ACH-000330,-0.14618374738652182
ACH-000331,-0.09503180750456518
ACH-000332,-0.20574051107176972
ACH-000334,-0.2007017303467927
ACH-000335,-0.1744779759821523
ACH-000336,-0.3283328983665915
ACH-000337,0.09331852731939493
ACH-000338,-0.36947600695337496
ACH-000339,-0.282354484277644
ACH-000341,-0.10567625077303737
ACH-000348,-0.22765641267590014
ACH-000350,-0.09887090696286427
ACH-000352,-0.09540909459242752
ACH-000356,-0.08222821376034006
ACH-000361,-0.18031424791122164
ACH-000362,-0.052790151501045664
ACH-000363,-0.33148775944930264
ACH-000364,-0.09389212569152224
ACH-000365,-0.19630552952533045
ACH-000366,-0.21318252336829047
ACH-000368,-0.34515215120936016
ACH-000374,-0.15380903554202904
ACH-000375,-0.18831841124738646
ACH-000376,-0.18419438753102188
ACH-000381,-0.14232391492419327
ACH-000383,-0.21152048270789367
ACH-000387,-0.3193077348305519
ACH-000389,0.046858538766279136
ACH-000390,-0.17890515793981895
ACH-000393,-0.10080409946811464
ACH-000395,0.007560104907185178
ACH-000396,-0.2457597168687093
ACH-000397,-0.1326432980584102
ACH-000401,-0.34148334394115604
ACH-000402,-0.37034252711180654
ACH-000403,-0.1676865956188124
ACH-000404,0.04092665104307426
ACH-000406,-0.12674337222680815
ACH-000407,-0.22211729801622726
ACH-000408,-0.3517172865001549
ACH-000410,-0.2979655428424651
ACH-000411,-0.15046488080321446
ACH-000414,-0.2665416490741874
ACH-000415,-0.12001865069331825
ACH-000416,-0.17713241467386498
ACH-000420,-0.15773165519232366
ACH-000421,-0.17038085662526692
ACH-000424,0.1509492752637638
ACH-000425,-0.10839292640939288
ACH-000426,-0.3469851688848836
ACH-000427,-0.12663926747703344
ACH-000433,-0.22714965745052185
ACH-000435,-0.34476780761364856
ACH-000436,-0.07900792964447935
ACH-000444,-0.16537180098735985
ACH-000445,-0.16298747147217285
ACH-000448,-0.10682133652369936
ACH-000450,-0.024394326700231683
ACH-000452,-0.2435717752444555
ACH-000454,-0.0975514464307968
ACH-000458,-0.1945542818633573
ACH-000459,-0.3063039029905713
ACH-000460,-0.15323200545553226
ACH-000461,-0.18096456447889525
ACH-000463,-0.1457121766840077
ACH-000464,-0.2151450740702888
ACH-000466,-0.010314303183972992
ACH-000467,-0.18972323874945055
ACH-000468,-0.2370844540936705
ACH-000469,-0.13398887349339053
ACH-000470,-0.2462174764434287
ACH-000471,-0.2400505823513592
ACH-000472,-0.18988832098697767
ACH-000473,-0.27720222850674786
ACH-000475,-0.20097977795819266
ACH-000476,-0.1389508588546543
ACH-000477,-0.230535221496286
ACH-000479,-0.2740715225688465
ACH-000480,-0.191665472320296
ACH-000481,-0.187527390471678
ACH-000483,-0.1793983597090252
ACH-000484,-0.0201358599465167
ACH-000485,-0.21485498551923435
ACH-000486,-0.0952572626795314
ACH-000487,-0.2467826232709497
ACH-000488,-0.2814771109963358
ACH-000490,-0.17874938496044554
ACH-000491,-0.1862369910979305
ACH-000495,-0.23541759373000165
ACH-000496,-0.2266981544124684
ACH-000499,0.032085179245584516
ACH-000500,0.11489059740797887
ACH-000502,-0.2621443000780803
ACH-000503,-0.3473864344605607
ACH-000505,-0.1335365489112884
ACH-000507,-0.0419321836462413
ACH-000510,-0.1578151684172593
ACH-000511,-0.1800640497101226
ACH-000512,-0.17856107234921448
ACH-000516,-0.21959992755956512
ACH-000517,-0.223512932445994
ACH-000518,-0.37221290667549306
ACH-000520,-0.179179293821271
ACH-000521,-0.1032401117348534
ACH-000522,-0.26782456180130376
ACH-000524,-0.25502431738766324
ACH-000527,-0.20179242946655346
ACH-000528,-0.1291211516897078
ACH-000537,-0.10156729495239887
ACH-000541,-0.276046125261917
ACH-000542,-0.1401181729143482
ACH-000544,-0.10680610667380848
ACH-000545,-0.07956279754830932
ACH-000547,-0.13955336262132575
ACH-000548,-0.21469422450267148
ACH-000549,0.046345839167119283
ACH-000550,-0.1969781539428011
ACH-000552,-0.17318274908646208
ACH-000556,-0.22442114092356685
ACH-000557,-0.12876272858306434
ACH-000569,-0.09680261555475086
ACH-000570,-0.18434086752680293
ACH-000571,-0.17821317380000748
ACH-000573,-0.08159994609062038
ACH-000576,-0.12886891975009535
ACH-000579,-0.05985800810968263
ACH-000580,-0.11639527539533102
ACH-000584,-0.14640828214564447
ACH-000585,-0.15505968711645746
ACH-000588,-0.21574160042927845
ACH-000589,-0.20059310957892665
ACH-000591,-0.3713889104754476
ACH-000593,-0.20361541573202988
ACH-000600,-0.1802613051697123
ACH-000601,-0.09293171084861447
ACH-000605,-0.0901417401988344
ACH-000606,-0.18367651853316572
ACH-000608,-0.18968142354506065
ACH-000614,-0.2415019824484868
ACH-000616,-0.11302654861208655
ACH-000618,-0.03627031622049602
ACH-000619,-0.3171761563183507
ACH-000620,-0.08965157383351473
ACH-000621,-0.24302058607058816
ACH-000622,-0.2239370139684694
ACH-000623,-0.15271170872129708
ACH-000624,-0.19195319758129825
ACH-000627,-0.2904258651077201
ACH-000630,-0.3050699902137285
ACH-000631,-0.24449622585705685
ACH-000632,-0.06695965880242821
ACH-000633,-0.025605440761780097
ACH-000637,-0.08387240251216017
ACH-000638,-0.18017728272497224
ACH-000646,-0.2910162093361703
ACH-000647,-0.22757811861912697
ACH-000648,-0.09489880676312586
ACH-000649,-0.1814409093654298
ACH-000651,-0.20891193109370249
ACH-000652,-0.17189554490897413
ACH-000653,-0.13989302426561287
ACH-000657,-0.12046362285927975
ACH-000658,0.08099827281766618
ACH-000661,-0.09873475333699556
ACH-000662,-0.3214338352674927
ACH-000663,-0.10477635865815614
ACH-000665,-0.17169091335166892
ACH-000671,-0.18807215747168515
ACH-000672,-0.4851322528092426
ACH-000673,-0.21340673371064187
ACH-000676,-0.2930087447302112
ACH-000677,-0.138916044732938
ACH-000681,-0.17476835703399268
ACH-000683,-0.1348989110165479
ACH-000684,0.03053992673795167
ACH-000688,-0.2668467219006646
ACH-000693,-0.21574445364059308
ACH-000694,-0.28244945398690896
ACH-000695,-0.21528719316179065
ACH-000696,-0.16651267310105905
ACH-000697,-0.079758490661
ACH-000699,-0.20417476934935197
ACH-000701,-0.18959812232218687
ACH-000706,-0.09210735040069766
ACH-000711,-0.15881181164438676
ACH-000713,0.007138596198613534
ACH-000714,-0.17183592141365253
ACH-000718,-0.2593371301858595
ACH-000720,-0.14463426378083374
ACH-000721,-0.19310046685020588
ACH-000724,-0.32754274622621066
ACH-000725,-0.17044032000206816
ACH-000732,-0.1976448989730321
ACH-000734,-0.15603064224217403
ACH-000735,-0.15742094097776016
ACH-000736,-0.17102053693424235
ACH-000738,-0.12022438244016495
ACH-000746,-0.26086663173790103
ACH-000747,-0.13417941542143938
ACH-000748,-0.18131987051015616
ACH-000753,-0.19825690458772935
ACH-000756,-0.23485548343700274
ACH-000757,-0.2465695403366699
ACH-000758,-0.027191932364988684
ACH-000760,-0.25054169364295203
ACH-000762,-0.16767499180153211
ACH-000763,-0.15588352828915167
ACH-000764,-0.020503106618154358
ACH-000765,-0.24909920335945576
ACH-000766,-0.1672648746704979
ACH-000767,-0.1504717951943814
ACH-000768,-0.15386088728391106
ACH-000769,-0.19789318280661347
ACH-000770,-0.13990363176742207
ACH-000771,-0.1703373376742207
ACH-000773,-0.2539480658221861
ACH-000776,-0.008697421907876689
ACH-000777,-0.35961119517564705
ACH-000778,-0.15135282022136612
ACH-000781,-0.2819374581297927
ACH-000782,-0.17261702714434227
ACH-000783,-0.182779415231106
ACH-000784,-0.2540103096399419
ACH-000785,-0.20447443759598075
ACH-000787,-0.15478170468419808
ACH-000788,-0.19402855011320624
ACH-000791,-0.0945353140030359
ACH-000792,-0.06831799163214634
ACH-000794,-0.17274731615643826
ACH-000796,-0.2268403727437867
