,MRI1 (84245)
ACH-000004,-0.0629639080199485
ACH-000005,-0.029128266918370737
ACH-000007,0.0318972390162152
ACH-000009,-0.1015440124024598
ACH-000011,-0.03073914809037649
ACH-000012,-0.12373102367640665
ACH-000013,-0.1658835159875655
ACH-000014,-0.058330498034252075
ACH-000015,-0.15271062117097312
ACH-000017,-0.19335735428539866
ACH-000018,-0.11530491590027288
ACH-000019,-0.28596771581197744
ACH-000021,-0.08759139851648008
ACH-000022,-0.06775995465544543
ACH-000025,-0.10389198858386724
ACH-000028,-0.28998261046383084
ACH-000030,-0.08706559870771774
ACH-000035,-0.3162993021519607
ACH-000036,-0.19020722664415027
ACH-000037,-0.017970474608481116
ACH-000039,-0.13399644473180092
ACH-000040,-0.2290370681507025
ACH-000041,-0.15060696941960933
ACH-000042,-0.12065577608067753
ACH-000045,-0.2789882831510632
ACH-000047,-0.2309971041830328
ACH-000052,-0.2293492543207419
ACH-000053,-0.008570316230385802
ACH-000054,-0.11260432643757705
ACH-000055,-0.07545387259311223
ACH-000060,-0.13961212376659846
ACH-000067,-0.24859393971227656
ACH-000070,-0.16456782151308627
ACH-000075,-0.20700504530733094
ACH-000078,-0.2313950224127546
ACH-000082,-0.15363086480745988
ACH-000085,-0.2542852921279672
ACH-000086,-0.14049962880891
ACH-000087,-0.19655985937434206
ACH-000092,-0.09218515433988132
ACH-000095,-0.12623762983160378
ACH-000097,-0.12801127421848385
ACH-000098,-0.2577444420025215
ACH-000099,-0.1079586094708234
ACH-000108,-0.045291507478855776
ACH-000113,-0.0009673257549784822
ACH-000116,-0.155383539833798
ACH-000118,-0.3077772944333429
ACH-000120,-0.18918906835651594
ACH-000123,-0.2583941626356899
ACH-000127,-0.15679612530026968
ACH-000128,-0.27762522185797184
ACH-000132,-0.17709800321200764
ACH-000133,-0.19718745591097614
ACH-000137,-0.2029436978994092
ACH-000138,-0.1303175271035442
ACH-000142,-0.10516423330573507
ACH-000143,-0.2247319537240361
ACH-000146,-0.14426654294328606
ACH-000148,-0.03977213184356645
ACH-000150,-0.3527684270094616
ACH-000152,-0.14763204208829026
ACH-000153,-0.0759084479790478
ACH-000159,-0.1783600259927314
ACH-000160,-0.02770766752452152
ACH-000163,-0.22882725635598705
ACH-000167,-0.2782131571967321
ACH-000168,0.05598096489345815
ACH-000169,-0.28007456656878466
ACH-000178,-0.1514625244808253
ACH-000183,-0.2279326293074466
ACH-000188,-0.18426891231066087
ACH-000189,-0.22422969455985856
ACH-000190,0.12315485757582713
ACH-000198,-0.10089404023306107
ACH-000203,0.1340683586038452
ACH-000204,-0.09837066297841432
ACH-000206,-0.06387650825582075
ACH-000207,-0.13788249682983547
ACH-000208,0.12694232122621546
ACH-000210,-0.26032106387468096
ACH-000211,-0.21630244434923576
ACH-000215,-0.17920711654322946
ACH-000221,-0.12185136812225765
ACH-000222,-0.12052774403525245
ACH-000223,-0.1539778135744911
ACH-000226,-0.20340934742558076
ACH-000227,-0.10037348789623332
ACH-000228,-0.23883526548987036
ACH-000231,-0.19575039462266602
ACH-000232,-0.11914643786817512
ACH-000233,-0.0996124015949952
ACH-000234,-0.23406759769538596
ACH-000235,-0.13394191608902062
ACH-000237,-0.27698332195824554
ACH-000238,0.17363686189917968
ACH-000242,-0.5821900796081038
ACH-000243,-0.1325823904855473
ACH-000244,-0.13275888053540127
ACH-000246,-0.07703000954775244
ACH-000248,-0.41842555123917147
ACH-000250,-0.14268909104024738
ACH-000251,-0.4144182617090476
ACH-000252,-0.03749678041092305
ACH-000253,-0.04001423834488828
ACH-000255,-0.17829613535222774
ACH-000256,-0.059445471102544875
ACH-000257,-0.3181415413392508
ACH-000258,-0.0038736386054194203
ACH-000259,-0.1540755781390242
ACH-000260,-0.13376540079724664
ACH-000261,-0.11317966291103095
ACH-000262,-0.07154546689242605
ACH-000263,0.02468945638080821
ACH-000264,-0.15363136364989938
ACH-000265,-0.11366639467171775
ACH-000266,-0.11379054548625735
ACH-000272,-0.06392449982735854
ACH-000274,-0.11084362967738626
ACH-000277,-0.2254186996190323
ACH-000278,-0.26187790969914937
ACH-000279,-0.050749247416633315
ACH-000280,-0.04415491971164452
ACH-000281,-0.01890098092439677
ACH-000288,-0.04221927180556745
ACH-000291,-0.1436732965284637
ACH-000293,-0.2138158565882589
ACH-000294,-0.25546005241402964
ACH-000295,0.14103177790922194
ACH-000296,-0.13506426973619368
ACH-000302,-0.1678998777806047
ACH-000304,-0.2078755103680888
ACH-000307,-0.08222674694782901
ACH-000308,-0.024759839227520515
ACH-000310,-0.2103706557397256
ACH-000311,0.04356947229778123
ACH-000312,-0.12241050191342714
ACH-000315,-0.2650055370731769
ACH-000316,0.031980537867885635
ACH-000317,0.044687476658472725
ACH-000318,-0.13177052753460575
ACH-000319,-0.23237979984249474
ACH-000320,-0.17417367227979366
ACH-000322,0.006970388055986632
ACH-000323,-0.1530704438018337
ACH-000324,-0.1268612706155587
ACH-000329,-0.12832637997800314
ACH-000330,0.011435798114666785
ACH-000331,-0.15455963859503075
ACH-000332,-0.0969308927808558
ACH-000334,-0.32363234697184023
ACH-000335,-0.07369118563402287
ACH-000336,-0.10415830772197968
ACH-000337,-0.31101264890738034
ACH-000338,0.4617704683780451
ACH-000339,-0.21472444498496546
ACH-000341,-0.2348955352343687
ACH-000348,-0.041995921958733716
ACH-000350,-0.17375754655443695
ACH-000352,0.026045032116022288
ACH-000356,-0.3182898974773421
ACH-000361,-0.3244267881156645
ACH-000362,-0.2496699695487831
ACH-000363,-0.2555534549717972
ACH-000364,-0.194227424641934
ACH-000365,0.011683196831392378
ACH-000366,-0.12279658936787227
ACH-000368,-0.17939771413097924
ACH-000374,-0.18488182903348127
ACH-000375,-0.1875516630218326
ACH-000376,0.05683520560500002
ACH-000381,-0.025564151293985846
ACH-000383,-0.09145287786493568
ACH-000387,-0.12886747385477407
ACH-000389,-0.12560141767833508
ACH-000390,-0.214323788399191
ACH-000393,-0.2792269391146257
ACH-000395,-0.10167503676943954
ACH-000396,-0.08003177481778355
ACH-000397,-0.059165753370007075
ACH-000401,-0.05690256644549041
ACH-000402,-0.3203548981587842
ACH-000403,-0.08927231077292004
ACH-000404,0.11451108004794774
ACH-000406,-0.061881103504528835
ACH-000407,-0.15872043559541082
ACH-000408,-0.13485291132439867
ACH-000410,-0.19618236588848167
ACH-000411,-0.17414204338306435
ACH-000414,0.021611935566927715
ACH-000415,-0.19315157297381166
ACH-000416,-0.29217642175047465
ACH-000420,-0.1243647285339607
ACH-000421,-0.09690523936803293
ACH-000424,-0.17703762606864815
ACH-000425,-0.06672905194330221
ACH-000426,-0.2839288572259853
ACH-000427,-0.17234638134586602
ACH-000433,-0.17922303412895138
ACH-000435,-0.1301401647732127
ACH-000436,0.04130173796529027
ACH-000444,-0.11477710109455452
ACH-000445,-0.4026180126128548
ACH-000448,-0.09783090789609704
ACH-000450,0.10121432160487567
ACH-000452,-0.14539513461607467
ACH-000454,-0.284703424426805
ACH-000458,-0.09563642774492574
ACH-000459,-0.041259265244291694
ACH-000460,-0.2132185182160232
ACH-000461,-0.2482775135720322
ACH-000463,-0.014643511325376831
ACH-000464,-0.2539049355821311
ACH-000466,0.021837144315971467
ACH-000467,-0.06995517897114208
ACH-000468,-0.09278895850533513
ACH-000469,-0.18980078257690847
ACH-000470,-0.2592971242344302
ACH-000471,-0.10737269980267042
ACH-000472,-0.10386507602449584
ACH-000473,-0.13621929604107322
ACH-000475,-0.15187802143328633
ACH-000476,-0.19278748350153815
ACH-000477,-0.4555127729188338
ACH-000479,-0.5251744192577027
ACH-000480,-0.3115432827197609
ACH-000481,-0.16816274491874592
ACH-000483,-0.1833802529168104
ACH-000484,-0.2689414313678202
ACH-000485,-0.2713989133666069
ACH-000486,-0.018968135551160357
ACH-000487,-0.21025584191706764
ACH-000488,-0.1432838735609096
ACH-000490,-0.24964216773237635
ACH-000491,-0.18880314339662915
ACH-000495,-0.17752107748561385
ACH-000496,-0.13440531294388733
ACH-000499,-0.10627910098241664
ACH-000500,-0.055970091889625324
ACH-000502,-0.054652211493815786
ACH-000503,0.06377603272046695
ACH-000505,-0.09839036353391917
ACH-000507,-0.2332978331158866
