,SPTLC1 (10558)
ACH-000004,-0.4602250847390742
ACH-000005,-0.3754151335240173
ACH-000007,-0.4749079544595729
ACH-000009,-0.697782112859457
ACH-000011,-0.6501972164851638
ACH-000012,-0.6438952533212157
ACH-000013,-0.4131674194000373
ACH-000014,-0.5656599001102969
ACH-000015,-0.3597566922584734
ACH-000017,-0.6407732997875807
ACH-000018,-0.6799668502303201
ACH-000019,-0.7179635424363766
ACH-000021,-0.5936359318046361
ACH-000022,-0.4958708459490161
ACH-000025,-0.5940208654940361
ACH-000028,-0.4342973727736129
ACH-000030,-0.4533928517955416
ACH-000035,-0.5757426451671542
ACH-000036,-0.5354532851820344
ACH-000037,-0.4962512078132368
ACH-000039,-0.3939056413339265
ACH-000040,-0.6372609575792529
ACH-000041,-0.3353310581551337
ACH-000042,-0.5921226583163457
ACH-000045,-0.7908918051039995
ACH-000047,-0.6926354817156999
ACH-000052,-0.4270437200936382
ACH-000053,-0.5042603504081091
ACH-000054,-0.7123345322292998
ACH-000055,-0.6489805912125107
ACH-000060,-0.578797853073219
ACH-000067,-0.5044664775866442
ACH-000070,-0.6680433510801107
ACH-000075,-0.3301963200157031
ACH-000078,-0.19643095265687854
ACH-000082,-0.5423105093643956
ACH-000085,-0.2853724756037449
ACH-000086,-0.6811910331005318
ACH-000087,-0.5655498393643965
ACH-000092,-0.6595711261984608
ACH-000095,-0.5707692653007818
ACH-000097,-0.58519646926514
ACH-000098,-0.6062287322079429
ACH-000099,-0.6260817709302332
ACH-000108,-0.5367455029218121
ACH-000113,-0.6530179925538759
ACH-000116,-0.5932175522880181
ACH-000118,-0.7357488000393521
ACH-000120,-0.561720962886796
ACH-000123,-0.35256261590043664
ACH-000127,-0.579609216912646
ACH-000128,-0.2647308487553748
ACH-000132,-0.5939590443923067
ACH-000133,-0.6363923626255735
ACH-000137,-0.6824363292862288
ACH-000138,-0.5744151633603384
ACH-000142,-0.3351612312244943
ACH-000143,-0.367596435549043
ACH-000146,-0.4055350278368964
ACH-000148,-0.4972798853809
ACH-000150,-0.4293015141152969
ACH-000152,-0.6153253005195473
ACH-000153,-0.7357918562926767
ACH-000159,-0.69998108574644
ACH-000160,-0.5367627792672575
ACH-000163,-0.5963076204336581
ACH-000167,-0.3681597468611972
ACH-000168,-0.6009417556100034
ACH-000169,-0.5090848469486834
ACH-000178,-0.5526530231680551
ACH-000183,-0.6258064377206308
ACH-000188,-0.5182267469930808
ACH-000189,-0.5336735532855099
ACH-000190,-0.8059073759895915
ACH-000198,-0.6738131953101729
ACH-000203,-0.32102249588394105
ACH-000204,-0.3878185411043885
ACH-000206,-0.5638313219310759
ACH-000207,-0.6055943806076616
ACH-000208,-0.5787349400268411
ACH-000210,-0.5517355050708237
ACH-000211,-0.44874329223714704
