,CARNS1 (57571)
ACH-000004,0.02756149310625449
ACH-000005,-0.10883691534858857
ACH-000007,-0.08566078731386252
ACH-000009,-0.044830928379023256
ACH-000011,-0.051787695015167064
ACH-000012,-0.24231657546294555
ACH-000013,-0.11435974242236124
ACH-000014,0.005247308797968523
ACH-000015,-0.03562886283777527
ACH-000017,-0.05892542404271125
ACH-000018,0.0432096321816495
ACH-000019,-0.2540953667886539
ACH-000021,-0.16375693890179696
ACH-000022,-0.14084687682430072
ACH-000025,0.053868186398600325
ACH-000028,-0.18682834166524065
ACH-000030,-0.06848869882556513
ACH-000035,0.028239704079010695
ACH-000036,-0.20790571337630195
ACH-000037,-0.16280470421584872
ACH-000039,-0.3611357136942813
ACH-000040,-0.1940059005537917
ACH-000041,-0.10802444185192699
ACH-000042,-0.18860790050069265
ACH-000045,-0.10751578962767444
ACH-000047,-0.05714561383175928
ACH-000052,0.1535979324763211
ACH-000053,-0.10027182961728083
ACH-000054,-0.08210038921246174
ACH-000055,0.11463941348559264
ACH-000060,-0.14623139533313553
ACH-000067,0.09336999161588368
ACH-000070,0.04778130938264518
ACH-000075,-0.2152587060704292
ACH-000078,-0.119326278551095
ACH-000082,-0.10192544290356301
ACH-000085,-0.1397357560101049
ACH-000086,-0.08463617964481293
ACH-000087,0.031391507595459736
ACH-000092,-0.11941414055986507
ACH-000095,-0.1168266728223559
ACH-000097,-0.08478504225032764
ACH-000098,-0.05657273325476695
ACH-000099,-0.049024495337835976
ACH-000108,-0.10083398436280283
ACH-000113,-0.17132559829119934
ACH-000116,-0.2738931292716018
ACH-000118,-0.12749823933215268
ACH-000120,-0.12171484248090315
ACH-000123,-0.008273989158240113
ACH-000127,-0.10719914555119224
ACH-000128,-0.031310594828610615
ACH-000132,-0.23735295768958856
ACH-000133,-0.13175147657492972
ACH-000137,-0.11448575653652344
ACH-000138,-0.1688566033922322
ACH-000142,-0.017160779463241255
ACH-000143,-0.08876074537695353
ACH-000146,-0.03292664346521049
ACH-000148,-0.1695922239528364
ACH-000150,-0.1031891182615661
ACH-000152,-0.1156087779222468
ACH-000153,-0.35743057459259353
ACH-000159,-0.031024997247223983
ACH-000160,-0.4845257121114375
ACH-000163,-0.0592548432590737
ACH-000167,-0.016725073453776843
ACH-000168,-0.1789741801654545
ACH-000169,-0.11456591143290895
ACH-000178,-0.15019301832266718
ACH-000183,-0.2311357968118193
ACH-000188,-0.33472649974000074
ACH-000189,0.027058749873784118
ACH-000190,0.05375787832409488
ACH-000198,-0.02031346184399643
ACH-000203,-0.5890242061437015
ACH-000204,0.013380837228570891
ACH-000206,-0.3134654134562786
ACH-000207,-0.17001183684901047
ACH-000208,-0.3402015181963959
ACH-000210,-0.1425967397790416
ACH-000211,-0.02377903570197391
ACH-000215,-0.20044598053607876
ACH-000221,-0.0603013125876895
ACH-000222,-0.06453981488739129
ACH-000223,-0.15463682628665035
ACH-000226,-0.05636812556978516
ACH-000227,-0.049846649222222594
ACH-000228,-0.15439109473108545
ACH-000231,-0.1331971757417532
ACH-000232,-0.10366299061566342
ACH-000233,-0.11832045671368707
ACH-000234,0.016515607092983102
ACH-000235,-0.19947665877834647
ACH-000237,-0.136562970625854
ACH-000238,-0.1453622754790198
ACH-000242,0.12512026916895716
ACH-000243,-0.08629213656724567
ACH-000244,-0.3204932146379465
ACH-000246,-0.18403306887571305
ACH-000248,0.06505070461984372
ACH-000250,-0.09156902147611937
ACH-000251,0.12287730138920093
ACH-000252,0.03508104755870445
ACH-000253,-0.17411471627173666
ACH-000255,-0.11602132307171295
ACH-000256,-0.1983495468924448
ACH-000257,-0.2411711306536516
ACH-000258,-0.11796554257244996
ACH-000259,-0.0809038237983354
ACH-000260,-0.09586739037332047
ACH-000261,-0.16034244895989472
ACH-000262,0.045524476201051316
ACH-000263,0.0036426421622417033
ACH-000264,-0.21854761689119245
ACH-000265,-0.1146653653432316
ACH-000266,-0.20327431866767612
ACH-000272,-0.035660833967365885
ACH-000274,-0.054435620132731115
ACH-000277,-0.3420336775540249
ACH-000278,-0.15195197475991032
ACH-000279,-0.2428277901929261
ACH-000280,-0.027616354223613748
ACH-000281,-0.002583558233132927
ACH-000288,-0.12108132658627024
ACH-000291,0.0025796722031130263
ACH-000293,-0.05518565185890532
ACH-000294,-0.009891461319268557
ACH-000295,-0.018177669725054187
ACH-000296,0.010512846317039541
ACH-000302,-0.02228572690285881
ACH-000304,-0.027122159876248008
ACH-000307,-0.07819492504576422
ACH-000308,-0.2387127097926972
ACH-000310,0.048346986144536086
ACH-000311,-0.16821772127875648
ACH-000312,-0.18184423285618467
ACH-000315,-0.08340832196707139
ACH-000316,-0.3382758491807783
ACH-000317,-0.08996139787024242
ACH-000318,-0.29258125998797363
ACH-000319,-0.16202786955762075
ACH-000320,-0.13703333707872548
ACH-000322,-0.13646935896158202
ACH-000323,-0.02079880122756317
ACH-000324,-0.16020811905070706
ACH-000329,-0.0017682241940949516
ACH-000330,-0.15765518646779694
ACH-000331,0.01022264769887759
ACH-000332,-0.20122001337771506
ACH-000334,-0.4585021745890119
ACH-000335,-0.2918040785885084
ACH-000336,0.1401562748607188
ACH-000337,-0.19548177532893185
ACH-000338,-0.6724025488451921
ACH-000339,-0.1635574134026281
ACH-000341,-0.20194158587110145
ACH-000348,0.010243641178587323
ACH-000350,-0.07352496349102021
ACH-000352,-0.1394185661334346
ACH-000356,-0.3108427163958711
ACH-000361,-0.011832314684520782
ACH-000362,-0.2865666308686133
ACH-000363,-0.09788610959903024
ACH-000364,-0.13487051789794902
ACH-000365,-0.13727017066835445
ACH-000366,-0.2543984534432052
ACH-000368,-0.1354989029453422
