,GRAMD1A (57655)
ACH-000004,0.003000879947124585
ACH-000005,-0.045297509837925055
ACH-000007,-0.2242505318055499
ACH-000009,0.02552164206631356
ACH-000011,-0.046952453027222715
ACH-000012,0.030484479779022557
ACH-000013,-0.16995268020629928
ACH-000014,-0.005947578487343765
ACH-000015,-0.2052161309755368
ACH-000017,0.06607551908830382
ACH-000018,0.057945636799842125
ACH-000019,-0.061951875408816026
ACH-000021,-0.07342241120467052
ACH-000022,-0.14754654152885033
ACH-000025,0.1592375573229266
ACH-000028,-0.0570175141853593
ACH-000030,-0.12305423630319973
ACH-000035,-0.1133365056426737
ACH-000036,0.06709173314749134
ACH-000037,-0.054153589189632055
ACH-000039,0.07115446137703256
ACH-000040,0.11088187970641268
ACH-000041,0.2633891802474245
ACH-000042,-0.05127882217827059
ACH-000045,-0.058438951515617635
ACH-000047,0.012902792358303326
ACH-000052,-0.19895205244675213
ACH-000053,-0.00729624566043779
ACH-000054,-0.08068501974398727
ACH-000055,-0.08379811893339688
ACH-000060,-0.0138060586293057
ACH-000067,0.03459660459264991
ACH-000070,0.00414958265013836
ACH-000075,-0.169066628646417
ACH-000078,0.09050867811695217
ACH-000082,-0.004679087329542028
ACH-000085,-0.13702375798890426
ACH-000086,-0.2439844417412926
ACH-000087,0.06435090283200429
ACH-000092,-0.017857223535583513
ACH-000095,-0.00412019092368302
ACH-000097,0.054425761229556405
ACH-000098,-0.1299441338787322
ACH-000099,-0.01736153210392737
ACH-000108,-0.061224485441953115
ACH-000113,0.09553978085967227
ACH-000116,-0.0024873778987501128
ACH-000118,-0.012041284969615805
ACH-000120,-0.007906593331809916
ACH-000123,-0.15692986230534592
ACH-000127,-0.03943247476788063
ACH-000128,0.12633733169446767
ACH-000132,0.05344718964084574
ACH-000133,-0.025810310775535573
ACH-000137,-0.05820122658496845
ACH-000138,-0.02531836837790334
ACH-000142,0.014010951796402221
ACH-000143,0.07781239867616517
ACH-000146,0.05509136388470357
ACH-000148,0.02802821055958378
ACH-000150,0.10693482099457216
ACH-000152,-0.10520745319631347
ACH-000153,-0.03537638819589761
ACH-000159,0.08218846853888907
ACH-000160,0.002466140853009373
ACH-000163,-0.03938853681832235
ACH-000167,0.31263037449366793
ACH-000168,-0.09544973646409337
ACH-000169,-0.018444688416760283
ACH-000178,-0.008886309851865398
ACH-000183,-0.10514626974505707
ACH-000188,-0.12195937843476763
ACH-000189,0.07798733078976472
ACH-000190,-0.19895206130746104
ACH-000198,-0.09080404740784814
ACH-000203,-0.08884684481670849
ACH-000204,-0.03527850493394316
ACH-000206,-0.06554186048577372
ACH-000207,-0.08537541786865406
ACH-000208,-0.10739561974960543
ACH-000210,0.07421367243234367
ACH-000211,0.018742923357295476
ACH-000215,-0.05766521017461442
ACH-000221,-0.0632498085944256
ACH-000222,0.04004117920360355
ACH-000223,0.0776488024465498
ACH-000226,0.002030739251820605
ACH-000227,-0.0017636411218944399
ACH-000228,-0.09049698403051604
ACH-000231,0.09226775965153082
ACH-000232,-0.17325084321814793
ACH-000233,-0.033980178597721365
ACH-000234,0.005360540691417801
ACH-000235,-0.044053393702251344
ACH-000237,-0.000677880950558109
ACH-000238,0.08607478550194096
ACH-000242,-0.14875457956148025
ACH-000243,-0.010594374242466065
ACH-000244,0.0957644383497738
ACH-000246,-0.018384071578268758
ACH-000248,-0.02200730644349102
ACH-000250,0.0007963761546235758
ACH-000251,-0.056147877275469965
ACH-000252,-0.06371896301847679
ACH-000253,0.03304807439773127
ACH-000255,-0.17026143608806585
ACH-000256,-0.1256654901373883
ACH-000257,0.15612334476449433
ACH-000258,0.1186799006621378
ACH-000259,-0.060179696632454635
ACH-000260,-0.06382998638241323
ACH-000261,-0.04049062403126353
ACH-000262,-0.1608681864886714
ACH-000263,0.07155265281944027
ACH-000264,-0.002622557388419781
ACH-000265,0.08006295083941395
ACH-000266,-0.05294936658949193
ACH-000272,0.09550110510687118
ACH-000274,-0.034861131394955495
ACH-000277,0.11171443754899582
ACH-000278,-0.06910881124326718
ACH-000279,0.03276149697876676
ACH-000280,-0.07323776551235024
ACH-000281,-0.01616719553643142
ACH-000288,0.04975084357521761
