,ERRFI1 (54206)
ACH-000004,0.07146506017836912
ACH-000005,0.2708554645539236
ACH-000007,0.1089923172143307
ACH-000009,0.06345352306013452
ACH-000011,0.11370437573273183
ACH-000012,0.14633707880552738
ACH-000013,0.1614840504809413
ACH-000014,0.19176786070847324
ACH-000015,0.13707694609978244
ACH-000017,0.034051813498799266
ACH-000018,0.26527625526130594
ACH-000019,0.3231944754395204
ACH-000021,0.15408601402412145
ACH-000022,0.1225162385727803
ACH-000025,0.15509242775680582
ACH-000028,0.18291059005475288
ACH-000030,-0.08524185909616971
ACH-000035,0.7546535171230906
ACH-000036,0.14344377365185002
ACH-000037,0.04531616079882535
ACH-000039,-0.04000947166611009
ACH-000040,0.001794867395476691
ACH-000041,-0.071078253674857
ACH-000042,0.19152839189828688
ACH-000045,0.19347691313883686
ACH-000047,0.14129665394004753
ACH-000052,0.1283684567490438
ACH-000053,0.08814925873500877
ACH-000054,0.06727947872246451
ACH-000055,0.1980649698783937
ACH-000060,0.3545980906679298
ACH-000067,0.2599142625556193
ACH-000070,0.08772972061854355
ACH-000075,0.17233775709431867
ACH-000078,0.13787877548554733
ACH-000082,0.06685614754521442
ACH-000085,0.17942559156234955
ACH-000086,0.007766513962312435
ACH-000087,0.18079978109513292
ACH-000092,0.10786168146443263
ACH-000095,0.16378902711260368
ACH-000097,0.2517250467162384
ACH-000098,0.08921208400862403
ACH-000099,0.023753486006957147
ACH-000108,0.16801500031636998
ACH-000113,0.11197311463423401
ACH-000116,0.14077215931038725
ACH-000118,0.1078889146997938
ACH-000120,0.1330682515091519
ACH-000123,0.1395968735238227
ACH-000127,0.12616495819408596
ACH-000128,0.1103743085901056
ACH-000132,0.2103199710736795
ACH-000133,0.14859941259056372
ACH-000137,0.2384052488205525
ACH-000138,0.07641454890806346
ACH-000142,0.18942210482963734
ACH-000143,0.02371622059620403
ACH-000146,0.08477865663215797
ACH-000148,-0.04675981994070148
ACH-000150,0.004020041231704493
ACH-000152,0.13402877517411746
ACH-000153,0.13038161174246887
ACH-000159,0.15559676389772384
ACH-000160,-0.03473438328494985
ACH-000163,0.12085395087070533
ACH-000167,-0.2632504097088504
ACH-000168,0.06363404059548837
ACH-000169,0.10165101506565953
ACH-000178,0.2509927009998447
ACH-000183,-0.10029706204516856
ACH-000188,0.0257191040741827
ACH-000189,-0.0847694049502836
ACH-000190,0.09583783377946044
ACH-000198,0.20933401549730288
ACH-000203,0.456744626689435
ACH-000204,0.1863091355843101
ACH-000206,0.039522600580883104
ACH-000207,0.3465838962949504
ACH-000208,0.1665726127848214
ACH-000210,0.1582155264713394
ACH-000211,0.2422626239781453
ACH-000215,0.07886496040505116
ACH-000221,0.12958529951951658
ACH-000222,0.03539037769413884
ACH-000223,0.012761788383874864
ACH-000226,0.18257862674160666
ACH-000227,-0.0666201414284601
ACH-000228,0.3055842014954621
ACH-000231,0.05946796897599161
ACH-000232,0.24127554757007186
ACH-000233,0.11236547850335506
ACH-000234,0.09558540918748114
ACH-000235,0.1272884331675628
ACH-000237,0.14652491535690976
ACH-000238,0.2450815072772493
ACH-000242,0.07663533504428219
ACH-000243,0.08352555257186271
ACH-000244,0.04220799369889767
ACH-000246,0.06652804022977739
ACH-000248,0.24247656102352536
ACH-000250,0.22506159143443005
ACH-000251,0.1848241223040214
ACH-000252,-0.05100464844838255
ACH-000253,0.059648493279236464
ACH-000255,0.2024215588222902
ACH-000256,-0.012783352742621152
ACH-000257,-0.09982754798517698
ACH-000258,-0.23269280479987686
ACH-000259,0.1311791521894492
ACH-000260,0.214690702744682
ACH-000261,0.18619948794642835
ACH-000262,0.3447202211828638
ACH-000263,0.17353801209105985
ACH-000264,0.026933087903878127
ACH-000265,0.2455717083845184
ACH-000266,0.4443972555052272
ACH-000272,0.09604483690181133
ACH-000274,0.11136409202269512
ACH-000277,0.1848973123485141
ACH-000278,0.0704757651999048
ACH-000279,0.11750231680881755
ACH-000280,0.6121734403310516
ACH-000281,0.1724323814581015
ACH-000288,0.07886326510466428
ACH-000291,0.10690846659173284
ACH-000293,0.14046194374770996
ACH-000294,-0.009025019104698492
ACH-000295,-0.22021072151122054
ACH-000296,0.15295528396786712
ACH-000302,0.1516437998682048
ACH-000304,0.04158168900818967
ACH-000307,0.17310631202947716
ACH-000308,0.04341585794215168
ACH-000310,0.05942208263779882
ACH-000311,0.04487542844575674
ACH-000312,0.10044536345100208
ACH-000315,0.1637558420534767
ACH-000316,0.2018103974936523
ACH-000317,0.2356668327341398
ACH-000318,0.4758108150747324
ACH-000319,-0.06800294868259292
ACH-000320,-0.013271347823079479
ACH-000322,0.151388269145371
ACH-000323,0.08474172494903366
