,CRELD1 (78987)
ACH-000004,-0.16164248629010208
ACH-000005,0.1904141373254656
ACH-000007,0.08798921851838176
ACH-000009,0.01054059249456237
ACH-000011,0.0999235522094328
ACH-000012,0.12450096138001705
ACH-000013,0.09149649665805228
ACH-000014,-0.06026076433039421
ACH-000015,-0.004790516812533989
ACH-000017,0.0736055721110189
ACH-000018,0.030792546980597524
ACH-000019,0.08792064011308058
ACH-000021,0.06000508778880145
ACH-000022,0.026688921911542617
ACH-000025,-0.039316093473989865
ACH-000028,0.054748834470767116
ACH-000030,0.12547360729351906
ACH-000035,0.009096655891597492
ACH-000036,0.12961231518156036
ACH-000037,0.04329021594562018
ACH-000039,0.018701915062486616
ACH-000040,0.03232959744070367
ACH-000041,-0.08427588394541803
ACH-000042,-0.04127396275685782
ACH-000045,-0.05727505406280028
ACH-000047,-0.0639173738746872
ACH-000052,-0.11814495392893495
ACH-000053,0.21298641598038434
ACH-000054,-0.006187429670437825
ACH-000055,-0.09535617618634334
ACH-000060,-0.14908279376241695
ACH-000067,0.03196882609354208
ACH-000070,0.02772361097032865
ACH-000075,0.09656750402626624
ACH-000078,-0.005577303235487384
ACH-000082,0.05056030252084723
ACH-000085,-0.13539672814457532
ACH-000086,0.00719067957744934
ACH-000087,0.099798735617846
ACH-000092,-0.04014278760652771
ACH-000095,-0.1279492411805261
ACH-000097,0.026587346256222943
ACH-000098,0.12287614177388848
ACH-000099,0.09020020512838747
ACH-000108,0.02854073093880323
ACH-000113,-0.06630465748072893
ACH-000116,0.04516146352364385
ACH-000118,0.06550182964489294
ACH-000120,0.11912444595991155
ACH-000123,-0.11293652377281392
ACH-000127,-0.07984106966498121
ACH-000128,0.18191532763149376
ACH-000132,0.11028390268040436
ACH-000133,0.03726833918140568
ACH-000137,-0.03340084858236946
ACH-000138,0.08588903965728671
ACH-000142,0.19062787601470396
ACH-000143,-0.10713827716031486
ACH-000146,0.12730960416492396
ACH-000148,0.02693256495055396
ACH-000150,-0.12653474177877044
ACH-000152,0.18749383155119792
ACH-000153,-0.3022707400292848
ACH-000159,0.03524315106063538
ACH-000160,0.16253000503612985
ACH-000163,0.4878204094532737
ACH-000167,0.8257829746182881
ACH-000168,0.09024846755031976
ACH-000169,-0.0864269362486924
ACH-000178,0.06866349563919766
ACH-000183,0.02018567030736178
ACH-000188,0.1266792053408773
ACH-000189,0.015085309471514182
ACH-000190,0.19183111253080146
ACH-000198,0.06464339036061448
ACH-000203,0.4997934350529106
ACH-000204,0.23457984377093435
ACH-000206,-0.03574362724829628
ACH-000207,-0.08842160116256596
ACH-000208,-0.10832363964005344
ACH-000210,0.316378531179473
ACH-000211,-0.04659875324458651
ACH-000215,-0.025900870590654084
ACH-000221,0.03856718377898513
ACH-000222,-0.0008300394892736765
ACH-000223,0.1539143062948959
ACH-000226,-0.010784839970289737
ACH-000227,0.03548835672130502
ACH-000228,0.11490355278037595
ACH-000231,0.007794672356406303
ACH-000232,-0.10108803016523374
ACH-000233,0.029654985961894843
ACH-000234,-0.17039475652441885
ACH-000235,-0.025174808897018213
ACH-000237,0.06039404549896196
ACH-000238,-0.07972624369704409
ACH-000242,0.23784965905886954
ACH-000243,0.07118909675102407
ACH-000244,-0.24172918104223545
ACH-000246,-0.047742051463530666
ACH-000248,0.26705305341383684
ACH-000250,0.005277218853119926
ACH-000251,0.13239667964585233
ACH-000252,-0.02788418044674146
ACH-000253,0.11170198326771152
ACH-000255,0.017951046367412574
ACH-000256,-0.07798215134146443
ACH-000257,0.024066379682054138
ACH-000258,-0.114183605984404
ACH-000259,-0.007870269712159806
ACH-000260,0.05501839690346076
ACH-000261,0.009239940548507922
ACH-000262,-0.1888895992427682
ACH-000263,-0.06716682983288884
ACH-000264,0.08857545222884973
ACH-000265,0.0877059963271779
ACH-000266,-0.01555777769720015
ACH-000272,0.044654104273084416
ACH-000274,0.046046511011656764
ACH-000277,0.14952898537306775
ACH-000278,-0.14541096884058838
ACH-000279,-0.02204155050542512
ACH-000280,-0.15284579399070394
ACH-000281,0.02397690250720646
ACH-000288,-0.029923246552533714
ACH-000291,0.014347586756512903
ACH-000293,0.2826193393856051
ACH-000294,0.03551622106406467
ACH-000295,0.1023522182990666
ACH-000296,-0.11862873135086295
ACH-000302,0.033256645884839404
ACH-000304,-0.1117321659758986
ACH-000307,0.036318681406835016
ACH-000308,0.042571063764755036
ACH-000310,-0.14219274190930273
ACH-000311,0.003312977560884661
ACH-000312,0.025361668031890033
ACH-000315,-0.046930897084455934
ACH-000316,0.0403506613831758
ACH-000317,0.008794141431145264
ACH-000318,-0.05450458771069658
ACH-000319,0.05338092872337785
ACH-000320,0.12323594096954897
ACH-000322,0.1573659122551245
ACH-000323,0.2097821402102392
ACH-000324,0.003615501291297325
ACH-000329,0.014328600189704416
ACH-000330,0.20724290281459729
ACH-000331,0.14286730279131585
ACH-000332,0.014957108873340575
ACH-000334,0.12769387176619015
ACH-000335,0.0967826235488673
ACH-000336,0.1941545599306186
ACH-000337,-0.07113105257225627
ACH-000338,0.2200330782349357
ACH-000339,0.05404696933676029
ACH-000341,-0.049819181210076106
ACH-000348,-0.03144164907358706
ACH-000350,-0.07548940892251026
ACH-000352,0.010378245504470284
ACH-000356,0.14662520751954805
ACH-000361,-0.0282449807870286
ACH-000362,-0.0063582834364894255
ACH-000363,0.2307334788552516
ACH-000364,0.09740104618992453
ACH-000365,-0.14550855946029426
