,NAT8L (339983)
ACH-000004,-0.12279858773333245
ACH-000005,0.11131724907142104
ACH-000007,0.03479247890230485
ACH-000009,0.02074298130229964
ACH-000011,0.005496087439040194
ACH-000012,-0.0040083078022240285
ACH-000013,0.1767266880947575
ACH-000014,0.02315165552780702
ACH-000015,0.06635856827135715
ACH-000017,0.014530451678728738
ACH-000018,-0.05968578367201392
ACH-000019,0.037065404101002564
ACH-000021,-0.07425029635985195
ACH-000022,0.007452547266003888
ACH-000025,-0.06059182014628814
ACH-000028,-0.11989374787912305
ACH-000030,-0.026976709933967873
ACH-000035,0.09919951493855728
ACH-000036,-0.022922820923089168
ACH-000037,-0.004904170714350718
ACH-000039,-0.046031076187547336
ACH-000040,0.05188944565107116
ACH-000041,-0.1106784256535969
ACH-000042,-0.17613469811412474
ACH-000045,0.004390411074053998
ACH-000047,-0.03877828899888424
ACH-000052,0.3438044557898792
ACH-000053,0.03283449510122312
ACH-000054,0.0066387397363509145
ACH-000055,-0.17416231913486482
ACH-000060,0.00901320486473537
ACH-000067,-0.10616599736753407
ACH-000070,0.1224584358993218
ACH-000075,-0.07283583695746325
ACH-000078,-0.11809379155567028
ACH-000082,0.08269812535726025
ACH-000085,-0.16767473371770955
ACH-000086,0.07831169913237604
ACH-000087,0.1325470216142133
ACH-000092,0.003817663024289289
ACH-000095,-0.09332975671574333
ACH-000097,-0.17731966008544234
ACH-000098,0.11051384562339063
ACH-000099,-0.1496404063160086
ACH-000108,-0.08480963579068503
ACH-000113,-0.01927049557531501
ACH-000116,0.11798540392493935
ACH-000118,-0.1414791146783314
ACH-000120,-0.006078482349923111
ACH-000123,-0.02145906096784215
ACH-000127,0.06320011789971762
ACH-000128,-0.133358579160061
ACH-000132,-0.028565590467568267
ACH-000133,-0.08646138213550733
ACH-000137,-0.15752751635860082
ACH-000138,0.0617967933049314
ACH-000142,-0.08914150516279654
ACH-000143,0.003307857043427131
ACH-000146,0.07366859063124462
ACH-000148,0.06090214399248565
ACH-000150,-0.28684838170261057
ACH-000152,0.023870438112818783
ACH-000153,0.26430092117296344
ACH-000159,-0.03653066506794564
ACH-000160,0.05910226275845019
ACH-000163,-0.1158479457035531
ACH-000167,0.38994021573003934
ACH-000168,-0.037466543876086035
ACH-000169,-0.14445636758957933
ACH-000178,0.005341857413976236
ACH-000183,-0.03973752183281931
ACH-000188,-0.021862521128728468
ACH-000189,-0.25104473714429504
ACH-000190,0.21494005539746106
ACH-000198,-0.11005502802858402
ACH-000203,-0.24668330309428502
ACH-000204,-0.0037858743807949267
ACH-000206,-0.04781039116479513
ACH-000207,-0.0037356958264536696
ACH-000208,-0.047184974521771686
ACH-000210,0.0375291215882632
ACH-000211,-0.005194865015584532
ACH-000215,-0.04782911130521935
ACH-000221,0.03950472620025367
ACH-000222,-0.2783714030594531
ACH-000223,-0.007124982583734631
ACH-000226,-0.04137397463347395
ACH-000227,0.005591749256601901
ACH-000228,-0.17801279544031845
ACH-000231,0.0610435069942815
ACH-000232,0.01566866914888389
ACH-000233,-0.030961576090986005
ACH-000234,-0.2354354967741939
ACH-000235,-0.09167254521427537
ACH-000237,-0.11333692819413282
ACH-000238,-0.015330763896261741
ACH-000242,0.2358466306466001
ACH-000243,-0.027184118607161342
ACH-000244,-0.12381978333102607
ACH-000246,0.13021926615321544
ACH-000248,-0.15578523965903224
ACH-000250,-0.060940570038246676
ACH-000251,-0.0431544479686187
ACH-000252,-0.037361084582907766
ACH-000253,-0.048006592597960536
ACH-000255,0.0783838970294153
ACH-000256,-0.0966929297502944
ACH-000257,-0.03285215747489603
ACH-000258,0.10608715425043992
ACH-000259,-0.06592297572078959
ACH-000260,-0.02049569649221061
ACH-000261,-0.027515374508463482
ACH-000262,0.061498145372614825
ACH-000263,0.12445622404564526
ACH-000264,-0.06546931383071009
ACH-000265,-0.030386425437166832
ACH-000266,-0.12460312745871925
ACH-000272,0.011172183381287835
ACH-000274,-0.14070706349801276
ACH-000277,0.08950203584804975
ACH-000278,0.004534587745352097
ACH-000279,-0.13480300625687838
ACH-000280,-0.014963400718050444
ACH-000281,-0.043281681465424236
ACH-000288,-0.007468170124979729
ACH-000291,-0.045284124183300536
ACH-000293,-0.12001033090349825
ACH-000294,0.031659574717489335
ACH-000295,-0.2528903280486876
ACH-000296,-0.06057648586670185
ACH-000302,-0.0435599148586436
ACH-000304,-0.11027854954081047
ACH-000307,-0.045878173392768534
ACH-000308,-0.010213365394149843
ACH-000310,-0.04752475480475568
ACH-000311,-0.11108415276327928
ACH-000312,-0.15248143360860164
ACH-000315,0.04582649681373541
ACH-000316,-0.002867139497333849
ACH-000317,0.05106409452243151
ACH-000318,0.22425394680222666
ACH-000319,-0.026698373653568586
ACH-000320,0.27949177900045713
ACH-000322,-0.1569131340709439
ACH-000323,0.1792870636882968
ACH-000324,0.056491788123543586
ACH-000329,-0.05603592781469338
ACH-000330,-0.11667941018844452
ACH-000331,0.09834121059728387
ACH-000332,-0.12502430201619366
ACH-000334,0.11125216058284547
ACH-000335,0.12985605877491932
ACH-000336,0.186383840722714
ACH-000337,-0.12807174478830327
ACH-000338,-0.03280725021583484
ACH-000339,0.004154995354135582
ACH-000341,0.030125721959414417
ACH-000348,0.0808139279633871
ACH-000350,-0.04476542596903208
ACH-000352,0.11831336111161694
ACH-000356,-0.02610845726427619
ACH-000361,0.11269651282555433
ACH-000362,0.07209966333578402
ACH-000363,-0.10314401669727882
ACH-000364,-0.10332357417578457
ACH-000365,0.04986307017954441
ACH-000366,-0.06789721753964166
ACH-000368,-0.3353078279776792
ACH-000374,0.09382231654397563
ACH-000375,-0.06322497259858932
ACH-000376,0.05856774615673621
ACH-000381,-0.07345124344545605
ACH-000383,-0.0183378431938994
ACH-000387,0.006760037584104928
ACH-000389,-0.08600117357529061
ACH-000390,0.03140022621013413
ACH-000393,-0.11303799702202008
ACH-000395,0.24240962002838715
ACH-000396,-0.4561397354677499
ACH-000397,-0.16293175492910633
ACH-000401,0.02764703222171851
ACH-000402,0.15451629249740265
ACH-000403,-0.0240692840845699
ACH-000404,0.10488053003127633
ACH-000406,0.10884396008376553
ACH-000407,0.03001222870394607
ACH-000408,0.0163769121087644
ACH-000410,0.11633801653321285
ACH-000411,-0.05757655823865716
ACH-000414,-0.19423439472020476
ACH-000415,0.02346070522824284
ACH-000416,0.027255367055843614
ACH-000420,-0.08217628689695759
ACH-000421,-0.007731178052348677
ACH-000424,0.08930338297765376
ACH-000425,-0.05694330394590767
ACH-000426,0.0601177172445167
ACH-000427,0.05889708553143085
ACH-000433,-0.14540534865944413
ACH-000435,0.27605426281131656
ACH-000436,0.007952913183974961
ACH-000444,-0.13102762276036312
ACH-000445,0.08486249544360304
ACH-000448,-0.04753553925779766
ACH-000450,-0.3348424805506775
ACH-000452,-0.030247306755555932
ACH-000454,-0.002417301506995762
ACH-000458,0.1618298479907751
ACH-000459,0.11142275963168304
ACH-000460,0.05211000664722161
ACH-000461,0.026167110203947096
ACH-000463,-0.1227040688310798
ACH-000464,-0.1058300704705069
ACH-000466,0.12626947465329758
ACH-000467,0.115869509403442
ACH-000468,0.013624122769176572
ACH-000469,0.05192587287788385
ACH-000470,-0.008717009362824735
ACH-000471,-0.017081129558163852
ACH-000472,0.0032814000369116203
ACH-000473,-0.11827360463246595
ACH-000475,-0.0268200083371451
ACH-000476,-0.03171092222649413
ACH-000477,0.016077643380980382
ACH-000479,-0.1276989044412104
ACH-000480,-0.0527649567508714
ACH-000481,-0.06650054811146902
ACH-000483,0.03687002568256418
ACH-000484,-0.05867171996194415
