,URB2 (9816)
ACH-000004,-0.593965444106744
ACH-000005,-0.7560887904595489
ACH-000007,-0.6935011521105385
ACH-000009,-0.5768557811281725
ACH-000011,-0.5646213440014516
ACH-000012,-0.608592628397918
ACH-000013,-0.5945890792909925
ACH-000014,-0.5197734870079368
ACH-000015,-0.5591680628056388
ACH-000017,-0.5558685682908446
ACH-000018,-0.6396437028326384
ACH-000019,-0.32807375337462824
ACH-000021,-0.6144582513397449
ACH-000022,-0.4813585581400049
ACH-000025,-0.7045551713270178
ACH-000028,-0.3198830396045181
ACH-000030,-0.5861668438484318
ACH-000035,-0.9550570945771382
ACH-000036,-0.5904516322183958
ACH-000037,-0.4031993372804171
ACH-000039,-0.6106571822532096
ACH-000040,-0.6492675529535877
ACH-000041,-0.4672457306315157
ACH-000042,-0.5543293091903829
ACH-000045,-0.674781551257557
ACH-000047,-0.7493507814062168
ACH-000052,-0.6949280362485978
ACH-000053,-0.607948305024289
ACH-000054,-0.5654136640187735
ACH-000055,-0.6377338021498326
ACH-000060,-0.5070602407601678
ACH-000067,-0.5076658032296345
ACH-000070,-0.48290620394607
ACH-000075,-0.7303845791517346
ACH-000078,-0.3769613337413649
ACH-000082,-0.6661402332318275
ACH-000085,-0.5994886213140205
ACH-000086,-0.8873885732695553
ACH-000087,-0.4683960487044877
ACH-000092,-0.4814001706378258
ACH-000095,-0.4874932455277732
ACH-000097,-0.596466485307296
ACH-000098,-0.5748453742574285
ACH-000099,-0.4706259951424254
ACH-000108,-0.6157501118949192
ACH-000113,-0.2826447583036573
ACH-000116,-0.5053850168765269
ACH-000118,-0.5589303618676277
ACH-000120,-0.6033998281857221
ACH-000123,-0.4965385527690567
ACH-000127,-0.4495117748663579
ACH-000128,-0.7594992562806159
ACH-000132,-0.5800321230773153
ACH-000133,-0.8212992094466058
ACH-000137,-0.7306472182452053
ACH-000138,-0.49101133963966
ACH-000142,-0.5518431266206595
ACH-000143,-0.6432693946369025
ACH-000146,-0.4300984808597103
ACH-000148,-0.5934842999279677
ACH-000150,-0.24147059288600797
ACH-000152,-0.6350511503030264
ACH-000153,-0.6028449404256556
ACH-000159,-0.4693180960032492
ACH-000160,-0.5829243885524533
ACH-000163,-0.5712899080280156
ACH-000167,-0.6354096111688411
ACH-000168,-0.5509552012400216
ACH-000169,-0.5657984495660603
ACH-000178,-0.5808452284094754
ACH-000183,-0.5194089774042295
ACH-000188,-0.4902989776530799
ACH-000189,-0.5611978688114444
ACH-000190,-0.7439051817776063
ACH-000198,-0.5061357894006104
ACH-000203,-0.08417880774405889
ACH-000204,-0.9247652561938032
ACH-000206,-0.45923396230270797
ACH-000207,-0.4484158209221518
ACH-000208,-0.5604144890142629
ACH-000210,-0.22451968402319436
ACH-000211,-0.5533347493573766
ACH-000215,-0.6627063572658766
ACH-000221,-0.6647552984847762
ACH-000222,-0.6660100637581601
ACH-000223,-0.5960789175835058
ACH-000226,-0.5476694393225374
ACH-000227,-0.3983243151622047
ACH-000228,-0.7240012340449563
ACH-000231,-0.6291607614553176
ACH-000232,-0.4252352451461296
ACH-000233,-0.3051204429461708
ACH-000234,-0.4416182123490391
ACH-000235,-0.4388442026385016
ACH-000237,-0.7253460831832897
ACH-000238,-0.584599243949374
ACH-000242,-1.2375897406498502
ACH-000243,-0.5655394253815053
ACH-000244,-0.5150299995403669
ACH-000246,-0.5381651606786857
ACH-000248,-0.5971436295229605
ACH-000250,-0.6609751748545056
ACH-000251,-0.8766439619984798
