,TTI1 (9675)
ACH-000004,-0.8719139370022061
ACH-000005,-0.8584678297129562
ACH-000007,-0.831982696861394
ACH-000009,-0.6044398003521836
ACH-000011,-0.6544397932979602
ACH-000012,-0.7550028579883146
ACH-000013,-0.8034156506617641
ACH-000014,-0.7488389125902593
ACH-000015,-0.9664334897089434
ACH-000017,-0.4901924253643531
ACH-000018,-0.7082680945089691
ACH-000019,-0.9250435209972658
ACH-000021,-0.782694622991302
ACH-000022,-0.743755968082083
ACH-000025,-0.9177775554782256
ACH-000028,-0.8705967623800323
ACH-000030,-0.8539882908376712
ACH-000035,-0.8554793538527456
ACH-000036,-0.8383339630890853
ACH-000037,-0.648236291943535
ACH-000039,-0.7748062808993931
ACH-000040,-0.7600652761725101
ACH-000041,-1.1017725407273244
ACH-000042,-0.8229914544996426
ACH-000045,-0.8003778228347966
ACH-000047,-0.7932389264188136
ACH-000052,-0.8064795753549854
ACH-000053,-0.8890599598354416
ACH-000054,-0.7493905130287448
ACH-000055,-0.9687148280277834
ACH-000060,-0.6887853526277007
ACH-000067,-1.0054830301375093
ACH-000070,-0.8225498704465409
ACH-000075,-0.9073742470540128
ACH-000078,-0.8929207906127941
ACH-000082,-0.6170023961756669
ACH-000085,-0.7954315772881598
ACH-000086,-0.8622089094965714
ACH-000087,-0.8978121590760055
ACH-000092,-0.6870469857434637
ACH-000095,-0.8507113394307539
ACH-000097,-0.7967214322556002
ACH-000098,-0.6941275528034426
ACH-000099,-0.8764615052045258
ACH-000108,-0.7735917273719176
ACH-000113,-0.6365599818382316
ACH-000116,-0.6425239492147297
ACH-000118,-0.7728210836264815
ACH-000120,-0.9253657288391434
ACH-000123,-0.8580359965138413
ACH-000127,-0.6276510812159021
ACH-000128,-0.7633448886331431
ACH-000132,-0.7409874472046918
ACH-000133,-0.8755151352654768
ACH-000137,-1.0686770932878809
ACH-000138,-0.7639084990270134
ACH-000142,-0.8338698208694743
ACH-000143,-0.5778649450422497
ACH-000146,-0.6179736061491817
ACH-000148,-0.97974071091535
ACH-000150,-0.8530774922878894
ACH-000152,-0.6798335786804198
ACH-000153,-0.9775388025475544
ACH-000159,-0.5402845379209867
ACH-000160,-0.7391713983370167
ACH-000163,-0.9016423244953644
ACH-000167,-0.692017578341058
ACH-000168,-0.7930436769516418
ACH-000169,-0.7316617677038695
ACH-000178,-0.6162941725999199
ACH-000183,-0.8914499071536155
ACH-000188,-0.7917522944900341
ACH-000189,-0.961276587725874
ACH-000190,-0.8913244518923034
ACH-000198,-0.8015200689840422
ACH-000203,-1.1387048423953587
ACH-000204,-0.8552351623965971
ACH-000206,-0.5495200652990343
ACH-000207,-0.5068541697837583
ACH-000208,-1.0529167404687076
ACH-000210,-1.1166697300898851
ACH-000211,-0.9675126512771748
ACH-000215,-0.8200901992114538
ACH-000221,-0.8051951663297643
ACH-000222,-0.8081511966075098
ACH-000223,-0.8134556291723681
ACH-000226,-0.5563210780889093
ACH-000227,-0.7212718930437269
ACH-000228,-0.9255912415500159
ACH-000231,-0.8528995364232694
ACH-000232,-0.8658183678419535
