,AGER (177)
ACH-000004,0.1129762822091868
ACH-000005,-0.026020377301505783
ACH-000007,0.08502309668778271
ACH-000009,0.08701135740194538
ACH-000011,0.21967090766394656
ACH-000012,0.17873263551363466
ACH-000013,0.0615913390659911
ACH-000014,0.11786225184955945
ACH-000015,0.16306366381775605
ACH-000017,0.1909058752824828
ACH-000018,0.09095553485237624
ACH-000019,0.12151201229150985
ACH-000021,0.07467348690588431
ACH-000022,0.07775765681470086
ACH-000025,0.1736625529981304
ACH-000028,-0.0027958111988372514
ACH-000030,0.10346755311745556
ACH-000035,0.1805555790090655
ACH-000036,0.09091408855667936
ACH-000037,0.07292501965052503
ACH-000039,0.04067275265312217
ACH-000040,0.04393746584342095
ACH-000041,0.08351109824004305
ACH-000042,0.04092146505133843
ACH-000045,0.05392007468017874
ACH-000047,0.13736619588382254
ACH-000052,0.1881010726137225
ACH-000053,0.0541299372526451
ACH-000054,0.04164086516318336
ACH-000055,0.1897846186116419
ACH-000060,0.028078277450388395
ACH-000067,0.047599395062162125
ACH-000070,0.09668161876800783
ACH-000075,0.02550794558392027
ACH-000078,0.06399306325179001
ACH-000082,-0.012402341219845304
ACH-000085,0.0601946082798608
ACH-000086,0.12234096952579107
ACH-000087,0.2721644123079869
ACH-000092,0.15487897367015727
ACH-000095,0.0036260100221537947
ACH-000097,0.04573134314206916
ACH-000098,0.07915457198752449
ACH-000099,0.10044034053815927
ACH-000108,0.11861310881075746
ACH-000113,-0.023730031338176208
ACH-000116,0.105749653035504
ACH-000118,0.2580574600459896
ACH-000120,0.2086708948650138
ACH-000123,0.06356457562190097
ACH-000127,0.06039772197062286
ACH-000128,-0.1200220566171228
ACH-000132,0.09730519961261667
ACH-000133,0.06418352955381004
ACH-000137,0.07645543757277239
ACH-000138,0.12687881054829545
ACH-000142,0.11306079057515896
ACH-000143,0.16680726513142438
ACH-000146,0.01980882751309614
ACH-000148,0.15802739554957893
ACH-000150,0.10522284160657792
ACH-000152,9.573744996773596e-05
ACH-000153,0.07723144929765917
ACH-000159,0.030513011529993625
ACH-000160,0.11458702617100905
ACH-000163,0.19889586667278208
ACH-000167,0.13846628468635067
ACH-000168,0.02000689616413429
ACH-000169,-0.010360734855671504
ACH-000178,0.13953019893054594
ACH-000183,0.07865509567475143
ACH-000188,0.031678373570774916
ACH-000189,0.11928301198829053
ACH-000190,0.08059013155319758
ACH-000198,0.0326936896904926
