,TEX14 (56155)
ACH-000004,-0.09750690436734663
ACH-000005,-0.33905377828107697
ACH-000007,0.009011819551063636
ACH-000009,-0.08941573512979886
ACH-000011,-0.2101676084961604
ACH-000012,-0.24260991905278304
ACH-000013,-0.05950179809804265
ACH-000014,-0.09355871780228776
ACH-000015,-0.07935784156207691
ACH-000017,-0.17110419079241695
ACH-000018,0.05446201097711701
ACH-000019,-0.64520744387112
ACH-000021,0.0313937257803934
ACH-000022,-0.09112252897341147
ACH-000025,-0.017765337055148427
ACH-000028,-0.5370156618147303
ACH-000030,-0.14684442886589175
ACH-000035,-0.1610660124936648
ACH-000036,-0.2545608159458361
ACH-000037,-0.005125619829600722
ACH-000039,-0.2386255796081525
ACH-000040,-0.22465326515889966
ACH-000041,-0.26990176112400793
ACH-000042,-0.10655579039295428
ACH-000045,-0.1333285254183542
ACH-000047,-0.05217780074684279
ACH-000052,-0.08972092989483085
ACH-000053,-0.15933397178692246
ACH-000054,-0.19105663288643107
ACH-000055,-0.4726500936226086
ACH-000060,-0.0779468447264482
ACH-000067,-0.08919458223967602
ACH-000070,0.07471412006761778
ACH-000075,0.12533341783700935
ACH-000078,-0.2175929271509812
ACH-000082,-0.20405476515662632
ACH-000085,-0.023328792703433302
ACH-000086,-0.04862740343645623
ACH-000087,-0.08510300110770384
ACH-000092,0.002268600242633645
ACH-000095,-0.15744592098410426
ACH-000097,-0.015141913421804966
ACH-000098,-0.16156803876132528
ACH-000099,-0.1300277017640643
ACH-000108,0.036217645900813056
ACH-000113,-0.06774199810457608
ACH-000116,-0.13798953349720286
ACH-000118,-0.06204132714453819
ACH-000120,-0.2381901620788779
ACH-000123,-0.17411877781650095
ACH-000127,-0.10987713696226566
ACH-000128,-0.04092471235750443
ACH-000132,-0.2270535614888504
ACH-000133,-0.0020108031354646077
ACH-000137,-0.005561439688086001
ACH-000138,-0.09256891273038297
ACH-000142,-0.13392569624716993
ACH-000143,0.07030524805689217
ACH-000146,-0.13813110972239614
ACH-000148,-0.15081168230625686
ACH-000150,-0.07006241004417321
ACH-000152,-0.2335616993420805
ACH-000153,-0.3122957964491105
ACH-000159,-0.12924142430369026
ACH-000160,-0.18258947778839746
ACH-000163,-0.1831761293971853
ACH-000167,-0.2932537101580215
ACH-000168,-0.1254848434861975
ACH-000169,-0.011442392816735977
ACH-000178,-0.0628691162945996
ACH-000183,0.013760453625597534
ACH-000188,-0.09085494882506684
ACH-000189,-0.2352013672906301
ACH-000190,-0.24204422488002736
ACH-000198,-0.2038256540231097
ACH-000203,-0.14998045299601642
ACH-000204,-0.03922995417249701
ACH-000206,0.002289669562735352
ACH-000207,-0.03627531802658989
ACH-000208,-0.1608116959221451
ACH-000210,-0.1689102549157569
ACH-000211,-0.05702099172544686
ACH-000215,-0.1937900758329872
ACH-000221,-0.09294783787211902
ACH-000222,-0.03569762974559774
ACH-000223,-0.050699170609229814
ACH-000226,-0.2598990022560011
ACH-000227,-0.27925069105032874
ACH-000228,-0.20223511450389225
ACH-000231,-0.1610461447930408
ACH-000232,-0.18736045085576436
ACH-000233,-0.1269100341916579
ACH-000234,-0.12910040172890247
ACH-000235,-0.06536063113153616
ACH-000237,-0.09050066301644404
ACH-000238,-0.2350096994731286
ACH-000242,0.19929309714149754
ACH-000243,-0.12616182664597472
ACH-000244,-0.20683449002414453
ACH-000246,-0.008519716513011947
ACH-000248,-0.28553635092857543
ACH-000250,-0.12109559832782645
ACH-000251,0.12209866053717795
ACH-000252,-0.1217728961051053
ACH-000253,-0.1698820667345752
ACH-000255,-0.09945196666460816
ACH-000256,-0.1347906882674142
ACH-000257,-0.04901270899879564
ACH-000258,-0.11882057347272802
ACH-000259,0.025958770665991032
ACH-000260,-0.13322352113635375
ACH-000261,-0.12865659085153985
ACH-000262,-0.3356488728043571
ACH-000263,-0.3497573849081102
ACH-000264,-0.1845532727901765
ACH-000265,0.008047150024591363
ACH-000266,-0.037554145095947226
ACH-000272,-0.17037778469072776
ACH-000274,-0.2884863348733389
ACH-000277,-0.09214723905824422
ACH-000278,-0.022673144160421963
ACH-000279,-0.1338213749770605
ACH-000280,-0.07784287296912322
ACH-000281,-0.08461691470741667
ACH-000288,-0.13216600646671425
