,CYB5B (80777)
ACH-000004,-0.7817353062080967
ACH-000005,-0.8631616030855337
ACH-000007,0.0732313328823626
ACH-000009,-0.4967638083922396
ACH-000011,-0.15406811390241087
ACH-000012,-0.2770393242590333
ACH-000013,-0.15125059072320415
ACH-000014,-0.6327292021486975
ACH-000015,-0.05264210772171258
ACH-000017,-0.07711097135494628
ACH-000018,-0.7590177071065465
ACH-000019,-0.1666211369274342
ACH-000021,-0.17073722697203084
ACH-000022,-0.015738917479057597
ACH-000025,-0.4017923803026209
ACH-000028,0.06754545765946521
ACH-000030,-0.03895837394271065
ACH-000035,-0.2163032658884019
ACH-000036,-0.22410927849476925
ACH-000037,-0.33404206196074154
ACH-000039,-0.10073993807020944
ACH-000040,-0.9752729133148786
ACH-000041,0.10713388708924952
ACH-000042,-0.1887969596758365
ACH-000045,-0.7980254857991371
ACH-000047,-0.4786588274282642
ACH-000052,-0.16186612204891873
ACH-000053,-0.2789467448902869
ACH-000054,-0.4300503516250101
ACH-000055,-0.14202103780382452
ACH-000060,0.020075778031595125
ACH-000067,-0.12819216648450746
ACH-000070,-0.5569018950696263
ACH-000075,-0.15197939269202468
ACH-000078,-0.02652290059501665
ACH-000082,-0.04529264404970885
ACH-000085,-0.4413616330198996
ACH-000086,-0.3410763546903562
ACH-000087,-0.07775913189236823
ACH-000092,-0.3275190919831149
ACH-000095,0.1390610129338834
ACH-000097,-0.06304064300535582
ACH-000098,-0.9055530939137948
ACH-000099,-0.032847150317890365
ACH-000108,-0.23587434760063986
ACH-000113,-0.35317248300106885
ACH-000116,-0.05087272742574689
ACH-000118,-0.48653762505719805
ACH-000120,-0.06853507222763422
ACH-000123,0.03967188600038754
ACH-000127,-1.0779417836998275
ACH-000128,-0.1859177101666644
ACH-000132,-0.19505946210851896
ACH-000133,-0.17774670805576576
ACH-000137,0.07773385264380216
ACH-000138,-0.2827707441072491
ACH-000142,-0.2505678985240728
ACH-000143,-0.43836643948218
ACH-000146,-0.5364584688751299
ACH-000148,-0.07411150447085882
ACH-000150,-0.2464174415203555
ACH-000152,-0.03418431309600542
ACH-000153,-0.6607960966577957
ACH-000159,-0.06145764869666466
ACH-000160,-0.13399168491053487
ACH-000163,-0.2270440698119646
ACH-000167,-0.11636936556005112
ACH-000168,-0.6170358714158369
ACH-000169,-0.8783327411971247
ACH-000178,-0.4281002322059108
ACH-000183,-0.18265850044482415
ACH-000188,-0.3057572238092201
ACH-000189,-0.08838845059779489
ACH-000190,-0.7226604380101991
ACH-000198,-0.6346714880997499
ACH-000203,-0.03352447595215173
ACH-000204,0.04904347226374118
ACH-000206,-0.4717477359421183
ACH-000207,-0.2918185814799417
ACH-000208,-0.4911671059839965
ACH-000210,-0.11471850833931793
ACH-000211,-0.04681764218017033
ACH-000215,-0.0152259201100237
ACH-000221,-0.0839479439143885
ACH-000222,-0.21242095943026865
ACH-000223,-0.19480831607370908
ACH-000226,-0.3394925386491108
ACH-000227,-0.319394386353174
ACH-000228,0.04042415550386634
ACH-000231,-0.15534373781094468
ACH-000232,-0.6762091151058911
ACH-000233,-1.0334997843910785
ACH-000234,-0.1903366596033348
ACH-000235,-0.13556812090413567
ACH-000237,-0.12053523755767515
ACH-000238,-0.11299804768528432
ACH-000242,-0.09335018847862628
ACH-000243,-0.19916690372511656
ACH-000244,-0.25276118607719394
ACH-000246,0.033787722707850285
ACH-000248,-0.15720596495085667
ACH-000250,-0.5925516799463536
ACH-000251,-0.6019163324899898
ACH-000252,-0.047512618001450416
ACH-000253,-0.11399705617982313
ACH-000255,-0.06801113659956247
ACH-000256,0.024835707463386533
ACH-000257,-0.14780364129788706
ACH-000258,-0.10589503466262412
ACH-000259,0.0017916033261907828
ACH-000260,0.056991963323763266
ACH-000261,-0.1012498830791237
ACH-000262,-0.7650876140848927
ACH-000263,-0.31563176161137746
ACH-000264,-0.0908459383573192
ACH-000265,-0.2300414073212081
ACH-000266,-0.2275586496969997
ACH-000272,-0.1827293937695515
ACH-000274,-0.03559883348754516
ACH-000277,-0.06557604123730525
ACH-000278,-0.0434489789396466
ACH-000279,0.0014303799297126726
ACH-000280,-0.15336426284688542
ACH-000281,-0.2645173139025615
ACH-000288,-0.134739583225262
ACH-000291,0.0018879880316112867
ACH-000293,-0.08424456638090598
ACH-000294,-1.2369557075568045
ACH-000295,-0.6171904250762741
ACH-000296,0.08164258048204327
ACH-000302,0.014802172489722012
ACH-000304,-0.3533918412494474
ACH-000307,-0.3484337931419028
ACH-000308,-0.061116776917396164
ACH-000310,-0.028705502986160033
ACH-000311,-0.17561764253132606
ACH-000312,-0.034791756899821766
ACH-000315,-0.5262683093960138
ACH-000316,-0.2583547902082195
ACH-000317,-0.09256758510419344
ACH-000318,-0.04033861303566803
ACH-000319,-0.031805375667428415
ACH-000320,-0.5458115585070754
ACH-000322,-0.2811736756232066
ACH-000323,0.027973693873236786
ACH-000324,-0.5747875970960102
ACH-000329,-0.04239159295252202
ACH-000330,-0.10010142140985444
ACH-000331,-0.18474188199199448
ACH-000332,-0.18789018958048734
ACH-000334,-0.30965583894404203
ACH-000335,-0.6554756224331881
ACH-000336,-0.24879230610058944
ACH-000337,-1.1323715646941035
ACH-000338,-0.21212635902715435
ACH-000339,-0.17561712214748218
ACH-000341,-0.16727506901819508
ACH-000348,-0.2100865267721876
ACH-000350,-0.10041587594935006
ACH-000352,-0.21979976455369446
ACH-000356,-0.02122782387893873
ACH-000361,-0.9185324757925519
ACH-000362,-0.9490566550858316
ACH-000363,-0.054345563586233006
ACH-000364,-0.05980066653547945
ACH-000365,-0.08833245251754585
ACH-000366,-0.1504461790462211
ACH-000368,-0.03107056373089468
ACH-000374,0.04882603333879197
ACH-000375,-0.5494720651242004
ACH-000376,-0.8772560477849416
ACH-000381,-0.11048221965947716
ACH-000383,-0.16626542420049312
ACH-000387,-0.3964065834646399
ACH-000389,-0.7871182727919241
ACH-000390,-0.41160433597950347
ACH-000393,-0.07608999713156353
ACH-000395,-0.8083540543406635
ACH-000396,-0.048989046423095865
ACH-000397,-0.046245155097291255
ACH-000401,-0.17428410190574367
ACH-000402,-0.7607449584893998
ACH-000403,-0.4054565786857391
ACH-000404,-0.958884088522796
ACH-000406,-0.31140132407545457
ACH-000407,-0.5102342918390687
ACH-000408,-0.788859273696916
ACH-000410,-0.17879746413078745
ACH-000411,-0.44060700491398624
ACH-000414,0.020280535845295527
ACH-000415,-0.18060926483258388
ACH-000416,-0.1763554431560223
ACH-000420,-0.05149581044217664
ACH-000421,-0.050636002714239285
ACH-000424,-0.4260550310864563
ACH-000425,-0.3845128112284737
ACH-000426,-0.07105649520092379
ACH-000427,-0.13279878175466578
ACH-000433,-0.06217169442736047
ACH-000435,-0.33686310115359364
ACH-000436,-0.2104765151934401
ACH-000444,-0.4176966425078325
ACH-000445,-0.2656689946715625
ACH-000448,-0.0474336151498686
ACH-000450,-0.4568711430449503
ACH-000452,-0.11529719113708525
ACH-000454,-0.4413574925532136
ACH-000458,-0.14539783083225816
ACH-000459,-0.3433536906596461
ACH-000460,-0.5947094768551503
ACH-000461,-0.28924863369124426
ACH-000463,-0.22378908209764026
ACH-000464,-0.2321026762253393
ACH-000466,-0.09191014849015572
ACH-000467,-0.18464075307026726
ACH-000468,-0.2245061449896064
ACH-000469,-0.13037300236478006
ACH-000470,0.006823965214286091
ACH-000471,-0.4913557513366629
ACH-000472,-0.2181475581271832
ACH-000473,-0.057969442002459286
ACH-000475,-0.1047171073959029
ACH-000476,-0.05489836014233452
ACH-000477,-0.01759187530978054
ACH-000479,-0.1670686404812529
ACH-000480,-0.2450421992034145
ACH-000481,-0.0839245101644394
ACH-000483,-0.014999146443859947
ACH-000484,-0.08912565242600609
ACH-000485,-0.006928867352346541
ACH-000486,-0.04256054999812816
ACH-000487,0.054665837132032234
ACH-000488,-0.6523580938374831
ACH-000490,-0.10193491486466537
ACH-000491,-0.09449155288650772
ACH-000495,-0.09002676888984598
ACH-000496,-0.3683146714547503
ACH-000499,-0.5687958418443149
ACH-000500,-0.14162939504578864
ACH-000502,-0.2138410679779337
ACH-000503,-0.18750296210431025
ACH-000505,-0.21789767194466952
ACH-000507,-0.6411357070001884
ACH-000510,-0.5447627167306255
ACH-000511,-0.16932797594545018
ACH-000512,-0.7147044485674202
ACH-000516,-0.15259780414453722
ACH-000517,-0.10453188074306358
ACH-000518,-0.6561736083713315
ACH-000520,-0.1688238447181682
ACH-000521,-0.017803430508055322
ACH-000522,-0.41121946891496297
ACH-000524,0.0421246952057573
ACH-000527,-0.03370215060145768
ACH-000528,0.017205035654220473
ACH-000537,-0.014725626394650469
ACH-000541,-0.1707392799461935
ACH-000542,-1.0169476453378337
ACH-000544,-0.3326920840738402
ACH-000545,-0.7753741891240782
ACH-000547,-0.2576370211477295
ACH-000548,-0.4333165938040632
ACH-000549,-0.9534424568801771
ACH-000550,-0.2862387300705682
ACH-000552,-0.021943344606878308
ACH-000556,-0.052643156884451626
ACH-000557,-0.2417350529807734
ACH-000569,0.033173230575825684
ACH-000570,-0.5207315336568776
ACH-000571,-0.1586736144754867
ACH-000573,-0.27048622175476955
ACH-000576,-0.09651257347251617
ACH-000579,-0.6786004656072268
ACH-000580,-0.2269062231521402
ACH-000584,-0.09864412442508763
ACH-000585,-0.10150249668487074
ACH-000588,-0.1402369042705935
ACH-000589,-0.3214478992259341
ACH-000591,-0.07090973528994939
ACH-000593,-0.2766705047419773
ACH-000600,-0.11244060123173567
ACH-000601,-0.5836050944290765
ACH-000605,-0.125024566281527
ACH-000606,-0.4656815949987682
ACH-000608,-0.2258314695289344
ACH-000614,-0.3807853935264532
ACH-000616,-0.4194521068230958
ACH-000618,-1.0477226317231838
ACH-000619,-0.894795280316184
ACH-000620,-0.2639666370721249
ACH-000621,-0.16249207251069894
ACH-000622,-0.19416382512065844
ACH-000623,-0.07126812639112094
ACH-000624,-0.5143084108849112
ACH-000627,-0.4569069879803195
ACH-000630,-0.42842406487357904
ACH-000631,-0.1268888380862668
ACH-000632,-0.14648499339200582
ACH-000633,0.05699210374626161
ACH-000637,-0.2092166828760358
ACH-000638,0.04730412881513665
ACH-000646,-0.1190809606125378
ACH-000647,-0.5102250269247902
ACH-000648,-0.28175154424044546
ACH-000649,-0.7158354312673341
ACH-000651,-0.4136495052862463
ACH-000652,-0.21737838272570287
ACH-000653,-0.142106921026154
ACH-000657,-0.4202166431715897
ACH-000658,-0.4232997672192301
ACH-000661,-0.054826897784467414
ACH-000662,0.12607095713409147
ACH-000663,-0.33032571280657264
ACH-000665,0.04752538547290932
ACH-000671,0.025947157729557892
ACH-000672,-0.12395638169129805
ACH-000673,-0.12332418265444052
ACH-000676,-0.03208037822095457
ACH-000677,-0.17646383137605884
ACH-000681,-0.05884607920051362
ACH-000683,-0.13983929812086368
ACH-000684,-0.6110092607990324
ACH-000688,-0.17905237717718742
ACH-000693,0.0020117931859930448
