,CAMLG (819)
ACH-000159,-0.4812143135406083
ACH-000160,-0.3752581879380196
ACH-000163,-0.5734936237133591
ACH-000167,-0.43778470524670815
ACH-000168,-0.5241203004440887
ACH-000169,-0.4669815074851534
ACH-000178,-0.4651520911115753
ACH-000183,-0.4638166862566854
ACH-000188,-0.3048426409101848
ACH-000189,-0.5787975204668295
ACH-000190,-0.4934992421043731
ACH-000198,-0.4484301656605481
ACH-000203,-0.5407506274790301
ACH-000204,-0.3971052648216099
ACH-000206,-0.435536098121896
ACH-000207,-0.3261408076538239
ACH-000208,-0.308268441417543
ACH-000210,-0.270186981129884
ACH-000211,-0.32423789508739703
ACH-000215,-0.2586948010301598
ACH-000221,-0.18357761792390345
ACH-000222,-0.4011780894134758
ACH-000223,-0.4584615547420413
ACH-000226,-0.37533372768965584
ACH-000227,-0.18395651858514586
ACH-000228,-0.5047362952425474
ACH-000231,-0.4187202424249835
ACH-000232,-0.3190100147109039
ACH-000233,-0.5110896037616824
ACH-000234,-0.4781114619877957
ACH-000235,-0.5392945267837815
ACH-000237,-0.2629325524733025
ACH-000238,-0.4357723777362365
ACH-000242,-0.5803001553408651
ACH-000243,-0.528814922766817
ACH-000244,-0.4222298233242395
ACH-000246,-0.4546758995234597
ACH-000248,-0.7216701384026067
ACH-000250,-0.5027722464824367
ACH-000251,-0.4849083025258076
ACH-000252,-0.22249963326092145
ACH-000253,-0.43138872150966745
ACH-000255,-0.28453195799479125
ACH-000256,-0.2245426153313488
ACH-000257,-0.4476290509143077
ACH-000258,-0.33368312206906264
ACH-000259,-0.40880374137334397
ACH-000260,-0.31969099821734903
ACH-000261,-0.3710820803799996
ACH-000262,-0.22800675219667665
ACH-000263,-0.3476316468517848
ACH-000264,-0.4894317708973634
ACH-000265,-0.26453140826947474
ACH-000266,-0.3253139127073061
ACH-000272,-0.4187592706700364
ACH-000274,-0.2326387522376502
ACH-000277,-0.5656998835730822
ACH-000278,-0.535642881253311
ACH-000279,-0.4919635307703741
ACH-000280,-0.3293925783628934
ACH-000281,-0.3860733031025195
ACH-000288,-0.33934865549322196
ACH-000291,-0.3001826171031587
ACH-000293,-0.3313591528513889
ACH-000294,-0.404057020471258
ACH-000295,-0.6726302642939124
ACH-000296,-0.5449504710223585
ACH-000302,-0.3049034097951716
ACH-000304,-0.3738266702663974
ACH-000307,-0.5311508501161969
ACH-000308,-0.2606191764351949
ACH-000310,-0.22150173429298575
ACH-000311,-0.3668223417406464
ACH-000312,-0.29542848431837226
ACH-000315,-0.42710634624014215
ACH-000316,-0.3630714255161009
ACH-000317,-0.41904935885686206
ACH-000318,-0.4507581553487439
ACH-000319,-0.2970142441736865
ACH-000320,-0.5615071660298643
ACH-000322,-0.5472918531793705
ACH-000323,-0.3654430982670005
ACH-000324,-0.5183830918433284
ACH-000329,-0.3536634966832207
ACH-000330,-0.6317079120768447
ACH-000331,-0.6746260426816991
ACH-000332,-0.4009240154053468
ACH-000334,-0.3159529929032758
ACH-000335,-0.5322036018393903
ACH-000336,-0.4621460601294244
ACH-000337,-0.3480077857004797
ACH-000338,-0.6796957253931465
ACH-000339,-0.3405346580370551
ACH-000341,-0.4689747071481775
ACH-000348,-0.32296159595477786
ACH-000350,-0.6223963532362318
ACH-000352,-0.3980594609007801
ACH-000356,-0.3794001030953695
ACH-000361,-0.5368273582332009
ACH-000362,-0.508863393350509
ACH-000363,-0.28778756031915137
ACH-000364,-0.5604201714088162
ACH-000365,-0.5069086333410512
ACH-000366,-0.31734187491721283
ACH-000368,-0.7967784774965707
ACH-000374,-0.16694635748923362
ACH-000375,-0.3742068354533128
ACH-000376,-0.5568054276708339
ACH-000381,-0.6511609579913948
ACH-000383,-0.3123513678294659
ACH-000387,-0.5474158011954497
ACH-000389,-0.5556594015953231
ACH-000390,-0.4604792285233445
ACH-000393,-0.3071971883647845
ACH-000395,-0.3969855475541241
ACH-000396,-0.28017006430138075
ACH-000397,-0.2835221277410813
ACH-000401,-0.8700763606088218
ACH-000402,-0.2634255993162003
ACH-000403,-0.5070044874138927
ACH-000404,-0.499227867522087
ACH-000406,-0.5836701007301708
ACH-000407,-0.4738861089453544
ACH-000408,-0.5774587570010707
ACH-000410,-0.3608909957133452
ACH-000411,-0.5801970585744392
ACH-000414,-0.25140571366017084
ACH-000415,-0.453930146445056
ACH-000416,-0.3271108796190645
ACH-000420,-0.2636866999203673
ACH-000421,-0.3484276526214111
ACH-000424,-0.7491634123380121
ACH-000425,-0.6529783880194879
ACH-000426,-0.3324132853450398
ACH-000427,-0.7696469409513278
ACH-000433,-0.4860175377537199
ACH-000435,-0.0853798004806471
ACH-000436,-0.3939027061302691
ACH-000444,-0.5354615301799263
ACH-000445,-0.5649354901484676
ACH-000448,-0.35362327850597297
ACH-000450,-0.7029687811027256
ACH-000452,-0.3279424695616069
ACH-000454,-0.4207413130232187
ACH-000458,-0.2078014457373596
ACH-000459,-0.3831305560849853
ACH-000460,-0.3447074117351653
ACH-000461,-0.4613344687632683
ACH-000463,-0.43014251548479787
ACH-000464,-0.6331882596432304
ACH-000466,-0.4363322648742599
ACH-000467,-0.3069960875971429
ACH-000468,-0.309323509347273
ACH-000469,-0.4476454613404441
ACH-000470,-0.6085216883940957
ACH-000471,-0.504890091358348
ACH-000472,-0.3661448249168597
ACH-000473,-0.6894184020432952
ACH-000475,-0.3608758025838197
ACH-000476,-0.4726338867605825
ACH-000477,-0.5112856390707825
ACH-000479,-0.3983989905670069
ACH-000480,-0.6220955865582358
ACH-000481,-0.4097820180877829
ACH-000483,-0.29837360337885005
ACH-000484,-0.6297925556121844
ACH-000485,-0.21492221228817926
ACH-000486,-0.4980099037918645
ACH-000487,-0.3340583030851886
ACH-000488,-0.4654516370527975
ACH-000490,-0.41177555524597065
ACH-000491,-0.5670247984550748
ACH-000495,-0.3817849390124394
ACH-000496,-0.37450001556306095
ACH-000499,-0.42338014147457775
ACH-000500,-0.07558725103175074
ACH-000502,-0.2309174861535642
ACH-000503,-0.5749194664361094
ACH-000505,-0.2476952396756137
ACH-000507,-0.3712606946384998
ACH-000510,-0.4295493128850926
ACH-000511,-0.24120370236118105
ACH-000512,-0.4021820552701593
ACH-000516,-0.17985364277310156
ACH-000517,-0.3902514387627176
ACH-000518,-0.3047723380478015
ACH-000520,-0.3819999903385838
ACH-000521,-0.567882095112778
ACH-000522,-0.34701711032357
ACH-000524,-0.2047790101331752
ACH-000527,-0.6474629326169637
ACH-000528,-0.6422683245521782
ACH-000537,-0.847655352997765
ACH-000541,-0.6772645422933861
ACH-000542,-0.2265663560905685
ACH-000544,-0.3473994155331868
ACH-000545,-0.4119529776904289
ACH-000547,-0.4873709543544504
ACH-000548,-0.3967902146760856
ACH-000549,-0.4470177912277233
ACH-000550,-0.33622300081171064
ACH-000552,-0.48423955294960797
ACH-000556,-0.12788072010271787
ACH-000557,-0.5614188699864338
ACH-000569,-0.491627194376206
ACH-000570,-0.4074905990760658
ACH-000571,-0.2369254430766
ACH-000573,-0.7347964043179591
ACH-000576,-0.28040433950353083
ACH-000579,-0.4201663064407224
ACH-000580,-0.32922931799806393
ACH-000584,-0.5573631204221388
ACH-000585,-0.4522669565175066
ACH-000588,-0.2586075278607685
ACH-000589,-0.15467832613586496
ACH-000591,-0.3526489457168571
ACH-000593,-0.3592305491454121
ACH-000600,-0.5167603283666905
ACH-000601,-0.2710889703841051
ACH-000605,-0.344223326877349
ACH-000606,-0.5843493336827825
ACH-000608,-0.6001913548816924
ACH-000614,-0.3601441616728493
ACH-000616,-0.3288096609406012
ACH-000618,-0.6887765429100459
ACH-000619,-0.20645726179528126
ACH-000620,-0.4725174972111005
ACH-000621,-0.04946811379867351
ACH-000622,-0.7244058381583027
ACH-000623,-0.3239311251977136
ACH-000624,-0.4370931320490881
ACH-000627,-0.3031019840434212
ACH-000630,-0.5073603642116701
ACH-000631,-0.31876488611307746
ACH-000632,-0.35358210510962546
ACH-000633,-0.2800587272509464
ACH-000637,-0.435032228455869
ACH-000638,-0.3978216405845699
ACH-000646,-0.6999142016074074
ACH-000647,-0.5562236987857895
ACH-000648,-0.3754623805963097
ACH-000649,-0.4886388242531082
ACH-000651,-0.3449863988386445
ACH-000652,-0.2973929749221637
ACH-000653,-0.4848983762749821
ACH-000657,-0.37785740691777536
ACH-000658,-0.5065279334563789
ACH-000661,-0.5547329339000846
ACH-000662,-0.6123148405921245
ACH-000663,-0.22534145411038056
ACH-000665,-0.3433887944982313
ACH-000671,-0.5948618364022138
ACH-000672,-0.09042542673409114
ACH-000673,-0.4658087059903294
ACH-000676,-0.2702018279270386
ACH-000677,-0.3997786137887188
ACH-000681,-0.2941781251509449
ACH-000683,-0.5115307312447203
ACH-000684,-0.5412748280871909
ACH-000688,-0.2519471271027917
ACH-000693,-0.5836311365217339
ACH-000694,-0.4019110528377573
ACH-000695,-0.27004490645147705
ACH-000696,-0.20341197566008595
ACH-000697,-0.4944543981100023
ACH-000699,-0.4283960515729975
ACH-000701,-0.3560432939281732
ACH-000706,-0.4428369556297154
ACH-000711,-0.5247917279346347
ACH-000713,-0.3843893649302226
ACH-000714,-0.42665999683979977
ACH-000718,-0.5660506186668981
ACH-000720,-0.4137882443749283
ACH-000721,-0.3876621063159952
ACH-000724,-0.4602348695379829
ACH-000725,-0.4044290604869102
ACH-000732,-0.5773808567317283
ACH-000734,-0.2069133026171429
ACH-000735,-0.4309969864856236
ACH-000736,-0.3884687984602013
ACH-000738,-0.4030213137582586
ACH-000746,-0.6729350633482258
ACH-000747,-0.600466188194465
ACH-000748,-0.19252669466906766
ACH-000753,-0.4398814582728657
ACH-000756,-0.2355739203309757
ACH-000757,-0.2444778975381705
ACH-000758,-0.4722244972669239
ACH-000760,-0.5056733667567708
ACH-000762,-0.3724041550227808
ACH-000763,-0.2917863621414957
ACH-000764,-0.030915768400532107
ACH-000765,-0.24982776002096035
ACH-000766,-0.40886013615894135
ACH-000767,-0.23212702819035916
ACH-000768,-0.3300621715076767
ACH-000769,-0.4630063199100552
ACH-000770,-0.3553241785536704
ACH-000771,-0.5120674443334173
ACH-000773,-0.25917571835620745
ACH-000776,-0.2583605461413604
ACH-000777,-0.3474148456398706
ACH-000778,-0.3510051227755216
ACH-000781,-0.5334900448031469
ACH-000782,-0.447048766946026
ACH-000783,-0.2118988149653712
ACH-000784,-0.4384249665667909
ACH-000785,-0.5026486080522367
ACH-000787,-0.4028832295344714
ACH-000788,-0.4280282391807104
ACH-000791,-0.4217494322756123
ACH-000792,-0.3113230945013034
ACH-000794,-0.4849653131296935
ACH-000796,-0.559115428752052
ACH-000798,-0.3928664131462529
ACH-000799,-0.3287641251951066
ACH-000800,-0.4421337704867353
ACH-000802,-0.5939924169597162
ACH-000804,-0.27732347805733304
ACH-000805,-0.4356466130315664
ACH-000809,-0.2988452599588012
ACH-000810,-0.19468195964083493
ACH-000811,-0.21886641994606496
ACH-000817,-0.24418916488106976
ACH-000819,-0.4429070004799557
ACH-000820,-0.2435478663080636
ACH-000821,-0.5748407582868682
ACH-000822,-0.2866869203963174
ACH-000823,-0.4054980335253268
ACH-000824,-0.4119151499038512
ACH-000827,-0.5782688592549374
ACH-000829,-0.33792620668558304
ACH-000831,-0.248416699215512
ACH-000832,-0.5282380010501345
ACH-000833,-0.2569560402289057
ACH-000834,-0.3475791562451629
ACH-000835,-0.10812776569069164
ACH-000836,-0.3786093719627012
ACH-000837,-0.6357323924215926
ACH-000838,-0.5071790732491774
ACH-000839,-0.3888986679362789
ACH-000840,-0.3950744948474325
ACH-000841,-0.4007770393048924
ACH-000843,-0.4126129859453056
ACH-000846,-0.4885172174899014
ACH-000847,-0.4676085171632798
ACH-000848,-0.4647085724155765
ACH-000849,-0.3650386022724437
ACH-000851,-0.4460119554303038
ACH-000855,-0.40756958492010703
ACH-000856,-0.2891255720556471
ACH-000858,-0.7198800124282724
ACH-000859,-0.4833295325130018
ACH-000861,-0.3939707701746284
ACH-000862,-0.34977028205230376
ACH-000865,-0.4372172915772011
ACH-000866,-0.4024698451359547
ACH-000867,-0.2837563557046301
ACH-000869,-0.5010725038972876
ACH-000872,-0.3277504233266677
ACH-000873,-0.5605660493978888
ACH-000876,-0.3149383075914326
ACH-000878,-0.4051735788559615
ACH-000880,-0.4201929516965339
ACH-000881,-0.4554489468732105
ACH-000882,-0.3862793530987209
ACH-000884,-0.4796524757945776
ACH-000885,-0.31983313920510936
ACH-000887,-0.5664581117076514
ACH-000889,-0.35690621644426523
ACH-000896,-0.6990811514211323
ACH-000898,-0.7595109011328639
ACH-000900,-0.4048421341482866
ACH-000901,-0.2717418943719791
ACH-000905,-0.4720773706823681
ACH-000906,-0.1441789670601759
ACH-000907,-0.4589076771348733
ACH-000910,-0.419123268533164
ACH-000911,-0.2296268319673549
ACH-000912,-0.4443352263840432
ACH-000913,-0.3655098768352704
ACH-000915,-0.4394706173784766
ACH-000916,-0.4831465178332663
ACH-000917,-0.5708637752964363
ACH-000920,-0.4839375149806349
ACH-000921,-0.5480668763369642
ACH-000924,-0.399653249813714
ACH-000926,-0.5122427719499748
ACH-000928,-0.2453457051362541
ACH-000929,-0.3265071618217139
ACH-000932,-0.3758070521806585
ACH-000935,-0.5295479939711769
ACH-000936,-0.4618023159228416
ACH-000937,-0.3165447796935827
ACH-000938,-0.3075414155524894
ACH-000939,-0.1149608365951364
ACH-000941,-0.5829972337411732
ACH-000943,-0.6908519449713321
ACH-000946,-0.2935149208162405
ACH-000947,-0.5389370322569004
ACH-000948,-0.4062841241959706
ACH-000950,-0.19740029342380688
ACH-000953,-0.1725320212865704
ACH-000954,-0.7768640697359857
ACH-000957,-0.1797715109508559
ACH-000958,-0.5095458280217268
ACH-000960,-0.3033795697317843
ACH-000963,-0.2311400214541116
ACH-000968,-0.5210171707684708
ACH-000969,-0.2994218535262926
ACH-000972,-0.31478687781897524
ACH-000973,-0.29701915266799955
ACH-000974,-0.2700451798327361
ACH-000978,-0.5293816666706743
ACH-000984,-0.34389842949713045
ACH-000986,-0.3287969677275355
ACH-000988,-0.1834021752416247
ACH-000993,-0.6708489313135404
ACH-000994,-0.2851184742011163
ACH-000996,-0.5133177670122993
ACH-001001,-0.20691396957423788
ACH-001020,-0.4243575333258102
ACH-001028,-0.31272057187513275
ACH-001031,-0.5356771158096569
ACH-001038,-0.5411281805054959
ACH-001048,-0.4523600141913787
ACH-001050,-0.4348616855562785
ACH-001053,-0.560615816306891
ACH-001054,-0.6839690159378776
ACH-001061,-0.6060375237316529
ACH-001067,-0.5994745212546871
ACH-001075,-0.35091074273511996
ACH-001096,-0.4181251094355848
ACH-001111,-0.25978800797119184
ACH-001119,-0.7633838940461368
ACH-001128,-0.3312514523814228
ACH-001134,-0.6208941031225678
ACH-001151,-0.35253041665393897
ACH-001163,-0.3808997184989069
ACH-001164,-0.4503390925430354
ACH-001183,-0.508843639083723
ACH-001192,-0.3572603606363629
ACH-001193,-0.4227746000880133
ACH-001196,-0.5490989230156703
ACH-001197,-0.33146239545636685
ACH-001205,-0.3682546181691437
ACH-001211,-0.2840470172688229
ACH-001212,-0.18327458338873154
ACH-001228,-0.454090585227796
ACH-001232,-0.624639226650251
ACH-001239,-0.29068336033352954
ACH-001270,-0.2287921552067737
ACH-001274,-0.402517065199644
ACH-001275,-0.4056751170551692
ACH-001277,-0.5833655921140478
ACH-001278,-0.6520402090812099
ACH-001280,-0.3655920399468289
ACH-001283,-0.2691856340949785
ACH-001289,-0.4494591630880654
ACH-001300,-0.6198342499135036
ACH-001301,-0.4724480365419935
ACH-001302,-0.474341636815753
ACH-001306,-0.367707067369722
ACH-001318,-0.689846686669999
ACH-001322,-0.24314413844888386
ACH-001328,-0.3016857196515632
ACH-001332,-0.31611284311505705
ACH-001336,-0.6504934250456418
ACH-001346,-0.4301296108654496
ACH-001353,-0.6380359987090783
ACH-001354,-0.453197583247749
ACH-001367,-0.6457716654317637
ACH-001368,-0.21061228972726065
ACH-001374,-0.4934634740195751
ACH-001377,-0.423297081110348
ACH-001380,-0.3754118554430096
ACH-001391,-0.450397769351284
ACH-001408,-0.10660992662153754
ACH-001430,-0.3767226433102579
ACH-001431,-0.4645701543372516
ACH-001450,-0.4990859451509557
ACH-001496,-0.2370780758218367
ACH-001500,-0.4547854277719029
ACH-001523,-0.4441966521343882
ACH-001532,-0.43070343315214
ACH-001550,-0.4359737205427742
ACH-001552,-0.450319745808726
ACH-001554,-0.4221585936864964
ACH-001654,-0.21950278373200452
ACH-001735,-0.2477938681239568
ACH-001736,-0.3441668218082909
ACH-001737,-0.21636258537864544
ACH-001740,-0.4435520576606519
ACH-001745,-0.3492677667262945
ACH-001765,-0.1871886219459035
