,MINOS1 (440574)
ACH-000004,-0.7967877857863046
ACH-000005,-0.5070125700522723
ACH-000007,-0.38589298825793744
ACH-000009,-0.5367929768687899
ACH-000011,-0.8605302015444238
ACH-000012,-0.3315523108978316
ACH-000013,-0.370867604293498
ACH-000014,-0.5624111233511616
ACH-000015,-0.6085006667673983
ACH-000017,-0.4887968687748664
ACH-000018,-0.2843764224457222
ACH-000019,-0.99315778825918
ACH-000021,-0.3332172904002225
ACH-000022,-0.6845609495610112
ACH-000025,-0.39033003145601536
ACH-000028,-0.9056572028646868
ACH-000030,-0.12901986379810704
ACH-000035,-0.4653111353068551
ACH-000036,-0.14902511675484612
ACH-000037,-0.5060641272200727
ACH-000039,-0.40793693156144667
ACH-000040,-0.5904045408062352
ACH-000041,-1.00249903497044
ACH-000042,-0.36861899511104906
ACH-000045,-0.689025035521322
ACH-000047,-0.39498640124772855
ACH-000052,-0.7309175739048132
ACH-000053,-0.4324329837806901
ACH-000054,-0.4111517525297855
ACH-000055,-1.0132088624020004
ACH-000060,-0.5720025560832879
ACH-000067,-0.4210281465030635
ACH-000070,-0.4635517419289791
ACH-000075,-0.4849994733867485
ACH-000078,-0.6732204027661165
ACH-000082,-0.39446731157496173
ACH-000085,-0.4670258593011314
ACH-000086,-0.4411508584319487
ACH-000087,-0.7598232445934869
ACH-000092,-0.6122820453598771
ACH-000095,-0.8420918364562091
ACH-000097,-0.679258510180645
ACH-000098,-0.3847898349244096
ACH-000099,-1.14117420114008
ACH-000108,-0.8078190321122948
ACH-000113,-0.6143048183239823
ACH-000116,-0.5494753053707374
ACH-000118,-0.2911917879795057
ACH-000120,-0.8011467578492644
ACH-000123,-0.6791914962607052
ACH-000127,-0.520058507663482
ACH-000128,-0.873854826576897
ACH-000132,-0.4207583025075005
ACH-000133,-0.4507284382567872
ACH-000137,-0.3966947049291796
ACH-000138,-0.7235159732030032
ACH-000142,-0.6369922195950074
ACH-000143,-0.4443625965037064
ACH-000146,-0.7182483155653379
ACH-000148,-0.5757878342262853
ACH-000150,-0.4137509297146531
ACH-000152,-0.5309497210994291
ACH-000153,-0.7273819826699874
ACH-000159,-0.617565975472489
ACH-000160,-0.6578259460925233
ACH-000163,-0.321077745341998
ACH-000167,-0.1904755540870088
ACH-000168,-0.77435099855242
ACH-000169,-0.6654876796040838
ACH-000178,-0.5844455048262776
ACH-000183,-1.2179526630919413
ACH-000188,-0.28012250572154923
ACH-000189,-0.5988343143110028
ACH-000190,-0.9728481206010804
ACH-000198,-0.8969838411221791
ACH-000203,-0.635587694878522
ACH-000204,-0.1984418963199703
ACH-000206,-0.02531492812554684
ACH-000207,-0.7291907631233373
ACH-000208,-0.32393420862692
ACH-000210,-0.8778274116536119
ACH-000211,-0.4390596557176095
ACH-000215,-0.7638608189263968
ACH-000221,-0.7331834762228434
ACH-000222,-0.5802290463715113
ACH-000223,-0.5366010808193508
ACH-000226,-0.2924461826045898
ACH-000227,-0.7684417730959995
ACH-000228,-0.42231269071681776
ACH-000231,-0.3591597189858676
ACH-000232,-0.5125940453935349
ACH-000233,-0.8087196732019468
ACH-000234,-0.4676297337454901
ACH-000235,-0.4650359614036722
ACH-000237,-0.5195305871064446
ACH-000238,-0.694882063969827
ACH-000242,-0.8501439331281044
ACH-000243,-0.626719933985448
ACH-000244,-0.41605407339373895
ACH-000246,-0.4171944619616656
ACH-000248,-0.6348655862230441
ACH-000250,-0.33028986246149555
ACH-000251,-0.5050100076474694
ACH-000252,-0.3570606265886046
ACH-000253,-0.6248840606529651
ACH-000255,-0.6186990877056954
ACH-000256,-0.5665331818000175
ACH-000257,-0.6555155348862737
ACH-000258,-0.38112705355833065
ACH-000259,-1.1128314471548415
ACH-000260,-0.4899902994458932
ACH-000261,-0.35747936004096204
ACH-000262,-0.6592379818907612
ACH-000263,-0.7093860184203975
ACH-000264,-0.58669470165903
ACH-000265,-0.7444860140216899
ACH-000266,-0.39556578652069097
ACH-000272,-0.5470940765856767
ACH-000274,-0.6818745046728159
ACH-000277,-0.6569150855960156
ACH-000278,-0.4782240684221939
ACH-000279,-0.5158690512403176
ACH-000280,-0.4178433675638087
ACH-000281,-0.2971947489335328
ACH-000288,-0.5055331146180829
ACH-000291,-0.9158958359932784
ACH-000293,-0.536333423388749
ACH-000294,-0.6850766381658127
ACH-000295,-0.9759341898656018
ACH-000296,-0.6126695671288863
ACH-000302,-0.5565460378472797
ACH-000304,-1.046461537576157
ACH-000307,-0.5429916119736534
ACH-000308,-0.4121713869459341
ACH-000310,-0.6047029201940548
ACH-000311,-0.674340480841513
ACH-000312,-0.9629760454729518
ACH-000315,-0.6675034327949689
ACH-000316,-0.5394127134007736
ACH-000317,-0.7279019482638399
ACH-000318,-0.7955789551561614
ACH-000319,-0.4582673771554117
ACH-000320,-0.4317123715791094
ACH-000322,-0.3761909832276628
ACH-000323,-0.5900368547926224
ACH-000324,-0.4204716671269905
ACH-000329,-0.5367491172656632
ACH-000330,-0.5969126171004099
ACH-000331,-0.5248037382102337
ACH-000332,-0.463991004652792
ACH-000334,-0.6043037705405462
ACH-000335,-0.8472323535628905
ACH-000336,-0.7165472687890605
ACH-000337,-0.6122468216490781
ACH-000338,-0.15067258730869304
ACH-000339,-0.27116893553857657
ACH-000341,-0.634037356502761
ACH-000348,-0.6418153019159301
ACH-000350,-0.5405932878785683
ACH-000352,-0.8982444775900956
ACH-000356,-0.1576651417461085
ACH-000361,-0.3723544749967981
ACH-000362,-0.8894004264534405
ACH-000363,-0.5780595598605002
ACH-000364,-0.6633669799554512
ACH-000365,-0.6848518395105306
ACH-000366,-0.5658071107493671
ACH-000368,-0.5502990573422166
ACH-000374,-0.3060030224607765
ACH-000375,-0.8831972870124317
ACH-000376,-0.8869427023078421
ACH-000381,-0.5137042517683342
ACH-000383,-0.6256986571665608
ACH-000387,-0.5285959939568693
ACH-000389,-0.4209246915453892
ACH-000390,-0.5802362887094481
ACH-000393,-0.4757306235749433
ACH-000395,-0.2030250789657672
ACH-000396,-0.5394488520962738
ACH-000397,-0.4127026430843173
ACH-000401,-0.3719369369985939
ACH-000402,-0.7516743529817601
ACH-000403,-0.4010000927136589
ACH-000404,-0.5082563320215068
ACH-000406,-0.7504330354296832
ACH-000407,-0.6826292921569117
ACH-000408,-0.8873408989826117
ACH-000410,-0.5572227689673952
ACH-000411,-0.7088895425914675
ACH-000414,-0.6709609185629293
ACH-000415,-0.4056833014971327
ACH-000416,-0.3774688553221361
ACH-000420,-0.4815931659368737
ACH-000421,-0.33021948220653885
ACH-000424,-0.7488382686589288
ACH-000425,-0.4032378994456796
ACH-000426,-0.4694603284255537
ACH-000427,-0.4665179430361807
ACH-000433,-0.6191793561621359
ACH-000435,-0.5938077268300983
ACH-000436,-0.7289751193373223
ACH-000444,-0.32206338299283555
ACH-000445,-0.3804254202911062
ACH-000448,-0.8791380904222202
ACH-000450,-0.5083847471863099
ACH-000452,-0.3334176851562202
ACH-000454,-0.19787511893583867
ACH-000458,-0.5077483633972215
ACH-000459,-0.8616463462244767
ACH-000460,-0.28199952130027084
ACH-000461,-0.4933153167668435
ACH-000463,-0.8530259092233567
ACH-000464,-0.451895703337444
ACH-000466,-0.3676554205177453
ACH-000467,-0.4684791059431913
ACH-000468,-0.4548262659753485
ACH-000469,-0.2466939753798763
ACH-000470,-0.43111696167323504
ACH-000471,-0.4709983673058854
ACH-000472,-0.4159424588218777
ACH-000473,-0.4082277158808162
ACH-000475,-0.6846567698132628
ACH-000476,-0.3432319513211507
ACH-000477,-0.5443248915200029
ACH-000479,-0.4194429261687524
ACH-000480,-0.8120529039822924
ACH-000481,-0.4885063938285761
ACH-000483,-0.6421970371819473
ACH-000484,-0.4812895921874732
ACH-000485,-0.19879480115465045
ACH-000486,-0.2268038311983417
ACH-000487,-0.9365925338952734
ACH-000488,-0.7104838658893634
ACH-000490,-0.6396286139674063
ACH-000491,-1.131711129199698
ACH-000495,-0.3283445032790785
ACH-000496,-0.5597254864437371
ACH-000499,-0.4871300342277787
ACH-000500,-0.4073614654643176
ACH-000502,-0.4294493394035729
ACH-000503,-0.34426218789357416
ACH-000505,-0.5265561981021962
ACH-000507,-0.4960067739825265
ACH-000510,-0.3955304914951933
ACH-000511,-0.492792647228764
ACH-000512,-1.1559898199137977
ACH-000516,-0.5040423794844643
ACH-000517,-0.356713792388748
ACH-000518,-0.6366336631172625
ACH-000520,-0.4337813161677917
ACH-000521,-0.9817244209521092
ACH-000522,-0.9626565874937988
ACH-000524,-0.6402465249490558
ACH-000527,-0.6607453666944678
ACH-000528,-0.9295402019540606
ACH-000537,-0.4780003629222854
ACH-000541,-0.7470447282550579
ACH-000542,-0.3718430217640279
ACH-000544,-0.6008280215476219
ACH-000545,-0.472602607475873
ACH-000547,-0.5467124253505723
ACH-000548,-0.3794635401086716
ACH-000549,-0.3430795236125069
ACH-000550,-0.5647013870478823
ACH-000552,-0.5425647187970254
ACH-000556,-0.23905723147863656
ACH-000557,-1.4046010896168957
ACH-000569,-0.3979871795020629
ACH-000570,-0.8420769209581881
ACH-000571,-0.5915065001621773
ACH-000573,-0.5265402236251314
ACH-000576,-0.2488972124097051
ACH-000579,-0.6616634375558107
ACH-000580,-0.4423360030334038
ACH-000584,-0.5324247179416389
ACH-000585,-0.3511173085948215
ACH-000588,-0.9583287585399112
ACH-000589,-0.5305649740619832
ACH-000591,-0.5945276675447774
ACH-000593,-0.8651661196185293
ACH-000600,-0.4985461093992245
ACH-000601,-0.6380950131274673
ACH-000605,-1.1344109578785728
ACH-000606,-0.4633447069851939
ACH-000608,-0.4711759574117697
ACH-000614,-0.6248825358230133
ACH-000616,-0.4712303299422449
ACH-000618,-0.4661436808466226
ACH-000619,-0.5806624903619712
ACH-000620,-0.5120540994256906
ACH-000621,-0.5668127503769205
ACH-000622,-0.5622434404009863
ACH-000623,-0.4258260265461936
ACH-000624,-0.5504324947623284
ACH-000627,-0.6964071512110899
ACH-000630,-0.4384053137324836
ACH-000631,-0.6362003435103576
ACH-000632,-0.4560293302513986
ACH-000633,-0.6668053464808594
ACH-000637,-0.5117236845146574
ACH-000638,-0.3745600728005647
ACH-000646,-0.9201218268024314
ACH-000647,-0.5436415804041248
ACH-000648,-0.6833111104777617
ACH-000649,-0.3865032488034256
ACH-000651,-0.09553586604756746
ACH-000652,-1.0051952571578258
ACH-000653,-0.6919264404405052
ACH-000657,-0.28557400243540754
ACH-000658,-1.127633172371307
ACH-000661,-0.5221805824858164
ACH-000662,-0.350865509182814
ACH-000663,-0.8420380666429546
ACH-000665,-0.3199974877030074
ACH-000671,-0.6749578236328605
ACH-000672,-0.3912317742171834
ACH-000673,-0.3233903106431307
ACH-000676,-0.5980233444361325
ACH-000677,-0.8976389760523905
ACH-000681,-0.8475784243990395
ACH-000683,-0.6027251710039012
ACH-000684,-0.4871889413513482
ACH-000688,-0.6353722525924862
ACH-000693,-0.5641224844115289
ACH-000694,-0.6979502073561339
ACH-000695,-0.1959578290615881
ACH-000696,-0.115848380931102
ACH-000697,-0.6771297406011858
ACH-000699,-0.735348446067702
ACH-000701,-0.4016316058289647
ACH-000706,-1.202003735785244
ACH-000711,-0.4546680659475503
ACH-000713,-0.2864735197466749
ACH-000714,-0.4790211408426168
ACH-000718,-0.3129828065462539
ACH-000720,-0.2493866510731755
ACH-000721,-0.8681149316406542
ACH-000724,-0.5119422079362279
ACH-000725,-0.6348037443345407
ACH-000732,-0.469235338290832
ACH-000734,-0.6778064222064127
ACH-000735,-0.3818496304677913
ACH-000736,-0.2599615976557458
ACH-000738,-0.34193691582283525
ACH-000746,-1.0565107509795768
ACH-000747,-0.12811179702768324
ACH-000748,-0.30180529208251416
ACH-000753,-0.4220574919584186
ACH-000756,-0.3901595969733595
ACH-000757,-0.5575074456863592
ACH-000758,-0.5653611157083255
ACH-000760,-0.5286821598257623
ACH-000762,-0.3725414959478949
ACH-000763,-0.25274931451980004
ACH-000764,-0.32923450163498125
ACH-000765,-0.7001959943160186
ACH-000766,-0.2874250852912492
ACH-000767,-0.49640999962857396
ACH-000768,-0.3042174364445971
ACH-000769,-0.613264808019554
ACH-000770,-1.0832244618282454
ACH-000771,-0.4477048145598092
ACH-000773,-0.5060849667983667
ACH-000776,-0.8251060308615961
ACH-000777,-0.4847927634876741
ACH-000778,-0.3083886424518286
ACH-000781,-0.993546262646474
ACH-000782,-0.5109285092106421
ACH-000783,-0.7745165101997598
ACH-000784,-0.6891638770832365
ACH-000785,-0.6105603997852601
ACH-000787,-0.4817820305312857
ACH-000788,-0.3705326452825846
ACH-000791,-0.3779995850657059
ACH-000792,-0.4879724592627009
ACH-000794,-0.2959351248674922
ACH-000796,-0.1419378008274563
ACH-000798,-0.5145632566344049
ACH-000799,-0.241256298366012
ACH-000800,-0.7532118252323651
ACH-000802,-0.38708966134109213
ACH-000804,-0.9633459994736178
ACH-000805,-0.2354194904760191
ACH-000809,-0.272680199160425
ACH-000810,-0.5107968834968504
ACH-000811,-0.5295284865830541
ACH-000817,-0.38782425606940063
ACH-000819,-0.2811976943266542
ACH-000820,-0.6311595558022536
ACH-000821,-0.37076899234889
ACH-000822,-0.40527899824956215
ACH-000823,-0.6701084368806209
ACH-000824,-0.4049152092049205
ACH-000827,-0.9504220911849036
ACH-000829,-0.5352593190571756
ACH-000831,-1.0063843778110098
ACH-000832,-0.16490172937967554
ACH-000833,-0.672748218585863
ACH-000834,-0.4359312699365533
ACH-000835,-0.2880680212710857
ACH-000836,-0.07088228499913392
ACH-000837,-0.25638654414901346
ACH-000838,-1.4767913169394566
ACH-000839,-0.4291081274882552
ACH-000840,-0.5011543345424614
ACH-000841,-0.3891377695153179
ACH-000843,-0.6799212909560484
ACH-000846,-0.6504914884525079
ACH-000847,-0.982629806809847
ACH-000848,-0.6342616353215048
ACH-000849,-0.9148836530113464
ACH-000851,-0.34298536131706964
ACH-000855,-0.6699858877343553
ACH-000856,-0.7449878355163718
ACH-000858,-0.4441578825997696
ACH-000859,-0.8894571055445015
ACH-000861,-0.4109524526897362
ACH-000862,-0.5151211195566121
ACH-000865,-0.3713547257860929
ACH-000866,-1.1379989652021905
ACH-000867,-0.3581195683682666
ACH-000869,-0.6082860095466098
ACH-000872,-0.4050070780274273
ACH-000873,-0.3470250135561358
ACH-000876,-0.7217300581727254
ACH-000878,-0.7875018836882812
ACH-000880,0.005924325037274819
ACH-000881,-0.1169192815307748
ACH-000882,-0.3181483580116909
ACH-000884,-0.7048921255824869
ACH-000885,-0.9108302592694271
ACH-000887,-0.40926517627833503
ACH-000889,-0.5080729455461666
ACH-000896,-0.21520033233505176
ACH-000898,-0.6700173493665397
ACH-000900,-0.4036153294826328
ACH-000901,-0.4283230067526973
ACH-000905,-0.4548384311066044
ACH-000906,-0.5851026812427446
ACH-000907,-0.6228717944188803
ACH-000910,-0.5136041029690033
ACH-000911,-0.5942097868147549
ACH-000912,-0.7024349483195635
ACH-000913,-0.6107881188158865
ACH-000915,-0.7585109825059069
ACH-000916,-0.30610607722732425
ACH-000917,-0.3874224805184029
ACH-000920,-0.628708454478952
ACH-000921,-0.26042294651608805
ACH-000924,-0.7979999615576009
ACH-000926,-0.2882831895083138
ACH-000928,-0.18632127578237265
ACH-000929,-0.3980585924851818
ACH-000932,-0.6169227623650295
ACH-000935,-0.5670360730721247
ACH-000936,-0.3054257633085073
ACH-000937,-0.06421353649002634
ACH-000938,-0.5309026936453715
ACH-000939,-0.39531823653247106
ACH-000941,-0.6808342501799881
ACH-000943,-0.7777294361582816
ACH-000946,-0.3249217620868291
ACH-000947,-0.956204556934522
ACH-000948,-0.3557759033256761
ACH-000950,-0.26706069244730274
ACH-000953,-0.5776943925892961
ACH-000954,-0.7265208254638779
ACH-000957,-0.868545626786616
ACH-000958,-0.21284581618513748
ACH-000960,-0.8702658224831804
ACH-000963,-0.2415559107444822
ACH-000968,-0.8941934808230675
ACH-000969,-0.40732859169618174
ACH-000972,-0.3726690698007638
ACH-000973,-0.3280658396144503
ACH-000974,-0.3777067006405656
ACH-000978,-0.4253857617448609
ACH-000984,-0.500356647875568
ACH-000986,-0.2518647275678388
ACH-000988,-0.499081601227498
ACH-000993,-0.3708399054580634
ACH-000994,-0.9610606614275242
ACH-000996,-0.3361812935325817
ACH-001001,-0.19161209904447984
ACH-001020,-0.6560007881553424
ACH-001028,-0.8806350880485082
ACH-001031,-0.5368458383123917
ACH-001038,-0.8197741347152909
ACH-001048,-0.4535682337138529
ACH-001050,-0.8257947253603125
ACH-001053,-0.6637062500672782
ACH-001054,-0.5421495931597974
ACH-001061,-0.5078678950967642
ACH-001067,-0.5402607824605877
ACH-001075,-0.6442668435574453
ACH-001096,-0.9017139726859458
ACH-001111,-0.5043474468671271
ACH-001119,-0.25333422993402943
ACH-001128,-0.4081370306942789
ACH-001134,-0.6484871422955716
ACH-001151,-0.3396525701574836
ACH-001163,-0.4451821108689264
ACH-001164,-0.3900121603850646
ACH-001183,-0.25805458838526923
ACH-001192,-0.6583015678078172
ACH-001193,-0.718270244716364
ACH-001196,-0.3065170539020061
ACH-001197,-0.10786022177498783
ACH-001205,-0.4441704126654798
ACH-001211,-0.3779638853709913
ACH-001212,-0.8375757762283271
ACH-001228,-0.3615299605291303
ACH-001232,-0.3713137893905335
ACH-001239,-0.64189001322837
ACH-001270,-0.41459171342388207
ACH-001274,-0.4712069611296963
ACH-001275,-0.2846636652702024
ACH-001277,-0.4772141619119165
ACH-001278,-0.86727375815337
ACH-001280,-0.3348688053988811
ACH-001283,-0.4770576723065333
ACH-001289,-0.7619389868166786
ACH-001300,-0.8358453774447537
ACH-001301,-0.7926893469211796
