,MINOS1 (440574)
ACH-001302,-0.6892946617850249
ACH-001306,-0.6004646831515089
ACH-001318,-0.5725165413237965
ACH-001322,-0.4995791821320556
ACH-001328,-0.5995278688817266
ACH-001332,-0.6287190791982784
ACH-001336,-0.595580308896387
ACH-001346,-0.3695429425513357
ACH-001353,-0.3619096955802398
ACH-001354,-1.2687306362685424
ACH-001367,-0.2768801050626446
ACH-001368,-0.3986473871365688
ACH-001374,-0.15313206737689716
ACH-001377,-0.5689537231063784
ACH-001380,-0.4069271169092411
ACH-001391,-0.5489087209055764
ACH-001408,-0.23335308254674084
ACH-001430,-0.7412410641132661
ACH-001431,-1.0403316611662958
ACH-001450,-0.4555322501007202
ACH-001496,-0.4065667418065155
ACH-001500,-0.970392857445766
ACH-001523,-0.4491496187928764
ACH-001532,-0.8830790734766084
ACH-001550,-0.8321495990395213
ACH-001552,-0.2693688554379142
ACH-001554,-0.4706885365998234
ACH-001654,-0.26442253815951977
ACH-001735,-0.925321791086353
ACH-001736,-0.3667573446404073
ACH-001737,-0.3461386537084837
ACH-001740,-0.8874988999739365
ACH-001745,-0.9896422493978292
ACH-001765,-0.8962741149949912
