,SF3B2 (10992)
ACH-000004,-1.0277271896202225
ACH-000005,-0.7302733745120087
ACH-000007,-1.0491900946635788
ACH-000009,-0.9233266324443532
ACH-000011,-1.079808261501337
ACH-000012,-0.9114042171489356
ACH-000013,-0.833435756113293
ACH-000014,-0.7329209391076057
ACH-000015,-0.9176970831469248
ACH-000017,-1.14454897435809
ACH-000018,-0.9448049386602114
ACH-000019,-0.8122726358889676
ACH-000021,-1.0271077281793626
ACH-000022,-0.8714773952325311
ACH-000025,-0.8338863422442165
ACH-000028,-0.8930830403964884
ACH-000030,-0.9807526036146608
ACH-000035,-0.8288947201388729
ACH-000036,-0.7467551589233516
ACH-000037,-1.2875252230857526
ACH-000039,-1.0563444096519476
ACH-000040,-0.7861625435648557
ACH-000041,-0.820347531390412
ACH-000042,-1.0059045433707403
ACH-000045,-1.043538518517633
ACH-000047,-0.9250372739565691
ACH-000052,-0.8501273655968881
ACH-000053,-0.8609777870834902
ACH-000054,-0.7587991519328252
ACH-000055,-1.0487189204039162
ACH-000060,-0.8418662637307953
ACH-000067,-0.7133018628725193
ACH-000070,-0.7302073478270683
ACH-000075,-0.942122033898448
ACH-000078,-0.9467284428217057
ACH-000082,-0.905402970065516
ACH-000085,-0.8659702978251255
ACH-000086,-0.9957478624470908
ACH-000087,-1.029547954141267
ACH-000092,-1.0412916288714194
ACH-000095,-1.0982182437250223
ACH-000097,-0.8635263663066193
ACH-000098,-0.80741621281544
ACH-000099,-1.0467431890233359
ACH-000108,-1.0122461128285092
ACH-000113,-0.9818188356119252
ACH-000116,-1.081902139419232
ACH-000118,-0.9310058959997378
ACH-000120,-0.8082807842573405
ACH-000123,-0.6958412766027923
ACH-000127,-0.9430813292319628
ACH-000128,-0.8410094017161227
ACH-000132,-0.7650585429243193
ACH-000133,-0.9791633427782832
ACH-000137,-0.8483361781113574
ACH-000138,-0.9476920018057428
ACH-000142,-0.8543634062255908
ACH-000143,-1.21612512299373
ACH-000146,-0.911119396299214
ACH-000148,-0.7866453115820273
ACH-000150,-1.0405906065327082
ACH-000152,-0.9488624295851562
ACH-000153,-0.7385487345337329
ACH-000159,-0.7680141300564214
ACH-000160,-1.2136688833617546
ACH-000163,-1.0407388102984207
ACH-000167,-1.5211311178035
ACH-000168,-1.0744007551287449
ACH-000169,-1.0378038331105202
ACH-000178,-0.7194579645227291
ACH-000183,-0.9257766261178956
ACH-000188,-1.0867823699445087
ACH-000189,-1.1992032216366144
ACH-000190,-0.6914371424365375
ACH-000198,-1.0845829924126302
ACH-000203,-1.2868847378153294
ACH-000204,-0.8214474175310328
ACH-000206,-0.6469324209031297
ACH-000207,-1.0905420919830515
