,STX1A (6804)
ACH-000004,-0.07551781429216213
ACH-000005,0.2478823498670287
ACH-000007,0.2378985621333925
ACH-000009,0.12001464452992384
ACH-000011,0.16703347087351753
ACH-000012,0.06297337436579956
ACH-000013,-0.02933909581935716
ACH-000014,-0.007689661133986475
ACH-000015,0.03303711076403803
ACH-000017,0.08231018518956677
ACH-000018,0.0747282668786622
ACH-000019,0.0027735714317315674
ACH-000021,-0.07434870816901787
ACH-000022,0.08228127160988724
ACH-000025,-0.03582870363951452
ACH-000028,0.049504391387154366
ACH-000030,0.059030181122629824
ACH-000035,0.10934773673390732
ACH-000036,0.05430143592294745
ACH-000037,0.033209761472057994
ACH-000039,-0.15763927019294882
ACH-000040,0.00011758052274535642
ACH-000041,0.021801521949339403
ACH-000042,0.07219521552921887
ACH-000045,-0.055431953318691565
ACH-000047,0.08500687612161198
ACH-000052,0.06449247526721137
ACH-000053,-0.0017751680688508481
ACH-000054,0.1501633457336854
ACH-000055,0.013499144778041185
ACH-000060,-0.044633182376897534
ACH-000067,-0.19614871162796466
ACH-000070,0.0007281615833060884
ACH-000075,0.09090319047097864
ACH-000078,-0.07141644932917146
ACH-000082,0.12232966760397418
ACH-000085,-0.012102435711943615
ACH-000086,0.1950831081161146
ACH-000087,0.1228054167715913
ACH-000092,-0.08336065844683853
ACH-000095,0.02069786705063369
ACH-000097,-0.02039958022252069
ACH-000098,0.020382637095901032
ACH-000099,0.00726929684408978
ACH-000108,0.1313824034436947
ACH-000113,0.0799097323931924
ACH-000116,0.09704180489628793
ACH-000118,0.07941279856994116
ACH-000120,0.25116847324100616
ACH-000123,-0.017720380760491313
ACH-000127,-0.028045881138158625
ACH-000128,0.07858245876386727
ACH-000132,0.09014122079482036
ACH-000133,-0.025384799439602885
ACH-000137,-0.05347999237277052
ACH-000138,0.10460215819660706
ACH-000142,-0.004763179479209668
ACH-000143,-0.029175426285081518
ACH-000146,-0.03385424530197845
ACH-000148,-0.033246428594644065
ACH-000150,-0.0197068742973638
ACH-000152,0.0731984090109808
ACH-000153,0.00022205849622458285
ACH-000159,0.09717086407566852
ACH-000160,0.03825455722065648
ACH-000163,0.051327534534541454
ACH-000167,-0.002603937923661773
ACH-000168,-0.19007131960981066
ACH-000169,0.01483416788616767
ACH-000178,0.14182259731095584
ACH-000183,0.050313447292574635
ACH-000188,0.0775646319696235
ACH-000189,-0.19769004518023944
ACH-000190,0.08739585388737413
ACH-000198,0.027102260045200856
ACH-000203,0.13498234101382126
ACH-000204,0.14289573346578596
ACH-000206,0.11346036139042145
ACH-000207,0.12819802331770194
ACH-000208,-0.034404657549626814
ACH-000210,0.1842736910910771
ACH-000211,0.018930196842816868
ACH-000215,0.07235413338001721
ACH-000221,-0.047199701595864514
ACH-000222,-0.07046121813755497
ACH-000223,0.10640020386427464
ACH-000226,0.08034419617183132
ACH-000227,0.10849616220750573
ACH-000228,0.07897170625544309
