,SLC35F1 (222553)
ACH-000004,0.1913673451860088
ACH-000005,-0.06862314271804495
ACH-000007,0.07440634017870884
ACH-000009,0.03520750114294216
ACH-000011,-0.0036112603008732827
ACH-000012,0.05607302594967647
ACH-000013,0.04527133993391834
ACH-000014,0.17610409422703746
ACH-000015,0.10201675058708694
ACH-000017,-0.05686165622164367
ACH-000018,0.013807152056935137
ACH-000019,-0.010912633673915376
ACH-000021,-0.10803276060258564
ACH-000022,0.11399438207037466
ACH-000025,0.01453962208922758
ACH-000028,-0.048758279309526316
ACH-000030,0.007856783479982527
ACH-000035,-0.019076613650479392
ACH-000036,0.1420211130554423
ACH-000037,0.04414294370482722
ACH-000039,0.02940264530225512
ACH-000040,0.12789940765909602
ACH-000041,0.10640860162901143
ACH-000042,0.08622156693556249
ACH-000045,-0.008870644299777002
ACH-000047,-0.0970072329201916
ACH-000052,-0.14673208532222332
ACH-000053,0.09730510097925224
ACH-000054,-0.08390159432171572
ACH-000055,0.019249124077334936
ACH-000060,-0.22095612082111654
ACH-000067,0.07326218762488639
ACH-000070,-0.007539032983836466
ACH-000075,-0.15326735037547426
ACH-000078,-0.0023804807920398056
ACH-000082,-0.0037167238542339287
ACH-000085,0.08125410778154513
ACH-000086,0.15455775261176932
ACH-000087,-0.0913948514891316
ACH-000092,0.03206614860582053
ACH-000095,0.022077254062205585
ACH-000097,0.08279418202819525
ACH-000098,0.048383519999212164
ACH-000099,0.045593272414799615
ACH-000108,-0.012505705975744321
ACH-000113,-0.02761747348588204
ACH-000116,0.0020463390141985255
ACH-000118,-0.00580440165791131
ACH-000120,-0.015331164564384945
ACH-000123,0.003314523731098437
ACH-000127,-0.006101812213970256
ACH-000128,0.02144265625753122
ACH-000132,-0.018944840699998463
ACH-000133,0.06707213794010453
ACH-000137,0.05193926459324032
ACH-000138,-0.10426683272161827
ACH-000142,0.19500989637432334
ACH-000143,-0.0445451131012019
ACH-000146,0.09417882268808953
ACH-000148,0.07942843207089438
ACH-000150,-0.053624357181770346
ACH-000152,0.15247328438312266
ACH-000153,0.06917351359656508
ACH-000159,0.039460698279453164
ACH-000160,0.14586064949110372
ACH-000163,0.1353969189526543
ACH-000167,0.7251644880567821
ACH-000168,0.15040686059786604
ACH-000169,0.09737338671991806
ACH-000178,0.00790707423682814
ACH-000183,0.08501443896442487
ACH-000188,0.05535290654135444
ACH-000189,0.024422933819539645
ACH-000190,-0.00017146632473573497
ACH-000198,-0.014776744351385212
ACH-000203,-0.2030947394725743
ACH-000204,0.017218396519892227
ACH-000206,-0.06494563650150083
