,PCIF1 (63935)
ACH-000004,-0.05247768118876773
ACH-000005,-0.4787252774483967
ACH-000007,-0.3674342784269767
ACH-000009,-0.17970275401764196
ACH-000011,-0.059060712104521025
ACH-000012,-0.0837006905644505
ACH-000013,-0.004661671434637554
ACH-000014,-0.13088052189311952
ACH-000015,-0.16884692569294293
ACH-000017,-0.35089878789597145
ACH-000018,-0.19089700323338424
ACH-000019,-0.0742808907606429
ACH-000021,-0.16596007426606246
ACH-000022,-0.07914040698285954
ACH-000025,-0.202204800654084
ACH-000028,-0.02654144056774559
ACH-000030,-0.21895081491252327
ACH-000035,-0.3890462111394017
ACH-000036,-0.1019660540239732
ACH-000037,-0.4074024697583212
ACH-000039,-0.019098565733053487
ACH-000040,0.02470727406256138
ACH-000041,0.07941712420330686
ACH-000042,-0.3566398435691241
ACH-000045,-0.18344161128257155
ACH-000047,-0.10440206860037987
ACH-000052,-0.4015897165359409
ACH-000053,0.034969238332348745
ACH-000054,-0.02040206563978724
ACH-000055,-0.21112420504364868
ACH-000060,-0.20898605115239144
ACH-000067,-0.2517021768260461
ACH-000070,-0.33815375291784905
ACH-000075,-0.2214719575414182
ACH-000078,0.058958561836282224
ACH-000082,-0.2299573767402473
ACH-000085,-0.5647476959404532
ACH-000086,-0.09197382757659353
ACH-000087,-0.3534608500377387
ACH-000092,-0.2695037578128857
ACH-000095,-0.1803094493819736
ACH-000097,-0.33249762303532904
ACH-000098,-0.251460344626798
ACH-000099,-0.1396852635979795
ACH-000108,-0.27064016447526595
ACH-000113,0.18622448419538226
ACH-000116,-0.16090670395849713
ACH-000118,-0.20299339514231612
ACH-000120,-0.09565538385394667
ACH-000123,-0.3791207920039615
ACH-000127,-0.13619368928636258
ACH-000128,-0.2579469797974044
ACH-000132,-0.03954623526330901
ACH-000133,-0.11096764804394098
ACH-000137,-0.0553617963777238
ACH-000138,-0.08907184856273101
ACH-000142,-0.06882502388460175
ACH-000143,-0.1685770740131766
ACH-000146,-0.004767283974096778
ACH-000148,-0.13237571487961816
ACH-000150,-0.30833047197040075
ACH-000152,-0.1568359190376052
ACH-000153,0.0844466639499383
ACH-000159,-0.17484041764839525
ACH-000160,-0.25524570623851633
ACH-000163,-0.34092911831670863
ACH-000167,-0.22442195409924898
ACH-000168,-0.0010127430516967725
ACH-000169,-0.22204082499786787
ACH-000178,-0.28323033567289896
ACH-000183,-0.17398548062817
ACH-000188,-0.17602683469646205
ACH-000189,-0.15648907098065326
ACH-000190,-0.2692047827163599
ACH-000198,-0.1679080730814798
ACH-000203,-0.2288346295676017
ACH-000204,-0.3794160930850525
ACH-000206,-0.15752076367948628
ACH-000207,-0.191610241726063
ACH-000208,-0.4145420523119257
ACH-000210,0.11853987795606513
ACH-000211,-0.05498418724367085
ACH-000215,-0.16548190902941687
ACH-000221,-0.5283051227898151
ACH-000222,-0.30449813039217394
ACH-000223,-0.05506393230821295
ACH-000226,-0.09168793641892152
ACH-000227,-0.0377338458432168
ACH-000228,-0.11729778993790058
ACH-000231,-0.2818799147029624
ACH-000232,-0.11812847878495085
ACH-000233,-0.14813316155690429
ACH-000234,-0.3368455022009005
ACH-000235,-0.2195842181547038
ACH-000237,-0.03044036190551223
ACH-000238,-0.19776993732339596
ACH-000242,-0.14388799698071345
ACH-000243,-0.037949860974323735
ACH-000244,0.018245484639490373
ACH-000246,-0.14320444614869754
ACH-000248,-0.06825949415888331
ACH-000250,-0.12713115342429293
ACH-000251,-0.028175142040278545
ACH-000252,-0.451245147504565
ACH-000253,-0.27736226859074115
ACH-000255,-0.0390701380645583
ACH-000256,-0.2582732500299765
ACH-000257,-0.16568893851932912
ACH-000258,-0.5133955252319499
ACH-000259,-0.2006812796114092
ACH-000260,-0.16077058457216706
ACH-000261,-0.14956147848206347
ACH-000262,-0.2788456287524688
ACH-000263,0.030313810104442236
ACH-000264,-0.2530057662297513
ACH-000265,-0.17838237962364056
ACH-000266,-0.2089033031000198
ACH-000272,-0.08105373437250993
ACH-000274,-0.09542434737278406
ACH-000277,-0.2762665565424503
ACH-000278,-0.12922081005294142
ACH-000279,0.03160870733535731
ACH-000280,-0.3756448307438972
ACH-000281,-0.30396733885222565
ACH-000288,-0.17494876552504732
ACH-000291,-0.11984614339010916
ACH-000293,-0.04002710639307317
ACH-000294,-0.2623557171613651
ACH-000295,-0.11070744495471037
ACH-000296,-0.3033487355491445
ACH-000302,-0.1084483693626852
ACH-000304,-0.18214923704011285
ACH-000307,-0.2812018940068975
ACH-000308,-0.06868633420007078
ACH-000310,-0.05064173213695
ACH-000311,-0.1262265651469212
ACH-000312,-0.2436047570264498
ACH-000315,-0.15904551121425867
ACH-000316,0.047611990943970416
ACH-000317,-0.24421877482978985
ACH-000318,-0.030366729730665933
ACH-000319,-0.10496709924640353
ACH-000320,-0.11977018603724593
ACH-000322,-0.39102472500250346
ACH-000323,-0.0962799539502945
ACH-000324,-0.2182601238051623
ACH-000329,0.008426688213359089
ACH-000330,-0.16642520893467838
ACH-000331,-0.11383440271257912
ACH-000332,-0.23144027612017
ACH-000334,0.10632835817315277
ACH-000335,0.07273021410953177
ACH-000336,0.019976621539440548
ACH-000337,-0.163468288476833
ACH-000338,0.1972534794875783
ACH-000339,-0.3090347865611186
ACH-000341,-0.1424533306223009
ACH-000348,-0.19482345370858026
ACH-000350,-0.10279758187982832
ACH-000352,-0.16235000706367725
ACH-000356,-0.3725465060769034
ACH-000361,-0.20058674750213665
ACH-000362,-0.1119540960399905
ACH-000363,-0.17862988609537825
ACH-000364,0.013746787791572634
ACH-000365,-0.20009298766143668
ACH-000366,-0.2752153864071288
ACH-000368,-0.170190236132292
ACH-000374,-0.14405069196830478
ACH-000375,-0.17058156588198628
ACH-000376,-0.15283781174842392
ACH-000381,-0.1076473434042256
ACH-000383,-0.08933465397373128
ACH-000387,-0.2254505097615951
ACH-000389,-0.28348036078629
ACH-000390,-0.04434602519203016
ACH-000393,-0.02586306442932515
ACH-000395,-0.23334395283787965
ACH-000396,-0.14673222571711064
ACH-000397,-0.2336002594672884
ACH-000401,-0.2434520564345947
ACH-000402,-0.34622268883432794
ACH-000403,-0.1651359788375964
ACH-000404,-0.210290268049432
ACH-000406,-0.005099067012799385
ACH-000407,-0.25613549828188514
ACH-000408,-0.5445175250078823
ACH-000410,0.09069896702237984
ACH-000411,-0.26225390927034803
ACH-000414,0.0801240040227489
ACH-000415,-0.01283582545100746
ACH-000416,-0.05426777046731357
ACH-000420,-0.2170463615994898
ACH-000421,-0.2842522260155716
ACH-000424,-0.18831878773455096
ACH-000425,-0.2807667358446789
ACH-000426,-0.3316117279533032
ACH-000427,-0.2914131598237749
ACH-000433,-0.11173213107260596
ACH-000435,-0.7066869400577614
ACH-000436,-0.4975083194958701
ACH-000444,0.0490080455264705
ACH-000445,0.003703129119968212
ACH-000448,-0.030255365112711357
ACH-000450,-0.05999599828312901
ACH-000452,-0.44472984234449175
ACH-000454,0.059444815476522764
ACH-000458,-0.1553739739297499
ACH-000459,-0.005450843398383395
ACH-000460,0.07823490317566015
ACH-000461,-0.11709089744290065
ACH-000463,-0.1300218587626491
ACH-000464,-0.44885352445033655
ACH-000466,-0.7048958743755598
ACH-000467,-0.23800485120313564
ACH-000468,-0.1722771163758242
ACH-000469,-0.3776385582011169
ACH-000470,-0.24472173879960865
ACH-000471,0.017221017971851216
ACH-000472,-0.1804701727289725
ACH-000473,-0.3002661839091094
ACH-000475,-0.1826222766248557
ACH-000476,0.09910021833185276
ACH-000477,-0.08591210374709657
ACH-000479,-0.4005097942994357
ACH-000480,0.019431441000465097
ACH-000481,-0.05187349488041485
ACH-000483,-0.010638246679447776
ACH-000484,-0.3526980023848201
ACH-000485,-0.06209216732797755
ACH-000486,-0.115558393618296
ACH-000487,-0.15647545710441793
ACH-000488,0.00647687182979985
ACH-000490,-0.07572995479849083
ACH-000491,-0.3375270239378778
ACH-000495,-0.15193958915930034
ACH-000496,-0.27990195979270105
ACH-000499,-0.15739470124721006
ACH-000500,0.002002614836856808
ACH-000502,-0.20643972004598146
ACH-000503,-0.21741749257835907
ACH-000505,-0.17856514734786127
ACH-000507,-0.025923367585194448
ACH-000510,-0.26463464420129684
ACH-000511,-0.3214294493352273
ACH-000512,-0.05917864946149332
ACH-000516,-0.13390471536183182
ACH-000517,-0.2470842192367972
ACH-000518,-0.4375004695193211
ACH-000520,-0.15912051293299742
ACH-000521,-0.2624175231411935
ACH-000522,-0.12972378234007564
ACH-000524,-0.2641406075308958
ACH-000527,-0.1633229331007215
ACH-000528,-0.32331999601883354
ACH-000537,0.0007657907184373332
ACH-000541,-0.6462124670868166
ACH-000542,-0.17489902563650633
ACH-000544,0.02420398334615911
ACH-000545,-0.2366404481421419
ACH-000547,-0.07706518197300236
ACH-000548,-0.19981047627063545
ACH-000549,-0.25229403871755435
ACH-000550,-0.29886797553438355
ACH-000552,0.012970398407766209
ACH-000556,-0.1131802215735368
ACH-000557,-0.3337454378244081
ACH-000569,-0.2991471096208913
ACH-000570,-0.28286376014651465
ACH-000571,-0.2583388039734984
ACH-000573,-0.14993125581419778
ACH-000576,-0.4208829431305213
ACH-000579,0.16101025323112889
ACH-000580,-0.18887399018957912
ACH-000584,-0.13218382560622222
ACH-000585,0.1628858378458691
ACH-000588,-0.2050143218355714
ACH-000589,-0.13706152011170045
ACH-000591,-0.19267403023761154
ACH-000593,-0.15711662518385416
ACH-000600,-0.13619090409705506
ACH-000601,-0.15825327438714965
ACH-000605,-0.3392022973211423
ACH-000606,-0.1697577870744973
ACH-000608,-0.1560301149860715
ACH-000614,-0.01830883651508703
ACH-000616,-0.2753475067470396
ACH-000618,-0.09372174043972424
ACH-000619,-0.11988884173580873
ACH-000620,-0.14046209589427466
ACH-000621,0.005870168833609346
ACH-000622,-0.23878757792418825
ACH-000623,-0.2147212488013352
ACH-000624,-0.18892657964847595
ACH-000627,-0.17914989049010174
ACH-000630,-0.10193284080520404
ACH-000631,-0.018247191115243942
ACH-000632,0.027943739901154098
ACH-000633,-0.16156135276377034
ACH-000637,-0.20699912433443005
ACH-000638,-0.23111361313853326
ACH-000646,-0.20920150109086924
ACH-000647,-0.05976904416754154
ACH-000648,-0.010431583484682034
ACH-000649,-0.24547978223349126
ACH-000651,-0.04471836104782199
ACH-000652,-0.01985051122069524
ACH-000653,-0.19065914327399294
ACH-000657,-0.0953040696078784
ACH-000658,-0.3710474957341639
ACH-000661,-0.03184158185035186
ACH-000662,-0.2272146031975517
ACH-000663,-0.2307810857372781
ACH-000665,-0.23544196913908416
ACH-000671,-0.212368560073496
ACH-000672,-0.10517955383114193
ACH-000673,-0.20140702698055274
ACH-000676,-0.07621658483759203
ACH-000677,-0.25663746838455664
ACH-000681,0.14373018277246258
ACH-000683,-0.1928115728905932
ACH-000684,-0.14430372096896574
ACH-000688,-0.22674335558736325
ACH-000693,-0.09564744589062292
ACH-000694,-0.258475653593443
ACH-000695,-0.03851838305648005
ACH-000696,-0.13833760015948235
ACH-000697,-0.38102120575215576
ACH-000699,-0.13190577399081438
ACH-000701,-0.024212318348405232
ACH-000706,-0.08093067908011845
ACH-000711,-0.07184448050873445
ACH-000713,-0.2422462652261892
ACH-000714,-0.208338798124174
ACH-000718,-0.23091743282459054
ACH-000720,-0.2719633981967312
ACH-000721,-0.34543333402996435
ACH-000724,-0.2357958119371667
ACH-000725,-0.03511069906615395
ACH-000732,-0.39577034225864816
ACH-000734,-0.07794669916940902
ACH-000735,-0.2899925589316801
ACH-000736,-0.1975546603649122
ACH-000738,-0.1388157088387792
ACH-000746,-0.26246325732145465
ACH-000747,-0.23985602805773534
ACH-000748,-0.2666672629149525
ACH-000753,-0.007026688569827085
ACH-000756,-0.04207933962363379
ACH-000757,-0.21874299903527689
