,SNRPN (6638)
ACH-000004,0.16635786709366834
ACH-000005,-0.2712455970464713
ACH-000007,-0.21398387923142947
ACH-000009,-0.06594833759653547
ACH-000011,-0.02025308583753747
ACH-000012,-0.2372162767900271
ACH-000013,0.06014197317750189
ACH-000014,-0.05464060640159469
ACH-000015,0.04474554505075702
ACH-000017,-0.083435424018582
ACH-000018,-0.12782066659905392
ACH-000019,0.2257984217732065
ACH-000021,-0.03795074502517232
ACH-000022,0.019914907709532085
ACH-000025,-0.10272913410625344
ACH-000028,0.08480968799520637
ACH-000030,0.00831981766916147
ACH-000035,-0.15426130687692838
ACH-000036,0.2841354108221931
ACH-000037,0.02569323951292553
ACH-000039,0.17624327300989548
ACH-000040,0.057077497476230185
ACH-000041,-0.10040876018036908
ACH-000042,-0.024479920846255054
ACH-000045,-0.01056209353722687
ACH-000047,-0.05025231174017827
ACH-000052,0.27766372653836624
ACH-000053,0.08271896509493262
ACH-000054,0.04096422031565783
ACH-000055,-0.14903356360890013
ACH-000060,0.1120282375402649
ACH-000067,0.053273901500024264
ACH-000070,-0.11037959766239244
ACH-000075,0.006919420187928374
ACH-000078,0.009654731652411128
ACH-000082,0.008322386218005334
ACH-000085,-0.25252417030656604
ACH-000086,-0.011632333374048006
ACH-000087,0.2870860705352102
ACH-000092,-0.001080170788395284
ACH-000095,-0.03052189935224303
ACH-000097,-0.022093295531708863
ACH-000098,0.050826651374590026
ACH-000099,0.012087687258365749
ACH-000108,-0.018273550896722782
ACH-000113,-0.1137920375456284
ACH-000116,-0.06443612793629969
ACH-000118,-0.059642739216544435
ACH-000120,0.19512040958135385
ACH-000123,0.1306099027124222
ACH-000127,0.04905891997514091
ACH-000128,-0.0991241545496742
ACH-000132,-0.07643624518924003
ACH-000133,-0.02486083838787445
ACH-000137,0.06709110235861143
ACH-000138,0.17135866994112992
ACH-000142,0.17699464113793462
ACH-000143,-0.16115832996688678
ACH-000146,-0.015181945397938181
ACH-000148,0.058734062572542926
ACH-000150,0.10012159999210136
ACH-000152,0.1309903791084391
ACH-000153,-0.12276438899061795
ACH-000159,0.011755782405051159
ACH-000160,0.08470398162393149
ACH-000163,-0.05037923362497667
ACH-000167,0.4605623085435739
ACH-000168,0.2445755027752795
ACH-000169,0.07481388354420902
ACH-000178,-0.047424542504133416
ACH-000183,0.028715574708374925
ACH-000188,-0.1646722373028625
ACH-000189,-0.09552582874302694
ACH-000190,-0.2594660908861771
ACH-000198,-0.2100516677453282
ACH-000203,0.02704831834300672
ACH-000204,0.30385717433160564
ACH-000206,0.05496056876400713
ACH-000207,-0.0832121108010043
ACH-000208,0.16965214853293833
ACH-000210,0.13633113126949736
ACH-000211,-0.010858428214806629
ACH-000215,0.02252469045773701
ACH-000221,-0.04858027555236874
ACH-000222,0.000425694549151231
ACH-000223,-0.05008101569459876
ACH-000226,-0.0691108224706087
ACH-000227,0.13020805721503434
ACH-000228,-0.002338657236172733
ACH-000231,0.05506015357012793
ACH-000232,-0.03309544393928657
ACH-000233,-0.023546297765243963
ACH-000234,-0.1560102644508458
ACH-000235,-0.05377493965926982
ACH-000237,-0.07170573363170456
ACH-000238,0.06959126455325224
ACH-000242,-0.28280130118080216
ACH-000243,-0.07114331334573534
ACH-000244,-0.07567780698852937
ACH-000246,0.02950123307892383
ACH-000248,0.16247433570684006
ACH-000250,-0.013952687710666128
ACH-000251,-0.18615595040374636
ACH-000252,-0.07176953660693383
