,JUN (3725)
ACH-000004,-0.40207229049954907
ACH-000005,0.06894478250843916
ACH-000007,0.19954885710161016
ACH-000009,-0.00874803817421612
ACH-000011,-0.03495227281401507
ACH-000012,-0.18931021000354809
ACH-000013,-0.15678705579896413
ACH-000014,-0.30602626151126394
ACH-000015,-0.10036754696648133
ACH-000017,-0.09401501624048934
ACH-000018,-0.2499579963014543
ACH-000019,-0.07449665676872376
ACH-000021,-0.038973315969878485
ACH-000022,0.12806881106378798
ACH-000025,-0.823115263111016
ACH-000028,-0.1237378117230824
ACH-000030,0.05709664331877873
ACH-000035,-0.23318224941809435
ACH-000036,-0.8168516879001209
ACH-000037,-0.6167943817420876
ACH-000039,-0.16185696978163827
ACH-000040,-0.7962034319532029
ACH-000041,-0.11902820085898565
ACH-000042,-0.13582218750410902
ACH-000045,-0.2770037276844412
ACH-000047,-0.17333228447313484
ACH-000052,-0.3090231933285469
ACH-000053,-0.15853722498761832
ACH-000054,-0.6142766471147303
ACH-000055,-0.224524416515221
ACH-000060,-0.3420282053127483
ACH-000067,-0.6751103110891743
ACH-000070,-0.16000943475065355
ACH-000075,-0.47460416186288
ACH-000078,-0.34407391992061304
ACH-000082,-0.6523065981335141
ACH-000085,-0.2911519195815941
ACH-000086,-0.4666604345750634
ACH-000087,-0.3961067628344669
ACH-000092,-0.4610324833486399
ACH-000095,-0.23740136253189856
ACH-000097,-0.09076660681284493
ACH-000098,-0.518080919168027
ACH-000099,-0.17428029126289693
ACH-000108,-0.09231933722316668
ACH-000113,-0.1281367340352651
ACH-000116,-0.11601345024186535
ACH-000118,-0.15651872516198356
ACH-000120,-0.15100256042772306
ACH-000123,-0.031970159277755116
ACH-000127,-0.15474704611035228
ACH-000128,-0.2138289067363821
ACH-000132,-0.4206965575262818
ACH-000133,-0.7576300004115959
ACH-000137,-0.34918147386741777
ACH-000138,0.027189331433284777
ACH-000142,-0.12611126608498344
ACH-000143,-0.09950239208145588
ACH-000146,-0.09729762879114368
ACH-000148,-0.4148711134356558
ACH-000150,-0.12890969788947618
ACH-000152,-0.4129729460977717
ACH-000153,-0.5769173554144458
ACH-000159,-0.005149336906975867
ACH-000160,-0.1281726001240414
ACH-000163,-0.7783872907117922
ACH-000167,-0.8520343089732849
ACH-000168,-0.2244597720183446
ACH-000169,-0.1238852338827015
ACH-000178,-0.5892971311473579
ACH-000183,-0.15721204391306068
ACH-000188,-0.05253160499585728
ACH-000189,-0.094019005863673
ACH-000190,-0.13242510048332032
ACH-000198,-0.07794388754586251
ACH-000203,-0.02655035311954303
ACH-000204,-0.2867666780315212
ACH-000206,-0.2994931290465019
ACH-000207,-0.060942846481890224
ACH-000208,-0.7738087225209577
ACH-000210,-0.18158609989199412
ACH-000211,-0.39096846749144826
ACH-000215,-0.529121203598215
ACH-000221,-0.06605618050490618
ACH-000222,-0.02482890720074021
ACH-000223,-0.3188525560525652
ACH-000226,-0.3458464262512946
ACH-000227,-0.2738644554403963
ACH-000228,-0.30193004957277103
ACH-000231,-0.3074306929247696
ACH-000232,-0.44314810060519105
ACH-000233,-0.2163312061366772
ACH-000234,0.031372506412705815
ACH-000235,-0.22653772442799386
ACH-000237,-0.2570649327462424
ACH-000238,-0.19163100434859187
ACH-000242,-0.28118980100564783
ACH-000243,-0.006036775732233614
ACH-000244,-0.490659940947471
ACH-000246,0.040777309859142345
ACH-000248,-0.26519225862588397
ACH-000250,-0.3562816638558685
ACH-000251,-0.3339622733709555
ACH-000252,-0.04580309669295105
ACH-000253,-0.026008346508503963
ACH-000255,-0.5472980575841504
ACH-000256,-0.19425785089521053
ACH-000257,-0.0867925572690597
ACH-000258,-0.07853839161803576
ACH-000259,-0.2820773975988544
ACH-000260,-0.1964547582464244
ACH-000261,-0.2928131528423866
ACH-000262,-0.5976395249241464
ACH-000263,-0.3099293302332679
ACH-000264,0.005275379693000398
ACH-000265,-0.4964944288830159
ACH-000266,-0.2094668690621617
ACH-000272,-0.12651672719115264
ACH-000274,-0.1810940094913797
ACH-000277,-0.08200241935632238
ACH-000278,-0.2338171064326057
ACH-000279,-0.12729452495369087
ACH-000280,-0.7626139135016581
ACH-000281,-0.2554397382363405
ACH-000288,-0.6978514488325845
ACH-000291,-0.1262607022933636
ACH-000293,-0.23443166066997714
ACH-000294,-0.03754876283133855
ACH-000295,-0.152549038439306
ACH-000296,-0.36379171832448
ACH-000302,-0.33574381233923073
ACH-000304,-0.12643419073562007
ACH-000307,-0.1859125094223681
ACH-000308,-0.12207258492196466
ACH-000310,-0.3046204028598155
ACH-000311,-0.22120416429542306
ACH-000312,-0.3030147006408711
ACH-000315,0.042652228078789975
ACH-000316,-0.2650273729493706
ACH-000317,-0.7064966135249415
ACH-000318,-0.2694267063559368
ACH-000319,-0.4685116704709131
ACH-000320,-0.3938271211602135
ACH-000322,-0.26337474044995185
ACH-000323,-1.0724693066266835
ACH-000324,-0.043785126436211866
ACH-000329,-0.32407979291227923
ACH-000330,-0.13179362052278165
ACH-000331,-0.41627778439430574
ACH-000332,0.20681508078522293
ACH-000334,-0.1045810362298676
ACH-000335,-0.7358132619848704
ACH-000336,-0.20566079835171108
ACH-000337,-0.18024435144634302
ACH-000338,-0.4816967028828636
ACH-000339,-0.6673776945722601
ACH-000341,-0.3983154573301469
ACH-000348,-0.2197577610975978
ACH-000350,0.014041768778778463
ACH-000352,0.16025928156257507
ACH-000356,-0.27173812811418746
ACH-000361,-0.8027280895834993
ACH-000362,-0.24060212784456844
ACH-000363,-0.012196484219425364
ACH-000364,-0.6915561344920839
ACH-000365,-0.06710850473290228
ACH-000366,-0.2072652991536566
ACH-000368,-0.98615226902144
ACH-000374,-0.17024999693404644
ACH-000375,0.09045395530032428
ACH-000376,-0.2515717746640884
ACH-000381,-0.2747172004750223
ACH-000383,-0.2586955056333144
ACH-000387,-0.1259996841064642
ACH-000389,-0.4580241279588834
ACH-000390,-0.2312021933871353
ACH-000393,-0.09107757749437656
ACH-000395,-0.3063511701767763
ACH-000396,-0.6482867330350047
ACH-000397,-0.124168878411793
ACH-000401,-0.5046329797769176
ACH-000402,0.06137078471493556
ACH-000403,-0.33163814452812623
ACH-000404,0.07708660505957005
ACH-000406,-0.13351386303471385
ACH-000407,0.08283932166150347
ACH-000408,-0.3071715612720951
ACH-000410,-0.4251818477063968
ACH-000411,-0.3691297659632693
ACH-000414,-0.2865941112677325
ACH-000415,-0.3074907215900458
ACH-000416,-0.1578724151080443
ACH-000420,-0.26799050997778073
ACH-000421,-0.1635228863000743
ACH-000424,-0.11352208750723708
ACH-000425,-0.08528802368685949
ACH-000426,-0.1100365526412318
ACH-000427,-0.2575393177554306
ACH-000433,-0.3731779511779565
ACH-000435,-0.07422488026356945
ACH-000436,-0.0432730559515178
ACH-000444,-0.3604404650562343
ACH-000445,-0.7478955024501424
ACH-000448,-0.2054725557771439
ACH-000450,-0.3007665044376068
ACH-000452,-0.2317894033454787
ACH-000454,-0.4044302986797768
ACH-000458,-0.05486186237189048
ACH-000459,-0.14102813667962522
ACH-000460,-0.7717327803098887
ACH-000461,-0.19688263985199214
ACH-000463,-0.18737859703922569
ACH-000464,-1.0061503475045857
ACH-000466,-0.5376495447431628
ACH-000467,-0.10152321076096794
ACH-000468,-0.2270748936315717
ACH-000469,-0.8157576951342416
ACH-000470,-0.2199673290571409
ACH-000471,-0.49390780866513295
ACH-000472,-0.007496313422676081
ACH-000473,-0.10735060998134888
ACH-000475,-0.22030771266088248
ACH-000476,-0.0854334677090298
ACH-000477,0.03328599551222433
ACH-000479,-0.02839328023777112
ACH-000480,-0.25743869369388883
ACH-000481,-0.1450370609296729
ACH-000483,-0.2599972910291717
ACH-000484,0.11002090838384956
ACH-000485,-0.28793283201340314
ACH-000486,-0.28231221085794883
ACH-000487,-0.2325191362757749
ACH-000488,-0.1610480280604271
ACH-000490,-0.14776832289542766
ACH-000491,-0.11246719003548944
ACH-000495,-0.08105670139595103
ACH-000496,-0.6633451876686683
ACH-000499,-0.1144145297385605
ACH-000500,-0.5149002661904749
ACH-000502,-0.20366206614310212
ACH-000503,-0.41438523077154976
ACH-000505,-0.2026737987618318
ACH-000507,-0.2878843569945313
ACH-000510,-0.02359569271648144
ACH-000511,-0.4200791013508081
ACH-000512,-0.281727098288896
ACH-000516,-0.3851925765167833
ACH-000517,-0.38458901909165377
ACH-000518,-0.2221364096359392
ACH-000520,-0.3159161970198847
ACH-000521,-0.21160154417824972
ACH-000522,-0.5827048517767115
ACH-000524,-0.09921377626274007
ACH-000527,-0.22218492894353226
ACH-000528,0.11882218404012825
ACH-000537,-0.5451972584711129
ACH-000541,-0.37087572713306655
ACH-000542,-0.5325954155370779
ACH-000544,0.07840137807695323
ACH-000545,-0.3007675983098644
ACH-000547,-0.2508314126359093
ACH-000548,-0.3303334226362564
ACH-000549,-0.16479083313386364
ACH-000550,-0.15868601093554086
ACH-000552,-0.08377042067312733
ACH-000556,-0.044854851230379744
ACH-000557,0.09346178126731414
ACH-000569,-0.27406870652597665
ACH-000570,-0.3709771094477262
ACH-000571,-0.28152294685354484
ACH-000573,-0.5003648302786181
ACH-000576,-0.15387806171087465
ACH-000579,-0.02801139893160785
ACH-000580,-0.13117128273801926
ACH-000584,-0.19565783287449207
ACH-000585,-0.7290502646735133
ACH-000588,-0.2817641110603516
ACH-000589,-0.26963899438100203
ACH-000591,-0.5084592100983018
ACH-000593,-0.24984602150732735
ACH-000600,-0.4552215681684988
ACH-000601,-0.2722562886356651
ACH-000605,-0.29899749561730443
