,MTF1 (4520)
ACH-000004,-0.7093451365847802
ACH-000005,-0.2204802978080044
ACH-000007,0.0208807536763082
ACH-000009,-0.16558974210548666
ACH-000011,0.08187496027500889
ACH-000012,-0.2554193706882005
ACH-000013,-0.15990787832585351
ACH-000014,0.12128690275440193
ACH-000015,-0.3102407321267883
ACH-000017,-0.4678972008399079
ACH-000018,-0.18767320776985494
ACH-000019,-0.121278850057193
ACH-000021,-0.14931092692770015
ACH-000022,-0.09666806006568388
ACH-000025,-0.2995846409649715
ACH-000028,0.02417848850394769
ACH-000030,0.12117558833338875
ACH-000035,-0.2633680114040016
ACH-000036,0.059587461883609014
ACH-000037,-0.1649415195888498
ACH-000039,-0.04265240568076704
ACH-000040,-0.22551736551244395
ACH-000041,-0.06329379968923883
ACH-000042,0.001790019159898921
ACH-000045,-0.4928953222712977
ACH-000047,0.006805847337763526
ACH-000052,-0.3930869415725358
ACH-000053,-0.2221168450965401
ACH-000054,-0.053350613116577066
ACH-000055,-0.35677829631873537
ACH-000060,-0.08131555634849158
ACH-000067,-0.005197376547064909
ACH-000070,-0.5542306654135287
ACH-000075,-0.2109823526461324
ACH-000078,-0.18217130542719406
ACH-000082,-0.1835642366991323
ACH-000085,-0.01655453830942265
ACH-000086,-0.13184110311669578
ACH-000087,-0.4163162984690197
ACH-000092,-0.7123156289584764
ACH-000095,0.1062344193953092
ACH-000097,0.21124996191488932
ACH-000098,-0.35031786663559505
ACH-000099,-0.22503166571635128
ACH-000108,-0.1651957904434984
ACH-000113,-0.3028982626395003
ACH-000116,-0.07124648402993908
ACH-000118,-0.07079038988981899
ACH-000120,-0.247882324911472
ACH-000123,-0.2479112004319476
ACH-000127,-0.2397432474241512
ACH-000128,-0.19173285522146016
ACH-000132,0.06792894189310165
ACH-000133,-0.2405047142215405
ACH-000137,-0.21237085951448045
ACH-000138,-0.14745652501721224
ACH-000142,0.07061556469797721
ACH-000143,0.026099284726847437
ACH-000146,-0.3793415690285043
ACH-000148,-0.07377034285739477
ACH-000150,-0.7498048241446259
ACH-000152,-0.15596566051422622
ACH-000153,-0.402893970645054
ACH-000159,0.08834615382687587
ACH-000160,0.23694809494381325
ACH-000163,-0.029756066261135
ACH-000167,0.42907712624948063
ACH-000168,-0.34183113849015795
ACH-000169,-0.11879639456088295
ACH-000178,-0.0708150917679745
ACH-000183,-0.5545826367430907
ACH-000188,-0.05225236918146196
ACH-000189,-0.0292453092441986
ACH-000190,-0.03265893039224279
ACH-000198,-0.4771027815293263
ACH-000203,-0.2604815456735076
ACH-000204,-0.3158207753829509
ACH-000206,0.014842269927294462
ACH-000207,-0.28408099434716666
ACH-000208,0.0965623401790214
ACH-000210,-0.17525345735997114
ACH-000211,0.14436545050348829
ACH-000215,0.035272333633417884
ACH-000221,-0.20735311766512932
ACH-000222,-0.1566935262638102
ACH-000223,-0.1333677901815909
ACH-000226,0.058557063980632935
ACH-000227,0.019713222548105046
ACH-000228,-0.23144520035998564
ACH-000231,-0.043512996679797786
ACH-000232,-0.10797060474439417
ACH-000233,-0.06109976001106612
ACH-000234,0.0296632132599636
ACH-000235,-0.019495397756416632
ACH-000237,0.014322953218328676
ACH-000238,-0.3313371072458316
ACH-000242,0.13900293275569842
ACH-000243,-0.10096564087497993
ACH-000244,-0.14525167280055
ACH-000246,0.29881489051536503
ACH-000248,-0.1321847598456147
ACH-000250,-0.473186626644291
ACH-000251,-0.11528705218855935
ACH-000252,0.17040895189309566
ACH-000253,-0.05863027587866777
ACH-000255,-0.14844950808924745
ACH-000256,-0.03757003278782165
ACH-000257,-0.3295901182523329
ACH-000258,-0.10926105135140944
ACH-000259,-0.19189436337623111
ACH-000260,-0.19731966598842768
ACH-000261,-0.3862126841639316
ACH-000262,-0.2905960695733203
ACH-000263,-0.17239329110216747
ACH-000264,-0.18547020746534065
ACH-000265,-0.2407244601367594
ACH-000266,0.01850605523113261
ACH-000272,-0.021302040307491985
ACH-000274,-0.01828431373027084
ACH-000277,0.12244168196735986
ACH-000278,-0.027646053245304395
ACH-000279,-0.16685931198953152
ACH-000280,0.08536311923100028
ACH-000281,-0.18654847071350528
ACH-000288,-0.4907952182853389
ACH-000291,-0.05451472846902949
ACH-000293,-0.09170670075089933
ACH-000294,-0.5370940664879226
ACH-000295,-0.3215453728864133
ACH-000296,-0.3133458109399007
ACH-000302,-0.01784587710875596
ACH-000304,-0.2716410568328329
ACH-000307,-0.10168926840001916
ACH-000308,0.0227686188159251
ACH-000310,-0.032798445333799935
ACH-000311,0.11673081369275573
ACH-000312,-0.2895448627842305
ACH-000315,-0.6644187352822516
ACH-000316,-0.5453979451137227
ACH-000317,0.01732198204901128
ACH-000318,0.009797001558590935
ACH-000319,-0.2906994630177306
ACH-000320,-0.15090316648680524
ACH-000322,-0.1333394679299661
ACH-000323,-0.2035351804154376
ACH-000324,-0.1123389259048858
ACH-000329,-0.1249195398680387
ACH-000330,-0.0956795588528511
ACH-000331,-0.3519915815281355
ACH-000332,-0.15989773913638525
ACH-000334,-0.44516834209053824
ACH-000335,-0.2146159330944298
ACH-000336,-0.10715255071388816
ACH-000337,-0.04991934555107375
ACH-000338,-0.08467099792975039
ACH-000339,-0.005772344019435174
ACH-000341,-0.11013164808723644
ACH-000348,-0.0620167099845184
ACH-000350,-0.0747153041653949
ACH-000352,-0.18388204660321453
ACH-000356,-0.04239012210138704
ACH-000361,-0.5895414659790835
ACH-000362,-0.5264267033995561
ACH-000363,-0.013320779874804466
ACH-000364,-0.15558198476226862
ACH-000365,-0.259110874175302
ACH-000366,-0.1737977558419078
ACH-000368,-0.18118727082582145
ACH-000374,0.04132824258880133
ACH-000375,-0.2196527831006962
ACH-000376,0.046439482042536034
ACH-000381,-0.21079196436321926
ACH-000383,-0.05748907260260897
ACH-000387,-0.4770058134564902
ACH-000389,0.10092764932285052
ACH-000390,-0.035272904355373336
ACH-000393,-0.2089332210438368
ACH-000395,-0.32115786667279217
ACH-000396,-0.20354599303615087
ACH-000397,-0.03514863398365535
ACH-000401,0.004888264418470054
ACH-000402,-0.3975431401410132
ACH-000403,-0.07233388771807199
ACH-000404,0.15578778812318764
ACH-000406,-0.1897891704288704
ACH-000407,-0.0233468945957134
ACH-000408,-0.12641662627703468
ACH-000410,-0.23874509233407984
ACH-000411,-0.03730408601731696
ACH-000414,0.06677485749757643
ACH-000415,-0.6445120972264832
ACH-000416,-0.13216770756497148
ACH-000420,-0.16425223571938982
