,MPZ (4359)
ACH-000004,-0.029887724903606427
ACH-000005,-0.02465937081279671
ACH-000007,0.02663417591778276
ACH-000009,-0.14245439140557936
ACH-000011,-0.09065934645245366
ACH-000012,0.02867021001664744
ACH-000013,0.035263330006048484
ACH-000014,-0.0042842330620929256
ACH-000015,0.044606405818951
ACH-000017,0.07139951955200266
ACH-000018,0.07148006675785806
ACH-000019,0.08271231507594752
ACH-000021,-0.03480664094866888
ACH-000022,-0.032105710262100684
ACH-000025,0.062064382450930086
ACH-000028,0.09523805883633084
ACH-000030,-0.0028140079137006315
ACH-000035,-0.0489391137288478
ACH-000036,0.1280402350445398
ACH-000037,-0.055176711457576785
ACH-000039,-0.06461544127145437
ACH-000040,-0.011490761266069802
ACH-000041,-0.09201480018920537
ACH-000042,0.0460505851033525
ACH-000045,0.00490490426510883
ACH-000047,-0.026614255026380797
ACH-000052,-0.14356623242523553
ACH-000053,0.003696131589804507
ACH-000054,0.03410236969832569
ACH-000055,-0.016504673255210617
ACH-000060,-0.011453579007202449
ACH-000067,0.052208528318509334
ACH-000070,0.08503093740453109
ACH-000075,-0.015445165870505094
ACH-000078,0.025543137839124992
ACH-000082,-0.022545498072550737
ACH-000085,0.03876454472757247
ACH-000086,-0.1709430504875625
ACH-000087,0.053861216047571915
ACH-000092,0.052427263249457394
ACH-000095,-0.06827020968779432
ACH-000097,0.0151623390829002
ACH-000098,-0.009199692842854814
ACH-000099,-0.004694080152423781
ACH-000108,0.04423620265347216
ACH-000113,-0.047459275625176815
ACH-000116,0.1488224088185306
ACH-000118,0.10888125023409063
ACH-000120,-0.0992525755672548
ACH-000123,-0.009658974807110232
ACH-000127,-0.012939939537024348
ACH-000128,-0.011137329800378857
ACH-000132,0.008101364537642524
ACH-000133,-0.026160892139270368
ACH-000137,-0.05652463882128361
ACH-000138,0.07717842032030664
ACH-000142,-0.009925473358436158
ACH-000143,-0.05958941429219398
ACH-000146,0.03675870035655955
ACH-000148,-0.11527954396594026
ACH-000150,-0.05792850688245287
ACH-000152,0.12388830131584905
ACH-000153,-0.018372701184766783
ACH-000159,-0.022803602005795936
ACH-000160,0.0695716192926112
ACH-000163,-0.08244988440776664
ACH-000167,0.1395362564663668
ACH-000168,-0.0651460534133313
ACH-000169,0.07966756278004196
ACH-000178,0.003132813145723386
ACH-000183,-0.13075662056997087
ACH-000188,0.022260380907159583
ACH-000189,0.016114245974423982
ACH-000190,0.045702656080381515
ACH-000198,0.16459796140297187
ACH-000203,-0.3270627215371271
ACH-000204,-0.14837114919976585
ACH-000206,0.10438482059209757
ACH-000207,0.0275295964267175
ACH-000208,-0.02744291314745
ACH-000210,0.08382005053864729
ACH-000211,0.04439729361027525
ACH-000215,-0.04743598542054596
ACH-000221,-0.005251109289323989
ACH-000222,0.22354277742042405
ACH-000223,0.07291511909188521
ACH-000226,0.051654605588430574
ACH-000227,0.16243664862310914
ACH-000228,0.035740505716404934
ACH-000231,-0.005581707550328939
ACH-000232,0.03796857920152208
ACH-000233,-0.05511092353216983
ACH-000234,0.10318513202771253
ACH-000235,0.011376945983251813
ACH-000237,0.05461837278873838
ACH-000238,-0.04733141948768697
ACH-000242,0.13536112328730915
ACH-000243,0.05295777368734576
ACH-000244,0.17194101403821102
ACH-000246,-0.06462844059727839
ACH-000248,0.06947611804953595
ACH-000250,-0.027664683644065803
ACH-000251,-0.11348583651434788
ACH-000252,-0.17497089598881252
ACH-000253,0.05914412501070066
ACH-000255,-0.10975311306134852
ACH-000256,0.0431690835496297
ACH-000257,0.15192237445876386
ACH-000258,0.2213507912312252
ACH-000259,0.09652506346533586
ACH-000260,-0.03815495468977861
ACH-000261,0.031363073056218486
ACH-000262,-0.011901230989304257
ACH-000263,-0.08673158412290398
ACH-000264,0.005752113702153199
ACH-000265,-0.0656620631513103
ACH-000266,-0.02685821028302323
ACH-000272,-0.04405280005908841
ACH-000274,0.10688003301754456
ACH-000277,0.04224311377966778
ACH-000278,0.057674087248163385
ACH-000279,-0.02121869939632014
ACH-000280,-0.04976605162970369
ACH-000281,-0.03422876303566146
ACH-000288,-0.03105072746367385
ACH-000291,0.042810727755641265
ACH-000293,-0.05157765926013271
ACH-000294,-0.07084304007096377
ACH-000295,-0.0901059483477353
ACH-000296,0.09179538435483832
ACH-000302,-0.028867595922136145
ACH-000304,0.07270629757869314
ACH-000307,0.1307272318348162
ACH-000308,-0.007287556262111122
ACH-000310,-0.06240008458987197
ACH-000311,-0.0040307203287428955
ACH-000312,-0.014738724012571529
ACH-000315,-0.08180709390859843
ACH-000316,0.09432782735297564
ACH-000317,0.045705190380901775
ACH-000318,-0.04896095497141571
ACH-000319,0.0010882997719790183
ACH-000320,-0.03784211816250828
ACH-000322,0.08521773150020141
ACH-000323,0.0069246224462926964
ACH-000324,-0.09546135161616766
ACH-000329,0.0014809977801050068
ACH-000330,0.14066249850060847
ACH-000331,0.07461803340759073
ACH-000332,-0.01089107580964972
ACH-000334,0.06814917711404156
ACH-000335,0.11428565056907584
ACH-000336,-0.14813920163046562
ACH-000337,0.08287986633267465
ACH-000338,-0.1691532302635103
ACH-000339,0.04388401194716368
ACH-000341,-0.14506934242856026
ACH-000348,-0.01661472060238114
ACH-000350,-0.3744803081500725
ACH-000352,-0.0284322012951956
ACH-000356,0.013973156061462143
ACH-000361,0.015735732557338306
