,PKIB (5570)
ACH-000004,-0.03855589309255855
ACH-000005,-0.09280503574723016
ACH-000007,0.0072490402035475235
ACH-000009,0.0981471800773202
ACH-000011,-0.028163231641598632
ACH-000012,-0.05131175478315751
ACH-000013,0.021073013916349918
ACH-000014,0.13677040484319494
ACH-000015,-0.06485027480793641
ACH-000017,-0.07240848667391535
ACH-000018,-0.09403264538452134
ACH-000019,0.005235947661883965
ACH-000021,-0.024582968706723846
ACH-000022,0.12028100242444364
ACH-000025,0.017644320739847397
ACH-000028,0.11027634345387986
ACH-000030,-0.009004660888219256
ACH-000035,-0.024770747485232617
ACH-000036,0.0051970465767006225
ACH-000037,-0.11713983160342695
ACH-000039,0.0366588296662429
ACH-000040,-0.06639582789872632
ACH-000041,0.0927828691080004
ACH-000042,-0.10817744767595436
ACH-000045,0.10108214208583814
ACH-000047,-0.14399674527792608
ACH-000052,0.07610124799517494
ACH-000053,-0.02194428062895316
ACH-000054,-0.012509602469434965
ACH-000055,-0.009600583553029136
ACH-000060,-0.09622088355418454
ACH-000067,0.032693501417693484
ACH-000070,-0.006740702607920919
ACH-000075,0.11796541123594302
ACH-000078,0.008571544274670375
ACH-000082,0.01438625040288556
ACH-000085,-0.08327348317760637
ACH-000086,0.07443369718285016
ACH-000087,-0.14625708922456712
ACH-000092,-0.00616885200627556
ACH-000095,-0.06573959292885223
ACH-000097,-0.004459069171204602
ACH-000098,-0.0475621955086003
ACH-000099,-0.02243075000406532
ACH-000108,-0.020222662907324832
ACH-000113,0.012439150346228098
ACH-000116,-0.04124393431737594
ACH-000118,0.0019211282422984413
ACH-000120,0.04790289757232049
ACH-000123,-0.003001008338723216
ACH-000127,-0.011006637001805522
ACH-000128,0.04622964193178138
ACH-000132,-0.10225202686713
ACH-000133,-0.02541326696464933
ACH-000137,0.11186685356450736
ACH-000138,-0.05808559139967686
ACH-000142,0.03234805687752627
ACH-000143,-0.07461351087049428
ACH-000146,0.008245626866881727
ACH-000148,0.0035919837548584656
ACH-000150,-0.05665014445753441
ACH-000152,0.009545067999255702
ACH-000153,0.02952080754614632
ACH-000159,-0.03834661041216537
ACH-000160,0.19309325445822167
ACH-000163,0.0345911324215657
ACH-000167,0.10681415729464072
ACH-000168,-0.06387459555100541
ACH-000169,-0.1352319140464458
ACH-000178,0.002911681575329717
