,PRKRA (8575)
ACH-000004,-0.4095057359351388
ACH-000005,-0.4197035590005777
ACH-000007,-0.32692416223419035
ACH-000009,-0.4511220107446874
ACH-000011,-0.2633912811862679
ACH-000012,-0.304723763243902
ACH-000013,-0.7459886956415329
ACH-000014,-0.5726824662695732
ACH-000015,-0.4311831736431179
ACH-000017,-0.35381235216733137
ACH-000018,-0.4720631567025044
ACH-000019,-0.27831644567981
ACH-000021,-0.16547092192869664
ACH-000022,-0.3341668071475767
ACH-000025,-0.3173873423223671
ACH-000028,-0.4867984533124014
ACH-000030,-0.7943202625357177
ACH-000035,-0.6892793006835886
ACH-000036,-0.8520420044289149
ACH-000037,-0.3321024153336312
ACH-000039,-0.2494074476440228
ACH-000040,-0.4897646266966394
ACH-000041,-0.2881165357044077
ACH-000042,-0.6132127782887179
ACH-000045,-0.4724942069918467
ACH-000047,-0.4703915985853485
ACH-000052,-0.5040925559078139
ACH-000053,-0.7320104488943842
ACH-000054,-0.5811599749107726
ACH-000055,-0.44017601324244393
ACH-000060,-0.6465746013653729
ACH-000067,-0.6838005507584843
ACH-000070,-0.4853192331261483
ACH-000075,-0.4370180286627793
ACH-000078,-0.4064117805808705
ACH-000082,-0.7399598476975692
ACH-000085,-0.7707863970025359
ACH-000086,-0.3887618463913678
ACH-000087,-0.32136081173405656
ACH-000092,-1.0373192842079877
ACH-000095,-0.4991201470988934
ACH-000097,-0.4042375649067309
ACH-000098,-0.827144152513859
ACH-000099,-0.7491854911973221
ACH-000108,-0.5039203992302476
ACH-000113,-0.5393453766537534
ACH-000116,-0.5332989646279305
ACH-000118,-1.0372134058318376
ACH-000120,-0.18958291596901405
ACH-000123,-0.5845931706711
ACH-000127,-0.7150522254304641
ACH-000128,-0.4026972091878455
ACH-000132,-0.8310341931944119
ACH-000133,-0.5359745630599557
ACH-000137,-0.5107917348791208
ACH-000138,-0.8487018860901857
ACH-000142,-0.13695002689357447
ACH-000143,-1.7230205515580228
ACH-000146,-0.22516627718514148
ACH-000148,-0.5019611963427273
ACH-000150,-0.3988988696450865
ACH-000152,-0.6865063172340374
ACH-000153,-1.4795032360406577
ACH-000159,-0.2937049834222161
ACH-000160,-0.7938521621391395
ACH-000163,-1.0186004252527432
ACH-000167,-0.7494003569724819
ACH-000168,-0.6425084158922346
ACH-000169,-0.9265309713709816
ACH-000178,-0.4089307233313693
ACH-000183,-0.4322165137050895
ACH-000188,-1.1955767145862084
ACH-000189,-0.7886317929284671
ACH-000190,-1.1949985037723947
ACH-000198,-0.4916682435128261
ACH-000203,-0.2799609277149763
ACH-000204,-0.6469428347367119
ACH-000206,-0.9096214894759675
ACH-000207,-0.3385860688066655
ACH-000208,-0.29688283944648
ACH-000210,-0.5867829456057134
ACH-000211,-0.36580183157328616
ACH-000215,-0.5288041470360307
ACH-000221,-0.5724468586230977
ACH-000222,-0.6799378875870852
ACH-000223,-0.6266128497081199
ACH-000226,-0.4548301997194396
ACH-000227,-0.3207235583200132
ACH-000228,-0.9494501465026034
ACH-000231,-1.1091378192230683
ACH-000232,-0.4377175747507424
ACH-000233,-0.8046883568697168
ACH-000234,-0.4538459791140854
ACH-000235,-0.28709452361223603
ACH-000237,-0.4587844397120324
ACH-000238,-0.5789386021245744
ACH-000242,-0.5537874532143189
ACH-000243,-0.5697903760101347
ACH-000244,-1.0111083753245542
ACH-000246,-0.2997294484936981
ACH-000248,-0.4101935694139876
ACH-000250,-0.5902189687839523
ACH-000251,-0.93117480950521
ACH-000252,-0.7007013274010707
ACH-000253,-0.6859318006206949
ACH-000255,-0.2373189098009507
ACH-000256,-1.0215438491417677
ACH-000257,-0.3743565754812981
ACH-000258,-1.1687439740003571
ACH-000259,-0.5272047590944083
ACH-000260,-0.5193750582208724
ACH-000261,-0.2386533173445999
ACH-000262,-0.57374382543778
ACH-000263,-0.676258557205164
ACH-000264,-0.22047361445443972
ACH-000265,-1.1838579006174421
ACH-000266,-1.2384366581382678
ACH-000272,-0.19736311098268694
ACH-000274,-0.5105031997768587
ACH-000277,-0.3357254811081221
ACH-000278,-0.6462573131583395
ACH-000279,-0.3537753638982574
ACH-000280,-0.41304850842688173
ACH-000281,-0.5283994554221794
ACH-000288,-0.4094405253194361
ACH-000291,-0.3017828337825743
ACH-000293,-1.6760342626072098
ACH-000294,-0.4337369030015395
ACH-000295,-0.3711122481912309
ACH-000296,-0.4010942909250868
ACH-000302,-0.2523608942079025
ACH-000304,-0.6553567473537631
ACH-000307,-0.16369305449442298
ACH-000308,-0.6828837894121893
ACH-000310,-0.5541029148108657
ACH-000311,-0.3876437163544155
ACH-000312,-1.0161872597718424
ACH-000315,-0.6646949649570033
ACH-000316,-0.7487577489731589
ACH-000317,-0.2524920132924379
ACH-000318,-0.4367252612720112
ACH-000319,-0.382642992021843
ACH-000320,-0.7360305623490839
ACH-000322,-0.7401947432248386
ACH-000323,-0.3593850018746434
ACH-000324,-0.412813348326909
ACH-000329,-0.8269763164724891
ACH-000330,-0.6055064716012555
ACH-000331,-0.9902345631927668
ACH-000332,-1.0154949193830527
ACH-000334,-0.10110211522948484
ACH-000335,-0.6016464107365005
ACH-000336,-0.2123262923389962
ACH-000337,-0.41776418955587935
ACH-000338,-0.4658592109221496
ACH-000339,-0.4280254642649766
ACH-000341,-0.9504095484583522
ACH-000348,-1.3065931199394605
ACH-000350,-0.06764154075819226
ACH-000352,-0.21408396088698836
ACH-000356,-0.14215924733652446
ACH-000361,-0.3479106021817569
ACH-000362,-0.30320044377399474
ACH-000363,-0.3856171695276289
ACH-000364,-0.5824418890063541
ACH-000365,-0.32756307033746146
ACH-000366,-0.3807107157082629
ACH-000368,-1.0791711845474128
ACH-000374,-0.5152853028833951
ACH-000375,-0.8846811185146709
ACH-000376,-0.6596057343522064
ACH-000381,-0.5305819255730139
ACH-000383,-0.5095074131302809
ACH-000387,-0.5492744172357565
ACH-000389,-0.2886810050448804
ACH-000390,-0.3399861100179256
ACH-000393,-0.5878172309877471
ACH-000395,-0.7308403259710818
ACH-000396,-0.1583395171158022
ACH-000397,-0.699324452978653
ACH-000401,-0.5932676253550992
ACH-000402,-0.32498440706111986
ACH-000403,-0.546411331815965
ACH-000404,-0.19930362046388625
ACH-000406,-0.31957425738803885
ACH-000407,-0.7450300785006351
ACH-000408,-0.901783076341458
ACH-000410,-0.3865639374927465
ACH-000411,-0.3211210025942213
ACH-000414,-0.40889577446373504
ACH-000415,-0.3009666733656141
ACH-000416,-0.3339985695640328
ACH-000420,-0.7756048338019623
ACH-000421,-0.7068048067745827
ACH-000424,-0.3893342613652234
ACH-000425,-0.5678310580013147
ACH-000426,-0.5794046292845487
ACH-000427,-0.7147127517538391
ACH-000433,-0.5647602358764398
ACH-000435,-0.13413875689626778
ACH-000436,-0.5828462702409525
ACH-000444,-0.5214857182712421
ACH-000445,-1.1360915361772568
ACH-000448,-0.35680806159756184
ACH-000450,-0.26625842860678656
ACH-000452,-1.1301123930553778
ACH-000454,-0.6830901672399855
ACH-000458,-1.454855886286324
ACH-000459,-0.8402085620668778
ACH-000460,-0.438346615676592
ACH-000461,-0.13998988895020775
ACH-000463,-0.6192840956679156
ACH-000464,-0.438688150416612
ACH-000466,-0.2586113982991552
ACH-000467,-0.5388107246594993
ACH-000468,-0.9083225821526276
ACH-000469,-0.831039767896428
ACH-000470,-0.9624014363297214
ACH-000471,-0.2863435898071641
ACH-000472,-0.6951958317993638
ACH-000473,-0.5021871013811658
ACH-000475,-0.3887256659955704
ACH-000476,-0.5040640120593182
ACH-000477,-0.06219162960627525
ACH-000479,-0.6975095576808211
ACH-000480,-0.31968071153900385
ACH-000481,-0.4950080787313103
ACH-000483,-1.0284667178690516
ACH-000484,-0.2718670594425754
ACH-000485,-0.4774684657518813
ACH-000486,-0.389423124987195
ACH-000487,-0.7778399557931637
ACH-000488,-0.6356899342535188
ACH-000490,-0.9300338382107975
ACH-000491,-1.3581578968067105
ACH-000495,-0.2687821179400561
ACH-000496,-0.5306284061663397
ACH-000499,-0.6850718287040959
ACH-000500,-0.7670659370445759
ACH-000502,-1.2275738489236845
ACH-000503,-1.378743448955436
ACH-000505,-0.5022364616799307
ACH-000507,-0.5191943559768288
ACH-000510,-0.5680752345759386
ACH-000511,-0.6710590958064427
ACH-000512,-0.4018021950821683
ACH-000516,-1.2641003488559261
ACH-000517,-1.0338257808071805
ACH-000518,-0.7823435715662191
ACH-000520,-0.7275727425170113
ACH-000521,-0.5658237297510103
ACH-000522,-0.2484871189704997
ACH-000524,-0.3354380347652925
ACH-000527,-0.3990548102187319
ACH-000528,-0.42359068670929495
ACH-000537,-0.7604287667644619
ACH-000541,-0.4041341037332175
ACH-000542,-0.5782238890184245
ACH-000544,-0.4931891123567573
ACH-000545,-0.5122830033415506
ACH-000547,-0.5336087892500142
ACH-000548,-0.543815846208766
ACH-000549,-0.5241612320773495
ACH-000550,-0.61280677140994
ACH-000552,-0.7057230810685255
ACH-000556,-0.6900989757424288
ACH-000557,-0.14749058469134452
ACH-000569,-0.3014605456403128
ACH-000570,-0.5428953745256188
ACH-000571,-0.0974161216955626
ACH-000573,-1.028370321590417
ACH-000576,-0.2499729102759065
ACH-000579,-1.3850353312179196
ACH-000580,-0.43770453076346383
ACH-000584,-0.3505219024168536
ACH-000585,-0.8646995914647689
ACH-000588,-0.30229393257558856
ACH-000589,-0.27447789480687085
ACH-000591,-0.7290504300870574
ACH-000593,-0.455278728969331
ACH-000600,-0.2773299489738386
ACH-000601,-0.5172661666354597
ACH-000605,-0.2983990396189366
ACH-000606,-0.8216521795756451
ACH-000608,-0.6811048190708713
ACH-000614,-0.4529490690121363
ACH-000616,-0.31603351380685124
ACH-000618,-1.4088676197086742
ACH-000619,-0.4803848961904225
ACH-000620,-0.2621818249807853
ACH-000621,-1.371829439714367
ACH-000622,-0.6506162263981503
ACH-000623,-0.6662931323948637
ACH-000624,-1.302337750590839
ACH-000627,-0.6415090181833021
ACH-000630,-0.8526834496961457
ACH-000631,-0.3942667490903176
ACH-000632,-0.8481117680309436
ACH-000633,-0.3055268088369054
ACH-000637,-1.184410143778161
ACH-000638,-0.9950352174495712
ACH-000646,-0.9116654412978556
ACH-000647,-0.2996894885541557
ACH-000648,-0.3994091048137809
ACH-000649,-0.3411038694109877
ACH-000651,-1.0256400498364096
ACH-000652,-0.964433137042319
ACH-000653,-0.3641726942893943
ACH-000657,-0.4835036613135785
ACH-000658,-0.3997773704088541
ACH-000661,-0.4005325562117194
ACH-000662,-0.5885459400960656
ACH-000663,-1.0242322005431241
ACH-000665,-0.3776083330249132
ACH-000671,-0.4102556636418709
ACH-000672,-0.6947443709946499
ACH-000673,-1.326765367482121
ACH-000676,-0.5298132222944612
ACH-000677,-0.8396707637808168
ACH-000681,-0.4132634926770754
ACH-000683,-0.19726296530545548
ACH-000684,-0.5856960372049668
ACH-000688,-1.1823655601770449
ACH-000693,-0.5006332526411605
ACH-000694,-1.0418921233343446
ACH-000695,-1.4923306488278218
ACH-000696,-0.7662220845921076
ACH-000697,-0.6934897845966601
ACH-000699,-0.5729554003182888
ACH-000701,-0.5170243171328169
ACH-000706,-0.1884506181606541
ACH-000711,-1.3573416329066783
ACH-000713,-0.4598994392204487
ACH-000714,-0.6113323400464723
ACH-000718,-0.5376668560635485
ACH-000720,-0.5455492708365787
ACH-000721,-0.4899248869160101
ACH-000724,-0.1419479263475878
ACH-000725,-0.3511971391559658
ACH-000732,-1.046834368405217
ACH-000734,-0.3250520510054792
ACH-000735,-0.4277398036269085
ACH-000736,-0.8751767006608163
ACH-000738,-0.5451297773016419
ACH-000746,-0.3190653626746153
ACH-000747,-1.0840501976463053
ACH-000748,-0.864025268285165
ACH-000753,-0.5708422459762282
ACH-000756,-0.4681618713903572
ACH-000757,-0.2796830340800259
ACH-000758,-0.3626049149838012
ACH-000760,-1.3621325914972744
ACH-000762,-0.29178810675685
ACH-000763,-0.4070260620338505
ACH-000764,-0.6618613539342569
ACH-000765,-0.9315005780299312
ACH-000766,-0.44103794486321657
ACH-000767,-0.4084469820266592
ACH-000768,-0.9406453974370584
ACH-000769,-0.8344295906236021
ACH-000770,-0.7642592359318023
ACH-000771,-0.3542604399141423
ACH-000773,-0.3501230089721777
ACH-000776,-0.97352557796364
ACH-000777,-0.6696124367952436
ACH-000778,-0.2414153882016012
ACH-000781,-0.3683502218836141
ACH-000782,-0.4162332867799149
ACH-000783,-0.6626010736705136
ACH-000784,-1.020709986144121
ACH-000785,-0.31165784746350245
ACH-000787,-0.4566609270468875
ACH-000788,-0.4588003610267581
ACH-000791,-0.4635423201343188
ACH-000792,-0.26653141242303663
ACH-000794,-0.5234840669243849
ACH-000796,-0.2982708635475789
ACH-000798,-0.5006653362859971
ACH-000799,-0.5747540496409339
ACH-000800,-1.268292839453248
ACH-000802,-1.1265430726899075
ACH-000804,-0.4767866834316591
ACH-000805,-0.4867020944299672
ACH-000809,-0.31127327294538315
ACH-000810,-0.6591238755839127
ACH-000811,-0.751354629702598
ACH-000817,-0.6165873330388526
ACH-000819,-0.7398975214524892
ACH-000820,-0.7338450279905985
ACH-000821,-0.4802385471244081
ACH-000822,-0.6702895055728784
ACH-000823,-1.0882797232045216
ACH-000824,-0.27456907408922154
ACH-000827,-0.3812414031916555
ACH-000829,-0.5519070695221677
ACH-000831,-0.6176202753774829
ACH-000832,-0.7095289838131287
ACH-000833,-0.8103968029540436
ACH-000834,-0.4206377614201671
ACH-000835,-0.7884382653017438
ACH-000836,-0.8539199274875815
ACH-000837,-0.5496236887877085
ACH-000838,-0.2536394455434435
ACH-000839,-0.29807561571576313
ACH-000840,-0.6427870728439269
ACH-000841,-0.5553534361965383
ACH-000843,-0.9782000690713588
ACH-000846,-0.7137437156117189
ACH-000847,-1.1290900998818612
ACH-000848,-0.4531108573416806
ACH-000849,-1.2111358060857218
ACH-000851,-0.7451212625736735
ACH-000855,-0.5112119421125281
ACH-000856,-0.3865067569983336
