,PRKRA (8575)
ACH-000858,-0.305031565337862
ACH-000859,-0.3795895683583538
ACH-000861,-0.7426841062391101
ACH-000862,-0.3011131486124603
ACH-000865,-0.609738651805636
ACH-000866,-0.5874279688843028
ACH-000867,-0.4734453383307585
ACH-000869,-0.23346248267634884
ACH-000872,-0.3361570284127579
ACH-000873,-1.210211804631865
ACH-000876,-0.42831528851595096
ACH-000878,-0.6231571356693695
ACH-000880,-0.27925946800752705
ACH-000881,-0.6965961776532075
ACH-000882,-0.7413088620328326
ACH-000884,-1.1269860493292645
ACH-000885,-0.4609079560297032
ACH-000887,-0.3138100757174613
ACH-000889,-0.491057213306256
ACH-000896,-0.37120457738553775
ACH-000898,-0.4116923488984209
ACH-000900,-0.36547649436612906
ACH-000901,-1.1605094442424455
ACH-000905,-0.5900549334063016
ACH-000906,-1.010572914022326
ACH-000907,-0.6807321294539169
ACH-000910,-0.2720703980715291
ACH-000911,-0.644996454952413
ACH-000912,-1.1560134397062234
ACH-000913,-1.4622415641291209
ACH-000915,-0.7996615971388927
ACH-000916,-0.9876730758298036
ACH-000917,-0.9800298740287546
ACH-000920,-0.8778325234104655
ACH-000921,-1.0139449937830354
ACH-000924,-0.2507450374742993
ACH-000926,-0.6323171338551332
ACH-000928,-0.5939314176681738
ACH-000929,-0.30574807045061203
ACH-000932,-0.6406995321348746
ACH-000935,-0.3104192354772117
ACH-000936,-0.970951063230208
ACH-000937,-0.8135636015044587
ACH-000938,-0.37100640201065216
ACH-000939,-0.36634440044696426
ACH-000941,-0.4846664602069967
ACH-000943,-0.7899656231266117
ACH-000946,-0.5799341244860685
ACH-000947,-0.5248594886002081
ACH-000948,-0.3416713098463847
ACH-000950,-0.5208823655813694
ACH-000953,-0.5861041188515103
ACH-000954,-0.5839711614184486
ACH-000957,-0.7679567504472539
ACH-000958,-0.5627870180711642
ACH-000960,-0.4309701856169991
ACH-000963,-0.3216462353164486
ACH-000968,-0.4275821233736092
ACH-000969,-0.8241316202314316
ACH-000972,-0.6596694215952448
ACH-000973,-0.96430798639004
ACH-000974,-0.5540732734425684
ACH-000978,-1.468373205269225
ACH-000984,-0.6805836154642941
ACH-000986,-1.0165684587841326
ACH-000988,-0.19899562208968397
ACH-000993,-0.3917504049335149
ACH-000994,-0.8964545674688987
ACH-000996,-1.1832365274035748
ACH-001001,-0.9243182147241841
ACH-001020,-0.7265492244882791
ACH-001028,-0.524024610327281
ACH-001031,-0.6239457760897785
ACH-001038,-0.3112797210503186
ACH-001048,-0.5553149940674752
ACH-001050,-0.30198231456426466
ACH-001053,-0.7357474088476225
ACH-001054,-0.8403211991348879
ACH-001061,-0.5371706782287087
ACH-001067,-0.4491143040078235
ACH-001075,-0.560276136508842
ACH-001096,-0.4017394107492703
ACH-001111,-0.25968714591118675
ACH-001119,-0.4089557112168067
ACH-001128,-0.5700439689489191
ACH-001134,-0.4369447678416449
ACH-001151,-0.44517337123469536
ACH-001163,-0.4352944755013157
ACH-001164,-0.8107341477803469
ACH-001183,-0.538983991810789
ACH-001192,-0.2488054998374822
ACH-001193,-0.4091997840090794
ACH-001196,-0.74373879846836
ACH-001197,-0.5952408155526459
ACH-001205,-0.52555882600992
ACH-001211,-0.3936568829986248
ACH-001212,-0.7371480967777754
ACH-001228,-0.14297018012765775
ACH-001232,-0.4198925869133144
ACH-001239,-0.6448687040964377
ACH-001270,-0.6680752225903979
ACH-001274,-0.515625239072953
ACH-001275,-0.5578725517270248
ACH-001277,-0.3607960154143524
ACH-001278,-0.8180665356377175
ACH-001280,-0.5697713848873979
ACH-001283,-0.3696679455295474
ACH-001289,-0.5678197019598952
ACH-001300,-0.6583490405947425
ACH-001301,-0.6846231716170826
ACH-001302,-1.2187538336573474
ACH-001306,-1.1510522975517041
ACH-001318,-0.9083670823291355
ACH-001322,-0.661082498869469
ACH-001328,-0.3497109264934478
ACH-001332,-0.6817024326369281
ACH-001336,-1.1889654785943569
ACH-001346,-0.4787340789489801
ACH-001353,-0.2731929720497644
ACH-001354,-0.6305501605448326
ACH-001367,-0.8429402056533871
ACH-001368,-0.6305480224796635
ACH-001374,-0.5177995350585599
ACH-001377,-0.19385066961293013
ACH-001380,-0.5287726562511739
ACH-001391,-0.762053987676495
ACH-001408,-0.455933603996433
ACH-001430,-0.5089250587153319
ACH-001431,-0.7144718029134219
ACH-001450,-0.2484656482863812
ACH-001496,-0.8205358740450202
ACH-001500,-0.5841324374016241
ACH-001523,-0.5370973100249161
ACH-001532,-0.7605304298526905
ACH-001550,-0.8003630604072357
ACH-001552,-0.2481037030250494
ACH-001554,-0.5393465181866676
ACH-001654,-1.0551227668152383
ACH-001735,-0.2681387475745356
ACH-001736,-0.4740985083105487
ACH-001737,-0.7394787118113195
ACH-001740,-0.2924685991888426
ACH-001745,-0.3968628913595685
ACH-001765,-0.6487516085938613
