,NR2F6 (2063)
ACH-000004,-0.13720014197912694
ACH-000005,-0.2670454479008776
ACH-000007,0.01624717284131107
ACH-000009,0.05081794619616177
ACH-000011,-0.12199300808394915
ACH-000012,-0.20360824389083548
ACH-000013,-0.06168105107334329
ACH-000014,-0.2342873422516741
ACH-000015,-0.15182174592644462
ACH-000017,-0.0001165171275152244
ACH-000018,-0.19626136270039
ACH-000019,-0.1437981640941002
ACH-000021,-0.13886055115463108
ACH-000022,-0.18685857580887247
ACH-000025,-0.13558715057599285
ACH-000028,-0.10254902203043208
ACH-000030,-0.13992286019986008
ACH-000035,-0.1578749180833239
ACH-000036,-0.07886866971900032
ACH-000037,0.021111339312354132
ACH-000039,0.040573824584289236
ACH-000040,-0.10749065626184302
ACH-000041,-0.20791545353545096
ACH-000042,-0.13002500586458987
ACH-000045,-0.1801958407077474
ACH-000047,-0.14272204745240216
ACH-000052,-0.2919910078250675
ACH-000053,-0.08521230668100929
ACH-000054,-0.21293614312619685
ACH-000055,-0.03434540999898105
ACH-000060,-0.028931921287229538
ACH-000067,-0.16090063826577122
ACH-000070,-0.1548774613342753
ACH-000075,-0.18902636020480013
ACH-000078,-0.07724215284539547
ACH-000082,-0.02294222853552897
ACH-000085,-0.07126742416063211
ACH-000086,-0.2172038020596096
ACH-000087,0.12337616669283588
ACH-000092,-0.08324338971954043
ACH-000095,-0.0975401136713796
ACH-000097,-0.12427629039858898
ACH-000098,-0.09461862933333093
ACH-000099,-0.13306896388755604
ACH-000108,-0.06177622052308369
ACH-000113,-0.1306360597550151
ACH-000116,-0.15774604578993026
ACH-000118,-0.1733928475241572
ACH-000120,-0.11822062523948408
ACH-000123,-0.10918673498039756
ACH-000127,-0.12426339407232632
ACH-000128,-0.1841538170609617
ACH-000132,-0.2626679511112791
ACH-000133,-0.08904656814650701
ACH-000137,-0.07272640641205733
ACH-000138,-0.1849621228015127
ACH-000142,-0.18592634309684006
ACH-000143,-0.11391408506573583
ACH-000146,-0.2362392717027361
ACH-000148,-0.025923296351225342
ACH-000150,-0.17116049529811714
ACH-000152,-0.05479589420555179
ACH-000153,-0.050264819074131384
ACH-000159,-0.0449127790409444
