,TBC1D3B (414059)
ACH-000004,-0.4099213340880616
ACH-000005,-0.4716615530642676
ACH-000007,-0.5952099772292838
ACH-000009,-0.40746289366249294
ACH-000011,-0.4454185330741207
ACH-000012,-0.34395681930816985
ACH-000013,-0.4395080422560579
ACH-000014,-0.42242635772206255
ACH-000015,-0.34198545402632297
ACH-000017,-0.4805985250688345
ACH-000018,-0.5020366889371721
ACH-000019,-0.4693174659093008
ACH-000021,-0.2661011915910509
ACH-000022,-0.7077572770737892
ACH-000025,-0.4243823759378313
ACH-000028,-0.5950222356943287
ACH-000030,-0.5452201201145154
ACH-000035,-0.4785208181434034
ACH-000036,-0.37204979956555617
ACH-000037,-0.4000682955441248
ACH-000039,-0.2253744423502441
ACH-000040,-0.4413536052433524
ACH-000041,-0.5085673477932372
ACH-000042,-0.4264771836798161
ACH-000045,-0.2290341361953612
ACH-000047,-0.4880697299059002
ACH-000052,-0.3306315377361369
ACH-000053,-0.4850682127589838
ACH-000054,-0.3693889842718463
ACH-000055,-0.4004618544636466
ACH-000060,-0.5132942625860712
ACH-000067,-0.30852792590594136
ACH-000070,-0.5909148290922582
ACH-000075,-0.4600319822415532
ACH-000078,-0.4889385254440402
ACH-000082,-0.5657871150458906
ACH-000085,-0.4396344447127244
ACH-000086,-0.2192218791352224
ACH-000087,-0.4957309098752437
ACH-000092,-0.4264516313397663
ACH-000095,-0.4684392621038492
ACH-000097,-0.4380233837120248
ACH-000098,-0.4442447722222094
ACH-000099,-0.5123205107200747
ACH-000108,-0.4093961720795132
ACH-000113,-0.5886028000670331
ACH-000116,-0.6500169345078598
ACH-000118,-0.4971513687629693
ACH-000120,-0.496092250080637
ACH-000123,-0.6266352681282757
ACH-000127,-0.5754083250658989
ACH-000128,-0.4529113217935828
ACH-000132,-0.25887453877286176
ACH-000133,-0.4059059500652182
ACH-000137,-0.2110472152716598
ACH-000138,-0.6634176257203124
ACH-000142,-0.5786768809291921
ACH-000143,-0.5738910802856015
ACH-000146,-0.6995168192502309
ACH-000148,-0.5865323194725033
ACH-000150,-0.4125278921300161
ACH-000152,-0.3989213967855468
ACH-000153,-0.5967929230033613
ACH-000159,-0.4805266970860217
ACH-000160,-0.7132606218713037
ACH-000163,-0.4074231443525741
ACH-000167,-1.0181627312071737
ACH-000168,-0.2269501305429391
ACH-000169,-0.4760164284635541
ACH-000178,-0.5782349660439461
ACH-000183,-0.4192547596081438
ACH-000188,-0.5226029336267625
ACH-000189,-0.6221306756057319
ACH-000190,-0.3474528797729192
ACH-000198,-0.6458838491092862
ACH-000203,-0.3462875765482273
ACH-000204,-0.3241294650689717
ACH-000206,-0.2794510576212594
ACH-000207,-0.41483062191805103
ACH-000208,-0.36399788946398703
ACH-000210,-0.3878934623879573
ACH-000211,-0.4091265481785957
ACH-000215,-0.5447366480549498
ACH-000221,-0.5472349767478327
ACH-000222,-0.3985585171587582
ACH-000223,-0.31819281929770393
ACH-000226,-0.4349937420924234
ACH-000227,-0.5430971855097992
ACH-000228,-0.26605206308513657
ACH-000231,-0.5310567112561192
ACH-000232,-0.346232210465064
ACH-000233,-0.3952744121332064
ACH-000234,-0.6481271106197731
ACH-000235,-0.6284469365542158
ACH-000237,-0.5324572498043809
ACH-000238,-0.3780154967682969
ACH-000242,-0.5065173845019281
ACH-000243,-0.4770970593394552
ACH-000244,-0.35462454671644783
ACH-000246,-0.439116298610732
ACH-000248,-0.4347801220120847
ACH-000250,-0.6832599847594253
ACH-000251,-0.9938859537521058
ACH-000252,-0.5154390972535277
ACH-000253,-0.7984808146311676
ACH-000255,-0.4570029232281148
ACH-000256,-0.6641807543140251
ACH-000257,-0.5261622972957349
ACH-000258,-0.6699424980446298
ACH-000259,-0.5398655771628875
ACH-000260,-0.4295142107261695
ACH-000261,-0.4805444377269105
ACH-000262,-0.7723174587625419
ACH-000263,-0.4882529714294474
ACH-000264,-0.5389019766877694
ACH-000265,-0.393207927444002
ACH-000266,-0.5838570015294636
ACH-000272,-0.7190062898053495
ACH-000274,-0.6467305817538364
ACH-000277,-0.3652957828235749
ACH-000278,-0.5053881393827011
ACH-000279,-0.4635961357164989
ACH-000280,-0.3927884797432065
ACH-000281,-0.4521031484587779
ACH-000288,-0.5127008179362379
ACH-000291,-0.31990409414365395
ACH-000293,-0.6340252016607917
ACH-000294,-0.4901345823233861
ACH-000295,-0.8985616663950609
ACH-000296,-0.3537409943717972
ACH-000302,-0.5236658271864901
ACH-000304,-0.32171758235890496
ACH-000307,-0.5405639960548512
ACH-000308,-0.40443954959318495
ACH-000310,-0.6673574532254278
ACH-000311,-0.3669449687210819
ACH-000312,-0.5405406213046667
ACH-000315,-0.27161002038459225
ACH-000316,-0.9069215422733706
ACH-000317,-0.6124065141460102
ACH-000318,-0.5936686202685505
ACH-000319,-0.5192955610023725
ACH-000320,-0.2710391556131276
ACH-000322,-0.4350335601109395
ACH-000323,-0.552772773914766
ACH-000324,-0.6474944823986084
ACH-000329,-0.35716181345265435
ACH-000330,-0.41109327838245896
ACH-000331,-0.6165125298662865
ACH-000332,-0.5836117632787612
ACH-000334,-0.6664921594420781
ACH-000335,-0.19941100823343566
ACH-000336,-0.7689305206082515
ACH-000337,-0.41557242755118295
ACH-000338,-0.182893709075648
ACH-000339,-0.4412418596518565
ACH-000341,-0.34738463474516945
ACH-000348,-0.44142183785599626
ACH-000350,-0.5064116965023313
ACH-000352,-0.38573921741105466
ACH-000356,-0.7102488450589668
ACH-000361,-0.3160809346584264
ACH-000362,-0.6369504210942055
ACH-000363,-0.3926115543211143
ACH-000364,-0.4969177074314214
ACH-000365,-0.4372527563225929
ACH-000366,-0.3691140841238804
ACH-000368,-0.3868593320848525
ACH-000374,-0.7245844484638695
ACH-000375,-0.2837498196198309
ACH-000376,-0.3898326826214449
ACH-000381,-0.308981780742002
ACH-000383,-0.9611666821383706
ACH-000387,-0.36756966837976696
ACH-000389,-0.6866016201633166
ACH-000390,-0.5124605675962498
ACH-000393,-0.5927280610433413
ACH-000395,-0.5988878353674484
ACH-000396,-0.6128460682860883
ACH-000397,-0.7502337002928442
ACH-000401,-0.4132465834491414
ACH-000402,-0.5545638680916694
ACH-000403,-0.7595489819134967
ACH-000404,-0.3618221058718988
ACH-000406,-0.6178720535107888
ACH-000407,-0.18135835646629347
ACH-000408,-0.6657045660007502
ACH-000410,-0.3758568359248152
ACH-000411,-0.6928283822449771
ACH-000414,-0.4848443062402222
ACH-000415,-0.7422388441671751
ACH-000416,-0.494920416161625
ACH-000420,-0.4752378043297862
ACH-000421,-0.5103602581843449
ACH-000424,-0.3901324402568953
ACH-000425,-0.5857010888962307
ACH-000426,-0.9504105032920788
ACH-000427,-0.842646342520142
ACH-000433,-0.5824032539310681
ACH-000435,-0.8090408368453481
ACH-000436,-0.5092100437237629
ACH-000444,-0.5007967714679704
ACH-000445,-0.576653088327166
ACH-000448,-0.28962149025443146
ACH-000450,-0.34246769130766225
ACH-000452,-0.4090321776530241
ACH-000454,-0.22888180041167344
ACH-000458,-0.5754472548642205
ACH-000459,-0.4977747668527466
ACH-000460,-0.5862039560587884
ACH-000461,-0.526375215318182
ACH-000463,-0.4934472740185157
ACH-000464,-0.4644173929068955
ACH-000466,-0.8229590393194122
ACH-000467,-0.5661198671369226
ACH-000468,-0.7442167099930385
ACH-000469,-0.3945515507299681
ACH-000470,-0.5558335902650781
ACH-000471,-0.4788235657146346
ACH-000472,-0.5726277204290695
ACH-000473,-0.3213386558157277
ACH-000475,-0.5646010565266594
ACH-000476,-0.6794644512358469
ACH-000477,-0.2467648757236333
ACH-000479,-0.4948560860022574
ACH-000480,-0.535509788747192
ACH-000481,-0.5746479509771578
ACH-000483,-0.34526697067554035
ACH-000484,-0.5253333622663412
ACH-000485,-0.4278106106820749
ACH-000486,-0.5616218891240702
ACH-000487,-0.3201984585729856
ACH-000488,-0.3544473917077716
ACH-000490,-0.4190414047890895
ACH-000491,-0.1692553233100678
ACH-000495,-0.5747651196298877
ACH-000496,-0.4226102963438583
ACH-000499,-0.5359084095608546
ACH-000500,-0.26551260065586363
ACH-000502,-0.6584626372148584
ACH-000503,-0.40508476731279935
ACH-000505,-0.4161793340703065
ACH-000507,-0.4603969102261822
ACH-000510,-0.4031755277960357
ACH-000511,-0.4853360282130673
ACH-000512,-0.4971143306411399
ACH-000516,-0.4640347438440995
ACH-000517,-0.6245370026410968
ACH-000518,-0.7035163492353521
ACH-000520,-0.3013209972830249
ACH-000521,-0.6307317648416341
ACH-000522,-0.4956431932017181
ACH-000524,-0.3230665660134888
ACH-000527,-0.6946781927829689
ACH-000528,-0.2968569113522822
ACH-000537,-0.5163187570914431
ACH-000541,-0.2894841629568582
ACH-000542,-0.3241633404333957
ACH-000544,-0.4303621592019989
ACH-000545,-0.5336475622940487
ACH-000547,-0.3084006147924732
ACH-000548,-0.6109490578497382
ACH-000549,-0.4904871801704518
ACH-000550,-0.28042639677736386
ACH-000552,-0.4941782564033316
ACH-000556,-0.7604216291701236
ACH-000557,-0.6503549612613526
ACH-000569,-0.41689460953241053
ACH-000570,-0.5164301113522273
ACH-000571,-0.5233884079900447
ACH-000573,-0.4038535883679594
ACH-000576,-0.6113581520399946
ACH-000579,-0.3241757824759584
ACH-000580,-0.6493716191971591
ACH-000584,-0.4592602344045635
ACH-000585,-0.3349367828434845
ACH-000588,-0.6097252957199583
ACH-000589,-0.33101524390511783
ACH-000591,-0.3572632172810725
ACH-000593,-0.5490386111930899
ACH-000600,-0.5920981241656358
ACH-000601,-0.3384375218064278
ACH-000605,-0.7774031564689605
ACH-000606,-0.5366443110018264
ACH-000608,-0.3664447976755753
ACH-000614,-0.6679929538734511
ACH-000616,-0.2658623042450804
ACH-000618,-0.4468394317622615
ACH-000619,-0.5199629674255696
ACH-000620,-0.8432919559129654
ACH-000621,-0.42223999842383625
ACH-000622,-0.2598839309563332
ACH-000623,-0.5000533060468018
ACH-000624,-0.6883221075055121
ACH-000627,-0.5804908575223077
ACH-000630,-0.4493661131823939
ACH-000631,-0.5170647679999558
ACH-000632,-0.5410864110512036
ACH-000633,-0.4547268876660898
ACH-000637,-0.5866489727271771
ACH-000638,-0.4420833718511503
ACH-000646,-0.2788351978425303
ACH-000647,-0.5718618469776041
ACH-000648,-0.5678935945191549
ACH-000649,-0.6621674774993846
ACH-000651,-0.3508062482783111
ACH-000652,-0.4915726608466377
ACH-000653,-0.5678120495030378
ACH-000657,-0.6265623180031771
ACH-000658,-0.7838495372029778
ACH-000661,-0.4684568481148013
ACH-000662,-0.312454033131748
ACH-000663,-0.553972724280703
ACH-000665,-0.19783727451225608
ACH-000671,-0.5801337449502348
ACH-000672,-0.1708059277317472
ACH-000673,-0.6540831451623078
ACH-000676,-0.4907173875251714
ACH-000677,-0.5823697931141462
ACH-000681,-0.5122946211267055
ACH-000683,-0.2543434335789826
ACH-000684,-0.7723167334165498
ACH-000688,-0.6190128246401754
ACH-000693,-0.4838198602809541
ACH-000694,-0.6331245190352685
ACH-000695,-0.8763253034099951
ACH-000696,-0.4929223149991659
ACH-000697,-0.6245042821769962
ACH-000699,-0.4687141541838207
ACH-000701,-0.6268368895527245
ACH-000706,-0.5328516726761963
ACH-000711,-0.5624046483371001
ACH-000713,-0.3998962966093523
ACH-000714,-0.6094644531339783
ACH-000718,-0.4127849269351226
ACH-000720,-0.7341892096417971
ACH-000721,-0.6957634711388764
ACH-000724,-0.4831061104473278
ACH-000725,-0.6645823566161694
ACH-000732,-0.3883479681493813
ACH-000734,-0.3767088923673186
ACH-000735,-0.3944277897334951
ACH-000736,-0.4456663386613509
ACH-000738,-0.4651407367805087
ACH-000746,-0.6845833902733783
