,VCL (7414)
ACH-000481,-0.11652047458467005
ACH-000483,-0.17495868210012575
ACH-000484,0.08898360937786716
ACH-000485,-0.21695252656980654
ACH-000486,-0.08122825567586937
ACH-000487,-0.18491412290131967
ACH-000488,-0.18432344492272654
ACH-000490,-0.38424869668582734
ACH-000491,-0.10798173223548996
ACH-000495,-0.394095867177428
ACH-000496,-0.3975941230727756
ACH-000499,-0.3146435877508959
ACH-000500,0.3214847128348713
ACH-000502,-0.18631156950577607
ACH-000503,-0.4001240343742592
ACH-000505,-0.1633326765622332
ACH-000507,-0.3255473411133133
ACH-000510,-0.15940771613042615
ACH-000511,-0.6050538200675241
ACH-000512,0.014820197790373102
ACH-000516,-0.3018806163970664
ACH-000517,-0.3758141394330506
ACH-000518,-0.0371766453870373
ACH-000520,-0.2673139705769615
ACH-000521,-0.5601082234859596
ACH-000522,-0.3338262358096169
ACH-000524,-0.1195619864839281
ACH-000527,-0.14908096938727822
ACH-000528,-0.2201122553581953
ACH-000537,-0.2350574559261432
ACH-000541,-0.29868421013728674
ACH-000542,-0.14500825475620205
ACH-000544,-0.3338980664160576
ACH-000545,-0.23382826467428086
ACH-000547,-0.27472103602393844
ACH-000548,-0.04303900258126564
ACH-000549,-0.3832540408131627
ACH-000550,-0.3964137315480795
ACH-000552,-0.21350581403652694
ACH-000556,-0.0712054227315978
ACH-000557,-0.02696894194284789
ACH-000569,-0.5205797625986922
ACH-000570,-0.3467240291833197
ACH-000571,-0.2547957982149763
ACH-000573,-0.16288128259071427
ACH-000576,-0.060354531513078964
ACH-000579,-0.24537031061953746
ACH-000580,-0.16020625339335995
ACH-000584,-0.255575862127081
ACH-000585,-0.26743798311499506
ACH-000588,0.0003545643851403556
ACH-000589,-0.2611031084301552
ACH-000591,-0.4468725808812502
ACH-000593,-0.3468798972125736
ACH-000600,-0.3805424878167379
ACH-000601,-0.2859726948023993
ACH-000605,-0.13619793245391498
ACH-000606,-0.21147600151974416
ACH-000608,-0.15440656065895098
ACH-000614,-0.3831536198476916
ACH-000616,-0.18313926103729308
ACH-000618,-0.169394705082527
ACH-000619,-0.14855916538189626
ACH-000620,-0.2279967835010464
ACH-000621,-0.20648139793487155
ACH-000622,-0.3311503951822438
ACH-000623,-0.3945436710146341
ACH-000624,-0.09890305232057617
ACH-000627,-0.2080834532250917
ACH-000630,-0.40764856226699053
ACH-000631,-0.2448963376047374
ACH-000632,-0.2937528016277529
ACH-000633,-0.176705939567133
ACH-000637,-0.15627756053245284
ACH-000638,-0.12860447569838776
ACH-000646,-0.06726289331353201
ACH-000647,-0.1512409125901764
ACH-000648,0.01061091618553643
ACH-000649,-0.3662467095104746
ACH-000651,-0.2214996431956782
ACH-000652,0.09136207919327252
ACH-000653,-0.1687153822250654
ACH-000657,-0.1840946233596416
ACH-000658,0.008509859582269044
ACH-000661,-0.3597434025604353
ACH-000662,-0.3786722162319292
ACH-000663,-0.26996487581484263
ACH-000665,-0.12320156367260275
ACH-000671,-0.19569539976396275
ACH-000672,-0.3770895491459196
ACH-000673,-0.3015126230991513
ACH-000676,-0.007303757367660674
ACH-000677,-0.1686739209627148
ACH-000681,-0.1656366836790633
ACH-000683,-0.05262547054539865
ACH-000684,-0.478482301061731
ACH-000688,-0.4897143649674647
ACH-000693,-0.11373836246244587
ACH-000694,-0.30570486351303544
ACH-000695,-0.2576201963603049
ACH-000696,-0.0723727775768399
ACH-000697,-0.27142950159861023
ACH-000699,-0.13398039247476906
ACH-000701,-0.32064007338251577
ACH-000706,-0.10460663985266194
ACH-000711,-0.23340018323263034
ACH-000713,-0.15326125488827974
ACH-000714,-0.3658598875688818
ACH-000718,-0.2142337555310566
ACH-000720,-0.2871072140234671
ACH-000721,-0.0818508027665993
ACH-000724,-0.08346952629426424
ACH-000725,-0.07091899713619143
ACH-000732,-0.2003888757197276
ACH-000734,-0.14575429056402187
ACH-000735,-0.2758029700814019
ACH-000736,-0.2070629878154132
ACH-000738,-0.4383352161646356
ACH-000746,0.12133671577409245
ACH-000747,-0.4009603935245474
ACH-000748,-0.1632328261656482
ACH-000753,-0.05540627768075895
ACH-000756,0.03005642432828264
ACH-000757,-0.12723100029631676
ACH-000758,-0.1803404071246253
ACH-000760,-0.11564763970438803
ACH-000762,-0.1706688618447439
ACH-000763,-0.004323077659027627
ACH-000764,-0.3659768902958487
ACH-000765,-0.1296573029719878
ACH-000766,-0.3397990995556339
ACH-000767,0.09818801222029927
ACH-000768,-0.3905545118216539
ACH-000769,-0.3087813136203275
ACH-000770,-0.15981613364060365
ACH-000771,-0.2692085615640779
ACH-000773,-0.1992127110912144
ACH-000776,-0.13133945315764478
ACH-000777,-0.2644376355685735
ACH-000778,-0.1549815800347598
ACH-000781,-0.10211301864746168
ACH-000782,0.0678978333745667
ACH-000783,-0.1596538448415105
ACH-000784,-0.15284353414379076
ACH-000785,-0.007855837783968736
ACH-000787,-0.3213484644421717
ACH-000788,-0.2629383065465077
ACH-000791,-0.09323136830038464
ACH-000792,-0.17793782750960638
ACH-000794,-0.19588090559662769
ACH-000796,-0.2435133567327328
ACH-000798,-0.16926820706603346
ACH-000799,-0.4268563086399783
ACH-000800,-0.4002314667461936
ACH-000802,-0.16557317704869273
ACH-000804,-0.4394095547516876
ACH-000805,0.029519513369592007
ACH-000809,-0.13846885773581358
ACH-000810,0.0879137779990916
ACH-000811,-0.04121444651563912
ACH-000817,-0.18338594484373774
ACH-000819,-0.39185271761586704
ACH-000820,-0.6387691138350108
ACH-000821,-0.033600286207022316
ACH-000822,-0.3394339562562001
ACH-000823,-0.14230387077803924
ACH-000824,-0.09245299076176047
ACH-000827,-0.2695310328266109
ACH-000829,-0.0995982933103529
ACH-000831,-0.1376744871560728
ACH-000832,-0.4306598825040943
ACH-000833,-0.13198427625757048
ACH-000834,-0.04962443701820712
ACH-000835,-0.4409936388999348
ACH-000836,-0.3928976135589141
ACH-000837,-0.2148876374143015
ACH-000838,-0.04567969457813974
ACH-000839,-0.12386648734880215
ACH-000840,-0.23989536539200385
ACH-000841,0.03119170198161972
ACH-000843,-0.3909897420412486
ACH-000846,-0.10462772165348408
ACH-000847,-0.12766221955242413
ACH-000848,0.025801271144123467
ACH-000849,-0.23507866125875995
ACH-000851,-0.31464311772364434
ACH-000855,0.06826713594297845
ACH-000856,-0.5310715689755289
ACH-000858,-0.10497903880742218
ACH-000859,-0.2653340700074369
ACH-000861,-0.43376096535038905
ACH-000862,-0.12137581807699364
ACH-000865,-0.07671285402109426
ACH-000866,-0.06178193491585925
ACH-000867,-0.1127194430480244
ACH-000869,-0.15956295401192114
ACH-000872,-0.4620575918013354
ACH-000873,-0.1065735632833197
ACH-000876,-0.10295306707183534
ACH-000878,0.07800200488394207
ACH-000880,-0.2128961539440478
ACH-000881,-0.3765770440884817
ACH-000882,-0.1527400154356074
ACH-000884,-0.3449131091866657
ACH-000885,-0.3725035824781713
ACH-000887,-0.14694370505637847
ACH-000889,-0.20464629601912235
ACH-000896,-0.19618650896986733
ACH-000898,-0.007933267442513313
ACH-000900,-0.3630123831096319
ACH-000901,-0.06528355598176495
ACH-000905,-0.1612724481655271
ACH-000906,-0.10946812047186842
ACH-000907,-0.6262328361837723
ACH-000910,-0.11671567178813695
ACH-000911,-0.28340911777663835
ACH-000912,-0.5251406397002081
ACH-000913,-0.3676015003260809
ACH-000915,-0.23363812553088745
ACH-000916,0.010930683538162128
ACH-000917,-0.07875976396987852
ACH-000920,-0.36624486170385534
ACH-000921,-0.3071726409782868
ACH-000924,-0.3844437582448405
ACH-000926,-0.23938091442670814
ACH-000928,-0.3224978270277589
ACH-000929,0.08167286757158701
ACH-000932,-0.1436936846950892
ACH-000935,-0.17084347555437251
ACH-000936,-0.2925097055085542
ACH-000937,-0.028282107811592662
ACH-000938,-0.1220946170377366
ACH-000939,-0.1690929619943098
ACH-000941,-0.1365261623377671
ACH-000943,-0.18520450249616932
ACH-000946,-0.16194661886800052
ACH-000947,-0.1583548731035734
ACH-000948,-0.02297242327187475
ACH-000950,-0.3094976833920341
ACH-000953,0.016999653799821945
ACH-000954,-0.5048743232502342
ACH-000957,-0.27622280879911176
ACH-000958,-0.18037619781167447
ACH-000960,-0.11429709040612142
ACH-000963,-0.21237615406111246
ACH-000968,-0.3021045950377158
ACH-000969,-0.14192493138606133
ACH-000972,-0.2873433955083977
ACH-000973,-0.3519992396951325
ACH-000974,-0.11061364357089556
ACH-000978,-0.2513847090625669
ACH-000984,-0.1671034154575081
ACH-000986,-0.2060073043119673
ACH-000988,-0.14818692998395314
ACH-000993,-0.10890213227834568
ACH-000994,-0.3333408659338096
ACH-000996,-0.2824415180237977
ACH-001001,-0.09218462652967316
ACH-001020,-0.4932252338797763
ACH-001028,-0.17459092875344293
ACH-001031,-0.1044318520200444
ACH-001038,-0.10250174136230572
ACH-001048,-0.3877435212818853
ACH-001050,-0.4027714585132796
ACH-001053,-0.29234563911123346
ACH-001054,-0.08087616024180369
ACH-001061,-0.2750580005804709
ACH-001067,-0.4723515104775851
ACH-001075,0.05349151571792213
ACH-001096,-0.2657118436388823
ACH-001111,-0.04063045565283474
ACH-001119,-0.1634518658044313
ACH-001128,-0.5580533964245267
ACH-001134,-0.05771990392247029
ACH-001151,-0.3834704286467345
ACH-001163,-0.06443593587751288
ACH-001164,-0.2749446901967492
ACH-001183,-0.18810508251073144
ACH-001192,-0.0877640023437935
ACH-001193,-0.1763871292981964
ACH-001196,-0.10965812313903492
ACH-001197,-0.09124369344170076
ACH-001205,-0.32564384577233146
ACH-001211,-0.09153501726228533
ACH-001212,-0.2119887721387208
ACH-001228,-0.1736807932502718
ACH-001232,-0.5088925511748659
ACH-001239,-0.0385729953985477
ACH-001270,-0.032455069825709885
ACH-001274,-0.5054453077416461
ACH-001275,-0.2567636135599004
ACH-001277,0.06138334520708739
ACH-001278,-0.3596667320002066
ACH-001280,-0.2866276710036363
ACH-001283,-0.12501345470352998
ACH-001289,-0.09438182811348787
ACH-001300,-0.23350569064499946
ACH-001301,-0.28624512390507484
ACH-001302,-0.12986313917486306
ACH-001306,-0.17246477099750698
ACH-001318,-0.0983907509266254
ACH-001322,-0.3584043103735985
ACH-001328,-0.326135546052459
ACH-001332,-0.021054174641944715
ACH-001336,-0.2024937491820748
ACH-001346,-0.13684025167710873
ACH-001353,-0.3621292907267061
ACH-001354,-0.11930231626001285
ACH-001367,-0.03217963737927056
ACH-001368,-0.05110442591785485
ACH-001374,-0.5476717184577509
ACH-001377,-0.09537797987660172
ACH-001380,-0.3140699462478909
ACH-001391,-0.7372804723592682
ACH-001408,-0.0696649644513125
ACH-001430,-0.3106043832436387
ACH-001431,-0.14216322340627
ACH-001450,-0.02598412903477597
ACH-001496,-0.15588207219043787
ACH-001500,-0.4282475190451819
ACH-001523,-0.2507582622126179
ACH-001532,-0.12624858820907828
ACH-001550,-0.2198935098645728
ACH-001552,-0.17481987895877474
ACH-001554,-0.20346757317943726
ACH-001654,-0.2627016369487601
ACH-001735,-0.09912886628162916
ACH-001736,-0.17848627364298844
ACH-001737,-0.21364577325534892
ACH-001740,-0.3256114450242624
ACH-001745,-0.05775024098897129
ACH-001765,-0.08433972441801042
