,TSGA13 (114960)
ACH-000004,-0.04042767226522856
ACH-000005,0.0760830964429099
ACH-000007,-0.07242164243904889
ACH-000009,0.0
ACH-000011,0.0004650135940433573
ACH-000012,-0.0029947317872459057
ACH-000013,0.01928804725276948
ACH-000014,-0.2413476725889263
ACH-000015,-0.08218897310720638
ACH-000017,-0.06068716657326075
ACH-000018,-0.033404949552303824
ACH-000019,0.1708348077692328
ACH-000021,-0.15919344186691506
ACH-000022,-0.013074206994306276
ACH-000025,0.09797844996178257
ACH-000028,0.11406130642476416
ACH-000030,0.028945171699868294
ACH-000035,-0.1135322634965396
ACH-000036,-0.0452867053621776
ACH-000037,0.043941847207120216
ACH-000039,0.04163776565034479
ACH-000040,0.08543761840512921
ACH-000041,-0.14789501765748567
ACH-000042,-0.0005500125014411141
ACH-000045,-0.052845127061327095
ACH-000047,-0.03571444551784892
ACH-000052,-0.2919629914752018
ACH-000053,-0.01810551898500053
ACH-000054,-0.018780530317456957
ACH-000055,-0.11231136397468962
ACH-000060,-0.10334247715223932
ACH-000067,-0.06544165029503217
ACH-000070,-0.01675273577231853
ACH-000075,0.15193881666345244
ACH-000078,-0.08490495935604264
ACH-000082,-0.01824593959019016
ACH-000085,-0.19596377852448105
ACH-000086,0.10510376957872107
ACH-000087,-0.048919548683466686
ACH-000092,0.05909914227728354
ACH-000095,-0.009573550029577629
ACH-000097,-0.00914834667660108
ACH-000098,-0.004402810726532827
ACH-000099,-0.03264356428009825
ACH-000108,0.012535700858266077
ACH-000113,-0.0009460505051292556
ACH-000116,-0.04724621524061226
ACH-000118,-0.1145374282661202
ACH-000120,-0.04487515516489809
ACH-000123,-0.03959257981083432
ACH-000127,-0.0897348620682035
ACH-000128,0.10997435900331252
ACH-000132,-0.15570377400098215
ACH-000133,0.01443504451971539
ACH-000137,-0.005273271290777144
ACH-000138,-0.03197387220182922
ACH-000142,-0.02389902844154241
ACH-000143,-0.2374164571026537
ACH-000146,-0.028338150821149592
ACH-000148,-0.13368117193838258
ACH-000150,0.08007913684378537
ACH-000152,-0.023519801870360853
ACH-000153,-0.08981883988146189
ACH-000159,0.04822347857110162
ACH-000160,0.10216345008846936
ACH-000163,-0.10093845320482203
ACH-000167,0.14035033666695615
ACH-000168,0.0863994436660139
ACH-000169,0.04398838144254643
ACH-000178,-0.027138424996514626
ACH-000183,-0.1542113879198875
ACH-000188,0.08370591787391783
ACH-000189,-0.02928633930407602
ACH-000190,-0.010855517735121277
ACH-000198,-0.02779558911078235
ACH-000203,0.17400051929860785
ACH-000204,0.2347779340052349
ACH-000206,0.09399214370080458
ACH-000207,-0.08503027492348528
ACH-000208,-0.10992607632293673
ACH-000210,0.025321972338761264
ACH-000211,-0.0416304608224063
ACH-000215,-0.04248705939541125
ACH-000221,-0.11806620408415222
ACH-000222,0.0923346174159006
ACH-000223,0.04709875989684671
ACH-000226,0.09392965106006587
ACH-000227,0.02304777421080075
ACH-000228,0.08156897736593056
ACH-000231,0.08533650970107158
ACH-000232,-0.1397791811133178
ACH-000233,-0.10907571565516624
ACH-000234,-0.015223439732398262
ACH-000235,0.06421135520840285
ACH-000237,0.007742358377636233
ACH-000238,-0.08254486883224771
ACH-000242,0.04798269029281426
ACH-000243,0.07443385249183439
ACH-000244,-0.0012772946476864255
ACH-000246,0.009666869067368732
ACH-000248,-0.0629594218740441
ACH-000250,-0.009531574995924757
ACH-000251,-0.07582622893664376
ACH-000252,0.14908168238717315
ACH-000253,-0.0591467415875304
ACH-000255,-0.04170749023579657
ACH-000256,-0.11378806781765885
ACH-000257,-0.058208314727124164
ACH-000258,0.006326262135182735
ACH-000259,0.0867742510414218
ACH-000260,-0.08786655520103556
ACH-000261,0.03694532601982152
ACH-000262,-0.13099107160923118
ACH-000263,0.029933069398742025
ACH-000264,0.043799426788767054
ACH-000265,0.14120058831185348
ACH-000266,0.04139589790531616
ACH-000272,-0.07314631086671668
ACH-000274,-0.03990969206713205
ACH-000277,-0.020490172309707226
ACH-000278,0.1030881024582106
ACH-000279,-0.04768413238621945
ACH-000280,0.004615207004295306
ACH-000281,-0.07309680856994352
ACH-000288,-0.045437370572777386
ACH-000291,-0.010335910289255476
ACH-000293,0.06006856261589068
ACH-000294,-0.10607598799769803
ACH-000295,0.10743070206508508
ACH-000296,-0.04649666636921506
ACH-000302,-0.036646830070554366
ACH-000304,-0.14465025817618096
ACH-000307,0.048123902582376116
ACH-000308,0.01021866814789868
ACH-000310,-0.0576746267108392
ACH-000311,0.0731533554114997
ACH-000312,0.048941048233928086
ACH-000315,-0.04198728214789346
ACH-000316,-0.07854356378611803
ACH-000317,-0.14360700984561733
ACH-000318,-0.02275656111233029
ACH-000319,-0.02601342821726904
ACH-000320,0.15114211776333028
ACH-000322,0.08255304409435425
ACH-000323,-0.172342561743973
ACH-000324,0.002493338932876608
ACH-000329,-0.001600375130479364
