,ATP5O (539)
ACH-000261,-0.21235333061786266
ACH-000262,-0.15176588268669733
ACH-000263,-0.4987211426151371
ACH-000264,-0.4400201336483839
ACH-000265,-0.6161836597043285
ACH-000266,-0.14347542525913126
ACH-000272,-0.29859264740778546
ACH-000274,-0.4997525630034264
ACH-000277,-0.6018247626633515
ACH-000278,-0.4226823368287535
ACH-000279,-0.2759967077878714
ACH-000280,-0.31160330934187663
ACH-000281,-0.25900559693444114
ACH-000288,-0.4347137032946704
ACH-000291,-0.3674444505355343
ACH-000293,-0.4455638515215997
ACH-000294,-0.1566089619896831
ACH-000295,-0.31508029184271324
ACH-000296,-0.5367437659375413
ACH-000302,-0.6235360904876505
ACH-000304,-0.30058806244594605
ACH-000307,-0.3292233429748921
ACH-000308,-0.5254429175181138
ACH-000310,-0.4602576420756757
ACH-000311,-0.3803574920157205
ACH-000312,-0.3579209814263882
ACH-000315,-0.19827935052050724
ACH-000316,-0.3316640068466403
ACH-000317,-0.13053611994497175
ACH-000318,-0.4905316422883133
ACH-000319,-0.5684854535135963
ACH-000320,-0.33742531592554736
ACH-000322,-0.380985428815535
ACH-000323,-0.2287669487469305
ACH-000324,-0.2478892908308285
ACH-000329,-0.4821604672487234
ACH-000330,-0.3490500268293485
ACH-000331,-0.3625652848769854
ACH-000332,-0.2971470400267609
ACH-000334,-0.28621755589375225
ACH-000335,-0.3313892187053165
ACH-000336,-0.2118942702612336
ACH-000337,-0.2438910272531325
ACH-000338,-0.6846693382315532
ACH-000339,-0.28270341379224434
ACH-000341,-0.37483375262664603
ACH-000348,-0.3302987453133324
ACH-000350,-0.3515568930212252
ACH-000352,-0.31622457723792025
ACH-000356,-0.5051803457447576
ACH-000361,-0.2995600775716201
ACH-000362,-0.28600196800243577
ACH-000363,-0.4252004573552989
ACH-000364,-0.23131182615039025
ACH-000365,-0.18887609407337025
ACH-000366,-0.13018871521556874
ACH-000368,-0.3909168164953758
ACH-000374,-0.4753494269381838
ACH-000375,-0.3364849332608149
ACH-000376,-0.38785880144244506
ACH-000381,-0.2763047015163142
ACH-000383,-0.4074318470871905
ACH-000387,-0.3525851441512698
ACH-000389,-0.12898021425664666
ACH-000390,-0.44576773899894456
ACH-000393,-0.1704550434026743
ACH-000395,-0.4298294589226527
ACH-000396,-0.2530589649043346
ACH-000397,-0.4900082295592108
ACH-000401,-0.24910196461203066
ACH-000402,-0.2231951931987988
ACH-000403,-0.4919013346165841
ACH-000404,-0.11898199973519935
ACH-000406,-0.2036166732579024
ACH-000407,-0.3696288245618497
ACH-000408,-0.4731833589968113
ACH-000410,-0.26125196998887945
ACH-000411,-0.4894555347719518
ACH-000414,-0.6286526685835304
ACH-000415,-0.4893109130218317
ACH-000416,-0.2772544558316555
ACH-000420,-0.2507929133578251
ACH-000421,-0.2650675379354123
ACH-000424,-0.3523280289719992
ACH-000425,-0.3642952290479154
ACH-000426,-0.4301584838147448
ACH-000427,-0.5747219816107348
ACH-000433,-0.1744494209622733
ACH-000435,-0.6228577471416444
ACH-000436,-0.2495342848331302
ACH-000444,-0.3170475052710208
ACH-000445,-0.24152563211506664
ACH-000448,-0.2422242448707769
ACH-000450,-0.3303651571737777
ACH-000452,-0.4306426064776985
ACH-000454,-0.4400025888268099
ACH-000458,-0.33420090255874263
ACH-000459,-0.318678074298238
ACH-000460,-0.3666025004106095
ACH-000461,-0.4066095335086945
ACH-000463,-0.562271656528522
ACH-000464,-0.3642051387163685
ACH-000466,-0.6303978690590067
ACH-000467,-0.5075704950857137
ACH-000468,-0.19644431183915698
ACH-000469,-0.40678440806961297
ACH-000470,-0.26278694530602226
ACH-000471,-0.3171873451312069
ACH-000472,-0.30182811907384416
ACH-000473,-0.22206279200089335
ACH-000475,-0.3955217440296068
ACH-000476,-0.5780988690053644
ACH-000477,-0.3470866154506375
ACH-000479,-0.19784132630287296
ACH-000480,-0.6437860097950784
ACH-000481,-0.2548984756221425
ACH-000483,-0.6301285291485186
ACH-000484,-0.2658490634374481
ACH-000485,-0.3087800689019565
ACH-000486,-0.3158962445467001
ACH-000487,-0.35725518215537994
ACH-000488,-0.5680325073445359
ACH-000490,-0.5427720452637993
ACH-000491,-0.6679750330250389
ACH-000495,-0.2301272384355545
ACH-000496,-0.20679088271712145
ACH-000499,-0.3462071258429466
ACH-000500,-0.5161829891763728
ACH-000502,-0.3469673487699076
ACH-000503,-0.5782068352538655
ACH-000505,-0.2081885361194888
ACH-000507,-0.6982182507619138
ACH-000510,-0.4772062389089032
ACH-000511,-0.4401281982415479
ACH-000512,-0.2945374816681228
ACH-000516,-0.2442300960523568
ACH-000517,-0.3585463057095104
ACH-000518,-0.31251863204121305
ACH-000520,-0.16450437136983084
ACH-000521,-0.2700586604707135
ACH-000522,-0.5462556430228392
ACH-000524,-0.34516009202031345
ACH-000527,-0.4385570521052536
ACH-000528,-0.6573327844654139
ACH-000537,-0.3444080022989647
ACH-000541,-0.5056812228222173
ACH-000542,-0.25075189678433313
ACH-000544,-0.3873512021118425
ACH-000545,-0.2452981479720924
ACH-000547,-0.2661896992150633
ACH-000548,-0.1486853862685473
ACH-000549,-0.4565830240326298
ACH-000550,-0.2424218579574249
ACH-000552,-0.4577247841623152
ACH-000556,-0.4631955050185177
ACH-000557,-0.17163226215876295
ACH-000569,-0.3563791659323212
ACH-000570,-0.3490929364993539
ACH-000571,-0.1759582381520077
ACH-000573,-0.3218184539697219
ACH-000576,-0.4479033474377885
ACH-000579,-0.3617535934167072
ACH-000580,-0.2510344035951094
ACH-000584,-0.2950074551483494
ACH-000585,-0.3031972410876101
ACH-000588,-0.4462924846135605
ACH-000589,-0.5160566089518008
ACH-000591,-0.3022281012002991
ACH-000593,-0.3802844114928253
ACH-000600,-0.35072514388563075
ACH-000601,-0.23823055732870296
ACH-000605,-0.4062399458809817
ACH-000606,-0.7606290609677083
ACH-000608,-0.29804741283786856
ACH-000614,-0.6023123671556166
ACH-000616,-0.27717715613426697
ACH-000618,-0.8596611059636802
ACH-000619,-0.423535139582923
ACH-000620,-0.5737193080910897
ACH-000621,-0.21497926041699195
ACH-000622,-0.322308067710567
ACH-000623,-0.2223714494681067
ACH-000624,-0.5015511004772081
ACH-000627,-0.3293225699144243
ACH-000630,-0.35790080945084257
ACH-000631,-0.4261751892942698
ACH-000632,-0.2381883581496755
ACH-000633,-0.4799101224433829
ACH-000637,-0.6136410177662159
ACH-000638,-0.3892993609646936
ACH-000646,-0.4243102789156453
ACH-000647,-0.4679910706279158
ACH-000648,-0.3325754464804558
ACH-000649,-0.2078904124000406
ACH-000651,-0.2564871963784613
ACH-000652,-0.3026171034817372
ACH-000653,-0.20043256558815165
ACH-000657,-0.34407116393896864
ACH-000658,-0.4609109479398374
ACH-000661,-0.3118305217424224
ACH-000662,-0.2613711194981283
ACH-000663,-0.2731191290584398
ACH-000665,-0.19820372190622176
ACH-000671,-0.32297078069857704
ACH-000672,-0.829423899473962
ACH-000673,-0.32767975124787235
ACH-000676,-0.4391503997064236
ACH-000677,-0.6609111193748262
ACH-000681,-0.6123147797758438
ACH-000683,-0.4708004537837937
ACH-000684,-0.16460989464769415
ACH-000688,-0.2496640667307045
ACH-000693,-0.7670143721036363
ACH-000694,-0.4968509466343943
ACH-000695,-0.3523093306550723
ACH-000696,-0.3683417631178328
ACH-000697,-0.37717209633987786
ACH-000699,-0.4486419512071693
ACH-000701,-0.5712242761336453
ACH-000706,-0.5595113858822933
ACH-000711,-0.20448940435609408
ACH-000713,-0.31230739707460964
ACH-000714,-0.13329222356986828
ACH-000718,-0.4015190119064606
ACH-000720,-0.5688116181464546
ACH-000721,-0.11078906506042853
ACH-000724,-0.40221935440093
ACH-000725,-0.4528645686945786
ACH-000732,-0.4701503862704741
ACH-000734,-0.4391799673418245
ACH-000735,-0.4607441016671798
ACH-000736,-0.5123557620808759
ACH-000738,-0.7374240406943512
ACH-000746,-0.7527185524569577
ACH-000747,-0.6877097113484263
ACH-000748,-0.17571219501375426
ACH-000753,-0.3912695205868889
ACH-000756,-0.26223808458148795
ACH-000757,-0.619949617820725
ACH-000758,-0.2416545165231611
ACH-000760,-0.7084289043070793
ACH-000762,-0.23968187748318764
ACH-000763,-0.5824532081195744
ACH-000764,-0.4555025701885464
ACH-000765,-0.2447142360737148
ACH-000766,-0.3109764426665595
ACH-000767,-0.5201034861381059
ACH-000768,-0.2189468488277225
ACH-000769,-0.3387680364273816
ACH-000770,-0.4299389975892952
ACH-000771,-0.3268287064108007
ACH-000773,-0.3525352367176192
ACH-000776,-0.4769400241912404
ACH-000777,-0.2287772682457021
ACH-000778,-0.3959806765686135
ACH-000781,-0.4334457568077799
ACH-000782,-0.33302669693381626
ACH-000783,-0.3362522693007899
ACH-000784,-0.3356675987398533
ACH-000785,-0.5375050703913853
ACH-000787,-0.364936957438286
ACH-000788,-0.25079920307601583
ACH-000791,-0.29452849392847696
ACH-000792,-0.187798840486154
ACH-000794,-0.10030235592312954
ACH-000796,-0.3792841932949662
ACH-000798,-0.4288223504686445
ACH-000799,-0.23379375141543196
ACH-000800,-0.3471683748352207
ACH-000802,-0.34766373283977736
ACH-000804,-0.25533082843464583
ACH-000805,-0.20431019793956776
ACH-000809,-0.3158072854049912
ACH-000810,-0.2429024665002059
ACH-000811,-0.1929058447346452
ACH-000817,-0.17220796119874274
ACH-000819,-0.31721376263475953
ACH-000820,-0.3204580527831261
ACH-000821,-0.4262828375979804
ACH-000822,-0.17839251553902696
ACH-000823,-0.561549357737426
ACH-000824,-0.4048296600259032
ACH-000827,-0.2965112765354061
ACH-000829,-0.5359475076422837
ACH-000831,-0.5316844528305442
ACH-000832,0.061540167876856386
ACH-000833,-0.531827386745467
ACH-000834,-0.49116237253978295
ACH-000835,-0.37518348566454585
ACH-000836,-0.4701805336764168
ACH-000837,-0.2468556669295205
ACH-000838,-0.2917884678488355
ACH-000839,-0.41352353465749375
ACH-000840,-0.6204738401593118
ACH-000841,-0.1578660445679236
ACH-000843,-0.5538364923362761
ACH-000846,-0.324473471594238
ACH-000847,-0.3433073903568098
ACH-000848,-0.6020494218823603
ACH-000849,-0.2284646973535964
ACH-000851,-0.5894715342261891
ACH-000855,-0.5403342613774722
ACH-000856,-0.34192921108835794
ACH-000858,-0.8264659067223831
ACH-000859,-0.43181642966112893
ACH-000861,-0.2871515751712179
ACH-000862,-0.5476966053659994
ACH-000865,-0.5342587170502406
ACH-000866,-0.3806705880980775
ACH-000867,-0.555035362117001
ACH-000869,-0.8236652330691887
ACH-000872,-0.1985874434905435
ACH-000873,-0.19463865685273002
ACH-000876,-0.4857640391786156
ACH-000878,-0.42694143186887895
ACH-000880,-0.5198830272367967
ACH-000881,-0.27463676131607884
ACH-000882,-0.3612249052191081
ACH-000884,-0.3902309701482487
ACH-000885,-0.3999689061927031
ACH-000887,-0.4653181704431786
ACH-000889,-0.2990781773607681
ACH-000896,-0.3474900152910381
ACH-000898,-0.4351982282210258
ACH-000900,-0.5187282864754487
ACH-000901,-0.28237511138674565
ACH-000905,-0.6440777880098989
ACH-000906,-0.2777623552040718
ACH-000907,-0.3136046605040901
ACH-000910,-0.4361257770258597
ACH-000911,-0.7857889839542004
ACH-000912,-0.286081646863318
ACH-000913,-0.2105491313241243
ACH-000915,-0.29850875782668096
ACH-000916,-0.4583274221275143
ACH-000917,-0.4051877052660516
ACH-000920,-0.30762725770686594
ACH-000921,-0.2353406022530672
ACH-000924,-0.36502791597456496
ACH-000926,-0.251280750014734
ACH-000928,-0.4872006633515994
ACH-000929,-0.08310220611195651
ACH-000932,-0.3206916173803129
ACH-000935,-0.4365420553817837
ACH-000936,-0.2348969061993303
ACH-000937,-0.12492617694624765
ACH-000938,-0.480817055634689
ACH-000939,-0.4752071834169739
ACH-000941,-0.2426958872411257
ACH-000943,-0.6956757937511376
ACH-000946,-0.22442516951032526
ACH-000947,-0.6916370396074858
ACH-000948,-0.5150094882538183
ACH-000950,-0.23999473694097895
ACH-000953,-0.07382568152386776
ACH-000954,-0.25865614242829105
ACH-000957,-0.7384330913488878
ACH-000958,-0.4774937655717717
ACH-000960,-0.14485567734828264
ACH-000963,-0.2775942464188897
ACH-000968,-0.5418986622910907
ACH-000969,-0.8329263051251626
ACH-000972,-0.17055864656667347
ACH-000973,-0.31675138595559993
ACH-000974,-0.3812660611255805
ACH-000978,-0.4741074462223136
ACH-000984,-0.28298281403130177
ACH-000986,-0.2956834309938826
ACH-000988,-0.2698870043526109
ACH-000993,-0.16823687891144756
ACH-000994,-0.5818474643570076
ACH-000996,-0.3100412241348041
ACH-001001,-0.3728523316050184
ACH-001020,-0.35245464197957715
ACH-001028,-0.6235406065411695
ACH-001031,-0.5270253259048819
ACH-001038,-0.18848534590765756
ACH-001048,-0.2492793885471713
ACH-001050,-0.2871170442083014
ACH-001053,-0.4633816056020335
ACH-001054,-0.2796325547019356
ACH-001061,-0.5894790258076799
ACH-001067,-0.2228726648171421
ACH-001075,-0.599048961530391
ACH-001096,-0.32370319835618555
ACH-001111,-0.4285451290730413
ACH-001119,-0.3035319147119467
ACH-001128,-0.2963446599798069
ACH-001134,-0.12704763126711233
ACH-001151,-0.4644434886027771
ACH-001163,-0.25796107867005913
ACH-001164,-0.4857975642753821
ACH-001183,-0.2398753003694909
ACH-001192,-0.2067312051579369
ACH-001193,-0.3637729609297993
ACH-001196,-0.17016123126336236
ACH-001197,-0.3059886784285417
ACH-001205,-0.2830339830771157
ACH-001211,-0.017055915422348
ACH-001212,-0.4698551565379465
ACH-001228,-0.4495673748392207
ACH-001232,-0.16566365723047366
ACH-001239,-0.4286723205192652
ACH-001270,-0.23518486746656134
ACH-001274,-0.1684115821710965
ACH-001275,-0.2525576874746351
ACH-001277,-0.4249800278096045
ACH-001278,-0.4534126242500031
ACH-001280,-0.4186226964165651
ACH-001283,-0.31848186043781684
ACH-001289,-0.35463378105845456
ACH-001300,-0.577079249494296
ACH-001301,-0.3024479388442826
ACH-001302,-0.19774421355049254
ACH-001306,-0.2629086943553685
ACH-001318,-0.4102791184076655
ACH-001322,-0.27470653209230883
ACH-001328,-0.15006532090360453
ACH-001332,-0.4690233735587021
ACH-001336,-0.31371943950739234
ACH-001346,-0.32658120912541644
ACH-001353,-0.21621399772315514
ACH-001354,-0.3963557930466308
ACH-001367,-0.13343851652537242
ACH-001368,-0.2565696662654645
ACH-001374,-0.17878745455352987
ACH-001377,-0.3318064814256862
ACH-001380,-0.3568586784731933
ACH-001391,-0.2920703549608761
ACH-001408,-0.3150552367493579
ACH-001430,-0.38054875700331897
ACH-001431,-0.31997507209622084
ACH-001450,-0.20885306530673656
ACH-001496,-0.7969638762975257
ACH-001500,-0.3034795426047751
ACH-001523,-0.5993067054770651
ACH-001532,-0.6411403626386303
ACH-001550,-0.5574669866351121
ACH-001552,-0.1243942696605922
ACH-001554,-0.3945834610580008
ACH-001654,-0.5945664412167998
ACH-001735,-0.1848892224235588
ACH-001736,-0.3153679820289207
ACH-001737,0.06512381081668463
ACH-001740,-0.18877220733286212
ACH-001745,-0.19248681532967526
ACH-001765,-0.11093297572408327
