,ANKRA2 (57763)
ACH-000183,-0.103633070214928
ACH-000188,-0.0996915010253322
ACH-000189,-0.233138328942342
ACH-000190,-0.3827682167195534
ACH-000198,-0.1985449081893607
ACH-000203,-0.5745422813983821
ACH-000204,-0.21589426427981268
ACH-000206,-0.2258586311026207
ACH-000207,0.0046472924941714615
ACH-000208,-0.30830809922987723
ACH-000210,-0.4551785588542943
ACH-000211,-0.047244285510012085
ACH-000215,-0.15721527787920425
ACH-000221,-0.20856720741250065
ACH-000222,-0.014295835105123668
ACH-000223,0.01010601003429792
ACH-000226,-0.08089931554430717
ACH-000227,-0.046705119281824525
ACH-000228,-0.1519263788943094
ACH-000231,-0.08919593234452702
ACH-000232,-0.1981073533053408
ACH-000233,-0.03365561866096545
ACH-000234,0.060911197166416985
ACH-000235,-0.06784191867994893
ACH-000237,0.027389828144784446
ACH-000238,-0.17857203639293687
ACH-000242,0.07973182579141183
ACH-000243,-0.046423148744385384
ACH-000244,-0.3509567680686917
ACH-000246,-0.1751453902584778
ACH-000248,-0.10585059480100163
ACH-000250,-0.12335699590009434
ACH-000251,0.10225614591445936
ACH-000252,-0.020287718760731592
ACH-000253,0.007323269773280383
ACH-000255,-0.13699702045068707
ACH-000256,-0.4132161522205445
ACH-000257,-0.0671829394293843
ACH-000258,-0.19378882683346926
ACH-000259,-0.057067358495358586
ACH-000260,-0.17442675483889675
ACH-000261,-0.19473711604443172
ACH-000262,-0.2708409284730597
ACH-000263,-0.24220718518822046
ACH-000264,-0.20104838100125355
ACH-000265,-0.006696945578039562
ACH-000266,-0.10395650844684684
ACH-000272,-0.043287956679658963
ACH-000274,-0.24146537484209085
ACH-000277,0.08891849984084539
ACH-000278,-0.08511157616944205
ACH-000279,-0.07213908833701006
ACH-000280,-0.06189262016782115
ACH-000281,-0.15072448391510426
ACH-000288,-0.13692907070082194
ACH-000291,-0.10584343322353652
ACH-000293,-0.13656196163877554
ACH-000294,-0.03479339525615518
ACH-000295,-0.057585461789151374
ACH-000296,-0.08956195223290399
ACH-000302,-0.1323604131050189
ACH-000304,-0.12766011035485594
ACH-000307,-0.13643361003997667
ACH-000308,-0.07774845770128752
ACH-000310,-0.15615173874409488
ACH-000311,0.0051415609885283355
ACH-000312,-0.15762377090229826
ACH-000315,-0.0265263110355032
ACH-000316,-0.233824148680037
ACH-000317,-0.20300704552564372
ACH-000318,-0.0761923842184237
ACH-000319,-0.08889976311158075
ACH-000320,-0.023997107445413404
ACH-000322,-0.05474715263884203
ACH-000323,-0.21414686718487708
ACH-000324,-0.269456999417715
ACH-000329,-0.13629943740883896
ACH-000330,-0.20068292569678836
ACH-000331,-0.20168474967561276
ACH-000332,-0.11034366427081624
ACH-000334,-0.2054538757093837
ACH-000335,-0.2282341805917125
ACH-000336,-0.398695693712744
ACH-000337,-0.3217371461017796
ACH-000338,0.04600214765591636
ACH-000339,-0.05807366254470135
ACH-000341,-0.2761683945821822
ACH-000348,-0.13286822367502146
ACH-000350,-0.0003985479399081811
ACH-000352,-0.023509644636711725
ACH-000356,-0.16769599430939816
ACH-000361,-0.21712179098108325
ACH-000362,-0.07552220327499765
ACH-000363,-0.06303315941923816
ACH-000364,-0.0683534491382694
ACH-000365,-0.118541324270058
ACH-000366,-0.13107657612570395
ACH-000368,-0.03560379935402927
ACH-000374,-0.2770500402624035
ACH-000375,-0.3423874084491397
ACH-000376,-0.08863438386142572
ACH-000381,0.047886625222123565
ACH-000383,-0.09116183156558784
ACH-000387,-0.19044455080456868
ACH-000389,0.08016544269901113
ACH-000390,-0.1959386182517682
ACH-000393,-0.20667737814085535
ACH-000395,-0.4087489395161257
ACH-000396,0.07048602522234527
ACH-000397,-0.16893496254380294
ACH-000401,-0.020407357864192645
ACH-000402,0.1294522926085626
ACH-000403,-0.03374906596088933
ACH-000404,-0.2134121276097085
ACH-000406,-0.08551610878170432
ACH-000407,-0.16875189210760952
ACH-000408,-0.035159716715294234
ACH-000410,0.11007033379234846
ACH-000411,-0.1779550218775509
ACH-000414,-0.0585078118258373
ACH-000415,-0.17590231889398789
ACH-000416,-0.22948625938014705
ACH-000420,-0.12357425564185735
ACH-000421,-0.06865059248186409
ACH-000424,-0.18245322143642206
ACH-000425,-0.17768623666392552
ACH-000426,0.12963738013370293
ACH-000427,-0.20637395194643288
ACH-000433,-0.3756469661834489
ACH-000435,0.03309962369171239
ACH-000436,-0.2902428318161778
ACH-000444,-0.20892545271847351
ACH-000445,-0.2180662230127237
ACH-000448,-0.031975429635655896
ACH-000450,0.03586093777120184
ACH-000452,-0.10811873428808563
ACH-000454,-0.1253055532089712
ACH-000458,-0.03731902324098202
ACH-000459,-0.019490765548507986
ACH-000460,-0.2033575891059521
ACH-000461,-0.13567836668489702
ACH-000463,-0.28523941052541063
ACH-000464,-0.12941513613319322
ACH-000466,-0.2441818512202928
ACH-000467,-0.10937568579952528
ACH-000468,-0.12588075456025316
ACH-000469,-0.12962668661235285
ACH-000470,-0.10408636472618217
ACH-000471,-0.11181722094742333
ACH-000472,-0.11395257164508167
ACH-000473,-0.10505963256402268
ACH-000475,-0.10012289446947144
ACH-000476,-0.11521538493354895
ACH-000477,-0.11875766157253688
ACH-000479,-0.14929352104154284
ACH-000480,-0.2960791649109908
ACH-000481,-0.15911443887147145
ACH-000483,-0.038154331501568425
ACH-000484,-0.2348948733544701
ACH-000485,0.07081069728393752
ACH-000486,-0.16073949280067315
ACH-000487,-0.00029360486695436625
ACH-000488,-0.16030405246320226
ACH-000490,-0.2559117409462444
ACH-000491,-0.13286467231435153
ACH-000495,0.005802645683188716
ACH-000496,-0.0073051864963772405
ACH-000499,-0.3697525177022936
ACH-000500,0.5512385960959802
ACH-000502,-0.08650854067552233
ACH-000503,-0.05826958903095693
ACH-000505,-0.037814584625621823
ACH-000507,-0.18975413838088775
ACH-000510,-0.14289294271341765
ACH-000511,-0.26447395276548585
ACH-000512,-0.18738932050721754
ACH-000516,-0.18254464339570325
ACH-000517,-0.01729458481710739
ACH-000518,-0.11165201195338463
ACH-000520,-0.1461322735478409
ACH-000521,-0.2411626070031775
ACH-000522,-0.12931882221060167
ACH-000524,-0.11644704918999235
ACH-000527,-0.11460440494211363
ACH-000528,-0.17240857531961964
ACH-000537,-0.2286345208012756
ACH-000541,0.195878040112392
ACH-000542,-0.1905248311274647
ACH-000544,-0.2146725780421797
ACH-000545,-0.4518831061208121
ACH-000547,-0.39545771311546574
ACH-000548,-0.08445548382769176
ACH-000549,-0.21398041916375096
ACH-000550,-0.22069953669053224
ACH-000552,-0.26735415606618634
ACH-000556,-0.1911362343075548
ACH-000557,0.004372225248174456
ACH-000569,0.11362338908431464
ACH-000570,-0.11168458185066396
ACH-000571,-0.15231144830416887
ACH-000573,-0.032723057325342815
ACH-000576,0.031987515691529834
ACH-000579,-0.09509885567687708
ACH-000580,-0.16449478824462965
ACH-000584,-0.18200050263951026
ACH-000585,-0.1800103349408024
ACH-000588,-0.02507464339254305
ACH-000589,-0.08616402106594091
ACH-000591,-0.2497204398068046
ACH-000593,-0.06462653523858533
ACH-000600,-0.03637504724667342
ACH-000601,-0.10148865803750344
ACH-000605,-0.008399331687158288
ACH-000606,-0.2026706349127198
ACH-000608,-0.09973333986246986
ACH-000614,-0.31203465767764543
ACH-000616,-0.1915879175040528
ACH-000618,-0.18959849078500216
ACH-000619,-0.14010151111203625
ACH-000620,-0.0929897203999717
ACH-000621,-0.0842577246146681
ACH-000622,-0.08565303924821177
ACH-000623,-0.05775973444030559
ACH-000624,-0.08816395203154112
ACH-000627,-0.189770995192052
ACH-000630,-0.23171673385402605
ACH-000631,-0.1017311814989586
ACH-000632,-0.12953334509389305
ACH-000633,-0.08589552994458037
ACH-000637,-0.13321476380129993
ACH-000638,-0.10042961477010166
ACH-000646,0.05424964539689514
ACH-000647,-0.016132459359441777
ACH-000648,-0.11039604756098406
ACH-000649,-0.12945520759372395
ACH-000651,-0.19363615204657111
ACH-000652,-0.10178479742316432
ACH-000653,-0.20458275365134698
ACH-000657,-0.196675614905608
ACH-000658,-0.1026472751701383
ACH-000661,-0.06444703976383316
ACH-000662,-0.24930321315393306
ACH-000663,-0.21213099559458815
ACH-000665,-0.16350318922924822
ACH-000671,-0.12104203727946307
ACH-000672,0.02821022576186082
ACH-000673,-0.2171600743949625
ACH-000676,-0.13859334299912682
ACH-000677,-0.017785148362545387
ACH-000681,-0.08838867821278543
ACH-000683,-0.021993157790715832
ACH-000684,-0.1972762119570396
ACH-000688,-0.30387003698055165
ACH-000693,-0.09704164959831124
ACH-000694,0.014742144355130103
ACH-000695,-0.26896078961356
ACH-000696,-0.10772700700739724
ACH-000697,-0.0933983449709852
ACH-000699,-0.20802678016160475
ACH-000701,-0.16080271799358078
ACH-000706,-0.13322461435131305
ACH-000711,-0.2596368261255473
ACH-000713,-0.12329531377860575
ACH-000714,-0.2528590700348697
ACH-000718,-0.0036491786396836493
ACH-000720,-0.08686543954132532
ACH-000721,-0.15088623923629982
ACH-000724,-0.1152185355589304
ACH-000725,-0.2030817230736154
ACH-000732,-0.10529165120812073
ACH-000734,-0.08875334101919041
ACH-000735,-0.20901335245607555
ACH-000736,-0.14796084815427288
ACH-000738,-0.1791504634092896
ACH-000746,-0.07175096247547681
ACH-000747,-0.1285627086904168
ACH-000748,-0.1843942340501524
ACH-000753,-0.11660013555315432
ACH-000756,-0.03674349240761097
ACH-000757,-0.05964391800863264
ACH-000758,-0.3412375276799032
ACH-000760,-0.10249991642871288
ACH-000762,-0.2874513927801132
ACH-000763,-0.019593714217460614
ACH-000764,-0.052564254781820884
ACH-000765,-0.07313554947696024
ACH-000766,-0.017261145118123218
ACH-000767,-0.14558346432756913
ACH-000768,-0.09775907729210832
ACH-000769,-0.12222798548195647
ACH-000770,-0.056742521693804525
ACH-000771,0.023024318129600763
ACH-000773,-0.11360429022807632
ACH-000776,-0.08291638927615258
ACH-000777,-0.05579089546155275
ACH-000778,-0.10360954553040108
ACH-000781,-0.13230389531884534
ACH-000782,-0.1910774546643928
ACH-000783,-0.06399963404254394
ACH-000784,-0.09055845489833968
ACH-000785,-0.06173132517706693
ACH-000787,-0.21500011864950044
ACH-000788,-0.16406941737403985
ACH-000791,-0.09716260821744314
ACH-000792,-0.012071540704255056
ACH-000794,-0.161981950433794
ACH-000796,-0.08499302234549462
ACH-000798,-0.17385955694181401
ACH-000799,-0.21298344570033367
ACH-000800,-0.2826395483317908
ACH-000802,-0.1171280999513564
ACH-000804,-0.01964036655293198
ACH-000805,-0.2516941376273887
ACH-000809,-0.07346134527266716
ACH-000810,-0.05383232502235402
ACH-000811,-0.1308831352863468
ACH-000817,-0.17473303628526374
ACH-000819,0.030420166624383113
ACH-000820,0.048671097335462765
ACH-000821,-0.1254750990108182
ACH-000822,-0.08252546666515036
ACH-000823,-0.25191493369462264
ACH-000824,-0.0774036620726758
ACH-000827,-0.11723835204446427
ACH-000829,-0.1667719189276999
ACH-000831,-0.08313691950037823
ACH-000832,-0.2562201658068283
ACH-000833,-0.08170670436931672
ACH-000834,-0.0918002479956808
ACH-000835,0.05336338468994938
ACH-000836,-0.08490888801576033
ACH-000837,-0.1486044753947857
ACH-000838,-0.31894414746591904
ACH-000839,-0.2947505991236893
ACH-000840,-0.1696372006645209
ACH-000841,-0.1310330871874308
ACH-000843,-0.03883537053938085
ACH-000846,-0.07810074676798484
ACH-000847,0.1282885597348471
ACH-000848,-0.2276406253996468
ACH-000849,-0.021119605017992347
ACH-000851,-0.20655685757157705
ACH-000855,-0.17578777104200258
ACH-000856,0.05735643203663963
ACH-000858,-0.017700075805477618
ACH-000859,-0.0434553904329722
ACH-000861,-0.09406614523900213
ACH-000862,0.06064795409732425
ACH-000865,-0.09626794084282488
ACH-000866,-0.027974037581840663
ACH-000867,-0.21693582166201392
ACH-000869,-0.07493733811081199
ACH-000872,0.11304829013443685
ACH-000873,-0.15706775919597124
ACH-000876,-0.09880704517450403
ACH-000878,-0.12881761663049446
ACH-000880,-0.0814152908089842
ACH-000881,-0.2564219737064156
ACH-000882,-0.1142278385646664
ACH-000884,-0.04004613678848217
ACH-000885,-0.15044463989549028
ACH-000887,-0.15358282357773026
ACH-000889,-0.04195543966468447
ACH-000896,-0.14563483464437646
ACH-000898,-0.3306578887892253
ACH-000900,-0.14586102881567914
ACH-000901,-0.17879009762488754
ACH-000905,-0.16009126913905092
ACH-000906,-0.1788073229231268
ACH-000907,-0.15275513813827932
ACH-000910,-0.13312617739667024
ACH-000911,-0.24742374796720976
ACH-000912,-0.17343151322943226
ACH-000913,-0.14679226043212826
ACH-000915,-0.14689700360458444
ACH-000916,-0.1631600500027323
ACH-000917,-0.02133421257580166
ACH-000920,-0.32634817999043336
ACH-000921,-0.0426465307666456
ACH-000924,0.019550125312345783
ACH-000926,-0.06701482751321015
ACH-000928,-0.20937517109598072
ACH-000929,-0.02168105916844335
ACH-000932,-0.1884593565460454
ACH-000935,-0.15032002625966415
ACH-000936,-0.2711860065962479
ACH-000937,-0.10230555023768888
ACH-000938,-0.13208832720470828
ACH-000939,-0.15219169209176955
ACH-000941,-0.1739010636912571
ACH-000943,-0.18229176867387434
ACH-000946,-0.18138342899825505
ACH-000947,-0.0970631564044746
ACH-000948,-0.06738058013524266
ACH-000950,-0.3113047859492841
ACH-000953,-0.14334654514163336
ACH-000954,-0.08112287410355958
ACH-000957,0.03683228105940015
ACH-000958,-0.02472009765498533
ACH-000960,-0.06325930621966606
ACH-000963,-0.3368148579526476
ACH-000968,-0.04558826942659063
ACH-000969,-0.29055019213862826
ACH-000972,-0.11675252825908485
ACH-000973,-0.2004352236747531
ACH-000974,-0.122195162220254
ACH-000978,-0.10741048339530733
ACH-000984,-0.3986537786517155
ACH-000986,-0.1641744475388414
ACH-000988,-0.0031112375352180485
ACH-000993,-0.21035547169074464
ACH-000994,-0.09648994629548586
ACH-000996,-0.09393980037530436
ACH-001001,-0.18887904915733508
ACH-001020,-0.05126421238977797
ACH-001028,-0.17293518774524774
ACH-001031,-0.10412702389984783
ACH-001038,-0.1283909177999041
ACH-001048,-0.2186224991057365
ACH-001050,-0.08622514720127684
ACH-001053,-0.1337946148660762
ACH-001054,-0.0029802444119527557
ACH-001061,-0.15024813886688945
ACH-001067,-0.09866537556173996
ACH-001075,-0.3444093111659229
ACH-001096,-0.15623269886251406
ACH-001111,0.03430351701001902
ACH-001119,-0.2754404121989961
ACH-001128,-0.05622809313185076
ACH-001134,-0.06107120532138974
ACH-001151,-0.07069835298980202
ACH-001163,-0.08028679549804763
ACH-001164,-0.24499822249211725
ACH-001183,-0.29586618528375525
ACH-001192,-0.02225472006094388
ACH-001193,0.001843296294234748
ACH-001196,-0.2702747267236417
ACH-001197,-0.17212811349785573
ACH-001205,-0.15145878975400184
ACH-001211,-0.2623592133155938
ACH-001212,0.04340259337439653
ACH-001228,-0.20474720592281712
ACH-001232,-0.13810738006036166
ACH-001239,-0.18641800096922628
ACH-001270,-0.2482924948856535
ACH-001274,-0.1625019673990376
ACH-001275,-0.03894590112557038
ACH-001277,0.046970590075328035
ACH-001278,-0.2025986946332458
ACH-001280,-0.1924233534336225
ACH-001283,-0.10384504209254332
ACH-001289,0.09706557055610736
ACH-001300,-0.12155638922106167
ACH-001301,0.055058502714819005
ACH-001302,-0.31885327301045385
ACH-001306,-0.17181750511513502
ACH-001318,-0.15858104517719668
ACH-001322,0.1479621479499139
ACH-001328,-0.2681442021200592
ACH-001332,-0.2872737744654005
ACH-001336,-0.19722871982462545
ACH-001346,-0.017218589977240257
ACH-001353,-0.2057724585969881
ACH-001354,-0.047533074453419435
ACH-001367,-0.4856764868560924
ACH-001368,-0.13336129804516972
ACH-001374,-0.4427257961475424
ACH-001377,-0.06465658208081697
ACH-001380,-0.17147686626012404
ACH-001391,-0.16827644429350302
ACH-001408,-0.10251924480106896
ACH-001430,-0.0929801323279332
ACH-001431,-0.2386952635377485
ACH-001450,-0.176927133971502
ACH-001496,-0.17718624130282432
ACH-001500,-0.2547466509230996
ACH-001523,-0.04163703947248225
ACH-001532,-0.05290920251744965
ACH-001550,0.04204765703306716
ACH-001552,-0.1640643102611852
ACH-001554,-0.24510257461631335
ACH-001654,-0.1063346962094808
ACH-001735,-0.19538271745477054
ACH-001736,-0.04544607181177896
ACH-001737,-0.06787596016563945
ACH-001740,-0.2840364090935203
ACH-001745,-0.14078406266494212
ACH-001765,-0.14051400098076328
