,DCUN1D3 (123879)
ACH-000004,0.23559284936140945
ACH-000005,-0.13859797520433068
ACH-000007,-0.03206552362268192
ACH-000009,0.16496741851605404
ACH-000011,0.4769971572457006
ACH-000012,0.09040137583433684
ACH-000013,0.03062859682067685
ACH-000014,-0.2112630872921761
ACH-000015,0.11866567940533952
ACH-000017,-0.013209770486771352
ACH-000018,0.253495873836108
ACH-000019,0.03349164152498402
ACH-000021,-0.014842430774273803
ACH-000022,0.16722451539969752
ACH-000025,-0.021702476169316847
ACH-000028,-0.06602350562372153
ACH-000030,0.13027632984134474
ACH-000035,0.05538462794739506
ACH-000036,0.11404918374060365
ACH-000037,0.03148897320894994
ACH-000039,0.07251884702659436
ACH-000040,0.24674668600912686
ACH-000041,0.1329948195780432
ACH-000042,-0.010564353740566086
ACH-000045,0.14275081286285846
ACH-000047,0.059494219622026376
ACH-000052,0.06748594604723315
ACH-000053,0.0550209512228889
ACH-000054,0.2264551891876274
ACH-000055,0.2485268340784865
ACH-000060,0.1408833322340689
ACH-000067,0.3603455645335748
ACH-000070,0.01513964700497913
ACH-000075,0.015137865353083809
ACH-000078,0.08878584664206836
ACH-000082,0.19638440777663832
ACH-000085,0.1415065854416726
ACH-000086,0.02509586362567557
ACH-000087,-0.026758648722559376
ACH-000092,-0.03054622040859205
ACH-000095,0.2538687750630458
ACH-000097,0.13558454010086066
ACH-000098,0.12750224719784256
ACH-000099,0.1405316652241143
ACH-000108,0.18972388309089291
ACH-000113,0.10629405194513224
ACH-000116,0.09264061088944668
ACH-000118,0.15920108524230936
ACH-000120,0.10867798130605504
ACH-000123,0.08278958638474689
ACH-000127,0.09748318336932102
ACH-000128,0.2587948217154634
ACH-000132,0.0743414014029523
ACH-000133,0.21051542960462455
ACH-000137,0.16581844409874935
ACH-000138,0.11906019504901146
ACH-000142,0.13825159473084753
ACH-000143,-0.02694295363026381
ACH-000146,0.17022214665885468
ACH-000148,0.16112919480890014
ACH-000150,0.21390621592784084
ACH-000152,0.08709029980793677
ACH-000153,0.20835772582367795
ACH-000159,-0.0013081844865875155
ACH-000160,0.20529258274894385
ACH-000163,0.25055691715202977
ACH-000167,0.5705592759120616
ACH-000168,0.28129434992868185
ACH-000169,0.2470592948523077
ACH-000178,0.016803896643771857
ACH-000183,0.09758008395811403
ACH-000188,0.06692075336987237
ACH-000189,0.15010941577296752
ACH-000190,0.08044080602185147
ACH-000198,0.16648595638734393
ACH-000203,-0.08203725465646113
ACH-000204,0.06779447250752342
ACH-000206,-0.15105019394015504
ACH-000207,0.27359640389391005
ACH-000208,0.21540064000779774
ACH-000210,-0.024676394622586157
ACH-000211,0.2848596255239382
ACH-000215,0.09087506260084044
ACH-000221,0.08237733035407642
ACH-000222,0.09585292634938672
ACH-000223,0.016910016717501596
ACH-000226,-0.009736022486917887
ACH-000227,0.04959860063649945
ACH-000228,0.11749216242715126
ACH-000231,0.07727791462786868
ACH-000232,0.20951075904237434
ACH-000233,0.030883860068128925
ACH-000234,0.03606622406211708
ACH-000235,0.1912241837941444
ACH-000237,0.07572580744477449
ACH-000238,0.2698213978761341
ACH-000242,-0.1922418103169001
ACH-000243,0.09712452769935108
ACH-000244,0.07152126574176358
ACH-000246,-0.012093051348903941
ACH-000248,-0.1319221803346954
ACH-000250,0.11197043760132283
ACH-000251,0.08861035901216531
ACH-000252,-0.032250780942089635
ACH-000253,0.03587810231722289
ACH-000255,0.1572734044702067
ACH-000256,0.16972031909681873
ACH-000257,0.1442039751223846
ACH-000258,0.2334936815534373
ACH-000259,0.1553963513460376
ACH-000260,0.14681906502727285
ACH-000261,0.09257866888757706
ACH-000262,0.2363174990289682
ACH-000263,-0.18191617537264276
ACH-000264,0.07024265962945123
ACH-000265,0.06260409507767818
ACH-000266,0.1551871710714642
ACH-000272,0.1412765107805753
ACH-000274,0.04905132829588225
ACH-000277,-0.004230984816056272
ACH-000278,0.0638474594940915
ACH-000279,0.09555047789666148
ACH-000280,0.20483277343171685
ACH-000281,0.2882875408612987
ACH-000288,-0.003464512825613093
ACH-000291,0.043596824322454535
ACH-000293,0.0778354628278947
ACH-000294,0.07125961953737384
ACH-000295,0.2542041413233184
ACH-000296,0.12396696016735048
ACH-000302,0.045710601829549134
ACH-000304,0.05593464881610951
ACH-000307,0.1839844387593209
ACH-000308,0.09029118022939316
ACH-000310,0.1625634166415592
ACH-000311,0.10866363265966107
ACH-000312,0.2281447002870188
ACH-000315,-0.03706627448112245
ACH-000316,0.2649830921319041
ACH-000317,0.10726076693019923
ACH-000318,0.16968876236321556
ACH-000319,0.12841646600666973
ACH-000320,0.3816836554848312
ACH-000322,0.05998654516503209
ACH-000323,0.08182299741894887
ACH-000324,0.1702371985832839
ACH-000329,0.21062551429759108
ACH-000330,0.0356350990462686
ACH-000331,0.15727144662907167
ACH-000332,0.0713445057069036
ACH-000334,-0.015564213071346162
ACH-000335,0.012980960083406256
ACH-000336,-0.10472624020948748
ACH-000337,-0.049967907626262034
ACH-000338,-0.5963028575346044
ACH-000339,0.00902271053541109
ACH-000341,0.2334139385777167
ACH-000348,0.1339002976079034
ACH-000350,0.01845487271391806
ACH-000352,0.11471684186782093
ACH-000356,0.12804251293275978
ACH-000361,0.021893071981084998
ACH-000362,0.03986801631285816
ACH-000363,-0.002409249666338601
ACH-000364,0.13601664571337269
ACH-000365,0.012169945717173577
ACH-000366,0.08759492662536404
ACH-000368,0.15115297612713516
ACH-000374,0.14253211801245882
ACH-000375,0.07806382285186443
ACH-000376,0.01916916957666376
ACH-000381,0.18481945128737592
ACH-000383,0.024851852686224644
ACH-000387,0.028316291491966083
ACH-000389,0.03631715639525025
ACH-000390,0.1111843862713655
ACH-000393,-0.0019778793381538323
ACH-000395,0.3655246987263435
ACH-000396,0.004308962657765782
ACH-000397,0.06326025647655731
ACH-000401,0.3164151973433356
ACH-000402,0.21433390456929985
ACH-000403,0.0791345451424864
ACH-000404,0.01718777762350467
ACH-000406,-0.013605666644207572
ACH-000407,0.2063721063935483
ACH-000408,0.3123703562319021
ACH-000410,0.22822280535027964
ACH-000411,0.05728377355736111
ACH-000414,0.19113426265014505
ACH-000415,0.11799049780848657
ACH-000416,0.11310162357469772
ACH-000420,-0.01780843321202083
ACH-000421,0.1989371258598246
ACH-000424,0.1982500625423036
ACH-000425,0.14373280817481884
ACH-000426,0.07091832980673475
ACH-000427,0.1729481745349205
ACH-000433,-0.14404683836727109
ACH-000435,0.09451748642145352
ACH-000436,-0.000700335524008434
ACH-000444,0.1961384770664248
ACH-000445,0.135641826997794
ACH-000448,0.1354774184656595
ACH-000450,0.024422764565780356
ACH-000452,0.11135468958492024
ACH-000454,-0.032816759365062474
ACH-000458,-0.10507422359823933
ACH-000459,0.12345834790071293
ACH-000460,-0.043817554337766816
ACH-000461,0.1309236555946858
ACH-000463,0.10648663950017734
ACH-000464,-0.036304709538819264
ACH-000466,0.16326730649938578
ACH-000467,0.18441667679884907
ACH-000468,0.242705701931454
ACH-000469,0.2324246311014968
ACH-000470,0.05290545876902642
ACH-000471,0.27452333925012323
ACH-000472,0.07635499087074532
ACH-000473,0.11543772706272976
ACH-000475,0.04871167832042192
ACH-000476,0.1004151552845469
ACH-000477,0.32153431264730864
ACH-000479,0.19227943740373807
ACH-000480,-0.011069503061839656
ACH-000481,-0.02630037614016901
ACH-000483,0.24343199993527595
ACH-000484,0.056875814245002834
ACH-000485,0.06282929621510534
ACH-000486,-0.03372619881103793
ACH-000487,0.12310660908523136
ACH-000488,0.06652547766025484
ACH-000490,0.11883022427808887
ACH-000491,-0.06511630323824949
ACH-000495,0.07046226843630056
ACH-000496,0.2482844492977092
ACH-000499,0.16173372482273599
ACH-000500,0.4729865562429935
ACH-000502,0.2304809276666125
ACH-000503,0.2745021036511563
ACH-000505,-0.007935797017383667
ACH-000507,0.1775306363302209
ACH-000510,0.07049673962255974
ACH-000511,0.10647659311666484
ACH-000512,0.07460606189585338
ACH-000516,0.29604011987161816
ACH-000517,0.11186922900400348
ACH-000518,0.08773079023401674
ACH-000520,0.04598407782288369
ACH-000521,0.3501090305189209
ACH-000522,0.09478213672722403
ACH-000524,0.08783521209484718
ACH-000527,0.16438558792736918
ACH-000528,0.035075526549374535
ACH-000537,0.1306462315909044
ACH-000541,0.2212895655741094
ACH-000542,-0.044057576785331815
ACH-000544,0.11710502693574228
ACH-000545,0.21116890422287093
ACH-000547,-0.2869889361680587
ACH-000548,-0.058407306616396024
ACH-000549,-0.0037158044038211016
ACH-000550,0.1773592968223614
ACH-000552,0.2179307354943105
ACH-000556,0.08073946687007913
ACH-000557,0.23225497098033496
ACH-000569,0.1176056386938358
ACH-000570,0.2324257885911201
ACH-000571,0.09234735504528917
ACH-000573,0.15691230241166704
ACH-000576,0.31704418148938884
ACH-000579,-0.0068137369272698355
ACH-000580,-0.04812589963156017
ACH-000584,0.04741007191636752
ACH-000585,0.11880993289645506
ACH-000588,0.19187030049443926
ACH-000589,0.12234527398024828
ACH-000591,0.046208686345119536
ACH-000593,0.2160512859370088
ACH-000600,0.18760126969550206
ACH-000601,0.04852966166410057
ACH-000605,0.008447927102984759
ACH-000606,0.11660838062097505
ACH-000608,0.15818029200901176
ACH-000614,0.17175327910530566
ACH-000616,0.010659473060683516
ACH-000618,0.17423763127221412
ACH-000619,0.13551585631224586
ACH-000620,0.12972250562428292
ACH-000621,0.11862337592522106
ACH-000622,0.3111250588442145
ACH-000623,0.07953338209257976
ACH-000624,0.07279459820016437
ACH-000627,0.10648267377098827
ACH-000630,0.28974042661222155
ACH-000631,-0.4458325725388379
ACH-000632,0.10484187651629548
ACH-000633,0.05604688147291703
ACH-000637,0.07520496030916353
ACH-000638,0.035186415777671363
ACH-000646,-0.04821530031302803
ACH-000647,0.13200011805348386
ACH-000648,0.17074605309256602
ACH-000649,0.0534929753666857
ACH-000651,-0.06300125609479253
ACH-000652,0.02646734886354968
ACH-000653,0.0009461597100126104
ACH-000657,0.15697427550346182
ACH-000658,0.053460918280473925
ACH-000661,0.18585727656347328
ACH-000662,0.024888457940266947
ACH-000663,0.1606088584383438
ACH-000665,0.08684837170819996
ACH-000671,-0.17647416490970494
ACH-000672,0.6964488686598426
ACH-000673,0.09697116816294314
ACH-000676,0.09595158305668364
ACH-000677,0.3185271435083987
ACH-000681,0.19543080508236704
ACH-000683,0.027516572342766842
ACH-000684,0.3612099877150565
ACH-000688,0.356607965270522
ACH-000693,-0.002265593152906044
ACH-000694,0.14373663889404711
ACH-000695,0.0455531790042061
ACH-000696,0.11950512927653395
ACH-000697,-0.2042954729074882
ACH-000699,-0.0034961730963587443
ACH-000701,0.12215177463108212
ACH-000706,-0.04573091148977207
ACH-000711,0.16568445447848945
ACH-000713,-0.13199895482594973
ACH-000714,0.20271882100356425
ACH-000718,0.07681739105520029
ACH-000720,0.10611049760411656
ACH-000721,0.04272137668593772
ACH-000724,0.2955424409366199
ACH-000725,-0.06849259126768634
ACH-000732,0.010406389136327458
