,ACVR1C (130399)
ACH-000004,0.2678734100043426
ACH-000005,0.10898930537660784
ACH-000007,0.17178013793767147
ACH-000009,0.007648546232460336
ACH-000011,0.1906970952616014
ACH-000012,0.09305530755770433
ACH-000013,0.10978054367193638
ACH-000014,0.13314781833504485
ACH-000015,0.1088759938615622
ACH-000017,0.14014173243406838
ACH-000018,0.06633464568128901
ACH-000019,0.14610351316805947
ACH-000021,0.18713715727235736
ACH-000022,0.10251148172716032
ACH-000025,0.06154653680905011
ACH-000028,0.028111546562052742
ACH-000030,0.09035997957115437
ACH-000035,0.12696339343961538
ACH-000036,0.04032661559777327
ACH-000037,0.15092324967427578
ACH-000039,0.0079832043844712
ACH-000040,0.11915806531524888
ACH-000041,0.1344890495303155
ACH-000042,0.06405203600778668
ACH-000045,0.05086425607758113
ACH-000047,0.04168962004884782
ACH-000052,0.2252678692531288
ACH-000053,0.04120094550086609
ACH-000054,0.072615136966665
ACH-000055,0.17139322772577395
ACH-000060,0.03676035539732421
ACH-000067,0.19771929914183214
ACH-000070,0.13093364704501298
ACH-000075,0.2789159583643135
ACH-000078,0.14070294946211778
ACH-000082,0.2384861749176921
ACH-000085,0.3141295653601253
ACH-000086,0.12117000877605907
ACH-000087,0.10322232435038434
ACH-000092,0.0017132608940251927
ACH-000095,-0.0333526869876571
ACH-000097,0.063352218358286
ACH-000098,0.040085861293025264
ACH-000099,0.06120196943343825
ACH-000108,0.14566070750135415
ACH-000113,0.06959521070883024
ACH-000116,0.1464041729457981
ACH-000118,0.0479858661662949
ACH-000120,0.08960794486231713
ACH-000123,0.10371103825888388
ACH-000127,0.09204401643375017
ACH-000128,0.04769125764635848
ACH-000132,0.02724870148524682
ACH-000133,0.1682072911594786
ACH-000137,0.01001814051589916
ACH-000138,0.14465684723279054
ACH-000142,0.12713097091886727
ACH-000143,0.1803049264185122
ACH-000146,0.140465040516266
ACH-000148,0.053869903654896065
ACH-000150,0.08375300207048658
ACH-000152,0.20454054461408372
ACH-000153,0.12515783162719954
ACH-000159,0.08756728547841362
ACH-000160,0.14918259000458614
ACH-000163,0.034726453730491234
ACH-000167,-0.1628724940857311
ACH-000168,-0.06450144951870931
ACH-000169,0.15095562615111802
ACH-000178,0.16126273844072336
ACH-000183,0.09083090715226128
ACH-000188,0.274466328877504
ACH-000189,0.4526055457019761
ACH-000190,-0.009968366581314284
ACH-000198,0.1468084271246879
ACH-000203,-0.0913466142498838
ACH-000204,0.3330373489601438
ACH-000206,0.185224456691092
ACH-000207,0.10279396626847986
ACH-000208,-0.05113489663246722
ACH-000210,0.08257987546317277
ACH-000211,0.0600463869440591
ACH-000215,0.10181229671317127
ACH-000221,0.0696096901961218
ACH-000222,0.1742950210253935
ACH-000223,-0.015630919740665432
ACH-000226,-0.13906529580852012
ACH-000227,0.1178332520225219
ACH-000228,0.05847122621525661
ACH-000231,0.08901752287305861
ACH-000232,0.05884435838066916
ACH-000233,0.12268735539297736
ACH-000234,0.02087887961859352
ACH-000235,0.0718030751315701
ACH-000237,0.15387929715542004
ACH-000238,0.07680911427497575
ACH-000242,-0.11258851586736428
ACH-000243,0.10910035244662653
ACH-000244,0.06273066074724185
ACH-000246,0.14882639728035166
ACH-000248,-0.10173152466756412
ACH-000250,0.14221743981365895
ACH-000251,0.2313422976160493
ACH-000252,0.28918517927077164
ACH-000253,0.17329359677365952
ACH-000255,0.21192109605922455
ACH-000256,0.07596427127480901
ACH-000257,0.014392184866118504
ACH-000258,0.22154431206477432
ACH-000259,0.06120266330595465
ACH-000260,0.11363968634505835
ACH-000261,0.13475368372977015
ACH-000262,0.07106822832298353
ACH-000263,0.23307342642790185
ACH-000264,0.08275367030399723
ACH-000265,0.061604440861014964
ACH-000266,0.1284261158111293
ACH-000272,0.027799830328299115
ACH-000274,0.10771518781849093
ACH-000277,0.19663768453366864
ACH-000278,-0.05246013591955822
ACH-000279,0.004613062963996418
ACH-000280,0.016293749771798628
ACH-000281,0.17465851925920747
ACH-000288,0.08357559618699774
ACH-000291,0.1409587600459865
ACH-000293,0.2170864459654129
ACH-000294,0.0855051932204228
ACH-000295,0.17691719800523392
ACH-000296,0.022016913862147824
ACH-000302,0.11651734830342995
ACH-000304,0.18922207104900346
ACH-000307,0.014009177452322635
ACH-000308,0.11876192440799126
ACH-000310,0.0031253868543277266
ACH-000311,0.20582224892465045
ACH-000312,0.1685626547401575
ACH-000315,0.1059549547995115
ACH-000316,0.1131111461620888
ACH-000317,0.07080913008914026
ACH-000318,0.05376900497630694
ACH-000319,0.2108796828841034
ACH-000320,0.3175342812358553
ACH-000322,0.1115349022267352
ACH-000323,0.10540381965462717
ACH-000324,-0.10916634509449613
ACH-000329,0.07004071194929799
ACH-000330,0.007994838171713663
ACH-000331,0.12416669599764216
ACH-000332,0.07991009215974733
ACH-000334,0.16992344052825942
ACH-000335,0.15909627248149136
ACH-000336,0.2241862755991968
ACH-000337,-0.11142894118009146
ACH-000338,-0.21267549074728265
ACH-000339,0.011526295178269048
ACH-000341,0.2476981372277061
ACH-000348,0.11145554829078727
ACH-000350,0.14948350853526474
ACH-000352,0.1089694202831054
ACH-000356,0.2267948077164648
ACH-000361,0.08186862658268443
ACH-000362,0.00991728816517897
ACH-000363,0.058597302097211514
ACH-000364,-0.06018310318738927
ACH-000365,0.100853835566782
ACH-000366,0.10924814184952254
ACH-000368,0.03937901771217631
ACH-000374,0.07259706097170014
ACH-000375,0.006812976193380218
ACH-000376,0.11878617611281908
ACH-000381,0.0069764709178125935
ACH-000383,0.08254948763036912
ACH-000387,0.1074986209044845
ACH-000389,0.08114702871594043
ACH-000390,0.10492988924497572
ACH-000393,0.20986050110235013
