,AKR1C2 (1646)
ACH-000004,-0.06212491859936582
ACH-000005,0.375977479781814
ACH-000007,0.11493509214704208
ACH-000009,0.15761197365817084
ACH-000011,0.17371728936584016
ACH-000012,0.08937812569027091
ACH-000013,0.2074391243415587
ACH-000014,0.3051178003313138
ACH-000015,0.2401341643979096
ACH-000017,0.1810131504051384
ACH-000018,0.18083594042468285
ACH-000019,0.27935795525059964
ACH-000021,0.11290820903572925
ACH-000022,0.1994357924107104
ACH-000025,0.19495449916892674
ACH-000028,0.18474414008077247
ACH-000030,0.12426032153558772
ACH-000035,0.2390787878701756
ACH-000036,0.18809687642585726
ACH-000037,0.10251020571828716
ACH-000039,0.18361975201974992
ACH-000040,0.16672052676328813
ACH-000041,0.2380833942409605
ACH-000042,0.22552843476486706
ACH-000045,0.2615814676972483
ACH-000047,0.15217391694104715
ACH-000052,0.2540127382702224
ACH-000053,0.14520292513270694
ACH-000054,0.12770369085530736
ACH-000055,0.32271462727103906
ACH-000060,0.21475757051489425
ACH-000067,0.09124607701760952
ACH-000070,0.3044547789470081
ACH-000075,0.1167578191133198
ACH-000078,0.13143881698848733
ACH-000082,0.12997734557106733
ACH-000085,0.06364044969558312
ACH-000086,0.2660351802088865
ACH-000087,0.3807773314146116
ACH-000092,0.07036697022583982
ACH-000095,0.18829141276941136
ACH-000097,0.20013832873329546
ACH-000098,0.27286679450996104
ACH-000099,0.2521244282410302
ACH-000108,0.2816703680929446
ACH-000113,0.2271875248045121
ACH-000116,0.14976812386241067
ACH-000118,0.1399463685188828
ACH-000120,0.28706951413951753
ACH-000123,0.3298779643200449
ACH-000127,0.18560557090724716
ACH-000128,0.22590213151616464
ACH-000132,0.17325280817081706
ACH-000133,0.14862022734511954
ACH-000137,0.19437395559807494
ACH-000138,0.20722856198101852
ACH-000142,0.20868032248465515
ACH-000143,0.32891631295007256
ACH-000146,0.1993289970047949
ACH-000148,0.10183138238496252
ACH-000150,0.13870881362890966
ACH-000152,0.13672045965273522
ACH-000153,0.34793035027324604
ACH-000159,0.10017582629726007
ACH-000160,0.19572509935255591
ACH-000163,0.18159012645699493
ACH-000167,-0.20116585231348755
ACH-000168,0.14046308600111085
ACH-000169,0.1844278020079676
ACH-000178,0.04179254594700019
ACH-000183,0.17187578017778354
ACH-000188,0.099316445874155
ACH-000189,0.3119702675582339
ACH-000190,0.26747795448858225
ACH-000198,0.1427515219307616
ACH-000203,-0.26276781785405834
ACH-000204,0.16132584974277914
ACH-000206,0.2563921526870053
ACH-000207,0.14603803180919242
ACH-000208,0.18748264980262871
ACH-000210,0.2716910108244704
ACH-000211,0.17988916806130756
ACH-000215,0.16581648347885455
ACH-000221,0.2977906953349154
ACH-000222,-0.01486510246136835
ACH-000223,0.21337067119508815
ACH-000226,0.2156377871754515
ACH-000227,0.16281185374362392
ACH-000228,0.1179614988152181
ACH-000231,0.1740256079987699
ACH-000232,0.16424302615031647
ACH-000233,0.14726700508141646
ACH-000234,0.09119058256285988
ACH-000235,0.14899836882526696
ACH-000237,0.21146139286142554
ACH-000238,0.10353301936711204
ACH-000242,0.07330265254216571
ACH-000243,0.18007464906516893
ACH-000244,0.2591309170588356
ACH-000246,0.19590184516412096
ACH-000248,0.1353162088298288
ACH-000250,0.06261917282633031
ACH-000251,0.2432811041382835
ACH-000252,0.13944973834926422
ACH-000253,0.10554980293470728
ACH-000255,0.2418428509843386
ACH-000256,0.13939596852350525
ACH-000257,0.15608283696739586
ACH-000258,0.028244561347533236
ACH-000259,0.1757904084896767
ACH-000260,0.16713869635623993
ACH-000261,0.20824267983137454
ACH-000262,0.16142014173670566
ACH-000263,0.3637119469259187
ACH-000264,0.0913016094955793
ACH-000265,0.19633391908736875
ACH-000266,0.16760936501582904
ACH-000272,0.14248195854040044
ACH-000274,0.1517679590865637
ACH-000277,0.12246497284420695
ACH-000278,0.3683424676493408
ACH-000279,0.165138475946114
ACH-000280,0.14714618285467054
ACH-000281,0.2910181631426344
ACH-000288,0.1403588459449966
ACH-000291,0.23163622533485276
ACH-000293,0.2516639004455011
ACH-000294,0.19671303687613995
ACH-000295,0.27335374277953706
ACH-000296,0.20641390384763128
ACH-000302,0.1243567276732627
ACH-000304,0.2852832445656516
ACH-000307,0.16431230416349174
ACH-000308,0.1084517981707034
ACH-000310,0.16585786426841578
ACH-000311,0.019924795159827254
ACH-000312,0.2314088605382881
ACH-000315,-0.009305805148675295
ACH-000316,0.06727046162468317
ACH-000317,0.20525130040202144
ACH-000318,0.14654601518015842
ACH-000319,0.007026088904254451
ACH-000320,0.281087039964784
ACH-000322,0.15013603412024734
ACH-000323,0.09121793356617752
ACH-000324,0.07830816743522655
ACH-000329,0.16571662879629473
ACH-000330,0.2640574112210318
ACH-000331,0.17766012179461152
ACH-000332,0.1243766027471282
ACH-000334,0.1674530414641787
ACH-000335,0.2635105617669295
ACH-000336,0.2551070331951315
ACH-000337,0.2299183695460813
ACH-000338,0.2750439616074422
ACH-000339,0.24034671081826425
ACH-000341,0.22096309416135712
ACH-000348,0.17089741601774353
ACH-000350,0.11835585313612453
ACH-000352,0.2291079773522834
ACH-000356,0.16351263068442062
ACH-000361,0.05790117532719005
ACH-000362,0.19186082090929132
ACH-000363,0.2449273940558827
ACH-000364,0.1727318614530891
ACH-000365,0.2252347884817337
ACH-000366,0.1635757367826492
ACH-000368,0.1368519502288077
ACH-000374,0.2904352678961186
ACH-000375,0.16058557918497066
ACH-000376,0.055271165718397984
ACH-000381,0.12931642539935356
