,NPAS2 (4862)
ACH-000004,0.23837848244076185
ACH-000005,0.3045191648561628
ACH-000007,0.06372513251617587
ACH-000009,0.13837627002279476
ACH-000011,0.15423250305454986
ACH-000012,0.09097298452908577
ACH-000013,0.15031907337125291
ACH-000014,0.18076607579478204
ACH-000015,0.1741666608901148
ACH-000017,0.138472899902171
ACH-000018,-0.15225688249877886
ACH-000019,0.1246246152650466
ACH-000021,0.2133898575481714
ACH-000022,0.11490458166194788
ACH-000025,0.19866889379197564
ACH-000028,0.2947838199309863
ACH-000030,0.1437754030866224
ACH-000035,-0.018939924805761472
ACH-000036,0.17496513002079078
ACH-000037,0.11477405925518333
ACH-000039,0.19998761271517732
ACH-000040,0.2543379214626166
ACH-000041,0.2283394850680009
ACH-000042,0.1633892615097687
ACH-000045,0.11152046084355134
ACH-000047,0.08111764159951587
ACH-000052,0.14104391402993324
ACH-000053,0.15955541975245188
ACH-000054,0.10708327651552914
ACH-000055,0.18644114845119927
ACH-000060,0.14164927933135352
ACH-000067,0.3488889862557989
ACH-000070,0.21864316722629445
ACH-000075,0.08814647683265038
ACH-000078,0.321116508533124
ACH-000082,0.13586189198078755
ACH-000085,0.14404403948541994
ACH-000086,0.022903345636478056
ACH-000087,0.2295003058898412
ACH-000092,0.16559191181924066
ACH-000095,0.14171338514818796
ACH-000097,0.20833924423631775
ACH-000098,0.05349099881866397
ACH-000099,0.2340902707242349
ACH-000108,0.18601291019846267
ACH-000113,0.12099130967504425
ACH-000116,0.28517953550011416
ACH-000118,0.17510245202060454
ACH-000120,0.13051739502720233
ACH-000123,0.14195758171138534
ACH-000127,0.22423034758056387
ACH-000128,0.06350472640898716
ACH-000132,0.3202543063094752
ACH-000133,0.0994670721095911
ACH-000137,0.31206946086557275
ACH-000138,0.3619114312678938
ACH-000142,0.08448076713215806
ACH-000143,0.3418844996793722
ACH-000146,0.23973202690437664
ACH-000148,0.2099441873779514
ACH-000150,0.2768472557926609
ACH-000152,0.17724207585207533
ACH-000153,0.17886863553912585
ACH-000159,0.18032047257128847
ACH-000160,0.22717108312877385
ACH-000163,0.2435804998365513
ACH-000167,0.186127097276034
ACH-000168,0.3310705657259634
ACH-000169,0.2837198010978221
ACH-000178,0.19375335989642786
ACH-000183,0.2134161097187334
ACH-000188,0.18907227128988613
ACH-000189,0.22061197661802054
ACH-000190,0.1317365089670894
ACH-000198,0.2486970208816416
ACH-000203,0.4737875190493623
ACH-000204,0.2504486359480199
ACH-000206,0.2412627225969401
ACH-000207,0.1867221832807912
ACH-000208,0.14612105390891972
ACH-000210,0.19126013312817386
ACH-000211,0.1258970012433957
ACH-000215,0.19798742502141434
