,NDUFS8 (4728)
ACH-000004,-0.1278318051701433
ACH-000005,-0.3362535088154345
ACH-000007,-0.7026661220124014
ACH-000009,-0.15082405732206966
ACH-000011,-0.010762687244622713
ACH-000012,-0.3995970811344712
ACH-000013,-0.5453054163884904
ACH-000014,-0.36161824319606656
ACH-000015,-0.5648059062638374
ACH-000017,-0.4370371703959165
ACH-000018,-0.4757286101074404
ACH-000019,-0.7633652559292661
ACH-000021,-0.4362590173799221
ACH-000022,-0.1287708745073655
ACH-000025,-0.4111642284013529
ACH-000028,-0.6493296240249165
ACH-000030,-0.37051860967404737
ACH-000035,-0.2687825639540604
ACH-000036,0.059122255291165986
ACH-000037,-0.4425511953228564
ACH-000039,-0.35942018357576183
ACH-000040,-0.17304176064378465
ACH-000041,-0.4538558319477138
ACH-000042,-0.3028267833640948
ACH-000045,-0.7087536343567786
ACH-000047,-0.7536435467374095
ACH-000052,-0.2957650876846824
ACH-000053,-0.4595564391568396
ACH-000054,-0.7425827198310831
ACH-000055,-0.31397308730137685
ACH-000060,-0.3004254786810558
ACH-000067,-0.17386205888937029
ACH-000070,-0.5088644371386829
ACH-000075,-0.3877769840451056
ACH-000078,-0.4999359372935108
ACH-000082,-0.4079438370896459
ACH-000085,-0.6638092478862448
ACH-000086,-0.6101131965774594
ACH-000087,-0.5968641111674214
ACH-000092,-0.24700578920863545
ACH-000095,-0.1916925323286633
ACH-000097,-0.4124658472235809
ACH-000098,-0.3457046107141585
ACH-000099,-0.7015631915341665
ACH-000108,-0.3617352728528029
ACH-000113,-0.5156780355007259
ACH-000116,-0.4490720887856183
ACH-000118,-0.8794237319697291
ACH-000120,-0.4304635345789165
ACH-000123,-0.4976477556195807
ACH-000127,-0.48997403624815894
ACH-000128,-0.5671650249516471
ACH-000132,-0.32652503220607576
ACH-000133,-0.21665064490202368
ACH-000137,-0.3180047094501853
ACH-000138,-0.6022105036364954
ACH-000142,-0.3623842255202417
ACH-000143,-0.17701096391718518
ACH-000146,-0.2893110036173473
ACH-000148,-0.4279682324767573
ACH-000150,-0.5226608479546294
ACH-000152,-0.3653743540054217
ACH-000153,-0.6715564067385424
ACH-000159,-0.39379659468548384
ACH-000160,-0.768852735571298
ACH-000163,-0.3382329162996789
ACH-000167,-0.4519023246686694
