,TRRAP (8295)
ACH-000004,-1.1708613869989914
ACH-000005,-1.2288947769882228
ACH-000007,-1.2352573122576789
ACH-000009,-1.2472224774956482
ACH-000011,-1.0918142418104142
ACH-000012,-1.2164603930494924
ACH-000013,-1.1889638978449677
ACH-000014,-1.0651071927829259
ACH-000015,-1.2414851739330377
ACH-000017,-0.8941384418553475
ACH-000018,-1.2219448672616324
ACH-000019,-1.1198818038554506
ACH-000021,-1.252202937959663
ACH-000022,-1.1400554979956246
ACH-000025,-1.286395798341314
ACH-000028,-0.9167853957771109
ACH-000030,-1.1517906926956805
ACH-000035,-1.1545394117834746
ACH-000036,-1.0681403377501308
ACH-000037,-1.046522994664415
ACH-000039,-1.1535595360497644
ACH-000040,-1.172722664812271
ACH-000041,-1.1754221173039874
ACH-000042,-1.191797053786358
ACH-000045,-1.0214647141755353
ACH-000047,-0.9678788319539852
ACH-000052,-1.5801423507206973
ACH-000053,-1.2507026708217828
ACH-000054,-1.168408264293625
ACH-000055,-1.2472744038315906
ACH-000060,-1.0839630590941758
ACH-000067,-0.8160869246235631
ACH-000070,-0.9598864051575768
ACH-000075,-1.1979555054799969
ACH-000078,-1.2693625325708595
ACH-000082,-0.966014025475316
ACH-000085,-1.3849949312985803
ACH-000086,-1.1362479542363828
ACH-000087,-1.268091929121028
ACH-000092,-0.891002551169976
ACH-000095,-1.2378756976550256
ACH-000097,-0.9860996980355264
ACH-000098,-0.9272479554677379
ACH-000099,-1.0227573014584346
ACH-000108,-1.1370275329252029
ACH-000113,-1.139222900813453
ACH-000116,-1.107199889506307
ACH-000118,-1.1449923332483185
ACH-000120,-1.2675923130726
ACH-000123,-1.0973031016948451
ACH-000127,-1.1882139390658977
ACH-000128,-1.2470079473232436
ACH-000132,-1.2100067558758636
ACH-000133,-1.297446372284614
ACH-000137,-1.2380710855156989
ACH-000138,-1.2727280760623807
ACH-000142,-1.0424975532079521
ACH-000143,-1.1113211616471776
ACH-000146,-1.149156685942266
ACH-000148,-1.170525360665014
ACH-000150,-1.2338152963239921
ACH-000152,-1.140101964023367
ACH-000153,-1.4498248427009641
ACH-000159,-0.9740639899558012
ACH-000160,-1.025862992840838
ACH-000163,-1.3972185068811185
ACH-000167,-1.0370772718130905
ACH-000168,-1.1638926853630644
ACH-000169,-1.161071531707581
ACH-000178,-1.1614050418855952
ACH-000183,-1.0606581447429644
ACH-000188,-1.1429818700522574
ACH-000189,-1.1370528158271735
ACH-000190,-1.1373099705668084
ACH-000198,-0.9538295746538388
ACH-000203,-1.0493689715606895
ACH-000204,-1.2794012929264915
ACH-000206,-0.8526258180972439
ACH-000207,-1.07293016910392
ACH-000208,-1.1393186110816689
ACH-000210,-1.3490051170777018
ACH-000211,-0.7708572735839504
ACH-000215,-0.8989207227106835
ACH-000221,-1.1063685165282942
ACH-000222,-1.321739334107188
ACH-000223,-1.2626535200166888
ACH-000226,-1.1316567338212755
ACH-000227,-1.0662251741840596
ACH-000228,-1.2739044315824246
ACH-000231,-0.9924958239916768
ACH-000232,-1.022965800687589
ACH-000233,-1.3343792806039796
ACH-000234,-0.9248373251206798
ACH-000235,-1.1015801081907848
ACH-000237,-1.1826221781207682
ACH-000238,-1.1965374921888716
ACH-000242,-1.3334441201100835
ACH-000243,-1.144130408976074
ACH-000244,-0.6985239871305396
ACH-000246,-0.6946854664520533
ACH-000248,-1.1600304595200837
ACH-000250,-0.8140297384951518
ACH-000251,-0.9502568718310525
ACH-000252,-1.5362738873580817
ACH-000253,-1.4083206973829494
ACH-000255,-1.3327405431995274
ACH-000256,-1.0257926821339118
ACH-000257,-1.0469005429506455
ACH-000258,-0.9947638685147088
ACH-000259,-1.0204092256814483
ACH-000260,-1.2747609262304316
ACH-000261,-1.3062730194693808
ACH-000262,-0.9358863517957464
ACH-000263,-1.492780707038629
ACH-000264,-1.074574489817612
ACH-000265,-1.2197966519373495
ACH-000266,-0.7382984411071138
ACH-000272,-0.9905397439510674
ACH-000274,-0.9193685552481434
ACH-000277,-1.1468675749392776
ACH-000278,-0.9995856318483796
ACH-000279,-1.397393600138373
ACH-000280,-1.2973502268257433
ACH-000281,-1.3460037568298653
ACH-000288,-1.1607266926067408
ACH-000291,-1.0170506746580632
ACH-000293,-0.9591737505884708
ACH-000294,-1.1320758073591242
ACH-000295,-1.080552884858332
ACH-000296,-1.089656196480456
ACH-000302,-1.254731740024696
ACH-000304,-1.1024347541301245
ACH-000307,-1.2355197225564327
